,which,of,his,future,generals,joined,forces,with,temüjin,around,the,time,of,his,escape,from,the,tayichi'ud,?
jelme,0.14727528393268585,0.2517130374908447,0.22106458246707916,0.060603901743888855,0.20974841713905334,0.16093668341636658,0.10314527153968811,0.19759753346443176,0.27269038558006287,0.11138905584812164,0.2398020476102829,0.1514311283826828,0.2517130374908447,0.22106458246707916,0.093600332736969,0.15094348788261414,0.2398020476102829,0.36919522285461426,0.15485253930091858
and,0.506277859210968,0.5116966962814331,0.4234102666378021,0.28619977831840515,0.29397696256637573,0.31977471709251404,0.26456665992736816,0.5477725267410278,0.3789469599723816,0.34341543912887573,0.5171257257461548,0.3025408685207367,0.5116966962814331,0.4234102666378021,0.27606040239334106,0.3601827025413513,0.5171257257461548,0.3056160509586334,0.20544172823429108
bo'orchu,0.29292112588882446,0.25670892000198364,0.3663486838340759,0.2716852128505707,0.30595046281814575,0.13096469640731812,0.24473971128463745,0.27379703521728516,0.5404209494590759,0.2971780598163605,0.3131685256958008,0.2486124336719513,0.25670892000198364,0.3663486838340759,0.330351322889328,0.17200921475887299,0.3131685256958008,0.40930062532424927,0.21180228888988495
",",0.3658004403114319,0.4946078956127167,0.3378419280052185,0.2609160840511322,0.28962698578834534,0.23146051168441772,0.2544684410095215,0.4120737314224243,0.3484273850917816,0.3298884332180023,0.4933079481124878,0.3029961884021759,0.4946078956127167,0.3378419280052185,0.2325686812400818,0.39760664105415344,0.4933079481124878,0.337033748626709,0.31091248989105225
two,0.4674137234687805,0.37726253271102905,0.3376699388027191,0.18728017807006836,0.27685925364494324,0.31956952810287476,0.20150142908096313,0.4333336651325226,0.24047213792800903,0.3028758764266968,0.43858039379119873,0.33960169553756714,0.37726253271102905,0.3376699388027191,0.10770508646965027,0.25732070207595825,0.43858039379119873,0.25681328773498535,0.19645625352859497
of,0.5011631846427917,1.0,0.38364991545677185,0.25455814599990845,0.29460904002189636,0.24761945009231567,0.3090144991874695,0.41827285289764404,0.378805011510849,0.3296394646167755,0.733189046382904,0.35127586126327515,1.0,0.38364991545677185,0.17960478365421295,0.4249346852302551,0.733189046382904,0.28461363911628723,0.1826142966747284
genghis,0.26472097635269165,0.2938849925994873,0.3744826912879944,0.21389532089233398,0.35899436473846436,0.1406790167093277,0.27949807047843933,0.18149495124816895,0.604469895362854,0.20644451677799225,0.3448939025402069,0.2322276532649994,0.2938849925994873,0.3744826912879944,0.21978871524333954,0.19071364402770996,0.3448939025402069,0.511319100856781,0.18813461065292358
khan,0.19211235642433167,0.17124508321285248,0.26570460200309753,0.18612311780452728,0.2616235017776489,0.06854946911334991,0.14535881578922272,0.12498863786458969,0.5100751519203186,0.13216018676757812,0.21067845821380615,0.15561453998088837,0.17124508321285248,0.26570460200309753,0.15218444168567657,0.10581372678279877,0.21067845821380615,0.4106321334838867,0.12862591445446014
's,0.03856118768453598,-0.03817026689648628,0.047556519508361816,-0.04464564472436905,0.007858164608478546,0.08263400942087173,0.011176351457834244,-0.04624466598033905,-0.010023289360105991,-0.039796680212020874,-0.01540423184633255,0.01301188487559557,-0.03817026689648628,0.047556519508361816,-0.017336735501885414,-0.01936490088701248,-0.01540423184633255,-0.04169204831123352,-0.023395681753754616
future,0.2278342843055725,0.25455814599990845,0.2392699122428894,0.9999999403953552,0.1726958155632019,0.14396177232265472,0.16833610832691193,0.24820348620414734,0.26498523354530334,0.12529218196868896,0.2337762415409088,0.2887815833091736,0.25455814599990845,0.2392699122428894,0.18629345297813416,0.1756477802991867,0.2337762415409088,0.21659646928310394,0.3367180824279785
generals,0.1484464704990387,0.29460904002189636,0.2791535556316376,0.1726958155632019,0.9999998807907104,0.2057260125875473,0.4677247405052185,0.21205726265907288,0.3479856252670288,0.10439293831586838,0.27897581458091736,0.26300960779190063,0.29460904002189636,0.2791535556316376,0.1701805591583252,0.13203580677509308,0.27897581458091736,0.2659456729888916,0.16273394227027893
",",0.3658004403114319,0.4946078956127167,0.3378419280052185,0.2609160840511322,0.28962698578834534,0.23146051168441772,0.2544684410095215,0.4120737314224243,0.3484273850917816,0.3298884332180023,0.4933079481124878,0.3029961884021759,0.4946078956127167,0.3378419280052185,0.2325686812400818,0.39760664105415344,0.4933079481124878,0.337033748626709,0.31091248989105225
joined,0.18207672238349915,0.24761945009231567,0.2168387770652771,0.14396177232265472,0.2057260125875473,1.0000001192092896,0.25363031029701233,0.3091675937175751,0.202919140458107,0.16232182085514069,0.2943263649940491,0.1746160387992859,0.24761945009231567,0.2168387770652771,0.07595013827085495,0.17056068778038025,0.2943263649940491,0.17341558635234833,0.06566751003265381
forces,0.2267666757106781,0.3090144991874695,0.23257344961166382,0.16833610832691193,0.4677247405052185,0.25363031029701233,1.0,0.18998397886753082,0.3284339904785156,0.21115978062152863,0.3134811818599701,0.19262591004371643,0.3090144991874695,0.23257344961166382,0.24238403141498566,0.15575696527957916,0.3134811818599701,0.30469921231269836,0.16984491050243378
with,0.46403205394744873,0.41827285289764404,0.33836179971694946,0.24820348620414734,0.21205726265907288,0.3091675937175751,0.18998397886753082,0.9999999403953552,0.26846927404403687,0.3207509517669678,0.4223487675189972,0.31862112879753113,0.41827285289764404,0.33836179971694946,0.17095310986042023,0.26272761821746826,0.4223487675189972,0.23875334858894348,0.2433311939239502
him,0.3357398211956024,0.2764812409877777,0.6629161238670349,0.3163057267665863,0.2518765330314636,0.127502903342247,0.20664843916893005,0.30843743681907654,0.452009379863739,0.23249268531799316,0.39213326573371887,0.3672541379928589,0.2764812409877777,0.6629161238670349,0.30597591400146484,0.2413332462310791,0.39213326573371887,0.2992718815803528,0.23943768441677094
.,0.45942068099975586,0.5352458953857422,0.3119256794452667,0.24031390249729156,0.2950180768966675,0.23954392969608307,0.21802116930484772,0.4446153938770294,0.31788840889930725,0.3712388277053833,0.5934505462646484,0.371569961309433,0.5352458953857422,0.3119256794452667,0.20978771150112152,0.41536515951156616,0.5934505462646484,0.31076619029045105,0.4130953550338745
