,when,do,juvenile,develop,into,adults,?
adult,0.2259843349456787,0.23606427013874054,0.4326893091201782,0.30098971724510193,0.19982260465621948,0.7006191611289978,0.14439715445041656
form,0.31953904032707214,0.23068922758102417,0.18020600080490112,0.3206929862499237,0.32858723402023315,0.24996252357959747,0.1463010311126709
by,0.4376842677593231,0.1481526494026184,0.14075146615505219,0.16370567679405212,0.30473223328590393,0.17004001140594482,0.17966607213020325
a,0.44397395849227905,0.26237669587135315,0.2089221328496933,0.27134326100349426,0.3461161255836487,0.19667603075504303,0.23916715383529663
more,0.359977662563324,0.3514035940170288,0.2015705704689026,0.2813284397125244,0.26544561982154846,0.3532790243625641,0.27894994616508484
radical,0.19318300485610962,0.16223862767219543,0.05104353278875351,0.229670450091362,0.13344372808933258,0.1633450984954834,0.1306871920824051
metamorphosis,0.21821123361587524,0.2500884234905243,0.37043648958206177,0.31157222390174866,0.2908598780632019,0.4235324561595917,0.17131532728672028
",",0.36674630641937256,0.3283645510673523,0.19538520276546478,0.17652153968811035,0.2826121151447296,0.20862317085266113,0.31091248989105225
after,0.5331412553787231,0.20534609258174896,0.19165758788585663,0.17105159163475037,0.36954155564308167,0.13332098722457886,0.16608688235282898
dropping,0.3336595296859741,0.21266895532608032,0.15360474586486816,0.23240219056606293,0.21653839945793152,0.21025963127613068,0.19169406592845917
to,0.5423505902290344,0.38876664638519287,0.19384002685546875,0.3375980854034424,0.38810545206069946,0.2642943561077118,0.29463258385658264
the,0.5091903209686279,0.30239659547805786,0.223813995718956,0.26276466250419617,0.39493247866630554,0.24781310558319092,0.22068053483963013
sea-floor,0.234109029173851,0.15077543258666992,0.10388445109128952,0.1856784075498581,0.22505758702754974,0.19316834211349487,0.23015794157981873
.,0.475719153881073,0.3613996207714081,0.2264872044324875,0.2532461881637573,0.26250120997428894,0.2783450484275818,0.4130953550338745
