,inspired,by,shelley,what,was,the,name,of,gandhi,'s,doctrine,?
nonviolence,0.2888188660144806,0.22616009414196014,0.21078617870807648,0.29576870799064636,0.18971200287342072,0.2360365092754364,0.1031043604016304,0.25148746371269226,0.4838014841079712,0.10047005861997604,0.4390220046043396,0.24961347877979279
in,0.27352839708328247,0.370934396982193,0.2943161129951477,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.2459065467119217,0.5696388483047485,0.2202024757862091,-0.037580832839012146,0.1543712466955185,0.20430970191955566
protest,0.2964187562465668,0.20389297604560852,0.1643563061952591,0.20248152315616608,0.274395227432251,0.25126034021377563,0.06310273706912994,0.24564224481582642,0.3360328674316406,-0.0016888814279809594,0.3167475163936615,0.1878921240568161
and,0.2447075992822647,0.4289871156215668,0.2692590653896332,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.20518991351127625,0.06895173341035843,0.16517424583435059,0.20544172823429108
political,0.2055148333311081,0.22635963559150696,0.1978820115327835,0.21846716105937958,0.24282537400722504,0.20477235317230225,0.10089639574289322,0.27319738268852234,0.23716677725315094,0.04151610657572746,0.3140188157558441,0.17130474746227264
action,0.1362876147031784,0.23816438019275665,0.17300637066364288,0.30170392990112305,0.17610664665699005,0.28415048122406006,0.12325847148895264,0.23570318520069122,0.20651689171791077,-0.003886178135871887,0.22769877314567566,0.250188946723938
.,0.2438153177499771,0.3936232924461365,0.23196963965892792,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.23160921037197113,-0.003708066651597619,0.19162513315677643,0.4130953550338745
,inspired,by,shelley,what,was,the,name,of,gandhi,'s,doctrine,?
a,0.2341131567955017,0.32094135880470276,0.2595197260379791,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.26421117782592773,0.5052502155303955,0.2022973597049713,0.04866964742541313,0.14698471128940582,0.23916715383529663
version,0.267278254032135,0.21702225506305695,0.06523441523313522,0.20755547285079956,0.297456830739975,0.27268242835998535,0.2522346079349518,0.14166875183582306,0.023097418248653412,-0.009124638512730598,0.174972802400589,0.2573966085910797
was,0.3109425902366638,0.4752357602119446,0.25022226572036743,0.22111038863658905,1.0000001192092896,0.48711544275283813,0.2646567225456238,0.4069072902202606,0.183432474732399,0.008974763564765453,0.1871018409729004,0.18412111699581146
taken,0.18552204966545105,0.2738271653652191,0.12611229717731476,0.26014965772628784,0.27550867199897766,0.3309854567050934,0.17286156117916107,0.2889742851257324,0.13565823435783386,0.00031501424382440746,0.19572430849075317,0.17662954330444336
up,0.13066108524799347,0.2738759219646454,0.10167299956083298,0.28591108322143555,0.24070115387439728,0.38423117995262146,0.1534269005060196,0.32945773005485535,0.029426278546452522,-0.08862818777561188,0.06377360224723816,0.1819818764925003
by,0.3305339515209198,1.0000001192092896,0.23383553326129913,0.2455483376979828,0.4752357602119446,0.4408751428127289,0.25480157136917114,0.3646814823150635,0.16666939854621887,-0.010884488001465797,0.1644960641860962,0.17966607213020325
the,0.271378755569458,0.4408751428127289,0.19734613597393036,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,0.23259694874286652,-0.01540423184633255,0.23041051626205444,0.22068053483963013
author,0.22298559546470642,0.17912176251411438,0.3009580373764038,0.18480391800403595,0.23446185886859894,0.199458509683609,0.2723580002784729,0.18473520874977112,0.2296575903892517,0.08716395497322083,0.229722797870636,0.14162757992744446
henry,0.1991533637046814,0.23741036653518677,0.3794156014919281,0.1911626160144806,0.31945720314979553,0.2542637586593628,0.11923310905694962,0.2390729784965515,0.16735585033893585,-0.032912835478782654,0.15875263512134552,0.16836383938789368
david,0.17674601078033447,0.23508615791797638,0.2800668179988861,0.1299152821302414,0.2655363976955414,0.2237231284379959,0.09105115383863449,0.191870778799057,0.17413099110126495,-0.00819597952067852,0.16591086983680725,0.04158485680818558
thoreau,0.3224359452724457,0.31551459431648254,0.39357247948646545,0.3263375163078308,0.263746052980423,0.30504027009010315,0.16890326142311096,0.27008235454559326,0.35658061504364014,0.09148705005645752,0.2980126142501831,0.1922200322151184
in,0.27352839708328247,0.370934396982193,0.2943161129951477,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.2459065467119217,0.5696388483047485,0.2202024757862091,-0.037580832839012146,0.1543712466955185,0.20430970191955566
his,0.30602148175239563,0.3107621967792511,0.3374878764152527,0.26976513862609863,0.4405253231525421,0.4394008219242096,0.1914493292570114,0.38364991545677185,0.23340414464473724,0.047556519508361816,0.1854272186756134,0.18075084686279297
essay,0.26944783329963684,0.17135080695152283,0.21330833435058594,0.3115626871585846,0.20213858783245087,0.23527753353118896,0.12082994729280472,0.19690492749214172,0.2359456717967987,0.001611704588867724,0.3196621835231781,0.28484269976615906
civil,0.15576227009296417,0.15479567646980286,0.24743050336837769,0.15091551840305328,0.24303317070007324,0.2477465271949768,0.11064217239618301,0.24698495864868164,0.30589789152145386,-0.06354409456253052,0.21534915268421173,0.1494513899087906
disobedience,0.3321947455406189,0.2563513219356537,0.25697246193885803,0.3298627436161041,0.28287848830223083,0.30963727831840515,0.09590744972229004,0.31932318210601807,0.45138445496559143,0.027719656005501747,0.4672546684741974,0.19890835881233215
",",0.21598021686077118,0.3680937886238098,0.28375792503356934,0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.25672250986099243,-0.0016132977325469255,0.15962223708629608,0.31091248989105225
and,0.2447075992822647,0.4289871156215668,0.2692590653896332,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.20518991351127625,0.06895173341035843,0.16517424583435059,0.20544172823429108
later,0.3333824872970581,0.3747883439064026,0.22037844359874725,0.2517229914665222,0.5684447288513184,0.4060266613960266,0.2509414553642273,0.3458743393421173,0.22610683739185333,0.05591587722301483,0.1943112313747406,0.1417175978422165
by,0.3305339515209198,1.0000001192092896,0.23383553326129913,0.2455483376979828,0.4752357602119446,0.4408751428127289,0.25480157136917114,0.3646814823150635,0.16666939854621887,-0.010884488001465797,0.1644960641860962,0.17966607213020325
gandhi,0.21560481190681458,0.16666939854621887,0.26635316014289856,0.23243291676044464,0.183432474732399,0.23259694874286652,0.05361409857869148,0.2484963834285736,1.0,0.13761647045612335,0.26331627368927,0.18234050273895264
in,0.27352839708328247,0.370934396982193,0.2943161129951477,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.2459065467119217,0.5696388483047485,0.2202024757862091,-0.037580832839012146,0.1543712466955185,0.20430970191955566
his,0.30602148175239563,0.3107621967792511,0.3374878764152527,0.26976513862609863,0.4405253231525421,0.4394008219242096,0.1914493292570114,0.38364991545677185,0.23340414464473724,0.047556519508361816,0.1854272186756134,0.18075084686279297
doctrine,0.23705898225307465,0.1644960641860962,0.22468732297420502,0.3112909197807312,0.1871018409729004,0.23041051626205444,0.14183440804481506,0.23378130793571472,0.26331627368927,-0.004191047511994839,0.9999999403953552,0.21789313852787018
of,0.2985292971134186,0.3646814823150635,0.15595409274101257,0.33290785551071167,0.4069072902202606,0.733189046382904,0.24075818061828613,1.0,0.2484963834285736,-0.03817026689648628,0.23378130793571472,0.1826142966747284
satyagraha,0.29073792695999146,0.20328330993652344,0.19344012439250946,0.3866046965122223,0.3116372525691986,0.31148847937583923,0.15260164439678192,0.29975876212120056,0.6144656538963318,0.1384100466966629,0.34222155809402466,0.2565320134162903
.,0.2438153177499771,0.3936232924461365,0.23196963965892792,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.23160921037197113,-0.003708066651597619,0.19162513315677643,0.4130953550338745
