,what,percentage,of,scotland,'s,voting,population,failed,to,actually,vote,?
the,0.42745697498321533,0.2736506462097168,0.733189046382904,0.23846951127052307,-0.01540423184633255,0.26425203680992126,0.32044094800949097,0.32787200808525085,0.535392165184021,0.39964747428894043,0.22779929637908936,0.22068053483963013
total,0.19850242137908936,0.46965354681015015,0.29045331478118896,0.090000219643116,0.1334245651960373,0.19442199170589447,0.3710280954837799,0.16438396275043488,0.22792020440101624,0.18123777210712433,0.25600868463516235,0.14396025240421295
electorate,0.2379383146762848,0.2277282029390335,0.3167199194431305,0.24505667388439178,0.02041555382311344,0.4357765018939972,0.29320666193962097,0.2725280225276947,0.23415137827396393,0.19078947603702545,0.5328934192657471,0.1467054933309555
threshold,0.2899959981441498,0.37617892026901245,0.27342575788497925,0.1645040065050125,0.012260658666491508,0.2796649634838104,0.22143208980560303,0.31914836168289185,0.23430240154266357,0.2503414452075958,0.24793362617492676,0.22998201847076416
deemed,0.26345115900039673,0.19464010000228882,0.20366573333740234,0.2117827832698822,-0.016787821426987648,0.23396635055541992,0.10325518995523453,0.23321186006069183,0.2932785451412201,0.30325987935066223,0.2754329442977905,0.23173536360263824
necessary,0.3794087767601013,0.2872103452682495,0.26879626512527466,0.15358033776283264,-0.028101975098252296,0.2751942276954651,0.15555451810359955,0.3341389298439026,0.40437278151512146,0.351557195186615,0.23945613205432892,0.3430270850658417
to,0.455847829580307,0.25744274258613586,0.41548454761505127,0.19875919818878174,0.03782717138528824,0.2493610978126526,0.19776633381843567,0.4406343400478363,1.0,0.4543284475803375,0.2892617881298065,0.29463258385658264
pass,0.24105259776115417,0.21834644675254822,0.18302802741527557,0.03972349688410759,-0.025650637224316597,0.26767292618751526,0.10140158981084824,0.28148725628852844,0.28446894884109497,0.16379176080226898,0.27242565155029297,0.09478675574064255
the,0.42745697498321533,0.2736506462097168,0.733189046382904,0.23846951127052307,-0.01540423184633255,0.26425203680992126,0.32044094800949097,0.32787200808525085,0.535392165184021,0.39964747428894043,0.22779929637908936,0.22068053483963013
measure,0.2807709276676178,0.3631015419960022,0.22469913959503174,0.16423696279525757,0.004309619776904583,0.2080344408750534,0.19828437268733978,0.2081540822982788,0.2774736285209656,0.2983599603176117,0.19652576744556427,0.22092340886592865
",",0.3087472915649414,0.21945469081401825,0.4946078956127167,0.21124857664108276,-0.0016132977325469255,0.2596084773540497,0.2967977225780487,0.28599733114242554,0.44245919585227966,0.34130755066871643,0.27201512455940247,0.31091248989105225
as,0.31749409437179565,0.19401364028453827,0.3886612355709076,0.19265124201774597,-0.05775856226682663,0.20988748967647552,0.22002090513706207,0.203591451048851,0.42092081904411316,0.3810057044029236,0.20532511174678802,0.27043893933296204
32.9,0.05418001115322113,0.08370915055274963,0.0541892908513546,0.10299888998270035,-0.04322792962193489,0.11370401084423065,0.09878278523683548,0.1658765971660614,0.04412008821964264,0.01925034262239933,0.11602065712213516,0.09512781351804733
%,0.20738190412521362,0.5639340281486511,0.19953428208827972,0.11743631958961487,0.031266406178474426,0.2694058120250702,0.4585210084915161,0.17169475555419922,0.18513022363185883,0.22389252483844757,0.32132625579833984,0.21441808342933655
of,0.33290785551071167,0.24724560976028442,1.0,0.2208399921655655,-0.03817026689648628,0.19275255501270294,0.3060894012451172,0.2114463746547699,0.41548454761505127,0.3496170938014984,0.19845709204673767,0.1826142966747284
the,0.42745697498321533,0.2736506462097168,0.733189046382904,0.23846951127052307,-0.01540423184633255,0.26425203680992126,0.32044094800949097,0.32787200808525085,0.535392165184021,0.39964747428894043,0.22779929637908936,0.22068053483963013
eligible,0.22610971331596375,0.317983478307724,0.21464714407920837,0.17214998602867126,-0.029121968895196915,0.3379826545715332,0.1349322497844696,0.33623331785202026,0.3182983994483948,0.24429649114608765,0.3688758909702301,0.2743571698665619
voting,0.32501840591430664,0.351153165102005,0.19275255501270294,0.12880535423755646,0.02814832516014576,0.9999999403953552,0.19195015728473663,0.2957533895969391,0.2493610978126526,0.2763027250766754,0.7671977281570435,0.31114646792411804
population,0.2000674307346344,0.35606327652931213,0.3060894012451172,0.11509567499160767,0.012951160781085491,0.19195015728473663,1.0,0.10918276757001877,0.19776633381843567,0.23649950325489044,0.23420795798301697,0.14449454843997955
did,0.4259131848812103,0.23947858810424805,0.2513895630836487,0.12742529809474945,0.05069678649306297,0.24836550652980804,0.0652005523443222,0.5037672519683838,0.4452643394470215,0.3678441345691681,0.27747371792793274,0.3023456633090973
not,0.5449194312095642,0.3768462836742401,0.3307090103626251,0.18398283421993256,0.002583299996331334,0.31135764718055725,0.19793428480625153,0.39067506790161133,0.5149973034858704,0.5074813365936279,0.331701397895813,0.41942933201789856
",",0.3087472915649414,0.21945469081401825,0.4946078956127167,0.21124857664108276,-0.0016132977325469255,0.2596084773540497,0.2967977225780487,0.28599733114242554,0.44245919585227966,0.34130755066871643,0.27201512455940247,0.31091248989105225
or,0.33867141604423523,0.29796382784843445,0.3792596757411957,0.20560160279273987,0.06871571391820908,0.2185002565383911,0.17320232093334198,0.20512497425079346,0.38921234011650085,0.41376107931137085,0.1908024251461029,0.32389625906944275
had,0.23849567770957947,0.17636419832706451,0.37755560874938965,0.17277498543262482,-0.004401352722197771,0.176489919424057,0.21385526657104492,0.39850887656211853,0.37984350323677063,0.29137277603149414,0.21705105900764465,0.20728366076946259
been,0.2567804455757141,0.17744223773479462,0.31685134768486023,0.18082009255886078,-0.10734795778989792,0.17177490890026093,0.20994028449058533,0.3026255667209625,0.34945759177207947,0.37936678528785706,0.17829377949237823,0.24354910850524902
unable,0.2877064049243927,0.1917983442544937,0.2372649908065796,0.12242148816585541,-0.024774404242634773,0.17829281091690063,0.14197629690170288,0.42592090368270874,0.47413626313209534,0.3050093948841095,0.21737419068813324,0.1804998219013214
to,0.455847829580307,0.25744274258613586,0.41548454761505127,0.19875919818878174,0.03782717138528824,0.2493610978126526,0.19776633381843567,0.4406343400478363,1.0,0.4543284475803375,0.2892617881298065,0.29463258385658264
",",0.3087472915649414,0.21945469081401825,0.4946078956127167,0.21124857664108276,-0.0016132977325469255,0.2596084773540497,0.2967977225780487,0.28599733114242554,0.44245919585227966,0.34130755066871643,0.27201512455940247,0.31091248989105225
vote,0.30723845958709717,0.3713477849960327,0.19845709204673767,0.1799274981021881,0.022564241662621498,0.7671977281570435,0.23420795798301697,0.2998105585575104,0.2892617881298065,0.28672754764556885,1.0,0.2888886630535126
.,0.3567904531955719,0.28866735100746155,0.5352458953857422,0.23843355476856232,-0.003708066651597619,0.26005733013153076,0.26950228214263916,0.2549978494644165,0.4645031690597534,0.31523430347442627,0.27672019600868225,0.4130953550338745
