,what,is,the,name,of,the,bungie,inc.,founder,who,is,also,a,university,graduate,?
bungie,0.25130534172058105,0.18235036730766296,0.26906588673591614,0.19178374111652374,0.18856875598430634,0.26906588673591614,1.0,0.17782062292099,0.19039714336395264,0.23789678514003754,0.18235036730766296,0.3063718378543854,0.2464553415775299,0.22118937969207764,0.2045867145061493,0.17262133955955505
founder,0.14688730239868164,0.1966208815574646,0.24715600907802582,0.2517526149749756,0.25088685750961304,0.24715600907802582,0.19039714336395264,0.2180764526128769,1.0,0.28227898478507996,0.1966208815574646,0.23570314049720764,0.15995511412620544,0.2539704144001007,0.1802458018064499,0.13665783405303955
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.28465959429740906,0.3138328492641449,0.22729523479938507,0.41279885172843933,0.3859752118587494,0.5755972862243652,0.3739250600337982,0.2665814459323883,0.27139508724212646,0.20544172823429108
developer,0.1568116992712021,0.21930751204490662,0.19321660697460175,0.22365520894527435,0.13643640279769897,0.19321660697460175,0.39466825127601624,0.13982707262039185,0.30650636553764343,0.23478424549102783,0.21930751204490662,0.20060622692108154,0.2710955739021301,0.16493470966815948,0.2068682760000229,0.19652149081230164
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.18856875598430634,0.2896924912929535,0.25088685750961304,0.2827862501144409,0.4854315221309662,0.4924938678741455,0.5052502155303955,0.30646374821662903,0.21445734798908234,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.26906588673591614,0.26402559876441956,0.24715600907802582,0.3733934462070465,0.5823672413825989,0.6021018624305725,0.5829201340675354,0.263973206281662,0.1983441710472107,0.22068053483963013
halo,0.24797815084457397,0.24445927143096924,0.3211449384689331,0.1493651568889618,0.2288983315229416,0.3211449384689331,0.3739551901817322,0.15199477970600128,0.050811588764190674,0.21276620030403137,0.24445927143096924,0.26951298117637634,0.2719981074333191,0.015255876816809177,0.09450052678585052,0.19959332048892975
video,0.1880173683166504,0.19670651853084564,0.2506899833679199,0.13122066855430603,0.20452004671096802,0.2506899833679199,0.46207869052886963,0.14298748970031738,0.15026521682739258,0.24429279565811157,0.19670651853084564,0.24923039972782135,0.23935693502426147,0.15371176600456238,0.1599900722503662,0.22771678864955902
game,0.2246788740158081,0.21222543716430664,0.285271555185318,0.17639878392219543,0.2298848181962967,0.285271555185318,0.4518268406391144,0.17478272318840027,0.11778183281421661,0.2523840069770813,0.21222543716430664,0.25547176599502563,0.23211604356765747,0.1601153016090393,0.14813169836997986,0.1829071193933487
series,0.17328087985515594,0.20355552434921265,0.31376904249191284,0.1536245048046112,0.22268271446228027,0.31376904249191284,0.3322939872741699,0.14614081382751465,0.14119291305541992,0.21484537422657013,0.20355552434921265,0.2762863337993622,0.23966510593891144,0.17056936025619507,0.15057240426540375,0.1709602326154709
alex,0.12907041609287262,0.1588173508644104,0.17685191333293915,0.18292802572250366,0.10021239519119263,0.17685191333293915,0.204477459192276,0.10759803652763367,0.14582817256450653,0.25352978706359863,0.1588173508644104,0.20157428085803986,0.19937162101268768,0.11099473387002945,0.16785286366939545,0.08971220999956131
seropian,0.21825456619262695,0.2748381495475769,0.2987261712551117,0.18883036077022552,0.23073378205299377,0.2987261712551117,0.2267610728740692,0.3275725841522217,0.1989799439907074,0.2687701880931854,0.2748381495475769,0.2806730568408966,0.3158110976219177,0.1270018368959427,0.17867016792297363,0.14707191288471222
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.24665404856204987,0.3023558259010315,0.2440452128648758,0.3365725874900818,0.4691906273365021,0.4717654287815094,0.427140474319458,0.3017033040523529,0.2738925516605377,0.31091248989105225
serial,0.1661187708377838,0.19110606610774994,0.1900636851787567,0.18481788039207458,0.17792607843875885,0.1900636851787567,0.1568937599658966,0.19718459248542786,0.09109573811292648,0.1957370638847351,0.19110606610774994,0.24115866422653198,0.23481066524982452,0.11762966215610504,0.10803717374801636,0.15233060717582703
host,0.12779991328716278,0.18300022184848785,0.26909032464027405,0.14808283746242523,0.1709926575422287,0.26909032464027405,0.1823996603488922,0.20459634065628052,0.22617460787296295,0.1455991417169571,0.18300022184848785,0.26649415493011475,0.1733594834804535,0.15247699618339539,0.14575231075286865,0.1021634042263031
sarah,0.18478435277938843,0.1614234745502472,0.22388771176338196,0.14069390296936035,0.12605753540992737,0.22388771176338196,0.2020067572593689,0.11500724405050278,0.16998426616191864,0.24870508909225464,0.1614234745502472,0.23590824007987976,0.16850237548351288,0.2007446587085724,0.19659766554832458,0.11216213554143906
koenig,0.18058815598487854,0.24098201096057892,0.25471457839012146,0.21380585432052612,0.1960124671459198,0.25471457839012146,0.34891462326049805,0.2207796573638916,0.3048199415206909,0.305293470621109,0.24098201096057892,0.2719922959804535,0.27677884697914124,0.2520017623901367,0.1439552903175354,0.18626508116722107
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.24665404856204987,0.3023558259010315,0.2440452128648758,0.3365725874900818,0.4691906273365021,0.4717654287815094,0.427140474319458,0.3017033040523529,0.2738925516605377,0.31091248989105225
actor,0.1445341259241104,0.16468456387519836,0.1662968546152115,0.10678424686193466,0.14881062507629395,0.1662968546152115,0.19852878153324127,0.191045880317688,0.24918392300605774,0.24853737652301788,0.16468456387519836,0.23228077590465546,0.19491945207118988,0.20604297518730164,0.22689437866210938,0.16922013461589813
ed,0.09894731640815735,0.11459767818450928,0.21412420272827148,0.018225062638521194,0.19821499288082123,0.21412420272827148,0.1028129979968071,0.19238385558128357,0.1381656378507614,0.1637633740901947,0.11459767818450928,0.13693711161613464,0.15020278096199036,0.2423461526632309,0.11508622020483017,0.16764874756336212
asner,0.18665942549705505,0.2511192858219147,0.29574787616729736,0.21712158620357513,0.2402828335762024,0.29574787616729736,0.27554482221603394,0.15867376327514648,0.2772798240184784,0.3824669420719147,0.2511192858219147,0.2853546142578125,0.2745189070701599,0.3403048515319824,0.26765915751457214,0.24255888164043427
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.24665404856204987,0.3023558259010315,0.2440452128648758,0.3365725874900818,0.4691906273365021,0.4717654287815094,0.427140474319458,0.3017033040523529,0.2738925516605377,0.31091248989105225
pulitzer,0.1705467849969864,0.16189076006412506,0.23183070123195648,0.14968959987163544,0.20455998182296753,0.23183070123195648,0.13243678212165833,0.16854573786258698,0.22836510837078094,0.23391342163085938,0.16189076006412506,0.228372260928154,0.20535433292388916,0.23480884730815887,0.2302919179201126,0.16265492141246796
prize,0.1654435694217682,0.13773074746131897,0.18969248235225677,0.11557508260011673,0.2154514491558075,0.18969248235225677,0.10751212388277054,0.15362967550754547,0.20089386403560638,0.20312342047691345,0.13773074746131897,0.17009899020195007,0.189753457903862,0.2631310522556305,0.26635968685150146,0.14158497750759125
for,0.3017193675041199,0.43268078565597534,0.4739971458911896,0.25737348198890686,0.4185989499092102,0.4739971458911896,0.25729840993881226,0.2546461224555969,0.1423083245754242,0.37110671401023865,0.43268078565597534,0.5373267531394958,0.44038116931915283,0.18573740124702454,0.18703565001487732,0.264628142118454
criticism,0.30332592129707336,0.15568317472934723,0.2245102971792221,0.06094835698604584,0.18326933681964874,0.2245102971792221,0.17178340256214142,0.2532320022583008,0.1490679532289505,0.18993082642555237,0.15568317472934723,0.24531996250152588,0.1871447116136551,0.2507263422012329,0.2295193374156952,0.23740006983280182
winning,0.10492657124996185,0.18481354415416718,0.30045071244239807,0.12005124986171722,0.23572386801242828,0.30045071244239807,0.19216321408748627,0.14820130169391632,0.1593753546476364,0.24573363363742828,0.18481354415416718,0.23652184009552002,0.22859083116054535,0.1563112735748291,0.2269202619791031,0.1251823455095291
film,0.17437689006328583,0.21704672276973724,0.2824619710445404,0.12912005186080933,0.22166931629180908,0.2824619710445404,0.2745077908039093,0.1438295692205429,0.13463705778121948,0.16308167576789856,0.21704672276973724,0.21156583726406097,0.19172197580337524,0.19568507373332977,0.20105783641338348,0.16369038820266724
critic,0.19849249720573425,0.18836769461631775,0.16926419734954834,0.06597312539815903,0.14776557683944702,0.16926419734954834,0.17365722358226776,0.22660894691944122,0.2450578212738037,0.2336529940366745,0.18836769461631775,0.2259913980960846,0.24868325889110565,0.20935767889022827,0.20200979709625244,0.1728995442390442
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.28465959429740906,0.3138328492641449,0.22729523479938507,0.41279885172843933,0.3859752118587494,0.5755972862243652,0.3739250600337982,0.2665814459323883,0.27139508724212646,0.20544172823429108
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.26906588673591614,0.26402559876441956,0.24715600907802582,0.3733934462070465,0.5823672413825989,0.6021018624305725,0.5829201340675354,0.263973206281662,0.1983441710472107,0.22068053483963013
subject,0.3828662037849426,0.25386592745780945,0.2387523651123047,0.15513911843299866,0.21533280611038208,0.2387523651123047,0.2214517593383789,0.2357267290353775,0.09927409887313843,0.29749795794487,0.25386592745780945,0.2295254021883011,0.31756800413131714,0.22598880529403687,0.21073110401630402,0.33952999114990234
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.18856875598430634,0.2896924912929535,0.25088685750961304,0.2827862501144409,0.4854315221309662,0.4924938678741455,0.5052502155303955,0.30646374821662903,0.21445734798908234,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.26906588673591614,0.26402559876441956,0.24715600907802582,0.3733934462070465,0.5823672413825989,0.6021018624305725,0.5829201340675354,0.263973206281662,0.1983441710472107,0.22068053483963013
2014,0.041483160108327866,0.16745887696743011,0.059490643441677094,0.16726040840148926,0.0493064783513546,0.059490643441677094,0.07650794088840485,-0.007486874237656593,0.1601211130619049,0.1893516480922699,0.16745887696743011,0.07609248906373978,0.13504788279533386,0.030019817873835564,0.017748473212122917,0.058127544820308685
documentary,0.24060073494911194,0.1504836231470108,0.26381126046180725,0.11034686118364334,0.2168540358543396,0.26381126046180725,0.29624199867248535,0.16044586896896362,0.19489383697509766,0.18639856576919556,0.1504836231470108,0.2051200568675995,0.2067284882068634,0.21670320630073547,0.1773054152727127,0.20526576042175293
film,0.17437689006328583,0.21704672276973724,0.2824619710445404,0.12912005186080933,0.22166931629180908,0.2824619710445404,0.2745077908039093,0.1438295692205429,0.13463705778121948,0.16308167576789856,0.21704672276973724,0.21156583726406097,0.19172197580337524,0.19568507373332977,0.20105783641338348,0.16369038820266724
life,0.24693015217781067,0.2110576033592224,0.23528170585632324,0.22854015231132507,0.2788603901863098,0.23528170585632324,0.2193688601255417,0.16831770539283752,0.15180248022079468,0.2577245533466339,0.2110576033592224,0.18713383376598358,0.27076753973960876,0.16000677645206451,0.14726875722408295,0.21677987277507782
itself,0.3625122308731079,0.3638126254081726,0.45971640944480896,0.20301838219165802,0.3157202899456024,0.45971640944480896,0.21485817432403564,0.2684110403060913,0.14988379180431366,0.1538408249616623,0.3638126254081726,0.3654869794845581,0.4065200984477997,0.0677584782242775,0.06534169614315033,0.17933900654315948
roger,0.1456337571144104,0.11618486046791077,0.1998666524887085,0.09509024024009705,0.19189049303531647,0.1998666524887085,0.1897515058517456,0.15983617305755615,0.19348205626010895,0.252828449010849,0.11618486046791077,0.17477720975875854,0.20693595707416534,0.09043104201555252,0.14798840880393982,0.0969553217291832
ebert,0.22244851291179657,0.16322560608386993,0.23404496908187866,0.07993384450674057,0.22625567018985748,0.23404496908187866,0.26930755376815796,0.19147464632987976,0.17829619348049164,0.22079505026340485,0.16322560608386993,0.20572835206985474,0.22950290143489838,0.19938141107559204,0.145277738571167,0.19925262033939362
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.24665404856204987,0.3023558259010315,0.2440452128648758,0.3365725874900818,0.4691906273365021,0.4717654287815094,0.427140474319458,0.3017033040523529,0.2738925516605377,0.31091248989105225
director,0.12868234515190125,0.1963709592819214,0.19949141144752502,0.13988910615444183,0.14731334149837494,0.19949141144752502,0.19128216803073883,0.12907862663269043,0.34829244017601013,0.19509299099445343,0.1963709592819214,0.2548536956310272,0.17745283246040344,0.28716593980789185,0.24139195680618286,0.09360282123088837
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.24665404856204987,0.3023558259010315,0.2440452128648758,0.3365725874900818,0.4691906273365021,0.4717654287815094,0.427140474319458,0.3017033040523529,0.2738925516605377,0.31091248989105225
writer,0.16903695464134216,0.20482608675956726,0.1583879292011261,0.12263179570436478,0.14383116364479065,0.1583879292011261,0.1294991374015808,0.2190014272928238,0.3407804071903229,0.26322856545448303,0.20482608675956726,0.2242792397737503,0.2671267092227936,0.23285196721553802,0.2180386334657669,0.1860569268465042
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.24665404856204987,0.3023558259010315,0.2440452128648758,0.3365725874900818,0.4691906273365021,0.4717654287815094,0.427140474319458,0.3017033040523529,0.2738925516605377,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.28465959429740906,0.3138328492641449,0.22729523479938507,0.41279885172843933,0.3859752118587494,0.5755972862243652,0.3739250600337982,0.2665814459323883,0.27139508724212646,0.20544172823429108
comedian,0.19313229620456696,0.20766258239746094,0.15914443135261536,0.12986382842063904,0.13255023956298828,0.15914443135261536,0.23963779211044312,0.22365860641002655,0.2532348930835724,0.2114989459514618,0.20766258239746094,0.2516666054725647,0.17916075885295868,0.18580354750156403,0.196708545088768,0.20797111093997955
mike,0.16820542514324188,0.1655983179807663,0.1855325549840927,0.11320901662111282,0.08880706131458282,0.1855325549840927,0.2703763246536255,0.20731677114963531,0.19355672597885132,0.24931035935878754,0.1655983179807663,0.1861313283443451,0.2168344259262085,0.15321993827819824,0.10270290076732635,0.1076895147562027
nichols,0.11037348210811615,0.24312464892864227,0.22193270921707153,0.12978947162628174,0.16589076817035675,0.22193270921707153,0.21262656152248383,0.15876683592796326,0.27354666590690613,0.30243781208992004,0.24312464892864227,0.24980495870113373,0.19186413288116455,0.2676393389701843,0.1932946890592575,0.15814410150051117
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.24665404856204987,0.3023558259010315,0.2440452128648758,0.3365725874900818,0.4691906273365021,0.4717654287815094,0.427140474319458,0.3017033040523529,0.2738925516605377,0.31091248989105225
film,0.17437689006328583,0.21704672276973724,0.2824619710445404,0.12912005186080933,0.22166931629180908,0.2824619710445404,0.2745077908039093,0.1438295692205429,0.13463705778121948,0.16308167576789856,0.21704672276973724,0.21156583726406097,0.19172197580337524,0.19568507373332977,0.20105783641338348,0.16369038820266724
director,0.12868234515190125,0.1963709592819214,0.19949141144752502,0.13988910615444183,0.14731334149837494,0.19949141144752502,0.19128216803073883,0.12907862663269043,0.34829244017601013,0.19509299099445343,0.1963709592819214,0.2548536956310272,0.17745283246040344,0.28716593980789185,0.24139195680618286,0.09360282123088837
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.28465959429740906,0.3138328492641449,0.22729523479938507,0.41279885172843933,0.3859752118587494,0.5755972862243652,0.3739250600337982,0.2665814459323883,0.27139508724212646,0.20544172823429108
screenwriter,0.16754339635372162,0.1747724562883377,0.13990063965320587,0.12305143475532532,0.1143021509051323,0.13990063965320587,0.2012484073638916,0.20834697782993317,0.3027961850166321,0.23276525735855103,0.1747724562883377,0.24593181908130646,0.16354505717754364,0.24282699823379517,0.22217361629009247,0.16958114504814148
philip,0.11288820952177048,0.16814041137695312,0.21499985456466675,0.12619183957576752,0.24375313520431519,0.21499985456466675,0.11362583935260773,0.23562739789485931,0.16736139357089996,0.25307518243789673,0.16814041137695312,0.20277266204357147,0.20079895853996277,0.2322896122932434,0.2064361721277237,0.11887923628091812
kaufman,0.1819443702697754,0.20411522686481476,0.25527071952819824,0.1276128739118576,0.2148030549287796,0.25527071952819824,0.22330576181411743,0.1598867028951645,0.18432506918907166,0.26695454120635986,0.20411522686481476,0.21234914660453796,0.17423130571842194,0.18567825853824615,0.15060870349407196,0.2153463065624237
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.24665404856204987,0.3023558259010315,0.2440452128648758,0.3365725874900818,0.4691906273365021,0.4717654287815094,0.427140474319458,0.3017033040523529,0.2738925516605377,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.28465959429740906,0.3138328492641449,0.22729523479938507,0.41279885172843933,0.3859752118587494,0.5755972862243652,0.3739250600337982,0.2665814459323883,0.27139508724212646,0.20544172823429108
carl,0.10712110996246338,0.1438492089509964,0.18868394196033478,0.09845737367868423,0.18039077520370483,0.18868394196033478,0.22077879309654236,0.16216017305850983,0.20234143733978271,0.19480429589748383,0.1438492089509964,0.17143717408180237,0.19789651036262512,0.17717237770557404,0.18046048283576965,0.1315603405237198
van,0.1477201133966446,0.13741689920425415,0.13541297614574432,0.1583799570798874,0.16833904385566711,0.13541297614574432,0.20818568766117096,0.1588250696659088,0.19770532846450806,0.19967937469482422,0.13741689920425415,0.12069988250732422,0.17539796233177185,0.12428394705057144,0.15161728858947754,0.15528257191181183
vechten,0.1604786217212677,0.17492583394050598,0.22421695291996002,0.15606944262981415,0.26059582829475403,0.22421695291996002,0.23846617341041565,0.17187437415122986,0.1983720362186432,0.18976877629756927,0.17492583394050598,0.16331878304481506,0.1757291704416275,0.1732800155878067,0.12956011295318604,0.18492676317691803
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.24665404856204987,0.3023558259010315,0.2440452128648758,0.3365725874900818,0.4691906273365021,0.4717654287815094,0.427140474319458,0.3017033040523529,0.2738925516605377,0.31091248989105225
photographer,0.1375393569469452,0.1501060128211975,0.13655708730220795,0.12915867567062378,0.10903770476579666,0.13655708730220795,0.21034257113933563,0.17602528631687164,0.2957827150821686,0.23792336881160736,0.1501060128211975,0.2130381315946579,0.21716061234474182,0.21025080978870392,0.18208900094032288,0.1464734673500061
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.28465959429740906,0.3138328492641449,0.22729523479938507,0.41279885172843933,0.3859752118587494,0.5755972862243652,0.3739250600337982,0.2665814459323883,0.27139508724212646,0.20544172823429108
writer,0.16903695464134216,0.20482608675956726,0.1583879292011261,0.12263179570436478,0.14383116364479065,0.1583879292011261,0.1294991374015808,0.2190014272928238,0.3407804071903229,0.26322856545448303,0.20482608675956726,0.2242792397737503,0.2671267092227936,0.23285196721553802,0.2180386334657669,0.1860569268465042
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.24665404856204987,0.3023558259010315,0.2440452128648758,0.3365725874900818,0.4691906273365021,0.4717654287815094,0.427140474319458,0.3017033040523529,0.2738925516605377,0.31091248989105225
are,0.29724663496017456,0.5330929756164551,0.40399202704429626,0.17349179089069366,0.39081433415412903,0.40399202704429626,0.2473861575126648,0.24877379834651947,0.06729194521903992,0.27294138073921204,0.5330929756164551,0.4565894305706024,0.265255331993103,0.16609783470630646,0.17599910497665405,0.24591213464736938
graduates,0.191602885723114,0.21139399707317352,0.24565158784389496,0.18791688978672028,0.2559623122215271,0.24565158784389496,0.19386501610279083,0.13878066837787628,0.16455382108688354,0.25859326124191284,0.21139399707317352,0.20930808782577515,0.2365572601556778,0.5549647808074951,0.9118151068687439,0.11479247361421585
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.22945651412010193,0.27064359188079834,0.18850034475326538,0.3541337847709656,0.4569662809371948,0.49166762828826904,0.50484299659729,0.290679007768631,0.22357110679149628,0.4130953550338745
