,when,did,luther,write,wir,glauben,all,an,einen,gott,?
in,0.4431333839893341,0.2593238651752472,0.20523880422115326,0.24632485210895538,0.11761332303285599,0.28420230746269226,0.3335905969142914,0.2605783939361572,0.2161399871110916,0.22407740354537964,0.20430970191955566
one,0.38307374715805054,0.27659472823143005,0.1255420446395874,0.2761746346950531,0.16571857035160065,0.27822184562683105,0.4628787636756897,0.2829729914665222,0.16299833357334137,0.16289903223514557,0.2673267424106598
true,0.23685415089130402,0.23050670325756073,0.17746490240097046,0.22607678174972534,0.06336379796266556,0.17288994789123535,0.2953588366508484,0.16271862387657166,0.07932057231664658,0.10643008351325989,0.22515304386615753
god,0.213263139128685,0.2420882135629654,0.2238161414861679,0.16199073195457458,0.16799038648605347,0.24079157412052155,0.2611576020717621,0.11981361359357834,0.14729641377925873,0.2543017566204071,0.23396754264831543
'',-0.07688097655773163,0.01978493109345436,-0.04572787508368492,0.05656430125236511,0.02958100289106369,0.0014285483630374074,-0.05933554098010063,0.09471100568771362,0.03405770659446716,-0.04591268301010132,0.018684765323996544
),0.2538422644138336,0.18584993481636047,0.18587662279605865,0.21409611403942108,0.21473491191864014,0.33404070138931274,0.283302903175354,0.2873353958129883,0.1845920830965042,0.27635258436203003,0.42300865054130554
is,0.3471449911594391,0.19247472286224365,0.08282390236854553,0.23610058426856995,0.1584332436323166,0.2876981496810913,0.2553904056549072,0.4654068350791931,0.10209000110626221,0.17615799605846405,0.22961433231830597
a,0.44397395849227905,0.2552328109741211,0.17967689037322998,0.29025161266326904,0.19362910091876984,0.29655349254608154,0.2696802616119385,0.44552403688430786,0.15047426521778107,0.12425348907709122,0.23916715383529663
three-stanza,0.22487260401248932,0.17622527480125427,0.15748344361782074,0.284454345703125,0.19848322868347168,0.3093392848968506,0.34344059228897095,0.16168613731861115,0.26208290457725525,0.2525196075439453,0.2231397181749344
confession,0.17099034786224365,0.20081323385238647,0.4270155429840088,0.2214135378599167,0.16834571957588196,0.34672442078590393,0.18805347383022308,0.16390012204647064,0.1582055538892746,0.27806606888771057,0.19668595492839813
of,0.3757161796092987,0.2513895630836487,0.1719115972518921,0.2147456258535385,0.06055065989494324,0.27828800678253174,0.42798417806625366,0.32280945777893066,0.1352517455816269,0.15811894834041595,0.1826142966747284
faith,0.16715224087238312,0.24413958191871643,0.2839079797267914,0.20041799545288086,0.08147244900465012,0.282179594039917,0.2941339910030365,0.17861433327198029,0.08043427765369415,0.17490462958812714,0.2833177447319031
prefiguring,0.3517472743988037,0.2258908450603485,0.08631245046854019,0.30911940336227417,0.11562279611825943,0.20679913461208344,0.2982872724533081,0.23452837765216827,0.12418809533119202,0.10717634111642838,0.3179652988910675
luther,0.14516782760620117,0.23667675256729126,1.0,0.14316920936107635,0.17971296608448029,0.30892646312713623,0.1917443871498108,0.10983039438724518,0.29502439498901367,0.34552162885665894,0.1732746809720993
's,-0.03368149697780609,0.05069678649306297,-0.009990512393414974,0.041710954159498215,0.08585426956415176,0.023975977674126625,0.03181743621826172,0.025255560874938965,0.04660128057003021,0.035034749656915665,-0.023395681753754616
1529,0.161387100815773,0.12269923090934753,0.16133925318717957,0.18780925869941711,0.21479809284210205,0.37677431106567383,0.058409832417964935,0.1430935114622116,0.30868038535118103,0.3847356140613556,0.17319193482398987
three-part,0.3981073498725891,0.26888507604599,0.17327874898910522,0.16748137772083282,0.1600359082221985,0.2759883403778076,0.4322739839553833,0.2676156461238861,0.16419751942157745,0.09466949850320816,0.20301535725593567
explanation,0.2777664065361023,0.2452382892370224,0.16547642648220062,0.31484711170196533,0.06411103904247284,0.18974649906158447,0.2832108438014984,0.23513542115688324,0.11468645930290222,0.12322430312633514,0.33794105052948
of,0.3757161796092987,0.2513895630836487,0.1719115972518921,0.2147456258535385,0.06055065989494324,0.27828800678253174,0.42798417806625366,0.32280945777893066,0.1352517455816269,0.15811894834041595,0.1826142966747284
the,0.5091903209686279,0.34736719727516174,0.1759674996137619,0.23380951583385468,0.15802772343158722,0.28045228123664856,0.4860881567001343,0.4207492768764496,0.12453806400299072,0.1847204715013504,0.22068053483963013
apostles,0.22718189656734467,0.1721324473619461,0.3154807388782501,0.2920876145362854,0.13910843431949615,0.3302716612815857,0.23582124710083008,0.1957743763923645,0.11798419058322906,0.212598979473114,0.1676054745912552
',0.2558356821537018,0.25488927960395813,0.142246812582016,0.23613835871219635,0.1739359200000763,0.2926742732524872,0.2416357547044754,0.36139753460884094,0.12439039349555969,0.24021655321121216,0.330942302942276
creed,0.15417395532131195,0.23317869007587433,0.32864516973495483,0.1646910160779953,0.1363687813282013,0.26441627740859985,0.24721714854240417,0.20573407411575317,0.10053971409797668,0.2167818546295166,0.19858981668949127
in,0.4431333839893341,0.2593238651752472,0.20523880422115326,0.24632485210895538,0.11761332303285599,0.28420230746269226,0.3335905969142914,0.2605783939361572,0.2161399871110916,0.22407740354537964,0.20430970191955566
the,0.5091903209686279,0.34736719727516174,0.1759674996137619,0.23380951583385468,0.15802772343158722,0.28045228123664856,0.4860881567001343,0.4207492768764496,0.12453806400299072,0.1847204715013504,0.22068053483963013
small,0.3321642279624939,0.20443524420261383,0.12053710222244263,0.1100979670882225,0.08394290506839752,0.1929345279932022,0.2913246750831604,0.22656132280826569,0.14463335275650024,0.03982042148709297,0.13914890587329865
catechism,0.17368461191654205,0.16412173211574554,0.3202340006828308,0.2190045416355133,0.0984828770160675,0.3131244480609894,0.16903580725193024,0.15576554834842682,0.1425335854291916,0.2576565444469452,0.25135189294815063
.,0.475719153881073,0.35288307070732117,0.24907569587230682,0.2647448778152466,0.15036128461360931,0.3493044674396515,0.43406882882118225,0.3581749200820923,0.2059149593114853,0.24600575864315033,0.4130953550338745
