,for,which,abc,movie,of,the,week,film,did,steven,spielberg,first,gain,success,?
by,0.3248702883720398,0.40543368458747864,0.17600902915000916,0.2365020364522934,0.3646814823150635,0.4408751428127289,0.18445399403572083,0.17890147864818573,0.18574509024620056,0.2449449598789215,0.31090784072875977,0.3877052962779999,0.17495845258235931,0.2235364019870758,0.17966607213020325
such,0.36098620295524597,0.406057745218277,0.12735801935195923,0.1562555581331253,0.3209529519081116,0.3575236201286316,0.16280169785022736,0.13887456059455872,0.24497397243976593,0.1281137615442276,0.1303674727678299,0.18129806220531464,0.2150479555130005,0.18851180374622345,0.17851735651493073
talented,0.2872461676597595,0.15082865953445435,0.13606850802898407,0.2786638140678406,0.16478027403354645,0.17804895341396332,0.12842915952205658,0.25558730959892273,0.33974888920783997,0.22507894039154053,0.30067992210388184,0.22939851880073547,0.17488577961921692,0.39606744050979614,0.1643860936164856
filmmakers,0.21301592886447906,0.15336520969867706,0.1686781644821167,0.5816031694412231,0.1806061565876007,0.220591738820076,0.17652729153633118,0.5803883671760559,0.23216988146305084,0.30856218934059143,0.4001408815383911,0.17224326729774475,0.237824484705925,0.2489142119884491,0.1430472582578659
as,0.44774648547172546,0.41006597876548767,0.2286096066236496,0.2502664625644684,0.3886612355709076,0.48381632566452026,0.26266953349113464,0.21341748535633087,0.3596470057964325,0.20890261232852936,0.2210162878036499,0.33842000365257263,0.2255452424287796,0.23974087834358215,0.27043893933296204
aaron,0.21841077506542206,0.13456515967845917,0.2633361518383026,0.18435026705265045,0.10001035034656525,0.201257586479187,0.22686408460140228,0.1516946256160736,0.2287089228630066,0.3010512590408325,0.28688955307006836,0.2038474977016449,0.092263363301754,0.11894942820072174,0.13720838725566864
spelling,0.244150772690773,0.21177315711975098,0.13220389187335968,0.13212282955646515,0.19078011810779572,0.23768942058086395,0.15364237129688263,0.18394562602043152,0.18469350039958954,0.12348435074090958,0.13337290287017822,0.15886053442955017,0.03149615228176117,-0.0033506550826132298,0.23016591370105743
",",0.4464869201183319,0.3658004403114319,0.2097204476594925,0.2886425256729126,0.4946078956127167,0.4933079481124878,0.3187089264392853,0.2552308440208435,0.3015086054801941,0.2545687258243561,0.2594927251338959,0.34503069519996643,0.2041122019290924,0.2008737027645111,0.31091248989105225
david,0.20388762652873993,0.16383904218673706,0.20814158022403717,0.20605851709842682,0.191870778799057,0.2237231284379959,0.08128302544355392,0.16819003224372864,0.15711668133735657,0.4365098476409912,0.26821500062942505,0.2270563840866089,0.0383601188659668,0.12011223286390305,0.04158485680818558
wolper,0.2618885636329651,0.27028119564056396,0.24365592002868652,0.31325986981391907,0.275924414396286,0.30829790234565735,0.21873974800109863,0.21635526418685913,0.20976540446281433,0.31525281071662903,0.3116546869277954,0.2997249364852905,0.13151350617408752,0.2024151086807251,0.2258235514163971
and,0.5064792633056641,0.506277859210968,0.16453155875205994,0.27676329016685486,0.5116966962814331,0.5171257257461548,0.23252390325069427,0.23832054436206818,0.34479495882987976,0.24233636260032654,0.2582131326198578,0.3167642652988434,0.2497105896472931,0.2493283897638321,0.20544172823429108
steven,0.203480064868927,0.14742127060890198,0.23952172696590424,0.415337473154068,0.20107577741146088,0.21446210145950317,0.13630351424217224,0.3019294738769531,0.13406112790107727,1.0000001192092896,0.5911546349525452,0.21530845761299133,0.15876886248588562,0.16790297627449036,0.10277901589870453
spielberg,0.21702688932418823,0.18423216044902802,0.24919062852859497,0.5566684603691101,0.21589519083499908,0.27378904819488525,0.16591736674308777,0.4920558035373688,0.1883210688829422,0.5911546349525452,1.0,0.2383173555135727,0.1860300898551941,0.23813094198703766,0.14748825132846832
(,0.3357032239437103,0.2589828372001648,0.183883935213089,0.25030237436294556,0.35032153129577637,0.33289089798927307,0.21499474346637726,0.22846083343029022,0.18979617953300476,0.22209595143795013,0.21470046043395996,0.2450505793094635,0.2049657702445984,0.10059408843517303,0.40561532974243164
the,0.4739971458911896,0.6521818041801453,0.2068762183189392,0.2636405825614929,0.733189046382904,1.0,0.28402599692344666,0.2824619710445404,0.34736719727516174,0.21446210145950317,0.27378904819488525,0.49448907375335693,0.2682225704193115,0.2764457166194916,0.22068053483963013
latter,0.22359251976013184,0.3792044222354889,0.09004172682762146,0.21833454072475433,0.34553682804107666,0.37523433566093445,0.2481144666671753,0.2385084480047226,0.18721601366996765,0.15912535786628723,0.19850102066993713,0.25898680090904236,0.2052966207265854,0.2227325141429901,0.12733961641788483
of,0.4185989499092102,0.5011631846427917,0.14607268571853638,0.2027330845594406,1.0,0.733189046382904,0.17998629808425903,0.22166931629180908,0.2513895630836487,0.20107577741146088,0.21589519083499908,0.3536086082458496,0.27324017882347107,0.20485365390777588,0.1826142966747284
whom,0.24361787736415863,0.2923651933670044,0.14106182754039764,0.20296356081962585,0.2070929855108261,0.23752936720848083,0.18511609733104706,0.1531640589237213,0.3024649918079376,0.19082185626029968,0.21015699207782745,0.2704542577266693,0.18966694176197052,0.23621372878551483,0.222135990858078
gained,0.28392210602760315,0.24018284678459167,0.12854304909706116,0.24838480353355408,0.29895761609077454,0.29543522000312805,0.15451738238334656,0.15475806593894958,0.2939504086971283,0.20858131349086761,0.19397905468940735,0.22033816576004028,0.6288602352142334,0.40623342990875244,0.11261032521724701
early,0.2892865538597107,0.29240089654922485,0.17947594821453094,0.19282150268554688,0.30937549471855164,0.34442198276519775,0.16608181595802307,0.1316242665052414,0.32047218084335327,0.19833014905452728,0.15233230590820312,0.4007106125354767,0.18505506217479706,0.24345247447490692,0.15272949635982513
success,0.25930920243263245,0.25532251596450806,0.22851410508155823,0.26087549328804016,0.20485365390777588,0.2764457166194916,0.23371443152427673,0.1784064620733261,0.33578285574913025,0.16790297627449036,0.23813094198703766,0.3858335614204407,0.384878009557724,1.0000001192092896,0.1216118186712265
through,0.3172857463359833,0.40321648120880127,0.1861964464187622,0.19407270848751068,0.3647414743900299,0.44071322679519653,0.2320522516965866,0.1327759176492691,0.14190755784511566,0.15908782184123993,0.11176563799381256,0.25530800223350525,0.21851688623428345,0.21035237610340118,0.16913433372974396
the,0.4739971458911896,0.6521818041801453,0.2068762183189392,0.2636405825614929,0.733189046382904,1.0,0.28402599692344666,0.2824619710445404,0.34736719727516174,0.21446210145950317,0.27378904819488525,0.49448907375335693,0.2682225704193115,0.2764457166194916,0.22068053483963013
showcase,0.2936731278896332,0.29732996225357056,0.2575083076953888,0.2869773507118225,0.19805759191513062,0.2434663325548172,0.2409972995519638,0.3094697892665863,0.19737519323825836,0.13070616126060486,0.22869645059108734,0.2973721921443939,0.2285459339618683,0.3091809153556824,0.2651786506175995
for,0.9999999403953552,0.44095608592033386,0.22510288655757904,0.22823558747768402,0.4185989499092102,0.4739971458911896,0.3263654112815857,0.24293163418769836,0.318512886762619,0.203480064868927,0.21702688932418823,0.3800288736820221,0.2699543833732605,0.25930920243263245,0.264628142118454
his,0.39312878251075745,0.32283493876457214,0.18588677048683167,0.2292414754629135,0.38364991545677185,0.4394008219242096,0.22571393847465515,0.17635352909564972,0.3546801507472992,0.22614212334156036,0.24591173231601715,0.3241460621356964,0.2778317630290985,0.329776406288147,0.18075084686279297
1971,0.20694366097450256,0.2780410051345825,0.16459308564662933,0.18457935750484467,0.2057395875453949,0.21928679943084717,0.1731405109167099,0.1729191392660141,0.17965981364250183,0.127576544880867,0.2172134965658188,0.22432932257652283,0.20291659235954285,0.18789468705654144,0.29388657212257385
film,0.24293163418769836,0.15144312381744385,0.19744548201560974,0.7101938724517822,0.22166931629180908,0.2824619710445404,0.18205526471138,0.9999999403953552,0.17830699682235718,0.3019294738769531,0.4920558035373688,0.1921287626028061,0.14852918684482574,0.1784064620733261,0.16369038820266724
duel,0.18714240193367004,0.2064869999885559,0.20709198713302612,0.23283149302005768,0.1622297614812851,0.20376726984977722,0.1325744092464447,0.12714678049087524,0.17569182813167572,0.1478651911020279,0.2153840959072113,0.2071714848279953,0.16531947255134583,0.14073815941810608,0.13510504364967346
),0.3639558255672455,0.2758678197860718,0.18381085991859436,0.27831876277923584,0.3680361211299896,0.3456730246543884,0.20822544395923615,0.24370460212230682,0.18584993481636047,0.2321980595588684,0.21196003258228302,0.27228695154190063,0.19648869335651398,0.12044725567102432,0.42300865054130554
that,0.4137635827064514,0.6894589066505432,0.17440107464790344,0.21549339592456818,0.41498205065727234,0.5473989248275757,0.29284077882766724,0.19801650941371918,0.47518548369407654,0.19773003458976746,0.22636179625988007,0.3482176661491394,0.24831576645374298,0.2163781225681305,0.32716336846351624
were,0.33592689037323,0.2807837128639221,0.09045279771089554,0.17317065596580505,0.34038281440734863,0.3906462490558624,0.19920413196086884,0.14881446957588196,0.4162326455116272,0.1636740267276764,0.18055416643619537,0.3285558819770813,0.18545067310333252,0.2159206122159958,0.17890112102031708
produced,0.16180217266082764,0.36149924993515015,0.2414293736219406,0.33569201827049255,0.18961067497730255,0.22045251727104187,0.15910044312477112,0.2352808117866516,0.16971632838249207,0.2536574602127075,0.3697955310344696,0.2504335343837738,0.056605998426675797,0.23707209527492523,0.1623450517654419
on,0.36199691891670227,0.4245251417160034,0.2862928807735443,0.2304898053407669,0.3966929316520691,0.5107308030128479,0.3680826723575592,0.162833571434021,0.2670976221561432,0.20901304483413696,0.2327238768339157,0.3120559751987457,0.18712006509304047,0.20526273548603058,0.2714994251728058
an,0.3236706852912903,0.3611921966075897,0.16561369597911835,0.2028036266565323,0.32280945777893066,0.4207492768764496,0.14643344283103943,0.19123156368732452,0.22598257660865784,0.164280965924263,0.18452581763267517,0.29757723212242126,0.1725332885980606,0.14948700368404388,0.19793890416622162
average,0.20724235475063324,0.2536912262439728,0.1194906085729599,0.17340704798698425,0.23717734217643738,0.27058175206184387,0.25936517119407654,0.1237795278429985,0.13524195551872253,0.11780758202075958,0.15936167538166046,0.21976087987422943,0.1911950409412384,0.12336280196905136,0.21764592826366425
budget,0.22225628793239594,0.1978204846382141,0.2173558622598648,0.35341307520866394,0.19846364855766296,0.22188150882720947,0.2960512936115265,0.342312216758728,0.2349563091993332,0.20883247256278992,0.35342225432395935,0.210977241396904,0.20821687579154968,0.3204624056816101,0.14098747074604034
of,0.4185989499092102,0.5011631846427917,0.14607268571853638,0.2027330845594406,1.0,0.733189046382904,0.17998629808425903,0.22166931629180908,0.2513895630836487,0.20107577741146088,0.21589519083499908,0.3536086082458496,0.27324017882347107,0.20485365390777588,0.1826142966747284
$,0.22711659967899323,0.22076056897640228,0.2139672338962555,0.2859753966331482,0.11268499493598938,0.23367542028427124,0.31436169147491455,0.2165946513414383,0.23203131556510925,0.16534550487995148,0.23874372243881226,0.22852157056331635,0.18636555969715118,0.2870559096336365,0.2786129117012024
"400,000–",0.12025976926088333,0.2505235970020294,0.03987874835729599,0.16596868634223938,0.10448165237903595,0.18860651552677155,0.10855209082365036,0.16309259831905365,0.06018361076712608,0.004413055256009102,0.10893599689006805,0.12489759176969528,0.16163355112075806,0.24057358503341675,-0.04110512137413025
$,0.22711659967899323,0.22076056897640228,0.2139672338962555,0.2859753966331482,0.11268499493598938,0.23367542028427124,0.31436169147491455,0.2165946513414383,0.23203131556510925,0.16534550487995148,0.23874372243881226,0.22852157056331635,0.18636555969715118,0.2870559096336365,0.2786129117012024
"450,000",0.07721934467554092,0.1209259182214737,-0.06186855584383011,-0.06098882481455803,0.10175955295562744,0.07216360419988632,0.024520544335246086,0.03966948017477989,-0.007533010561019182,-0.0997830256819725,-0.032424286007881165,-0.07340911030769348,0.11091424524784088,0.04749763384461403,0.0544295534491539
.,0.4726039469242096,0.45942068099975586,0.2567209303379059,0.25674229860305786,0.5352458953857422,0.5934505462646484,0.2804736793041229,0.22823183238506317,0.35288307070732117,0.2283397614955902,0.2816316485404968,0.4345304071903229,0.20901274681091309,0.25725793838500977,0.4130953550338745
