,what,was,the,original,name,of,california,state,university,at,fresno,?
original,0.24651947617530823,0.32203906774520874,0.4037000238895416,1.0,0.29879865050315857,0.30228546261787415,0.13363590836524963,0.08469696342945099,0.16472165286540985,0.15838190913200378,0.1384359449148178,0.17256900668144226
fresno,0.159109428524971,0.2749030292034149,0.22571885585784912,0.1384359449148178,0.17195947468280792,0.1875009983778,0.5836333632469177,0.3281462788581848,0.32621151208877563,0.2645650804042816,1.0000001192092896,0.13224096596240997
normal,0.32813265919685364,0.0804942399263382,0.25256022810935974,0.14957022666931152,0.11423072963953018,0.2300747036933899,0.1528041809797287,0.2083326280117035,0.13970541954040527,0.25311094522476196,0.19959677755832672,0.19617988169193268
school,0.18774057924747467,0.25740107893943787,0.22953221201896667,0.16703176498413086,0.15128786861896515,0.2391800880432129,0.2514975368976593,0.22666531801223755,0.48676231503486633,0.3177914023399353,0.2850938141345978,0.15091250836849213
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.23508994281291962,0.28145334124565125,0.4946078956127167,0.2704589068889618,0.29481780529022217,0.3017033040523529,0.38314947485923767,0.2561432421207428,0.31091248989105225
(,0.2411840260028839,0.2980341613292694,0.33289089798927307,0.24095207452774048,0.2706909477710724,0.35032153129577637,0.16755922138690948,0.23423868417739868,0.20313534140586853,0.23315078020095825,0.188642680644989,0.40561532974243164
later,0.2517229914665222,0.5684447288513184,0.4060266613960266,0.3442719578742981,0.2509414553642273,0.3458743393421173,0.23600627481937408,0.19596463441848755,0.26517948508262634,0.3238905966281891,0.24106742441654205,0.1417175978422165
renamed,0.16309694945812225,0.36580079793930054,0.2855224609375,0.2948165535926819,0.38917115330696106,0.1758238822221756,0.09722670912742615,0.2151038944721222,0.20823083817958832,0.17477773129940033,0.1478012502193451,0.13648955523967743
california,0.1811584085226059,0.262346476316452,0.2750805914402008,0.13363590836524963,0.11570362001657486,0.24929828941822052,1.0,0.3314559757709503,0.2980538606643677,0.256734162569046,0.5836333632469177,0.1409905105829239
state,0.24273863434791565,0.22072885930538177,0.3097178041934967,0.08469696342945099,0.19896633923053741,0.34253445267677307,0.3314559757709503,1.0,0.3891100585460663,0.2408173680305481,0.3281462788581848,0.1160883978009224
university,0.20256435871124268,0.290752112865448,0.263973206281662,0.16472165286540985,0.1568726748228073,0.30646374821662903,0.2980538606643677,0.3891100585460663,1.0,0.30386853218078613,0.32621151208877563,0.11887256056070328
at,0.2838611304759979,0.36707764863967896,0.457212895154953,0.15838190913200378,0.11450952291488647,0.42558613419532776,0.256734162569046,0.2408173680305481,0.30386853218078613,1.0,0.2645650804042816,0.21978627145290375
fresno,0.159109428524971,0.2749030292034149,0.22571885585784912,0.1384359449148178,0.17195947468280792,0.1875009983778,0.5836333632469177,0.3281462788581848,0.32621151208877563,0.2645650804042816,1.0000001192092896,0.13224096596240997
),0.26259949803352356,0.3267642855644226,0.3456730246543884,0.24932408332824707,0.2638341188430786,0.3680361211299896,0.19286775588989258,0.2340407520532608,0.20796938240528107,0.23338089883327484,0.20478583872318268,0.42300865054130554
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.275844931602478,0.24737101793289185,0.5352458953857422,0.2870451807975769,0.31380724906921387,0.290679007768631,0.4549728035926819,0.2480216920375824,0.4130953550338745
