,from,what,country,did,the,first,person,in,space,come,from,?
became,0.22486808896064758,0.1434093862771988,0.23958633840084076,0.3632316589355469,0.36325156688690186,0.37862223386764526,0.18415507674217224,0.31047213077545166,0.08250382542610168,0.17044608294963837,0.22486808896064758,0.11374033987522125
the,0.40150508284568787,0.42745697498321533,0.30432501435279846,0.34736719727516174,1.0,0.49448907375335693,0.3487054407596588,0.6662389636039734,0.24495907127857208,0.36020293831825256,0.40150508284568787,0.22068053483963013
first,0.23348960280418396,0.28086137771606445,0.25299665331840515,0.33691170811653137,0.49448907375335693,1.0,0.3037048578262329,0.4127444326877594,0.24688784778118134,0.1986355483531952,0.23348960280418396,0.18701928853988647
person,0.21919812262058258,0.41527870297431946,0.26081809401512146,0.230915367603302,0.3487054407596588,0.3037048578262329,0.9999999403953552,0.23876774311065674,0.2062278836965561,0.25836190581321716,0.21919812262058258,0.324093222618103
to,0.4069952368736267,0.455847829580307,0.31281599402427673,0.4452643394470215,0.535392165184021,0.3792489171028137,0.33486208319664,0.45010748505592346,0.22712917625904083,0.4297197163105011,0.4069952368736267,0.29463258385658264
fly,0.22746983170509338,0.16755075752735138,0.14677996933460236,0.20470425486564636,0.20774713158607483,0.26368796825408936,0.13205251097679138,0.19532781839370728,0.25799858570098877,0.2481934279203415,0.22746983170509338,0.14858663082122803
in,0.4274188280105591,0.30808621644973755,0.3040012717247009,0.2593238651752472,0.6662389636039734,0.4127444326877594,0.23876774311065674,1.0,0.17648501694202423,0.26272067427635193,0.4274188280105591,0.20430970191955566
space,0.14363344013690948,0.20525942742824554,0.10870691388845444,0.1488010138273239,0.24495907127857208,0.24688784778118134,0.2062278836965561,0.17648501694202423,1.0000001192092896,0.17023274302482605,0.14363344013690948,0.1885536164045334
",",0.39760664105415344,0.3087472915649414,0.27878350019454956,0.3015086054801941,0.4933079481124878,0.34503069519996643,0.2255365252494812,0.5201468467712402,0.2285580337047577,0.350309282541275,0.39760664105415344,0.31091248989105225
reinforcing,0.17977090179920197,0.320711225271225,0.08208711445331573,0.20362387597560883,0.2849580645561218,0.16427116096019745,0.17852087318897247,0.2174796760082245,0.16182880103588104,0.1890251636505127,0.17977090179920197,0.18588945269584656
american,0.20110583305358887,0.1909721940755844,0.24713923037052155,0.21486236155033112,0.24562937021255493,0.29280033707618713,0.15112558007240295,0.22871561348438263,0.17944064736366272,0.09117569774389267,0.20110583305358887,0.18877598643302917
fears,0.18408478796482086,0.2908751368522644,0.2246849536895752,0.2878609895706177,0.2742179036140442,0.15315474569797516,0.28192582726478577,0.17466989159584045,0.17171281576156616,0.2552894949913025,0.18408478796482086,0.18915265798568726
about,0.3421173691749573,0.47976887226104736,0.21050655841827393,0.28723078966140747,0.37995871901512146,0.23546195030212402,0.27779239416122437,0.39797019958496094,0.1689152717590332,0.28469759225845337,0.3421173691749573,0.302409827709198
being,0.32622846961021423,0.3760843276977539,0.2409067302942276,0.27905046939849854,0.419739305973053,0.3338102698326111,0.4020610451698303,0.33162933588027954,0.19721807539463043,0.23037156462669373,0.32622846961021423,0.26743772625923157
left,0.2032279670238495,0.2442072629928589,0.14066505432128906,0.27335280179977417,0.33113980293273926,0.20286494493484497,0.09935231506824493,0.21139952540397644,0.23523685336112976,0.12470706552267075,0.2032279670238495,0.13251960277557373
behind,0.284638375043869,0.1959938108921051,0.12861879169940948,0.216286301612854,0.38928431272506714,0.1930677592754364,0.1841101050376892,0.3174246549606323,0.20143751800060272,0.21410390734672546,0.284638375043869,0.19274599850177765
in,0.4274188280105591,0.30808621644973755,0.3040012717247009,0.2593238651752472,0.6662389636039734,0.4127444326877594,0.23876774311065674,1.0,0.17648501694202423,0.26272067427635193,0.4274188280105591,0.20430970191955566
a,0.322764128446579,0.3320399522781372,0.20991116762161255,0.2552328109741211,0.5829201340675354,0.4287874400615692,0.4078793525695801,0.539380669593811,0.20296213030815125,0.23267972469329834,0.322764128446579,0.23916715383529663
technological,0.19502371549606323,0.22749881446361542,0.14808568358421326,0.14415012300014496,0.27225103974342346,0.16565698385238647,0.14963287115097046,0.26757490634918213,0.27161163091659546,0.08756010979413986,0.19502371549606323,0.1312418282032013
competition,0.1417427808046341,0.18313148617744446,0.2471839189529419,0.1774688959121704,0.257230669260025,0.2504468858242035,0.1772526353597641,0.26072463393211365,0.1260661482810974,0.21795779466629028,0.1417427808046341,0.1394461691379547
with,0.26272761821746826,0.2464839518070221,0.24760155379772186,0.25472134351730347,0.4223487675189972,0.2691199779510498,0.22800223529338837,0.4080928862094879,0.1992894560098648,0.27227720618247986,0.26272761821746826,0.2433311939239502
the,0.40150508284568787,0.42745697498321533,0.30432501435279846,0.34736719727516174,1.0,0.49448907375335693,0.3487054407596588,0.6662389636039734,0.24495907127857208,0.36020293831825256,0.40150508284568787,0.22068053483963013
soviet,0.19734857976436615,0.12922172248363495,0.27580127120018005,0.20321983098983765,0.2312941700220108,0.2088063806295395,0.15853862464427948,0.22826138138771057,0.28100618720054626,0.0830404981970787,0.19734857976436615,0.08693568408489227
union,0.19356246292591095,0.1396910548210144,0.229777529835701,0.185054212808609,0.24421639740467072,0.17611145973205566,0.12695270776748657,0.22726479172706604,0.15852117538452148,0.11266641318798065,0.19356246292591095,0.07797172665596008
.,0.41536515951156616,0.3567904531955719,0.26130348443984985,0.35288307070732117,0.5934505462646484,0.4345304071903229,0.29091694951057434,0.5591574311256409,0.2385488897562027,0.2866859436035156,0.41536515951156616,0.4130953550338745
