,what,lies,between,l,and,p,that,prevents,a,definitive,determination,of,the,relationship,between,l,and,p,?
is,0.28837618231773376,0.38107678294181824,0.26809602975845337,0.18223042786121368,0.3859752118587494,0.11757151037454605,0.3995479643344879,0.26185330748558044,0.658733606338501,0.24800565838813782,0.2626546323299408,0.4854315221309662,0.5823672413825989,0.22806847095489502,0.26809602975845337,0.18223042786121368,0.3859752118587494,0.11757151037454605,0.22961433231830597
not,0.5449194312095642,0.18103176355361938,0.18732105195522308,0.0853256806731224,0.39099299907684326,0.18450647592544556,0.6600887179374695,0.37253913283348083,0.3791346549987793,0.2846515476703644,0.3541005551815033,0.3307090103626251,0.4310511648654938,0.2483322024345398,0.18732105195522308,0.0853256806731224,0.39099299907684326,0.18450647592544556,0.41942933201789856
known,0.20381177961826324,0.19975663721561432,0.19939005374908447,0.14100603759288788,0.3468935489654541,0.14122170209884644,0.20813259482383728,0.18303099274635315,0.30882248282432556,0.24804139137268066,0.21307584643363953,0.35814476013183594,0.3624623417854309,0.18717947602272034,0.19939005374908447,0.14100603759288788,0.3468935489654541,0.14122170209884644,0.18314571678638458
if,0.5277165174484253,0.14379246532917023,0.21807901561260223,0.08853445202112198,0.3498523235321045,0.17701710760593414,0.5634250640869141,0.35805845260620117,0.41272827982902527,0.3082600235939026,0.34434500336647034,0.2557544410228729,0.33724796772003174,0.20794260501861572,0.21807901561260223,0.08853445202112198,0.3498523235321045,0.17701710760593414,0.4441644251346588
they,0.4431931674480438,0.15453721582889557,0.26771068572998047,0.1423724889755249,0.5073080658912659,0.16361002624034882,0.5710820555686951,0.2487531453371048,0.3528250455856323,0.1956050843000412,0.2564093768596649,0.3426007330417633,0.49925389885902405,0.24580129981040955,0.26771068572998047,0.1423724889755249,0.5073080658912659,0.16361002624034882,0.2753053903579712
are,0.29724663496017456,0.23327898979187012,0.2766000032424927,0.1573498249053955,0.48576638102531433,0.0965256616473198,0.45265161991119385,0.32416895031929016,0.265255331993103,0.2034347802400589,0.23288902640342712,0.39081433415412903,0.40399202704429626,0.13166306912899017,0.2766000032424927,0.1573498249053955,0.48576638102531433,0.0965256616473198,0.24591213464736938
distinct,0.2610252797603607,0.13087134063243866,0.3063254654407501,0.15569375455379486,0.3309379518032074,0.11675146222114563,0.34265080094337463,0.1845443844795227,0.2888047993183136,0.3253698945045471,0.31299227476119995,0.3053031265735626,0.28305986523628235,0.25468742847442627,0.3063254654407501,0.15569375455379486,0.3309379518032074,0.11675146222114563,0.09523114562034607
or,0.33867141604423523,0.1744021326303482,0.22536349296569824,0.15560133755207062,0.4713204801082611,0.1296345591545105,0.4729836881160736,0.42041465640068054,0.48853766918182373,0.2337007224559784,0.3223434090614319,0.3792596757411957,0.4174870550632477,0.12278161197900772,0.22536349296569824,0.15560133755207062,0.4713204801082611,0.1296345591545105,0.32389625906944275
equal,0.2397335022687912,0.10410461574792862,0.24162505567073822,0.1542811244726181,0.26747193932533264,0.13015535473823547,0.32840782403945923,0.19746960699558258,0.22565314173698425,0.2455996572971344,0.30824369192123413,0.2787107825279236,0.21154357492923737,0.23122231662273407,0.24162505567073822,0.1542811244726181,0.26747193932533264,0.13015535473823547,0.15421567857265472
classes,0.20746955275535583,0.08340571075677872,0.24480338394641876,0.0897289589047432,0.2892279624938965,0.15806759893894196,0.281128466129303,0.15994788706302643,0.25567445158958435,0.18791231513023376,0.22527813911437988,0.19099700450897217,0.21469499170780182,0.20431296527385712,0.24480338394641876,0.0897289589047432,0.2892279624938965,0.15806759893894196,0.14397528767585754
.,0.3567904531955719,0.1982196867465973,0.30295518040657043,0.25591427087783813,0.588965117931366,0.2982616722583771,0.4460422694683075,0.23939263820648193,0.50484299659729,0.19404372572898865,0.26222988963127136,0.5352458953857422,0.5934505462646484,0.22535671293735504,0.30295518040657043,0.25591427087783813,0.588965117931366,0.2982616722583771,0.4130953550338745
