,who,is,required,to,verify,and,have,existing,utility,lines,marked,?
have,0.39246654510498047,0.3613572418689728,0.3672355115413666,0.4544740617275238,0.3432857096195221,0.4711785912513733,0.9999999403953552,0.39780059456825256,0.20923133194446564,0.2242496907711029,0.24599042534828186,0.32991164922714233
existing,0.1531921774148941,0.24549950659275055,0.3973485231399536,0.36717307567596436,0.29649487137794495,0.26408615708351135,0.39780059456825256,1.0,0.29245254397392273,0.2851616442203522,0.26807376742362976,0.31003472208976746
utility,0.1372758150100708,0.18645785748958588,0.27973809838294983,0.19861730933189392,0.2521995007991791,0.24678480625152588,0.20923133194446564,0.29245254397392273,1.0,0.2329336255788803,0.15362738072872162,0.18713216483592987
lines,0.14507316052913666,0.1740446388721466,0.17941218614578247,0.26990512013435364,0.1663961559534073,0.30738139152526855,0.2242496907711029,0.2851616442203522,0.2329336255788803,1.0,0.2462918758392334,0.18324026465415955
marked,0.1486900895833969,0.2215581089258194,0.2497626394033432,0.2587842047214508,0.15549984574317932,0.2419077605009079,0.24599042534828186,0.26807376742362976,0.15362738072872162,0.2462918758392334,1.0,0.1466940939426422
",",0.3365725874900818,0.4691906273365021,0.22653338313102722,0.44245919585227966,0.1930188089609146,0.6633074283599854,0.3541618287563324,0.2549736201763153,0.22275474667549133,0.23323656618595123,0.2669837772846222,0.31091248989105225
either,0.2945728600025177,0.3086068034172058,0.41066882014274597,0.4178585708141327,0.3424951732158661,0.2910216748714447,0.4577621519565582,0.33319780230522156,0.2780337929725647,0.24235936999320984,0.2304689586162567,0.31498292088508606
by,0.39727845788002014,0.3899846076965332,0.21564500033855438,0.33534231781959534,0.13834352791309357,0.4289871156215668,0.3359639644622803,0.20147117972373962,0.1705019325017929,0.1574290543794632,0.2801784574985504,0.17966607213020325
the,0.3733934462070465,0.5823672413825989,0.27848219871520996,0.535392165184021,0.18094830214977264,0.5171257257461548,0.40389683842658997,0.36013904213905334,0.20175418257713318,0.28391990065574646,0.36085957288742065,0.22068053483963013
utilities,0.17638154327869415,0.12574924528598785,0.3497985601425171,0.25290971994400024,0.2823522984981537,0.32253843545913696,0.23978739976882935,0.32337719202041626,0.7474344968795776,0.26968812942504883,0.1621904820203781,0.16394251585006714
themselves,0.42025554180145264,0.16502061486244202,0.2740822434425354,0.37259936332702637,0.2126040905714035,0.3146885335445404,0.42624372243881226,0.2832435071468353,0.1789407879114151,0.22501519322395325,0.18468616902828217,0.20170879364013672
or,0.31144875288009644,0.41870999336242676,0.41671398282051086,0.38921234011650085,0.2825555205345154,0.4713204801082611,0.46389055252075195,0.39807483553886414,0.3253420293331146,0.28452497720718384,0.2967131435871124,0.32389625906944275
through,0.17793183028697968,0.27805060148239136,0.24330070614814758,0.4062686562538147,0.17015621066093445,0.3666759729385376,0.2991202771663666,0.27511170506477356,0.16112807393074036,0.27354803681373596,0.23249346017837524,0.16913433372974396
a,0.36608949303627014,0.658733606338501,0.2891559302806854,0.45503583550453186,0.1690683811903,0.3739250600337982,0.338716596364975,0.2590343654155731,0.25070878863334656,0.23604188859462738,0.26729628443717957,0.23916715383529663
company,0.2383776307106018,0.18005689978599548,0.14612291753292084,0.24903783202171326,0.18381237983703613,0.23788511753082275,0.15616212785243988,0.19429819285869598,0.22980453073978424,0.2350301444530487,0.1497768759727478,0.12195809185504913
specializing,0.2889004647731781,0.1885373890399933,0.2144828587770462,0.22407521307468414,0.1658618003129959,0.3550996482372284,0.2618749439716339,0.24030908942222595,0.32461148500442505,0.1484631597995758,0.18123222887516022,0.1336062252521515
in,0.2792111933231354,0.5394441485404968,0.20162324607372284,0.45010748505592346,0.1453196257352829,0.4954058527946472,0.36843645572662354,0.2761130928993225,0.20060469210147858,0.22601547837257385,0.3058924674987793,0.20430970191955566
such,0.2594927251338959,0.23545363545417786,0.26925382018089294,0.2871878743171692,0.23540782928466797,0.44540345668792725,0.42997312545776367,0.33312204480171204,0.36870917677879333,0.19505932927131653,0.22433611750602722,0.17851735651493073
services,0.24612601101398468,0.2128378003835678,0.27589890360832214,0.27867045998573303,0.18730972707271576,0.30811867117881775,0.20395144820213318,0.2608567476272583,0.3588021397590637,0.3077506422996521,0.19225290417671204,0.1328447163105011
.,0.3541337847709656,0.4569662809371948,0.2724599838256836,0.4645031690597534,0.21449679136276245,0.588965117931366,0.41614407300949097,0.28165051341056824,0.2430574595928192,0.24112989008426666,0.21013976633548737,0.4130953550338745
