,what,is,the,name,of,the,scheme,that,provides,tuition,and,fee,assistance,to,students,due,to,excess,enrollment,?
turned,0.22427117824554443,0.2681102156639099,0.3414173722267151,0.2031070441007614,0.27018553018569946,0.3414173722267151,0.11662419140338898,0.3391176462173462,0.16407237946987152,0.15894316136837006,0.372392475605011,0.19477126002311707,0.13924254477024078,0.33177903294563293,0.09420908242464066,0.2692275643348694,0.33177903294563293,0.17601320147514343,0.10147678107023239,0.130948007106781
away,0.2797873020172119,0.21884818375110626,0.29030847549438477,0.13480764627456665,0.2156001329421997,0.29030847549438477,0.059995394200086594,0.345943808555603,0.13589395582675934,0.1448698341846466,0.3249220848083496,0.12514737248420715,0.24267549812793732,0.36056286096572876,0.1485746055841446,0.16155654191970825,0.36056286096572876,0.2554948031902313,0.1398657113313675,0.15156377851963043
from,0.2737620174884796,0.27355384826660156,0.40150508284568787,0.2635002136230469,0.4249346852302551,0.40150508284568787,0.04684391990303993,0.3477667272090912,0.22564493119716644,0.19907967746257782,0.3601827025413513,0.04777789115905762,0.18669027090072632,0.4069952368736267,0.20272988080978394,0.2898779809474945,0.4069952368736267,0.23633185029029846,0.20055358111858368,0.19969791173934937
public,0.1729622185230255,0.1980048567056656,0.22857438027858734,0.16597819328308105,0.2391265481710434,0.22857438027858734,0.2175879031419754,0.2622828185558319,0.28208398818969727,0.42718350887298584,0.3227643668651581,0.2999783158302307,0.18630892038345337,0.2672370672225952,0.3258378803730011,0.22913803160190582,0.2672370672225952,0.22910544276237488,0.32816779613494873,0.19872993230819702
high,0.20466077327728271,0.2383800595998764,0.28034812211990356,0.1618267446756363,0.2803038954734802,0.28034812211990356,0.12422358244657516,0.2400680035352707,0.19168519973754883,0.3035504221916199,0.2911888659000397,0.14569270610809326,0.15926243364810944,0.28947713971138,0.308525413274765,0.21090322732925415,0.28947713971138,0.28980252146720886,0.3167693018913269,0.11137914657592773
schools,0.1820785105228424,0.2022145688533783,0.22905772924423218,0.12527719140052795,0.265506386756897,0.22905772924423218,0.2213681936264038,0.2649109661579132,0.2181892842054367,0.4599091112613678,0.29319998621940613,0.2450968623161316,0.16586704552173615,0.2362271547317505,0.6169943809509277,0.16842865943908691,0.2362271547317505,0.11356022208929062,0.4924936592578888,0.18349280953407288
because,0.46729007363319397,0.4047735333442688,0.44596394896507263,0.28804776072502136,0.4075504541397095,0.44596394896507263,0.22386834025382996,0.6503599286079407,0.19770106673240662,0.24164824187755585,0.5069696307182312,0.16413967311382294,0.16249577701091766,0.5166091918945312,0.23946139216423035,0.50762939453125,0.5166091918945312,0.3124081492424011,0.15965579450130463,0.2528740465641022
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.1845000684261322,0.41498205065727234,0.3119201064109802,0.28940895199775696,0.5116966962814331,0.14403757452964783,0.17943856120109558,0.41548454761505127,0.25513339042663574,0.2533245384693146,0.41548454761505127,0.23833632469177246,0.28188642859458923,0.1826142966747284
enrollment,0.22654405236244202,0.18679797649383545,0.25726771354675293,0.10839161276817322,0.28188642859458923,0.25726771354675293,0.17803043127059937,0.23078151047229767,0.23871362209320068,0.6320542097091675,0.2659323513507843,0.28898125886917114,0.27307844161987305,0.258940190076828,0.5965980887413025,0.20215372741222382,0.258940190076828,0.26697981357574463,1.0,0.1573069840669632
overflows,0.2220567762851715,0.22609633207321167,0.27362388372421265,0.1191135048866272,0.2458767294883728,0.27362388372421265,0.16379335522651672,0.2636689245700836,0.29337215423583984,0.17576517164707184,0.27011406421661377,0.17645737528800964,0.10600229352712631,0.20610663294792175,0.17957259714603424,0.20537403225898743,0.20610663294792175,0.376980185508728,0.22273005545139313,0.2196425497531891
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.167343869805336,0.4460422694683075,0.1774633228778839,0.2443438172340393,0.588965117931366,0.17511320114135742,0.21889939904212952,0.4645031690597534,0.2607303857803345,0.19861014187335968,0.4645031690597534,0.1586344689130783,0.25121399760246277,0.4130953550338745
