,what,south,african,vice,consul,did,harvard,students,blockade,the,speech,of,?
activists,0.1816670447587967,0.28425484895706177,0.3041803538799286,0.19722741842269897,0.1650332808494568,0.22701920568943024,0.1634206622838974,0.28940150141716003,0.33808255195617676,0.24015213549137115,0.2686518132686615,0.20481804013252258,0.16656693816184998
erected,0.12341726571321487,0.17314985394477844,0.13059283792972565,0.12745872139930725,0.24518579244613647,0.16319355368614197,0.09724512696266174,0.14363986253738403,0.18246012926101685,0.23663264513015747,0.14942529797554016,0.26845210790634155,0.08063657581806183
a,0.3320399522781372,0.23680485785007477,0.17609646916389465,0.13536539673805237,0.14702793955802917,0.2552328109741211,0.24754071235656738,0.2676560878753662,0.16907577216625214,0.5829201340675354,0.2413124442100525,0.5052502155303955,0.23916715383529663
symbolic,0.2530723214149475,0.09799721837043762,0.1357702761888504,0.08416306972503662,0.14014147222042084,0.13393723964691162,0.1387397050857544,0.13867925107479095,0.14473561942577362,0.27842503786087036,0.2666000723838806,0.37559205293655396,0.1387629508972168
``,0.008517155423760414,0.025162741541862488,0.022541258484125137,0.035197749733924866,0.1459883600473404,-0.029888948425650597,0.012157585471868515,-0.0182420052587986,0.14385639131069183,0.029072100296616554,0.08571683615446091,0.06780257821083069,0.0685480609536171
shantytown,0.23114991188049316,0.3925384283065796,0.24447907507419586,0.14433525502681732,0.17391233146190643,0.2034245729446411,0.23760969936847687,0.2286931276321411,0.33492186665534973,0.3078014850616455,0.1694200038909912,0.288362056016922,0.2038726806640625
'',0.08143015950918198,-0.04543294757604599,-0.016981130465865135,0.05283110588788986,-0.027211038395762444,0.01978493109345436,-0.04945635795593262,-0.024092674255371094,-0.12677207589149475,0.041273195296525955,-0.062200479209423065,0.13035868108272552,0.018684765323996544
on,0.34226128458976746,0.22021299600601196,0.1536627858877182,0.15171869099140167,0.1570700854063034,0.2670976221561432,0.1509191244840622,0.2211644947528839,0.22896713018417358,0.5107308030128479,0.17259757220745087,0.3966929316520691,0.2714994251728058
harvard,0.2177114188671112,0.1391272395849228,0.19196639955043793,0.22438527643680573,0.19125968217849731,0.12897181510925293,1.0,0.33647945523262024,0.1565924733877182,0.24496200680732727,0.2465778887271881,0.25842633843421936,0.11685016006231308
yard,0.15177296102046967,0.12684327363967896,0.12197022885084152,0.16334155201911926,0.04961758106946945,0.0971686840057373,0.2091870754957199,0.10206849128007889,0.24114881455898285,0.22634266316890717,0.11837569624185562,0.14137893915176392,0.06376948207616806
and,0.31309178471565247,0.3140619993209839,0.2598888576030731,0.24808862805366516,0.18578270077705383,0.34479495882987976,0.2453373372554779,0.28111961483955383,0.20931851863861084,0.5171257257461548,0.13947591185569763,0.5116966962814331,0.20544172823429108
blockaded,0.19752629101276398,0.29500430822372437,0.20301732420921326,0.13548141717910767,0.26283854246139526,0.2451411336660385,0.16213344037532806,0.16918154060840607,0.9404027462005615,0.3289751708507538,0.18125447630882263,0.2758117914199829,0.14056013524532318
a,0.3320399522781372,0.23680485785007477,0.17609646916389465,0.13536539673805237,0.14702793955802917,0.2552328109741211,0.24754071235656738,0.2676560878753662,0.16907577216625214,0.5829201340675354,0.2413124442100525,0.5052502155303955,0.23916715383529663
speech,0.2549518346786499,0.11066324263811111,0.13758225739002228,0.18806828558444977,0.10247744619846344,0.17944632470607758,0.2465778887271881,0.22494950890541077,0.1895088106393814,0.2542078197002411,1.0,0.23325279355049133,0.1412617564201355
given,0.21883496642112732,0.14002679288387299,0.15536747872829437,0.1584504246711731,0.19276852905750275,0.24950160086154938,0.12254706770181656,0.20492106676101685,0.07499745488166809,0.37508252263069153,0.12934401631355286,0.39388060569763184,0.2570464313030243
by,0.2455483376979828,0.23838843405246735,0.20517359673976898,0.17908844351768494,0.14722572267055511,0.18574509024620056,0.18136346340179443,0.19252489507198334,0.1375581920146942,0.4408751428127289,0.17146718502044678,0.3646814823150635,0.17966607213020325
south,0.15388517081737518,1.0000001192092896,0.45805707573890686,0.21348930895328522,0.20158059895038605,0.1510593444108963,0.1391272395849228,0.23090268671512604,0.27499741315841675,0.3129390776157379,0.11066324263811111,0.33382371068000793,0.12336621433496475
african,0.11136822402477264,0.45805707573890686,1.0000001192092896,0.20201198756694794,0.16517026722431183,0.20085735619068146,0.19196639955043793,0.1990566998720169,0.20402754843235016,0.23305515944957733,0.13758225739002228,0.23470255732536316,0.11862778663635254
vice,0.13314306735992432,0.21348930895328522,0.20201198756694794,0.9999999403953552,0.3647686541080475,0.15456269681453705,0.22438527643680573,0.23474635183811188,0.12721391022205353,0.2412198781967163,0.18806828558444977,0.21141734719276428,0.1369185745716095
consul,0.14202462136745453,0.20158059895038605,0.16517026722431183,0.3647686541080475,1.0,0.18450745940208435,0.19125968217849731,0.2178245186805725,0.2655644416809082,0.2352229654788971,0.10247744619846344,0.2135244756937027,0.17497584223747253
duke,0.0933435782790184,0.17171338200569153,0.09617249667644501,0.22622878849506378,0.20690752565860748,0.18803031742572784,0.20355495810508728,0.1667720079421997,0.16859546303749084,0.218814879655838,0.14958089590072632,0.26720118522644043,0.13699419796466827
kent-brown,0.12758800387382507,0.2652356028556824,0.19576294720172882,0.18896158039569855,0.19516582787036896,0.15519890189170837,0.30959275364875793,0.19113580882549286,0.15956231951713562,0.25795814394950867,0.13890410959720612,0.2546349763870239,0.25548118352890015
.,0.3567904531955719,0.2798699140548706,0.22406414151191711,0.2451372742652893,0.1996556967496872,0.35288307070732117,0.254516065120697,0.2607303857803345,0.1982736885547638,0.5934505462646484,0.18166135251522064,0.5352458953857422,0.4130953550338745
