,until,1987,",",what,stance,did,the,muslim,brotherhood,in,palestine,take,towards,israel,?
on,0.3038109838962555,0.10045717656612396,0.49057599902153015,0.34226128458976746,0.2728932499885559,0.2670976221561432,0.5107308030128479,0.13839669525623322,0.12296188622713089,0.46853652596473694,0.15821774303913116,0.27423644065856934,0.29651278257369995,0.190166637301445,0.2714994251728058
preaching,0.17815759778022766,0.1300719827413559,0.2596328556537628,0.296420693397522,0.27027028799057007,0.28324514627456665,0.2620480954647064,0.3714357018470764,0.2994871139526367,0.2435474395751953,0.3129733204841614,0.20531785488128662,0.29579854011535645,0.24661237001419067,0.20984579622745514
",",0.2947838604450226,0.04863252490758896,1.0000001192092896,0.3087472915649414,0.30424433946609497,0.3015086054801941,0.4933079481124878,0.21974200010299683,0.21324464678764343,0.5201468467712402,0.18300923705101013,0.2881867289543152,0.2550581693649292,0.22234781086444855,0.31091248989105225
education,0.20040656626224518,0.06345615535974503,0.2718683183193207,0.19940856099128723,0.3104943037033081,0.19762296974658966,0.23982903361320496,0.2497498095035553,0.22156138718128204,0.2654339671134949,0.20956489443778992,0.20547422766685486,0.21129663288593292,0.18684901297092438,0.18067774176597595
and,0.3372601866722107,0.03447074443101883,0.6633074283599854,0.31309178471565247,0.29602304100990295,0.34479495882987976,0.5171257257461548,0.255716472864151,0.26239755749702454,0.4954058527946472,0.22811970114707947,0.296702116727829,0.32443711161613464,0.24438269436359406,0.20544172823429108
social,0.11849341541528702,0.10860105603933334,0.2674078345298767,0.22217629849910736,0.3329451382160187,0.1977856606245041,0.21797899901866913,0.2631288766860962,0.24048589169979095,0.23382627964019775,0.15004412829875946,0.17118526995182037,0.22188682854175568,0.10847534239292145,0.1615191102027893
services,0.2024621069431305,0.040800824761390686,0.24788528680801392,0.16048473119735718,0.1250888854265213,0.14472568035125732,0.2381475418806076,0.16040943562984467,0.15387468039989471,0.22287973761558533,0.18130908906459808,0.1854349970817566,0.20384961366653442,0.24954095482826233,0.1328447163105011
",",0.2947838604450226,0.04863252490758896,1.0000001192092896,0.3087472915649414,0.30424433946609497,0.3015086054801941,0.4933079481124878,0.21974200010299683,0.21324464678764343,0.5201468467712402,0.18300923705101013,0.2881867289543152,0.2550581693649292,0.22234781086444855,0.31091248989105225
and,0.3372601866722107,0.03447074443101883,0.6633074283599854,0.31309178471565247,0.29602304100990295,0.34479495882987976,0.5171257257461548,0.255716472864151,0.26239755749702454,0.4954058527946472,0.22811970114707947,0.296702116727829,0.32443711161613464,0.24438269436359406,0.20544172823429108
benefiting,0.19226530194282532,0.09270128607749939,0.26581645011901855,0.3143100440502167,0.3570322096347809,0.25407281517982483,0.28402605652809143,0.23519806563854218,0.29101231694221497,0.24432340264320374,0.30042338371276855,0.270673006772995,0.29566213488578796,0.21937790513038635,0.28452932834625244
from,0.3746030032634735,0.021190952509641647,0.39760664105415344,0.2737620174884796,0.19932830333709717,0.20248863101005554,0.40150508284568787,0.14690551161766052,0.1108299195766449,0.4274188280105591,0.14197462797164917,0.21964672207832336,0.27263689041137695,0.15425781905651093,0.19969791173934937
israel,0.15333278477191925,0.07052437216043472,0.22234781086444855,0.1839018315076828,0.13404226303100586,0.16748307645320892,0.21617624163627625,0.28233802318573,0.2563752233982086,0.2300325185060501,0.6501349806785583,0.10605397820472717,0.1137680783867836,0.9999999403953552,0.15015864372253418
's,0.02445155940949917,0.03101215325295925,-0.0016132977325469255,0.02692362666130066,0.019925231114029884,0.05069678649306297,-0.01540423184633255,0.06176655367016792,-0.007918372750282288,-0.037580832839012146,-0.039644427597522736,0.02030942589044571,0.01751479133963585,-0.03163225203752518,-0.023395681753754616
``,0.05368559807538986,0.01784578152000904,0.09681109338998795,0.008517155423760414,0.14572034776210785,-0.029888948425650597,0.029072100296616554,0.1470780074596405,-0.030100610107183456,0.04765888676047325,0.19270117580890656,0.010215016081929207,0.010755262337625027,0.08239512890577316,0.0685480609536171
indulgence,0.15464012324810028,0.2067347913980484,0.18315815925598145,0.26891767978668213,0.3158513605594635,0.23332096636295319,0.23807376623153687,0.29777446389198303,0.34714654088020325,0.16455473005771637,0.19852037727832794,0.13765302300453186,0.2738587260246277,0.16062305867671967,0.2100689560174942
'',-0.12006485462188721,0.06281611323356628,-0.037358131259679794,0.08143015950918198,-0.07728967070579529,0.01978493109345436,0.041273195296525955,0.042625799775123596,-0.033341601490974426,0.07432962208986282,-0.0659111961722374,-0.0276133231818676,-0.055717963725328445,-0.14608201384544373,0.018684765323996544
to,0.354556679725647,-0.021389862522482872,0.44245919585227966,0.455847829580307,0.2969713509082794,0.4452643394470215,0.535392165184021,0.2551989257335663,0.21977385878562927,0.45010748505592346,0.21640940010547638,0.4075521230697632,0.3675195574760437,0.182975634932518,0.29463258385658264
build,0.19536279141902924,-0.03258362039923668,0.22204548120498657,0.27055490016937256,0.172776460647583,0.23755796253681183,0.2602573335170746,0.1696590781211853,0.1619212031364441,0.26063278317451477,0.16613851487636566,0.31955620646476746,0.1814361959695816,0.13455742597579956,0.1704305112361908
up,0.18333116173744202,-0.007094847969710827,0.34193792939186096,0.28591108322143555,0.24501557648181915,0.21613863110542297,0.38423117995262146,0.15154583752155304,0.15823999047279358,0.3120773434638977,0.13922585546970367,0.31856170296669006,0.2766432762145996,0.1290488988161087,0.1819818764925003
a,0.2314814180135727,0.07971939444541931,0.427140474319458,0.3320399522781372,0.33063843846321106,0.2552328109741211,0.5829201340675354,0.21089844405651093,0.22638042271137238,0.539380669593811,0.20835833251476288,0.2789212465286255,0.2078181505203247,0.17491912841796875,0.23916715383529663
network,0.178414449095726,0.051673296838998795,0.1932937651872635,0.16917307674884796,0.10691706836223602,0.08572790026664734,0.27187061309814453,0.19384117424488068,0.18898043036460876,0.19496823847293854,0.14855067431926727,0.16849039494991302,0.10465376079082489,0.17818023264408112,0.17853789031505585
of,0.2787701487541199,0.161465585231781,0.4946078956127167,0.33290785551071167,0.21846723556518555,0.2513895630836487,0.733189046382904,0.267849862575531,0.2067413628101349,0.5696388483047485,0.23739594221115112,0.29282352328300476,0.26409703493118286,0.18146966397762299,0.1826142966747284
mosques,0.15704885125160217,0.14704880118370056,0.18147557973861694,0.23176151514053345,0.1821039766073227,0.19701287150382996,0.23127438127994537,0.5587860345840454,0.24966032803058624,0.21660293638706207,0.32853108644485474,0.20254211127758026,0.11475884169340134,0.24998882412910461,0.20485180616378784
and,0.3372601866722107,0.03447074443101883,0.6633074283599854,0.31309178471565247,0.29602304100990295,0.34479495882987976,0.5171257257461548,0.255716472864151,0.26239755749702454,0.4954058527946472,0.22811970114707947,0.296702116727829,0.32443711161613464,0.24438269436359406,0.20544172823429108
charitable,0.17128226161003113,0.12787741422653198,0.24746523797512054,0.2403011918067932,0.2429453581571579,0.17046593129634857,0.2496783286333084,0.3039953410625458,0.3230462074279785,0.21938751637935638,0.21308760344982147,0.17433321475982666,0.27237212657928467,0.1924860179424286,0.17357325553894043
organizations,0.1369370073080063,0.06439697742462158,0.21690145134925842,0.20689024031162262,0.23735296726226807,0.21582254767417908,0.2850687503814697,0.32045844197273254,0.3535501956939697,0.25369027256965637,0.2916680872440338,0.2079693228006363,0.14984214305877686,0.2276686429977417,0.22215601801872253
.,0.36876651644706726,0.04427338019013405,0.6812511086463928,0.3567904531955719,0.27549201250076294,0.35288307070732117,0.5934505462646484,0.27078697085380554,0.15035925805568695,0.5591574311256409,0.2168932408094406,0.3045158088207245,0.24058549106121063,0.2039981484413147,0.4130953550338745
