,in,what,major,portion,of,living,things,is,oxygen,found,?
the,0.6662389636039734,0.42745697498321533,0.31775903701782227,0.42017096281051636,0.733189046382904,0.3127744197845459,0.30825191736221313,0.5823672413825989,0.20428593456745148,0.3452354073524475,0.22068053483963013
major,0.3249945342540741,0.21026742458343506,0.9999998807907104,0.16790221631526947,0.2641255557537079,0.06405732780694962,0.17902567982673645,0.19079607725143433,0.1290738582611084,0.15146303176879883,0.19788557291030884
constituent,0.27879518270492554,0.20950433611869812,0.1715499460697174,0.2321285605430603,0.3907211124897003,0.180725559592247,0.18657617270946503,0.23638954758644104,0.22391027212142944,0.20455726981163025,0.0666949599981308
of,0.5696388483047485,0.33290785551071167,0.2641255557537079,0.31845465302467346,1.0,0.3499443829059601,0.2970648407936096,0.4854315221309662,0.16848602890968323,0.2982911467552185,0.1826142966747284
lifeforms,0.2587992548942566,0.25391456484794617,0.1889955997467041,0.25443601608276367,0.35818883776664734,0.3496541380882263,0.3527712821960449,0.31260520219802856,0.3169839382171631,0.20300085842609406,0.1735243797302246
.,0.5591574311256409,0.3567904531955719,0.3054012954235077,0.23307131230831146,0.5352458953857422,0.27785244584083557,0.345660001039505,0.4569662809371948,0.2554275095462799,0.3618174195289612,0.4130953550338745
,in,what,major,portion,of,living,things,is,oxygen,found,?
many,0.41474202275276184,0.36131182312965393,0.2907782793045044,0.2372741997241974,0.37253960967063904,0.3044293522834778,0.481106162071228,0.2649032473564148,0.21045979857444763,0.27700337767601013,0.2124512493610382
major,0.3249945342540741,0.21026742458343506,0.9999998807907104,0.16790221631526947,0.2641255557537079,0.06405732780694962,0.17902567982673645,0.19079607725143433,0.1290738582611084,0.15146303176879883,0.19788557291030884
classes,0.20728561282157898,0.20746955275535583,0.17654842138290405,0.08506577461957932,0.19099700450897217,0.2459143102169037,0.30792945623397827,0.13611210882663727,0.20232811570167542,0.07686563581228256,0.14397528767585754
of,0.5696388483047485,0.33290785551071167,0.2641255557537079,0.31845465302467346,1.0,0.3499443829059601,0.2970648407936096,0.4854315221309662,0.16848602890968323,0.2982911467552185,0.1826142966747284
organic,0.23921318352222443,0.2020787000656128,0.10780415683984756,0.16714555025100708,0.25553563237190247,0.24230368435382843,0.28133732080459595,0.18208640813827515,0.44130775332450867,0.22938477993011475,0.18969349563121796
molecules,0.2197362184524536,0.2143162339925766,0.14218363165855408,0.21080553531646729,0.24428431689739227,0.13106146454811096,0.3851925730705261,0.20481984317302704,0.5126039981842041,0.1582992672920227,0.17409995198249817
in,1.0,0.30808621644973755,0.3249945342540741,0.2811550498008728,0.5696388483047485,0.3253810405731201,0.2694495618343353,0.5394441485404968,0.1672476977109909,0.39141854643821716,0.20430970191955566
living,0.3253810405731201,0.22245320677757263,0.06405732780694962,0.18191459774971008,0.3499443829059601,1.0000001192092896,0.2837299406528473,0.2306187003850937,0.2253650277853012,0.2608191668987274,0.18362653255462646
organisms,0.21345661580562592,0.22214920818805695,0.08382701128721237,0.214556485414505,0.23870134353637695,0.3568808436393738,0.3681682348251343,0.1773757040500641,0.42718103528022766,0.24145568907260895,0.22621455788612366
",",0.5201468467712402,0.3087472915649414,0.29355156421661377,0.23716022074222565,0.4946078956127167,0.26278790831565857,0.3149048686027527,0.4691906273365021,0.21812842786312103,0.27385151386260986,0.31091248989105225
such,0.2704046070575714,0.23989605903625488,0.2562839984893799,0.20227918028831482,0.3209529519081116,0.18076953291893005,0.3842461407184601,0.23545363545417786,0.23563316464424133,0.22653555870056152,0.17851735651493073
as,0.3887844979763031,0.31749409437179565,0.20393970608711243,0.22727736830711365,0.3886612355709076,0.18790079653263092,0.3078339993953705,0.43216490745544434,0.16691245138645172,0.20543651282787323,0.27043893933296204
proteins,0.23363234102725983,0.21361225843429565,0.1609574258327484,0.24223122000694275,0.2195783406496048,0.10984811186790466,0.3420138359069824,0.2132607400417328,0.4362223148345947,0.21026688814163208,0.18469302356243134
",",0.5201468467712402,0.3087472915649414,0.29355156421661377,0.23716022074222565,0.4946078956127167,0.26278790831565857,0.3149048686027527,0.4691906273365021,0.21812842786312103,0.27385151386260986,0.31091248989105225
nucleic,0.25965645909309387,0.23240579664707184,0.14897926151752472,0.19023236632347107,0.28489047288894653,0.21177124977111816,0.3222147524356842,0.26199081540107727,0.4281683564186096,0.22550378739833832,0.2030368447303772
acids,0.19412952661514282,0.16600719094276428,0.14047940075397491,0.18738548457622528,0.17266087234020233,0.083051897585392,0.3032311797142029,0.2333872765302658,0.4909030497074127,0.22821654379367828,0.179454505443573
",",0.5201468467712402,0.3087472915649414,0.29355156421661377,0.23716022074222565,0.4946078956127167,0.26278790831565857,0.3149048686027527,0.4691906273365021,0.21812842786312103,0.27385151386260986,0.31091248989105225
carbohydrates,0.24139738082885742,0.2502624988555908,0.1625109314918518,0.25256097316741943,0.26252642273902893,0.24240705370903015,0.3667828142642975,0.269989550113678,0.5493153929710388,0.24811920523643494,0.23708048462867737
",",0.5201468467712402,0.3087472915649414,0.29355156421661377,0.23716022074222565,0.4946078956127167,0.26278790831565857,0.3149048686027527,0.4691906273365021,0.21812842786312103,0.27385151386260986,0.31091248989105225
and,0.4954058527946472,0.31309178471565247,0.29795366525650024,0.28324267268180847,0.5116966962814331,0.27568840980529785,0.378500759601593,0.3859752118587494,0.22261030972003937,0.27978911995887756,0.20544172823429108
fats,0.19893178343772888,0.21993222832679749,0.17756794393062592,0.1686975508928299,0.16234277188777924,0.14177829027175903,0.33189237117767334,0.2100929617881775,0.36789077520370483,0.20664449036121368,0.18616339564323425
",",0.5201468467712402,0.3087472915649414,0.29355156421661377,0.23716022074222565,0.4946078956127167,0.26278790831565857,0.3149048686027527,0.4691906273365021,0.21812842786312103,0.27385151386260986,0.31091248989105225
contain,0.23975171148777008,0.1832355558872223,0.15270420908927917,0.27533188462257385,0.30574339628219604,0.14777077734470367,0.3339471220970154,0.31030410528182983,0.2880042791366577,0.29978108406066895,0.18853069841861725
oxygen,0.1672476977109909,0.16781960427761078,0.1290738582611084,0.22995784878730774,0.16848602890968323,0.2253650277853012,0.2596944272518158,0.21825239062309265,0.9999999403953552,0.1673429310321808,0.16786395013332367
",",0.5201468467712402,0.3087472915649414,0.29355156421661377,0.23716022074222565,0.4946078956127167,0.26278790831565857,0.3149048686027527,0.4691906273365021,0.21812842786312103,0.27385151386260986,0.31091248989105225
as,0.3887844979763031,0.31749409437179565,0.20393970608711243,0.22727736830711365,0.3886612355709076,0.18790079653263092,0.3078339993953705,0.43216490745544434,0.16691245138645172,0.20543651282787323,0.27043893933296204
do,0.23402775824069977,0.4609605669975281,0.19035987555980682,0.20469847321510315,0.26150479912757874,0.16836552321910858,0.46146175265312195,0.30895981192588806,0.22088919579982758,0.19611693918704987,0.4093979299068451
the,0.6662389636039734,0.42745697498321533,0.31775903701782227,0.42017096281051636,0.733189046382904,0.3127744197845459,0.30825191736221313,0.5823672413825989,0.20428593456745148,0.3452354073524475,0.22068053483963013
major,0.3249945342540741,0.21026742458343506,0.9999998807907104,0.16790221631526947,0.2641255557537079,0.06405732780694962,0.17902567982673645,0.19079607725143433,0.1290738582611084,0.15146303176879883,0.19788557291030884
inorganic,0.23837918043136597,0.2002774178981781,0.15631844103336334,0.17914846539497375,0.2974768579006195,0.2500273883342743,0.2939373254776001,0.2051759511232376,0.46424028277397156,0.21535399556159973,0.1978432983160019
compounds,0.21471646428108215,0.19472219049930573,0.10960810631513596,0.20758073031902313,0.232599675655365,0.217413529753685,0.37382760643959045,0.2659003734588623,0.514471173286438,0.24332791566848755,0.2057836651802063
that,0.435920387506485,0.6297725439071655,0.2570328712463379,0.32989582419395447,0.41498205065727234,0.2670987546443939,0.5346440076828003,0.3995479643344879,0.2717767655849457,0.29063743352890015,0.32716336846351624
are,0.3841303884983063,0.29724663496017456,0.21536177396774292,0.25618046522140503,0.39081433415412903,0.2966900169849396,0.4354586899280548,0.5330929756164551,0.24342744052410126,0.2740558087825775,0.24591213464736938
constituents,0.2542717456817627,0.2237626016139984,0.1562805026769638,0.2556154727935791,0.3755418062210083,0.20460930466651917,0.2577729821205139,0.23307473957538605,0.2912980318069458,0.19786237180233002,0.06210951879620552
of,0.5696388483047485,0.33290785551071167,0.2641255557537079,0.31845465302467346,1.0,0.3499443829059601,0.2970648407936096,0.4854315221309662,0.16848602890968323,0.2982911467552185,0.1826142966747284
animal,0.21829302608966827,0.2420092225074768,0.09175697714090347,0.1273370087146759,0.2429264932870865,0.23558256030082703,0.2918458878993988,0.22882415354251862,0.20068767666816711,0.16729415953159332,0.13991324603557587
shells,0.21573378145694733,0.21712204813957214,0.10408668965101242,0.20829389989376068,0.2221994549036026,0.19098912179470062,0.3135130703449249,0.1587716042995453,0.30010971426963806,0.23530814051628113,0.12549249827861786
",",0.5201468467712402,0.3087472915649414,0.29355156421661377,0.23716022074222565,0.4946078956127167,0.26278790831565857,0.3149048686027527,0.4691906273365021,0.21812842786312103,0.27385151386260986,0.31091248989105225
teeth,0.1853443831205368,0.22073125839233398,0.06396202743053436,0.17408446967601776,0.19241274893283844,0.2239614725112915,0.27764785289764404,0.16420140862464905,0.3217155933380127,0.24848589301109314,0.1356803923845291
",",0.5201468467712402,0.3087472915649414,0.29355156421661377,0.23716022074222565,0.4946078956127167,0.26278790831565857,0.3149048686027527,0.4691906273365021,0.21812842786312103,0.27385151386260986,0.31091248989105225
and,0.4954058527946472,0.31309178471565247,0.29795366525650024,0.28324267268180847,0.5116966962814331,0.27568840980529785,0.378500759601593,0.3859752118587494,0.22261030972003937,0.27978911995887756,0.20544172823429108
bone,0.20268701016902924,0.16975541412830353,0.10502603650093079,0.2565189301967621,0.18320578336715698,0.16931679844856262,0.2389608770608902,0.18693919479846954,0.3213113844394684,0.20105427503585815,0.14841477572917938
.,0.5591574311256409,0.3567904531955719,0.3054012954235077,0.23307131230831146,0.5352458953857422,0.27785244584083557,0.345660001039505,0.4569662809371948,0.2554275095462799,0.3618174195289612,0.4130953550338745
