,what,type,of,civil,disobedience,is,larger,scale,?
that,0.6297725439071655,0.25817251205444336,0.41498205065727234,0.16867391765117645,0.3551425039768219,0.3995479643344879,0.3079192042350769,0.24862223863601685,0.32716336846351624
they,0.4431931674480438,0.1953689455986023,0.3426007330417633,0.14507707953453064,0.3148254156112671,0.330102801322937,0.32471075654029846,0.18004590272903442,0.2753053903579712
are,0.29724663496017456,0.24155041575431824,0.39081433415412903,0.12244163453578949,0.19937367737293243,0.5330929756164551,0.33036646246910095,0.23541097342967987,0.24591213464736938
judged,0.3315237760543823,0.13177894055843353,0.2168378382921219,0.10512211918830872,0.2406870275735855,0.15107382833957672,0.1701532006263733,0.22912180423736572,0.22679932415485382
``,0.008517155423760414,0.03534303233027458,0.06780257821083069,0.06784805655479431,0.06214885041117668,0.058766357600688934,0.11762765794992447,0.14036980271339417,0.0685480609536171
wrong,0.5828129053115845,0.20881538093090057,0.16435322165489197,0.21003279089927673,0.3196309208869934,0.22142094373703003,0.14285697042942047,0.17422661185264587,0.4657740890979767
'',0.08143015950918198,0.054222505539655685,0.13035868108272552,-0.062313709408044815,0.003403886454179883,0.0793738141655922,0.05833309888839722,0.05873636528849602,0.018684765323996544
by,0.2455483376979828,0.15232881903648376,0.3646814823150635,0.15479567646980286,0.2563513219356537,0.3899846076965332,0.25135114789009094,0.14915348589420319,0.17966607213020325
an,0.2821882665157318,0.21485474705696106,0.32280945777893066,0.15803322196006775,0.24747906625270844,0.4654068350791931,0.22288915514945984,0.12434741854667664,0.19793890416622162
individual,0.34021541476249695,0.24401681125164032,0.3372420072555542,0.21166187524795532,0.2996596693992615,0.21069909632205963,0.3602045774459839,0.21613693237304688,0.2058374285697937
conscience,0.33264052867889404,0.04280921444296837,0.22477462887763977,0.2559303343296051,0.47909438610076904,0.21721133589744568,0.05745133385062218,0.10152420401573181,0.23370258510112762
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.24795588850975037,0.2878543734550476,0.4691906273365021,0.2491181194782257,0.16146816313266754,0.31091248989105225
or,0.33867141604423523,0.38183850049972534,0.3792596757411957,0.12588919699192047,0.2553665041923523,0.41870999336242676,0.3352610170841217,0.238336443901062,0.32389625906944275
as,0.31749409437179565,0.19307732582092285,0.3886612355709076,0.18100082874298096,0.25773370265960693,0.43216490745544434,0.2847188115119934,0.19821296632289886,0.27043893933296204
part,0.3476244807243347,0.22154977917671204,0.452393114566803,0.12337565422058105,0.20186325907707214,0.4582172930240631,0.34327030181884766,0.11757345497608185,0.08557961881160736
of,0.33290785551071167,0.18112817406654358,1.0,0.24698495864868164,0.31932318210601807,0.4854315221309662,0.32469573616981506,0.19989530742168427,0.1826142966747284
an,0.2821882665157318,0.21485474705696106,0.32280945777893066,0.15803322196006775,0.24747906625270844,0.4654068350791931,0.22288915514945984,0.12434741854667664,0.19793890416622162
effort,0.2810528576374054,0.08954261988401413,0.21940191090106964,0.24252553284168243,0.3645721971988678,0.17625613510608673,0.2069288194179535,0.17769233882427216,0.27546563744544983
to,0.455847829580307,0.19930607080459595,0.41548454761505127,0.2019355595111847,0.30665844678878784,0.42745086550712585,0.27928784489631653,0.18474817276000977,0.29463258385658264
render,0.18214485049247742,0.25473788380622864,0.1649666726589203,0.15559130907058716,0.21895316243171692,0.21666109561920166,0.21968047320842743,0.19043534994125366,0.17435836791992188
certain,0.4561643898487091,0.2833237648010254,0.40204232931137085,0.15305054187774658,0.31397029757499695,0.28826433420181274,0.255662202835083,0.2692347764968872,0.2516106069087982
laws,0.29636016488075256,0.08544152230024338,0.2539142072200775,0.2589532434940338,0.4583999514579773,0.17527072131633759,0.13895592093467712,0.09690683335065842,0.17911791801452637
ineffective,0.31523796916007996,0.21306686103343964,0.2857331335544586,0.3040435314178467,0.44622012972831726,0.21267010271549225,0.2695482075214386,0.24957036972045898,0.2654919922351837
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.24795588850975037,0.2878543734550476,0.4691906273365021,0.2491181194782257,0.16146816313266754,0.31091248989105225
to,0.455847829580307,0.19930607080459595,0.41548454761505127,0.2019355595111847,0.30665844678878784,0.42745086550712585,0.27928784489631653,0.18474817276000977,0.29463258385658264
cause,0.24883218109607697,0.20721657574176788,0.25979894399642944,0.17105881869792938,0.23438714444637299,0.218277707695961,0.17688323557376862,0.19530731439590454,0.240532785654068
their,0.35142919421195984,0.14413684606552124,0.4329940676689148,0.18000862002372742,0.31147265434265137,0.2101074606180191,0.2951369285583496,0.1842690259218216,0.1898253709077835
repeal,0.2908228039741516,0.12423107773065567,0.25051257014274597,0.3874458372592926,0.4997501075267792,0.14658638834953308,0.14750681817531586,0.19442294538021088,0.17696918547153473
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.24795588850975037,0.2878543734550476,0.4691906273365021,0.2491181194782257,0.16146816313266754,0.31091248989105225
or,0.33867141604423523,0.38183850049972534,0.3792596757411957,0.12588919699192047,0.2553665041923523,0.41870999336242676,0.3352610170841217,0.238336443901062,0.32389625906944275
to,0.455847829580307,0.19930607080459595,0.41548454761505127,0.2019355595111847,0.30665844678878784,0.42745086550712585,0.27928784489631653,0.18474817276000977,0.29463258385658264
exert,0.3460860252380371,0.1599656492471695,0.23436139523983002,0.12465325742959976,0.26868152618408203,0.18991988897323608,0.23340000212192535,0.29355335235595703,0.27298665046691895
pressure,0.2625555694103241,0.2286885380744934,0.22627468407154083,0.08069354295730591,0.1877918839454651,0.19239991903305054,0.2433246523141861,0.28519442677497864,0.142023503780365
to,0.455847829580307,0.19930607080459595,0.41548454761505127,0.2019355595111847,0.30665844678878784,0.42745086550712585,0.27928784489631653,0.18474817276000977,0.29463258385658264
get,0.3490515947341919,0.16811636090278625,0.26628199219703674,0.1898677498102188,0.21511830389499664,0.29207053780555725,0.2292676419019699,0.16031327843666077,0.3499825894832611
one,0.376489520072937,0.2377735823392868,0.4999135136604309,0.15266822278499603,0.20541732013225555,0.4544198513031006,0.2664448916912079,0.20714029669761658,0.2673267424106598
's,0.02692362666130066,0.05257158726453781,-0.03817026689648628,-0.06354409456253052,0.027719656005501747,0.02396530658006668,0.06408897042274475,0.004218825604766607,-0.023395681753754616
political,0.21846716105937958,0.03672046214342117,0.27319738268852234,0.33490484952926636,0.3612893521785736,0.15203817188739777,0.13236576318740845,0.17230652272701263,0.17130474746227264
wishes,0.36962834000587463,0.13424867391586304,0.20500239729881287,0.18018674850463867,0.32393571734428406,0.23820608854293823,0.11717573553323746,0.1310325264930725,0.30480876564979553
on,0.34226128458976746,0.2118636518716812,0.3966929316520691,0.17390455305576324,0.2194652408361435,0.3635730445384979,0.22671067714691162,0.21774359047412872,0.2714994251728058
some,0.4491020441055298,0.2761056125164032,0.4300730526447296,0.1851816177368164,0.28606411814689636,0.3038453459739685,0.3447200655937195,0.2502933144569397,0.2562315762042999
other,0.341873437166214,0.2522227168083191,0.38583824038505554,0.17309200763702393,0.24770691990852356,0.25895947217941284,0.38500940799713135,0.2598320245742798,0.24682199954986572
issue,0.32369524240493774,0.19356516003608704,0.2598971724510193,0.12044859677553177,0.19916902482509613,0.16218405961990356,0.12307368218898773,0.17674702405929565,0.32172858715057373
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.2541380822658539,0.2603943943977356,0.4569662809371948,0.25803330540657043,0.23170605301856995,0.4130953550338745
