,what,did,luther,call,the,mass,instead,of,sacrifice,?
a,0.3320399522781372,0.2552328109741211,0.17967689037322998,0.2774817645549774,0.5829201340675354,0.21558082103729248,0.3737732470035553,0.5052502155303955,0.2224871963262558,0.23916715383529663
gift,0.22758355736732483,0.203318253159523,0.16766926646232605,0.18443898856639862,0.23132675886154175,0.061750005930662155,0.22103291749954224,0.2024591863155365,0.32540956139564514,0.1950901448726654
",",0.3087472915649414,0.3015086054801941,0.23255878686904907,0.2670435905456543,0.4933079481124878,0.2439754158258438,0.32166025042533875,0.4946078956127167,0.18557393550872803,0.31091248989105225
to,0.455847829580307,0.4452643394470215,0.18029534816741943,0.27641981840133667,0.535392165184021,0.20907121896743774,0.457004189491272,0.41548454761505127,0.21181610226631165,0.29463258385658264
be,0.3929833769798279,0.22657383978366852,0.15299063920974731,0.26608726382255554,0.4248143136501312,0.2344316840171814,0.4021901488304138,0.33904364705085754,0.23057469725608826,0.3324260413646698
received,0.1010502278804779,0.3125181496143341,0.1771141141653061,0.11011931300163269,0.24890556931495667,0.11821642518043518,0.07502797245979309,0.2628524899482727,0.15837597846984863,0.11905962228775024
with,0.2464839518070221,0.25472134351730347,0.14705438911914825,0.22334177792072296,0.4223487675189972,0.15513640642166138,0.3479769229888916,0.41827285289764404,0.15957924723625183,0.2433311939239502
thanksgiving,0.3412812650203705,0.29752489924430847,0.3238316476345062,0.25471529364585876,0.3310045897960663,0.18536321818828583,0.2321699559688568,0.23258697986602783,0.2986113727092743,0.30316072702407837
by,0.2455483376979828,0.18574509024620056,0.15382802486419678,0.1639126092195511,0.4408751428127289,0.21824167668819427,0.2769894301891327,0.3646814823150635,0.17954447865486145,0.17966607213020325
the,0.42745697498321533,0.34736719727516174,0.1759674996137619,0.26640447974205017,1.0,0.2284930944442749,0.3940567970275879,0.733189046382904,0.1856338083744049,0.22068053483963013
whole,0.38441845774650574,0.23628540337085724,0.14281919598579407,0.19620253145694733,0.4517841339111328,0.2547796070575714,0.310932993888855,0.4001069962978363,0.16893991827964783,0.21052291989326477
congregation,0.16460371017456055,0.16762135922908783,0.39724987745285034,0.20575208961963654,0.2882172167301178,0.21886737644672394,0.18930917978286743,0.28139111399650574,0.25488975644111633,0.1875634491443634
.,0.3567904531955719,0.35288307070732117,0.24907569587230682,0.2601918876171112,0.5934505462646484,0.25224974751472473,0.3707379400730133,0.5352458953857422,0.21216849982738495,0.4130953550338745
