,who,donated,rodin,'s,works,to,the,v,&,a,?
;,0.007937713526189327,0.006606978829950094,0.02803831733763218,0.006909397430717945,0.08190732449293137,0.0979827418923378,0.09152708947658539,-0.03098202869296074,0.017928218469023705,-0.02122584730386734,0.10349778085947037
these,0.34544891119003296,0.17033004760742188,0.1386449784040451,0.026068098843097687,0.2942240834236145,0.46852558851242065,0.49086877703666687,0.13913843035697937,0.17527756094932556,0.24380075931549072,0.2571668326854706
were,0.3188014328479767,0.22954699397087097,0.2569185495376587,0.007088581565767527,0.19992011785507202,0.31913647055625916,0.3906462490558624,0.1089601069688797,0.1205248013138771,0.17203083634376526,0.17890112102031708
given,0.3104628920555115,0.34485846757888794,0.10211778432130814,-0.024429189041256905,0.16241028904914856,0.3428947925567627,0.37508252263069153,0.14629913866519928,0.04509348422288895,0.3335871398448944,0.2570464313030243
to,0.42656609416007996,0.25148287415504456,0.1395432949066162,0.03782717138528824,0.22564561665058136,1.0,0.535392165184021,0.2109750658273697,0.1254875510931015,0.45503583550453186,0.29463258385658264
the,0.3733934462070465,0.24606364965438843,0.22058722376823425,-0.01540423184633255,0.26337864995002747,0.535392165184021,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.22068053483963013
museum,0.14649315178394318,0.32454055547714233,0.2495928704738617,-0.011753248050808907,0.2308025360107422,0.1640389859676361,0.24861779808998108,0.07561434060335159,0.18110838532447815,0.14725451171398163,0.14128351211547852
by,0.39727845788002014,0.24880395829677582,0.17763222754001617,-0.010884488001465797,0.2887086570262909,0.33534231781959534,0.4408751428127289,0.11988817155361176,0.17475149035453796,0.32094135880470276,0.17966607213020325
the,0.3733934462070465,0.24606364965438843,0.22058722376823425,-0.01540423184633255,0.26337864995002747,0.535392165184021,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.22068053483963013
sculptor,0.24923312664031982,0.29470720887184143,0.46118688583374023,0.026073001325130463,0.2459132820367813,0.14069709181785583,0.11254248023033142,0.169610857963562,0.03806489333510399,0.17305271327495575,0.13014136254787445
in,0.2792111933231354,0.2671816647052765,0.22827556729316711,-0.037580832839012146,0.2656683027744293,0.45010748505592346,0.6662389636039734,0.15216681361198425,0.1358654648065567,0.539380669593811,0.20430970191955566
1914,-0.017725996673107147,0.06424862146377563,0.07776375114917755,-0.005902550183236599,0.07366572320461273,0.07202267646789551,0.04474614933133125,0.08940891176462173,-0.001445487141609192,0.07047152519226074,0.14893388748168945
",",0.3365725874900818,0.2569865584373474,0.20436488091945648,-0.0016132977325469255,0.29211118817329407,0.44245919585227966,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
as,0.3923053741455078,0.23766061663627625,0.12369494885206223,-0.05775856226682663,0.2642597258090973,0.42092081904411316,0.48381632566452026,0.10349564254283905,0.22134603559970856,0.39550232887268066,0.27043893933296204
acknowledgement,0.26971808075904846,0.2256474494934082,0.21051056683063507,0.019012870267033577,0.23770606517791748,0.2888937294483185,0.3058605194091797,0.10000383853912354,0.08349351584911346,0.21783091127872467,0.3101827800273895
of,0.2827862501144409,0.27521181106567383,0.2017039805650711,-0.03817026689648628,0.1964656114578247,0.41548454761505127,0.733189046382904,0.1655031144618988,0.19900451600551605,0.5052502155303955,0.1826142966747284
britain,0.2346068173646927,0.11698660999536514,0.1785481870174408,0.04469253867864609,0.16244414448738098,0.25324371457099915,0.29784059524536133,0.17508196830749512,0.14032991230487823,0.18575294315814972,0.1268460750579834
's,0.05599616840481758,-0.09636961668729782,0.07818061113357544,0.9999999403953552,0.04286740720272064,0.03782717138528824,-0.01540423184633255,-0.008823617361485958,-0.02038128487765789,0.04866964742541313,-0.023395681753754616
support,0.21206305921077728,0.18747620284557343,0.19214895367622375,-0.013377348892390728,0.19586293399333954,0.2742273211479187,0.22984638810157776,0.1678365021944046,0.08042986690998077,0.2484646886587143,0.22626608610153198
of,0.2827862501144409,0.27521181106567383,0.2017039805650711,-0.03817026689648628,0.1964656114578247,0.41548454761505127,0.733189046382904,0.1655031144618988,0.19900451600551605,0.5052502155303955,0.1826142966747284
france,0.18489117920398712,0.20053333044052124,0.27480971813201904,0.024341266602277756,0.1362081617116928,0.2670897841453552,0.35517507791519165,0.1773144006729126,0.06989613175392151,0.24802380800247192,0.15069349110126495
in,0.2792111933231354,0.2671816647052765,0.22827556729316711,-0.037580832839012146,0.2656683027744293,0.45010748505592346,0.6662389636039734,0.15216681361198425,0.1358654648065567,0.539380669593811,0.20430970191955566
world,0.25158336758613586,0.17283205687999725,0.19171959161758423,0.11877062171697617,0.20587126910686493,0.26213452219963074,0.33604270219802856,0.06254376471042633,0.15911176800727844,0.22239887714385986,0.17579582333564758
war,0.24286115169525146,0.18899643421173096,0.21641598641872406,0.06856801360845566,0.13822628557682037,0.2610234022140503,0.366199791431427,0.1411202996969223,0.11975175887346268,0.2368277609348297,0.15510529279708862
i,0.33545589447021484,0.06948930025100708,0.16918878257274628,0.09143294394016266,0.19791482388973236,0.3140375316143036,0.26687872409820557,0.2959514260292053,0.0735432431101799,0.3155658543109894,0.4695145785808563
",",0.3365725874900818,0.2569865584373474,0.20436488091945648,-0.0016132977325469255,0.29211118817329407,0.44245919585227966,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
although,0.3003382384777069,0.21927978098392487,0.1718357503414154,0.06846998631954193,0.21862201392650604,0.4176313281059265,0.3265823423862457,0.0445699580013752,0.08505310118198395,0.29747897386550903,0.15541206300258636
the,0.3733934462070465,0.24606364965438843,0.22058722376823425,-0.01540423184633255,0.26337864995002747,0.535392165184021,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.22068053483963013
statue,0.2508201599121094,0.28048866987228394,0.2912133038043976,0.08315156400203705,0.17962248623371124,0.19961439073085785,0.21746210753917694,0.12322065979242325,0.0333920381963253,0.20682553946971893,0.08672746270895004
of,0.2827862501144409,0.27521181106567383,0.2017039805650711,-0.03817026689648628,0.1964656114578247,0.41548454761505127,0.733189046382904,0.1655031144618988,0.19900451600551605,0.5052502155303955,0.1826142966747284
st,0.1950429379940033,0.18239125609397888,0.15831437706947327,0.05475457385182381,0.15457113087177277,0.21034306287765503,0.27966225147247314,0.15186242759227753,0.17163974046707153,0.175659641623497,0.13298600912094116
john,0.30388808250427246,0.17012862861156464,0.14636489748954773,-0.1023898646235466,0.1147821769118309,0.2070634365081787,0.2230520099401474,0.12748752534389496,0.1578986942768097,0.20638683438301086,0.13162356615066528
the,0.3733934462070465,0.24606364965438843,0.22058722376823425,-0.01540423184633255,0.26337864995002747,0.535392165184021,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.22068053483963013
baptist,0.2024499624967575,0.24350614845752716,0.23511458933353424,0.006550132296979427,0.12567360699176788,0.16161905229091644,0.19322502613067627,0.09607283025979996,0.1340721845626831,0.19241592288017273,0.13512451946735382
had,0.36173108220100403,0.2848661541938782,0.2538527250289917,-0.004401352722197771,0.1697332113981247,0.37984350323677063,0.3875846862792969,0.1252606064081192,0.15368397533893585,0.34897568821907043,0.20728366076946259
been,0.3295723795890808,0.2943763732910156,0.18607540428638458,-0.10734795778989792,0.2609843611717224,0.34945759177207947,0.3563927710056305,0.06977773457765579,0.09559250622987747,0.3315402865409851,0.24354910850524902
purchased,0.21816737949848175,0.3995705246925354,0.19210918247699738,0.09375522285699844,0.1783738136291504,0.18960927426815033,0.21101699769496918,0.04849410802125931,0.10185874253511429,0.19183528423309326,0.04121813923120499
in,0.2792111933231354,0.2671816647052765,0.22827556729316711,-0.037580832839012146,0.2656683027744293,0.45010748505592346,0.6662389636039734,0.15216681361198425,0.1358654648065567,0.539380669593811,0.20430970191955566
1902,0.13204368948936462,0.07509668171405792,0.3605773448944092,0.060110315680503845,0.12961120903491974,0.04661083593964577,0.1322304904460907,0.026633482426404953,0.022911669686436653,0.168498232960701,0.0625530481338501
by,0.39727845788002014,0.24880395829677582,0.17763222754001617,-0.010884488001465797,0.2887086570262909,0.33534231781959534,0.4408751428127289,0.11988817155361176,0.17475149035453796,0.32094135880470276,0.17966607213020325
public,0.18950407207012177,0.3184676170349121,0.19991926848888397,0.060657959431409836,0.2564946413040161,0.2672370672225952,0.22857438027858734,0.15756504237651825,0.10552787780761719,0.19607044756412506,0.19872993230819702
subscription,0.2185862809419632,0.21942497789859772,0.07117857784032822,0.08943908661603928,0.2454439401626587,0.2455354779958725,0.26760369539260864,0.1552528440952301,0.06461510062217712,0.27930477261543274,0.22697269916534424
.,0.3541337847709656,0.28309792280197144,0.24872076511383057,-0.003708066651597619,0.28871041536331177,0.4645031690597534,0.5934505462646484,0.2973858416080475,0.16452857851982117,0.50484299659729,0.4130953550338745
