,what,is,the,name,of,the,spiritual,teacher,in,hinduism,?
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.2459065467119217,0.5696388483047485,0.6662389636039734,0.1903325319290161,0.22632350027561188,1.0,0.17516174912452698,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.2149372547864914,0.17760860919952393,0.6662389636039734,0.22394193708896637,0.22068053483963013
west,0.1946573108434677,0.25201764702796936,0.32918402552604675,0.1751140058040619,0.2891985774040222,0.32918402552604675,0.14364950358867645,0.12683822214603424,0.34078434109687805,0.1198347881436348,0.12088293582201004
-,0.13380742073059082,0.30179503560066223,0.3207225501537323,0.21760711073875427,0.2919245660305023,0.3207225501537323,0.09073083102703094,0.16703516244888306,0.2593633532524109,0.10627556592226028,0.3336010277271271
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.2149372547864914,0.17760860919952393,0.6662389636039734,0.22394193708896637,0.22068053483963013
emphasis,0.2812975347042084,0.18040892481803894,0.19833582639694214,0.08680298179388046,0.25674107670783997,0.19833582639694214,0.30415070056915283,0.2477053701877594,0.2321949303150177,0.2488996982574463,0.2750280499458313
on,0.34226128458976746,0.3635730445384979,0.5107308030128479,0.17627742886543274,0.3966929316520691,0.5107308030128479,0.17063623666763306,0.1997784823179245,0.46853652596473694,0.13899901509284973,0.2714994251728058
spiritual,0.2431802898645401,0.1757679283618927,0.2149372547864914,0.08161307871341705,0.3108343183994293,0.2149372547864914,1.0,0.36543601751327515,0.1903325319290161,0.513893187046051,0.1801415979862213
mentorship,0.3901286721229553,0.1776241511106491,0.24017667770385742,0.17964066565036774,0.2184096872806549,0.24017667770385742,0.3217136859893799,0.3486343324184418,0.2141905128955841,0.23213867843151093,0.37482789158821106
is,0.28837618231773376,1.0,0.5823672413825989,0.3359788954257965,0.4854315221309662,0.5823672413825989,0.1757679283618927,0.2001669555902481,0.5394441485404968,0.22179758548736572,0.22961433231830597
extremely,0.295386403799057,0.3267810046672821,0.28996992111206055,0.10760825872421265,0.2816111445426941,0.28996992111206055,0.17463240027427673,0.18832267820835114,0.26208269596099854,0.16043564677238464,0.14809079468250275
high,0.20466077327728271,0.2383800595998764,0.28034812211990356,0.1618267446756363,0.2803038954734802,0.28034812211990356,0.11829879879951477,0.22143912315368652,0.2652597725391388,0.08580990880727768,0.11137914657592773
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.2115405946969986,0.2884024977684021,0.5201468467712402,0.26215988397598267,0.31091248989105225
with,0.2464839518070221,0.3250955045223236,0.4223487675189972,0.17897967994213104,0.41827285289764404,0.4223487675189972,0.18031524121761322,0.13737362623214722,0.4080928862094879,0.1842651665210724,0.2433311939239502
gurus,0.2520514130592346,0.15414868295192719,0.16152994334697723,0.11670580506324768,0.19079193472862244,0.16152994334697723,0.4887569546699524,0.32321494817733765,0.14385110139846802,0.5596513748168945,0.18777289986610413
often,0.3849453330039978,0.3856629431247711,0.38004449009895325,0.15621964633464813,0.3351972997188568,0.38004449009895325,0.22369293868541718,0.14898185431957245,0.3380797803401947,0.2236173003911972,0.23748154938220978
exercising,0.23033717274665833,0.19836832582950592,0.26590681076049805,0.026148542761802673,0.28810468316078186,0.26590681076049805,0.3122819662094116,0.19132737815380096,0.20428696274757385,0.16271598637104034,0.19943128526210785
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.26421117782592773,0.5052502155303955,0.5829201340675354,0.2160448133945465,0.31202319264411926,0.539380669593811,0.22051185369491577,0.23916715383529663
great,0.2562883198261261,0.1345067322254181,0.2822027802467346,0.16152743995189667,0.3168134391307831,0.2822027802467346,0.24455760419368744,0.2034968137741089,0.23348836600780487,0.17788448929786682,0.13135133683681488
deal,0.3379717469215393,0.17207108438014984,0.23069973289966583,0.10375306010246277,0.22831951081752777,0.23069973289966583,0.16180044412612915,0.222611665725708,0.23030675947666168,0.13988634943962097,0.2513751685619354
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.3108343183994293,0.19968076050281525,0.5696388483047485,0.2689528167247772,0.1826142966747284
control,0.2821830213069916,0.17722277343273163,0.32841500639915466,0.19630075991153717,0.2817542552947998,0.32841500639915466,0.168338343501091,0.11823748052120209,0.24831421673297882,0.1321345716714859,0.1620711386203766
over,0.28007611632347107,0.2159561663866043,0.39856547117233276,0.1520776003599167,0.36136594414711,0.39856547117233276,0.1893053948879242,0.10137132555246353,0.3605569899082184,0.19826450943946838,0.25742942094802856
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.2149372547864914,0.17760860919952393,0.6662389636039734,0.22394193708896637,0.22068053483963013
lives,0.19772474467754364,0.3232544958591461,0.24881523847579956,0.19169703125953674,0.28370368480682373,0.24881523847579956,0.16142332553863525,0.22819088399410248,0.3182811737060547,0.2223103940486908,0.15810374915599823
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.3108343183994293,0.19968076050281525,0.5696388483047485,0.2689528167247772,0.1826142966747284
their,0.35142919421195984,0.2101074606180191,0.516537070274353,0.18092210590839386,0.4329940676689148,0.516537070274353,0.27462247014045715,0.11377552151679993,0.34976133704185486,0.16335193812847137,0.1898253709077835
disciples,0.30790162086486816,0.12796756625175476,0.21652455627918243,0.1691732555627823,0.23803292214870453,0.21652455627918243,0.44617602229118347,0.3240986466407776,0.15744136273860931,0.46128976345062256,0.1523444652557373
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.20261000096797943,0.225234717130661,0.5591574311256409,0.25458693504333496,0.4130953550338745
