,how,did,celeron,handle,meeting,with,old,briton,?
british,0.17564475536346436,0.2039594054222107,0.10152936726808548,0.14918024837970734,0.18181487917900085,0.1637800633907318,0.12144297361373901,0.4294159710407257,0.09711728990077972
.,0.3287222981452942,0.35288307070732117,0.23717518150806427,0.2766178846359253,0.23260334134101868,0.4446153938770294,0.32390445470809937,0.14560845494270325,0.4130953550338745
,how,did,celeron,handle,meeting,with,old,briton,?
céloron,0.17692279815673828,0.14053545892238617,0.4971884787082672,0.18122634291648865,0.19071325659751892,0.2568354606628418,0.2073020190000534,0.15736329555511475,0.21622054278850555
continued,0.18852750957012177,0.4863187372684479,0.07606130093336105,0.0462801456451416,0.14591190218925476,0.1984824389219284,0.17985102534294128,0.24029378592967987,0.10404038429260254
south,0.11786635220050812,0.1510593444108963,0.22267353534698486,0.10293413698673248,0.1513153612613678,0.15469324588775635,0.1712985783815384,0.209181010723114,0.12336621433496475
until,0.1887991726398468,0.33905428647994995,0.1594541221857071,0.14880533516407013,0.21500204503536224,0.25182005763053894,0.255244642496109,0.2235039621591568,0.20304496586322784
his,0.24614305794239044,0.3546801507472992,0.1710466891527176,0.06675540655851364,0.21243402361869812,0.33836179971694946,0.2539081573486328,0.2762729823589325,0.18075084686279297
expedition,0.11437731236219406,0.21760712563991547,0.18103016912937164,0.0773187056183815,0.25123462080955505,0.15766257047653198,0.11301618814468384,0.2698623239994049,0.10355690121650696
reached,0.12375093251466751,0.24863581359386444,0.12672460079193115,0.16329920291900635,0.1911683976650238,0.20852181315422058,0.11123934388160706,0.1540592908859253,0.1518019139766693
the,0.33890387415885925,0.34736719727516174,0.2833483815193176,0.23661735653877258,0.3390691578388214,0.4223487675189972,0.31849798560142517,0.24138320982456207,0.22068053483963013
confluence,0.10828132927417755,0.047710150480270386,0.2603207528591156,0.13340803980827332,0.2591348886489868,0.20352335274219513,0.20325523614883423,0.2004305124282837,0.12977661192417145
of,0.2480744868516922,0.2513895630836487,0.24308432638645172,0.2300901859998703,0.2703947126865387,0.41827285289764404,0.30522194504737854,0.17805027961730957,0.1826142966747284
the,0.33890387415885925,0.34736719727516174,0.2833483815193176,0.23661735653877258,0.3390691578388214,0.4223487675189972,0.31849798560142517,0.24138320982456207,0.22068053483963013
ohio,0.11605536192655563,0.11018496751785278,0.16339963674545288,0.0848887488245964,0.15415926277637482,0.19753271341323853,0.13945230841636658,0.13214904069900513,0.10064033418893814
and,0.33647966384887695,0.34479495882987976,0.29231131076812744,0.2751510441303253,0.23922012746334076,0.5477725267410278,0.29022282361984253,0.18274587392807007,0.20544172823429108
the,0.33890387415885925,0.34736719727516174,0.2833483815193176,0.23661735653877258,0.3390691578388214,0.4223487675189972,0.31849798560142517,0.24138320982456207,0.22068053483963013
miami,0.09905285388231277,0.20621727406978607,0.1920277327299118,0.1224670335650444,0.12315753847360611,0.19651886820793152,0.07857001572847366,0.14090219140052795,0.14054250717163086
rivers,0.09591802209615707,0.13621489703655243,0.14383980631828308,0.09507494419813156,0.1497182697057724,0.17883643507957458,0.15650223195552826,0.13304342329502106,0.15866327285766602
",",0.22659391164779663,0.3015086054801941,0.3048674464225769,0.23754459619522095,0.25274211168289185,0.4120737314224243,0.26524028182029724,0.19297021627426147,0.31091248989105225
which,0.4852597713470459,0.2750149369239807,0.28368866443634033,0.2847506105899811,0.23011936247348785,0.46403205394744873,0.3071022629737854,0.1816594898700714,0.25814583897590637
lay,0.16356971859931946,0.20838341116905212,0.11897209286689758,0.11356201022863388,0.11223622411489487,0.1646386981010437,0.17264887690544128,0.16291087865829468,0.19041578471660614
just,0.41178324818611145,0.38283270597457886,0.21850591897964478,0.3692410886287689,0.21791064739227295,0.30194807052612305,0.28688839077949524,0.29477185010910034,0.4144178032875061
south,0.11786635220050812,0.1510593444108963,0.22267353534698486,0.10293413698673248,0.1513153612613678,0.15469324588775635,0.1712985783815384,0.209181010723114,0.12336621433496475
of,0.2480744868516922,0.2513895630836487,0.24308432638645172,0.2300901859998703,0.2703947126865387,0.41827285289764404,0.30522194504737854,0.17805027961730957,0.1826142966747284
the,0.33890387415885925,0.34736719727516174,0.2833483815193176,0.23661735653877258,0.3390691578388214,0.4223487675189972,0.31849798560142517,0.24138320982456207,0.22068053483963013
village,0.08677869290113449,0.15373362600803375,0.13839422166347504,0.0870073214173317,0.18723353743553162,0.12559480965137482,0.14895766973495483,0.22132465243339539,0.040922991931438446
of,0.2480744868516922,0.2513895630836487,0.24308432638645172,0.2300901859998703,0.2703947126865387,0.41827285289764404,0.30522194504737854,0.17805027961730957,0.1826142966747284
pickawillany,0.26089930534362793,0.20178653299808502,0.4082637429237366,0.2538313567638397,0.29017147421836853,0.3341299295425415,0.2691182792186737,0.35383641719818115,0.2701047658920288
",",0.22659391164779663,0.3015086054801941,0.3048674464225769,0.23754459619522095,0.25274211168289185,0.4120737314224243,0.26524028182029724,0.19297021627426147,0.31091248989105225
the,0.33890387415885925,0.34736719727516174,0.2833483815193176,0.23661735653877258,0.3390691578388214,0.4223487675189972,0.31849798560142517,0.24138320982456207,0.22068053483963013
home,0.11464780569076538,0.17098017036914825,0.1764470338821411,0.09309317916631699,0.21909767389297485,0.1929387003183365,0.29875805974006653,0.07877372950315475,0.0757145956158638
of,0.2480744868516922,0.2513895630836487,0.24308432638645172,0.2300901859998703,0.2703947126865387,0.41827285289764404,0.30522194504737854,0.17805027961730957,0.1826142966747284
the,0.33890387415885925,0.34736719727516174,0.2833483815193176,0.23661735653877258,0.3390691578388214,0.4223487675189972,0.31849798560142517,0.24138320982456207,0.22068053483963013
miami,0.09905285388231277,0.20621727406978607,0.1920277327299118,0.1224670335650444,0.12315753847360611,0.19651886820793152,0.07857001572847366,0.14090219140052795,0.14054250717163086
chief,0.11594951897859573,0.18907910585403442,0.16938580572605133,0.11412886530160904,0.20219969749450684,0.16979607939720154,0.233948215842247,0.19788716733455658,0.09466830641031265
known,0.16194356977939606,0.25943970680236816,0.2420380860567093,0.11015183478593826,0.13007532060146332,0.23440474271774292,0.17766082286834717,0.15369893610477448,0.18314571678638458
as,0.33782753348350525,0.3596470057964325,0.25748196244239807,0.25658220052719116,0.20302601158618927,0.40387406945228577,0.24722114205360413,0.23439006507396698,0.27043893933296204
``,-0.01591024175286293,-0.029888948425650597,-0.012746859341859818,0.1677621603012085,0.030480898916721344,0.08974023163318634,-0.007611577399075031,-0.0031709489412605762,0.0685480609536171
old,0.1789429783821106,0.19123899936676025,0.10062909126281738,0.10401497036218643,0.1300840675830841,0.20720098912715912,1.0000001192092896,0.14478011429309845,0.20577076077461243
briton,0.17628778517246246,0.24976219236850739,0.17804303765296936,0.08742735534906387,0.12452513724565506,0.17734311521053314,0.14478011429309845,0.9999998807907104,0.19319112598896027
'',-0.0029843549709767103,0.01978493109345436,0.013078061863780022,0.02567134238779545,-0.0449235700070858,0.07907696813344955,0.010903947055339813,-8.798392809694633e-05,0.018684765323996544
.,0.3287222981452942,0.35288307070732117,0.23717518150806427,0.2766178846359253,0.23260334134101868,0.4446153938770294,0.32390445470809937,0.14560845494270325,0.4130953550338745
