,an,important,shaman,was,alleged,to,be,trying,to,distance,genghis,khan,from,which,of,his,brothers,?
khan,0.12960869073867798,0.13576774299144745,0.3221331536769867,0.23483267426490784,0.16288530826568604,0.18221943080425262,0.19255778193473816,0.14994396269321442,0.18221943080425262,0.14578942954540253,0.5896923542022705,1.0,0.10581372678279877,0.19211235642433167,0.17124508321285248,0.26570460200309753,0.1681869775056839,0.12862591445446014
(,0.286407470703125,0.21277278661727905,0.13481968641281128,0.2980341613292694,0.1011490598320961,0.30882009863853455,0.2349044382572174,0.15712308883666992,0.30882009863853455,0.1953849345445633,0.2257842868566513,0.1773909628391266,0.25806233286857605,0.2589828372001648,0.35032153129577637,0.16098198294639587,0.13563506305217743,0.40561532974243164
his,0.24025635421276093,0.198139950633049,0.23496276140213013,0.4405253231525421,0.2757827043533325,0.3715193271636963,0.21738691627979279,0.3376191258430481,0.3715193271636963,0.1318657100200653,0.3744826912879944,0.26570460200309753,0.3195365369319916,0.32283493876457214,0.38364991545677185,0.9999998807907104,0.36579272150993347,0.18075084686279297
and,0.2838519215583801,0.37549954652786255,0.19367744028568268,0.3740963041782379,0.1831645369529724,0.48971283435821533,0.41766801476478577,0.2888859510421753,0.48971283435821533,0.25180765986442566,0.26551535725593567,0.22885166108608246,0.3601827025413513,0.506277859210968,0.5116966962814331,0.4234102666378021,0.28383347392082214,0.20544172823429108
his,0.24025635421276093,0.198139950633049,0.23496276140213013,0.4405253231525421,0.2757827043533325,0.3715193271636963,0.21738691627979279,0.3376191258430481,0.3715193271636963,0.1318657100200653,0.3744826912879944,0.26570460200309753,0.3195365369319916,0.32283493876457214,0.38364991545677185,0.9999998807907104,0.36579272150993347,0.18075084686279297
father,0.14175958931446075,0.2405552715063095,0.29066604375839233,0.3492507338523865,0.2455730140209198,0.2544635832309723,0.15117910504341125,0.28684183955192566,0.2544635832309723,0.16614435613155365,0.28569796681404114,0.2717169225215912,0.19987469911575317,0.19622015953063965,0.22142449021339417,0.5241755247116089,0.4578881561756134,0.14826634526252747
's,0.025255560874938965,-0.0359678789973259,-0.0036616437137126923,0.008974763564765453,0.012476024217903614,0.03782717138528824,0.025217169895768166,0.07804987579584122,0.03782717138528824,0.06757735460996628,0.031423866748809814,0.05307086929678917,-0.01936490088701248,0.03856118768453598,-0.03817026689648628,0.047556519508361816,0.033226870000362396,-0.023395681753754616
ally,0.1985180377960205,0.15714159607887268,0.16982832551002502,0.3238118886947632,0.2970527708530426,0.2431260496377945,0.21404382586479187,0.20786315202713013,0.2431260496377945,0.1575731486082077,0.25890666246414185,0.223036989569664,0.11458742618560791,0.21834596991539001,0.15578524768352509,0.29775092005729675,0.26959362626075745,0.10381226241588593
),0.2873353958129883,0.22956669330596924,0.14727617800235748,0.3267642855644226,0.10932712256908417,0.31236231327056885,0.24578070640563965,0.15966197848320007,0.31236231327056885,0.1987295299768448,0.24887141585350037,0.2105041742324829,0.2672361731529236,0.2758678197860718,0.3680361211299896,0.18606403470039368,0.1457313746213913,0.42300865054130554
",",0.3581022024154663,0.3452564477920532,0.21655453741550446,0.45456063747406006,0.18592755496501923,0.44245919585227966,0.39254459738731384,0.24321463704109192,0.44245919585227966,0.22692032158374786,0.2891939878463745,0.19700400531291962,0.39760664105415344,0.3658004403114319,0.4946078956127167,0.3378419280052185,0.24914874136447906,0.31091248989105225
his,0.24025635421276093,0.198139950633049,0.23496276140213013,0.4405253231525421,0.2757827043533325,0.3715193271636963,0.21738691627979279,0.3376191258430481,0.3715193271636963,0.1318657100200653,0.3744826912879944,0.26570460200309753,0.3195365369319916,0.32283493876457214,0.38364991545677185,0.9999998807907104,0.36579272150993347,0.18075084686279297
son,0.07837127894163132,0.11464490741491318,0.2396795004606247,0.3045712113380432,0.18749240040779114,0.16820268332958221,0.11093928664922714,0.2467302829027176,0.16820268332958221,0.11217499524354935,0.34843745827674866,0.27596136927604675,0.19232426583766937,0.12632916867733002,0.22933141887187958,0.4423290193080902,0.4483102560043335,0.14735563099384308
jochi,0.1256030946969986,0.17889535427093506,0.31896746158599854,0.22727705538272858,0.16402769088745117,0.1702822893857956,0.13556966185569763,0.1549186259508133,0.1702822893857956,0.14667527377605438,0.4016976058483124,0.30853474140167236,0.13800548017024994,0.12476388365030289,0.15254677832126617,0.22831186652183533,0.16120342910289764,0.10597938299179077
",",0.3581022024154663,0.3452564477920532,0.21655453741550446,0.45456063747406006,0.18592755496501923,0.44245919585227966,0.39254459738731384,0.24321463704109192,0.44245919585227966,0.22692032158374786,0.2891939878463745,0.19700400531291962,0.39760664105415344,0.3658004403114319,0.4946078956127167,0.3378419280052185,0.24914874136447906,0.31091248989105225
and,0.2838519215583801,0.37549954652786255,0.19367744028568268,0.3740963041782379,0.1831645369529724,0.48971283435821533,0.41766801476478577,0.2888859510421753,0.48971283435821533,0.25180765986442566,0.26551535725593567,0.22885166108608246,0.3601827025413513,0.506277859210968,0.5116966962814331,0.4234102666378021,0.28383347392082214,0.20544172823429108
problems,0.1804785281419754,0.2298530638217926,0.1563054621219635,0.1851695030927658,0.23512977361679077,0.28989166021347046,0.2817195653915405,0.3273859918117523,0.28989166021347046,0.08860979974269867,0.12574990093708038,0.15594998002052307,0.21618343889713287,0.3054017126560211,0.2450421154499054,0.26380395889282227,0.10062829405069351,0.2638136148452759
with,0.2730048894882202,0.2211170494556427,0.19408468902111053,0.27411898970603943,0.1500861942768097,0.4239959120750427,0.36101722717285156,0.2584823668003082,0.4239959120750427,0.1966303139925003,0.18149495124816895,0.12498863786458969,0.26272761821746826,0.46403205394744873,0.41827285289764404,0.33836179971694946,0.2425897866487503,0.2433311939239502
the,0.4207492768764496,0.39348116517066956,0.2119491547346115,0.48711544275283813,0.2058245837688446,0.535392165184021,0.4248143136501312,0.2930695712566376,0.535392165184021,0.26146480441093445,0.3448939025402069,0.21067845821380615,0.40150508284568787,0.6521818041801453,0.733189046382904,0.4394008219242096,0.2150324583053589,0.22068053483963013
most,0.2748267352581024,0.5079463124275208,0.14454713463783264,0.29933857917785645,0.1984846591949463,0.321603000164032,0.3381733000278473,0.21754607558250427,0.321603000164032,0.12976299226284027,0.22644314169883728,0.15546606481075287,0.28580769896507263,0.4637843072414398,0.4178851246833801,0.28864049911499023,0.16872820258140564,0.2107497900724411
important,0.2662794589996338,1.0000001192092896,0.17163518071174622,0.24924467504024506,0.0917314812541008,0.30913278460502625,0.2492702454328537,0.23816049098968506,0.30913278460502625,0.209014430642128,0.1856413334608078,0.13576774299144745,0.23078285157680511,0.37798872590065,0.43301743268966675,0.198139950633049,0.11762545257806778,0.17812499403953552
shaman,0.1155075952410698,0.17163518071174622,0.9999999403953552,0.13587522506713867,0.15221302211284637,0.19475963711738586,0.18423709273338318,0.2006703019142151,0.19475963711738586,0.05298520252108574,0.40916338562965393,0.3221331536769867,0.11484210938215256,0.18386036157608032,0.15333613753318787,0.23496276140213013,0.22605322301387787,0.17501519620418549
",",0.3581022024154663,0.3452564477920532,0.21655453741550446,0.45456063747406006,0.18592755496501923,0.44245919585227966,0.39254459738731384,0.24321463704109192,0.44245919585227966,0.22692032158374786,0.2891939878463745,0.19700400531291962,0.39760664105415344,0.3658004403114319,0.4946078956127167,0.3378419280052185,0.24914874136447906,0.31091248989105225
who,0.2848317325115204,0.23735733330249786,0.3194306492805481,0.3318818509578705,0.2710895836353302,0.42656609416007996,0.3371641933917999,0.4113895297050476,0.42656609416007996,0.1422014683485031,0.3018350303173065,0.2616176903247833,0.27839982509613037,0.3688730001449585,0.2827862501144409,0.44966956973075867,0.31422024965286255,0.26220351457595825
was,0.3694365322589874,0.24924467504024506,0.13587522506713867,1.0000001192092896,0.2909727990627289,0.3636345863342285,0.42228707671165466,0.19752094149589539,0.3636345863342285,0.18884436786174774,0.3037589192390442,0.23483267426490784,0.31171464920043945,0.2830964922904968,0.4069072902202606,0.4405253231525421,0.29881271719932556,0.18412111699581146
allegedly,0.22271795570850372,0.10574761778116226,0.1514287292957306,0.33524635434150696,0.807294487953186,0.19996404647827148,0.23435303568840027,0.2919936776161194,0.19996404647827148,0.17189852893352509,0.23127800226211548,0.16593493521213531,0.2802608013153076,0.26943516731262207,0.21219010651111603,0.34148767590522766,0.16848930716514587,0.07345700263977051
trying,0.19979310035705566,0.23816049098968506,0.2006703019142151,0.19752094149589539,0.2684694528579712,0.5021223425865173,0.2223741114139557,1.0,0.5021223425865173,0.19391821324825287,0.1981973499059677,0.14994396269321442,0.2125684916973114,0.27075085043907166,0.21177013218402863,0.3376191258430481,0.20540401339530945,0.3144860565662384
to,0.3138085603713989,0.30913278460502625,0.19475963711738586,0.3636345863342285,0.19183480739593506,1.0,0.4972836375236511,0.5021223425865173,1.0,0.26426711678504944,0.2294713407754898,0.18221943080425262,0.4069952368736267,0.5345056653022766,0.41548454761505127,0.3715193271636963,0.2244100421667099,0.29463258385658264
drive,0.17218853533267975,0.1444961428642273,0.15845343470573425,0.18442629277706146,0.08903428167104721,0.291306734085083,0.23604391515254974,0.2707865536212921,0.291306734085083,0.232089102268219,0.0983932614326477,0.042218443006277084,0.15552356839179993,0.2456657886505127,0.17806991934776306,0.14205576479434967,0.11930890381336212,0.11447915434837341
a,0.44552403688430786,0.2963852882385254,0.1928129345178604,0.4508470594882965,0.19702473282814026,0.45503583550453186,0.39883795380592346,0.3045077919960022,0.45503583550453186,0.27685120701789856,0.194350928068161,0.1743650734424591,0.322764128446579,0.56894451379776,0.5052502155303955,0.3497250974178314,0.19716104865074158,0.23916715383529663
wedge,0.18765893578529358,0.13948577642440796,0.19769489765167236,0.2363697588443756,0.08693517744541168,0.24753624200820923,0.1894918531179428,0.1848941296339035,0.24753624200820923,0.28789040446281433,0.1901128888130188,0.06228037551045418,0.12723767757415771,0.28841498494148254,0.1690942645072937,0.1502060443162918,0.2007235884666443,0.13553494215011597
between,0.18003802001476288,0.26314592361450195,0.07367365062236786,0.24048170447349548,0.17368614673614502,0.3639189600944519,0.2079806923866272,0.20554101467132568,0.3639189600944519,0.38047486543655396,0.1950775384902954,0.10579166561365128,0.3269653618335724,0.395174115896225,0.3737983703613281,0.15603972971439362,0.14107732474803925,0.12887074053287506
him,0.2095802277326584,0.1751270592212677,0.3195902109146118,0.3675798773765564,0.3193822503089905,0.4702378511428833,0.2850542664527893,0.41453447937965393,0.4702378511428833,0.10113160312175751,0.32669100165367126,0.23670253157615662,0.2413332462310791,0.3357398211956024,0.2764812409877777,0.6629161238670349,0.26805299520492554,0.23943768441677094
and,0.2838519215583801,0.37549954652786255,0.19367744028568268,0.3740963041782379,0.1831645369529724,0.48971283435821533,0.41766801476478577,0.2888859510421753,0.48971283435821533,0.25180765986442566,0.26551535725593567,0.22885166108608246,0.3601827025413513,0.506277859210968,0.5116966962814331,0.4234102666378021,0.28383347392082214,0.20544172823429108
his,0.24025635421276093,0.198139950633049,0.23496276140213013,0.4405253231525421,0.2757827043533325,0.3715193271636963,0.21738691627979279,0.3376191258430481,0.3715193271636963,0.1318657100200653,0.3744826912879944,0.26570460200309753,0.3195365369319916,0.32283493876457214,0.38364991545677185,0.9999998807907104,0.36579272150993347,0.18075084686279297
loyal,0.05088520795106888,0.21070636808872223,0.29949095845222473,0.2292376458644867,0.24200749397277832,0.25126948952674866,0.20097044110298157,0.24556657671928406,0.25126948952674866,0.10439404100179672,0.31243661046028137,0.2351624220609665,0.1237247958779335,0.15428154170513153,0.2128625065088272,0.35070034861564636,0.20281989872455597,0.09812439978122711
brother,0.056148942559957504,0.1115662083029747,0.2387891560792923,0.30654317140579224,0.17382119596004486,0.2254609316587448,0.11164540797472,0.21843020617961884,0.2254609316587448,0.11587545275688171,0.31234273314476013,0.21605779230594635,0.14386126399040222,0.1919970065355301,0.18226121366024017,0.4439162015914917,0.8058010935783386,0.14267398416996002
khasar,0.11167705059051514,0.16146913170814514,0.4054532051086426,0.2595040202140808,0.19613397121429443,0.16455905139446259,0.1783180683851242,0.16160449385643005,0.16455905139446259,0.211782306432724,0.6254066824913025,0.6926637887954712,0.16869211196899414,0.2129649817943573,0.207122340798378,0.2686406672000885,0.23577609658241272,0.1633252203464508
.,0.3581749200820923,0.33938494324684143,0.19833390414714813,0.40146201848983765,0.16205814480781555,0.4645031690597534,0.4383580684661865,0.3029857277870178,0.4645031690597534,0.1947452872991562,0.25373268127441406,0.19819748401641846,0.41536515951156616,0.45942068099975586,0.5352458953857422,0.3119256794452667,0.17513900995254517,0.4130953550338745
