,upon,what,chemical,characteristic,is,oxygen,'s,solubility,dependent,?
0,-0.022793712094426155,0.05378047749400139,0.00901592057198286,-0.006279726512730122,-0.013776509091258049,0.024113092571496964,0.05805099755525589,0.02959975227713585,0.007831339724361897,0.0436553880572319
°c,0.03492499142885208,0.2101275473833084,0.3034883141517639,0.23037312924861908,0.22964106500148773,0.361249715089798,0.05679900571703911,0.49003925919532776,0.1942303478717804,0.2095707356929779
than,0.1591518521308899,0.29388150572776794,0.1426687389612198,0.2535715401172638,0.2839990258216858,0.25305241346359253,0.0585811510682106,0.21705645322799683,0.24253666400909424,0.24917294085025787
at,0.21032129228115082,0.2838611304759979,0.16947215795516968,0.08029503375291824,0.25906258821487427,0.1428557187318802,-0.08481216430664062,0.10870788991451263,0.1328713595867157,0.21978627145290375
20,0.008337088860571384,-0.036424171179533005,-0.014531459659337997,0.0754086971282959,-0.04254214093089104,-0.015366463921964169,-0.016651324927806854,0.015952100977301598,-0.017219621688127518,0.11360422521829605
°c,0.03492499142885208,0.2101275473833084,0.3034883141517639,0.23037312924861908,0.22964106500148773,0.361249715089798,0.05679900571703911,0.49003925919532776,0.1942303478717804,0.2095707356929779
(,0.1563204526901245,0.2411840260028839,0.18129213154315948,0.15405966341495514,0.35393038392066956,0.189798504114151,0.0012731997994706035,0.25550398230552673,0.1989695280790329,0.40561532974243164
7.6,0.017635207623243332,0.0040430547669529915,-0.00727778859436512,-0.05429074540734291,-0.01715989038348198,-0.0400826521217823,0.1129777804017067,-0.02782214805483818,-0.039381902664899826,-0.01643252931535244
mg·l−1,0.09418771415948868,0.18795336782932281,0.18856166303157806,0.3191286623477936,0.13597212731838226,0.1785852611064911,0.004531019367277622,0.24363404512405396,0.1422625631093979,0.1303682178258896
),0.14562536776065826,0.26259949803352356,0.18658967316150665,0.14360031485557556,0.37732169032096863,0.19541971385478973,0.021107977256178856,0.26510801911354065,0.20352236926555634,0.42300865054130554
.,0.18839296698570251,0.3567904531955719,0.23593789339065552,0.2017466127872467,0.4569662809371948,0.2554275095462799,-0.003708066651597619,0.23720696568489075,0.20676179230213165,0.4130953550338745
