,what,is,the,metric,term,less,used,than,the,newton,?
the,0.42745697498321533,0.5823672413825989,1.0,0.21734559535980225,0.2740369141101837,0.29185041785240173,0.3718377649784088,0.3227543234825134,1.0,0.1876603662967682,0.22068053483963013
kilogram-force,0.26763954758644104,0.30803632736206055,0.29878470301628113,0.5201624631881714,0.19849100708961487,0.32459700107574463,0.3008720278739929,0.32965677976608276,0.29878470301628113,0.36532628536224365,0.27672961354255676
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.1878732144832611,0.16755855083465576,0.20576579868793488,0.19005385041236877,0.19419437646865845,0.33289089798927307,0.17499087750911713,0.40561532974243164
kgf,0.1379082053899765,0.16027331352233887,0.14055487513542175,0.33750998973846436,0.06691844761371613,0.07793185859918594,0.11322692781686783,0.09877558797597885,0.14055487513542175,0.28716856241226196,0.2334843873977661
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.19768795371055603,0.14937621355056763,0.20886565744876862,0.1905621439218521,0.21982109546661377,0.3456730246543884,0.17433513700962067,0.42300865054130554
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.1878732144832611,0.16755855083465576,0.20576579868793488,0.19005385041236877,0.19419437646865845,0.33289089798927307,0.17499087750911713,0.40561532974243164
sometimes,0.34229418635368347,0.3757973313331604,0.35816407203674316,0.1522490680217743,0.36344829201698303,0.3749498128890991,0.4974112808704376,0.34453392028808594,0.35816407203674316,0.0959431529045105,0.1751544177532196
kilopond,0.2746104598045349,0.31594318151474,0.372927188873291,0.40074121952056885,0.25439926981925964,0.34195634722709656,0.28389784693717957,0.3315804898738861,0.372927188873291,0.22255569696426392,0.22697466611862183
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.19768795371055603,0.14937621355056763,0.20886565744876862,0.1905621439218521,0.21982109546661377,0.3456730246543884,0.17433513700962067,0.42300865054130554
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.21044935286045074,0.21599270403385162,0.28111666440963745,0.3120402991771698,0.3371901512145996,0.4933079481124878,0.2648763358592987,0.31091248989105225
is,0.28837618231773376,1.0,0.5823672413825989,0.17780743539333344,0.270183801651001,0.3123510479927063,0.3288823366165161,0.2839990258216858,0.5823672413825989,0.21921560168266296,0.22961433231830597
the,0.42745697498321533,0.5823672413825989,1.0,0.21734559535980225,0.2740369141101837,0.29185041785240173,0.3718377649784088,0.3227543234825134,1.0,0.1876603662967682,0.22068053483963013
force,0.16915984451770782,0.22036980092525482,0.2800885736942291,0.23740096390247345,0.09040889143943787,0.20304572582244873,0.19033478200435638,0.19686487317085266,0.2800885736942291,0.28017669916152954,0.1650998443365097
exerted,0.3017116189002991,0.20680226385593414,0.2988557517528534,0.2664419114589691,0.24384750425815582,0.40537288784980774,0.3013916313648224,0.3050488233566284,0.2988557517528534,0.2562185525894165,0.16865482926368713
by,0.2455483376979828,0.3899846076965332,0.4408751428127289,0.20296113193035126,0.1564474254846573,0.2012643665075302,0.27705541253089905,0.2015816867351532,0.4408751428127289,0.19122301042079926,0.17966607213020325
standard,0.22809998691082,0.23514990508556366,0.29008856415748596,0.3389379382133484,0.2454753965139389,0.27545401453971863,0.375753790140152,0.28384146094322205,0.29008856415748596,0.2351420372724533,0.17029257118701935
gravity,0.259439080953598,0.2301630824804306,0.22609853744506836,0.2742904722690582,0.16376511752605438,0.24208007752895355,0.20177605748176575,0.22626441717147827,0.22609853744506836,0.4363662898540497,0.18354056775569916
on,0.34226128458976746,0.3635730445384979,0.5107308030128479,0.14192107319831848,0.1491490602493286,0.24623660743236542,0.24785758554935455,0.2864885926246643,0.5107308030128479,0.14340966939926147,0.2714994251728058
one,0.376489520072937,0.4544198513031006,0.5514441132545471,0.24685657024383545,0.20483051240444183,0.3586464524269104,0.3009188175201416,0.43810948729515076,0.5514441132545471,0.20534484088420868,0.2673267424106598
kilogram,0.18058444559574127,0.2365434765815735,0.20804980397224426,0.46527671813964844,0.17740726470947266,0.2640077471733093,0.24987436830997467,0.27034178376197815,0.20804980397224426,0.26460614800453186,0.1629064679145813
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.21906468272209167,0.26047757267951965,0.30836719274520874,0.3075267970561981,0.33036211133003235,0.733189046382904,0.18479612469673157,0.1826142966747284
mass,0.23905135691165924,0.21063528954982758,0.2284930944442749,0.2591135501861572,0.16386651992797852,0.25363579392433167,0.2319032996892929,0.2647872567176819,0.2284930944442749,0.3224262297153473,0.2076406031847
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.2823297381401062,0.18456575274467468,0.32668155431747437,0.33111312985420227,0.3594527542591095,0.5934505462646484,0.20699870586395264,0.4130953550338745
