,in,which,year,did,the,royal,college,of,art,gained,full,independence,from,the,v,&,a,?
;,0.092739537358284,-0.01244901679456234,0.00956164300441742,0.10727239400148392,0.09152708947658539,0.04320460185408592,0.004340832121670246,0.054534342139959335,0.10231279581785202,0.035478703677654266,-0.027280181646347046,0.04677805304527283,0.07524215430021286,0.09152708947658539,-0.03098202869296074,0.017928218469023705,-0.02122584730386734,0.10349778085947037
after,0.44050168991088867,0.3217443823814392,0.336445689201355,0.30330467224121094,0.4565047025680542,0.21077340841293335,0.20544886589050293,0.3867455720901489,0.14912347495555878,0.28177154064178467,0.20302997529506683,0.2807956337928772,0.4051513373851776,0.4565047025680542,0.08713581413030624,0.08896223455667496,0.3831600844860077,0.16608688235282898
the,0.6662389636039734,0.6521818041801453,0.3609684407711029,0.34736719727516174,1.0,0.2997032403945923,0.19751401245594025,0.733189046382904,0.20297785103321075,0.29543522000312805,0.2988807260990143,0.2836182415485382,0.40150508284568787,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.22068053483963013
transfer,0.23500178754329681,0.33174312114715576,0.16654689610004425,0.10172300040721893,0.2638886570930481,0.11675026267766953,0.1633056402206421,0.2704789340496063,0.2022053599357605,0.2011118233203888,0.2806655168533325,0.22890201210975647,0.28388476371765137,0.2638886570930481,0.1347418874502182,0.1393018513917923,0.27985772490501404,0.13552898168563843
it,0.5130809545516968,0.616637647151947,0.2363913208246231,0.2993364930152893,0.6251175999641418,0.11707678437232971,0.16808579862117767,0.38761502504348755,0.18309639394283295,0.23246943950653076,0.2115955650806427,0.229904904961586,0.325604110956192,0.6251175999641418,0.1784781813621521,0.08886928111314774,0.5452592968940735,0.25732165575027466
was,0.45514053106307983,0.2830964922904968,0.3209837079048157,0.41399896144866943,0.48711544275283813,0.2874114215373993,0.275774210691452,0.4069072902202606,0.20564036071300507,0.3571169674396515,0.1574539840221405,0.24797119200229645,0.31171464920043945,0.48711544275283813,0.16128918528556824,0.12134000658988953,0.4508470594882965,0.18412111699581146
referred,0.24766652286052704,0.28212910890579224,0.12181013077497482,0.1661432683467865,0.3088674545288086,0.18581220507621765,0.2212838977575302,0.317892849445343,0.13774703443050385,0.218425914645195,0.14756625890731812,0.1372155249118805,0.2135668396949768,0.3088674545288086,0.1363142877817154,0.14194832742214203,0.2686276137828827,0.06677805632352829
to,0.45010748505592346,0.5345056653022766,0.23523004353046417,0.4452643394470215,0.535392165184021,0.20404569804668427,0.21170179545879364,0.41548454761505127,0.22068513929843903,0.22058042883872986,0.2671089768409729,0.1964111477136612,0.4069952368736267,0.535392165184021,0.2109750658273697,0.1254875510931015,0.45503583550453186,0.29463258385658264
as,0.3887844979763031,0.41006597876548767,0.28440728783607483,0.3596470057964325,0.48381632566452026,0.1588529497385025,0.18513722717761993,0.3886612355709076,0.19598303735256195,0.28581827878952026,0.25803524255752563,0.17891374230384827,0.3251767158508301,0.48381632566452026,0.10349564254283905,0.22134603559970856,0.39550232887268066,0.27043893933296204
the,0.6662389636039734,0.6521818041801453,0.3609684407711029,0.34736719727516174,1.0,0.2997032403945923,0.19751401245594025,0.733189046382904,0.20297785103321075,0.29543522000312805,0.2988807260990143,0.2836182415485382,0.40150508284568787,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.22068053483963013
art,0.2282189577817917,0.19862167537212372,0.15209953486919403,0.1711656004190445,0.20297785103321075,0.18586747348308563,0.2358461618423462,0.22648051381111145,1.0,0.16225965321063995,0.09104104340076447,0.17705750465393066,0.2182932198047638,0.20297785103321075,0.12526747584342957,0.1891014128923416,0.1329297125339508,0.138971745967865
school,0.26157811284065247,0.19108018279075623,0.2321801781654358,0.19696208834648132,0.22953221201896667,0.17144063115119934,0.569277286529541,0.2391800880432129,0.25411027669906616,0.10331225395202637,0.11254773288965225,0.16595305502414703,0.1915854513645172,0.22953221201896667,0.09949786216020584,0.18246440589427948,0.2245093584060669,0.15091250836849213
or,0.3586423695087433,0.5105096101760864,0.21137036383152008,0.28211739659309387,0.4174870550632477,0.1667659878730774,0.09175670146942139,0.3792596757411957,0.12384747713804245,0.18272164463996887,0.22174298763275146,0.1318225860595703,0.31242018938064575,0.4174870550632477,0.16698549687862396,0.14438702166080475,0.48853766918182373,0.32389625906944275
art,0.2282189577817917,0.19862167537212372,0.15209953486919403,0.1711656004190445,0.20297785103321075,0.18586747348308563,0.2358461618423462,0.22648051381111145,1.0,0.16225965321063995,0.09104104340076447,0.17705750465393066,0.2182932198047638,0.20297785103321075,0.12526747584342957,0.1891014128923416,0.1329297125339508,0.138971745967865
training,0.27909529209136963,0.22831639647483826,0.15955284237861633,0.2413121610879898,0.22380973398685455,0.2663205862045288,0.2845955193042755,0.20511698722839355,0.2995068430900574,0.24560530483722687,0.16260012984275818,0.16628025472164154,0.19692780077457428,0.22380973398685455,0.04570823907852173,0.10160665959119797,0.28101474046707153,0.14311334490776062
school,0.26157811284065247,0.19108018279075623,0.2321801781654358,0.19696208834648132,0.22953221201896667,0.17144063115119934,0.569277286529541,0.2391800880432129,0.25411027669906616,0.10331225395202637,0.11254773288965225,0.16595305502414703,0.1915854513645172,0.22953221201896667,0.09949786216020584,0.18246440589427948,0.2245093584060669,0.15091250836849213
",",0.5201468467712402,0.3658004403114319,0.28560417890548706,0.3015086054801941,0.4933079481124878,0.24590183794498444,0.23942269384860992,0.4946078956127167,0.2700960636138916,0.24670249223709106,0.18524548411369324,0.26219290494918823,0.39760664105415344,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
later,0.40857815742492676,0.39698365330696106,0.27576395869255066,0.38386887311935425,0.4060266613960266,0.25438615679740906,0.2632808983325958,0.3458743393421173,0.19816961884498596,0.3267876207828522,0.27212175726890564,0.19562928378582,0.34398579597473145,0.4060266613960266,0.13437555730342865,0.1510971635580063,0.34254932403564453,0.1417175978422165
to,0.45010748505592346,0.5345056653022766,0.23523004353046417,0.4452643394470215,0.535392165184021,0.20404569804668427,0.21170179545879364,0.41548454761505127,0.22068513929843903,0.22058042883872986,0.2671089768409729,0.1964111477136612,0.4069952368736267,0.535392165184021,0.2109750658273697,0.1254875510931015,0.45503583550453186,0.29463258385658264
become,0.23238378763198853,0.31449273228645325,0.20881624519824982,0.2625269889831543,0.31731709837913513,0.14448341727256775,0.1861327439546585,0.31678006052970886,0.08165959268808365,0.3405817449092865,0.21507322788238525,0.21709027886390686,0.23946096003055573,0.31731709837913513,0.10248076915740967,0.11020921170711517,0.3215816617012024,0.19511328637599945
the,0.6662389636039734,0.6521818041801453,0.3609684407711029,0.34736719727516174,1.0,0.2997032403945923,0.19751401245594025,0.733189046382904,0.20297785103321075,0.29543522000312805,0.2988807260990143,0.2836182415485382,0.40150508284568787,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.22068053483963013
royal,0.22172321379184723,0.210358664393425,0.17760711908340454,0.1850982904434204,0.2997032403945923,0.9999999403953552,0.25436678528785706,0.3112924098968506,0.18586747348308563,0.18272428214550018,0.1600310057401657,0.20681965351104736,0.1648888736963272,0.2997032403945923,0.12024694681167603,0.08672033250331879,0.19676944613456726,0.11453001946210861
college,0.2160365730524063,0.16956104338169098,0.18138910830020905,0.2254478633403778,0.19751401245594025,0.25436678528785706,0.9999999403953552,0.2384195327758789,0.2358461618423462,0.1579296886920929,0.1857534497976303,0.20117507874965668,0.19399894773960114,0.19751401245594025,0.12849757075309753,0.17838144302368164,0.20302298665046692,0.11076676845550537
of,0.5696388483047485,0.5011631846427917,0.2578314542770386,0.2513895630836487,0.733189046382904,0.3112924098968506,0.2384195327758789,1.0,0.22648051381111145,0.29895761609077454,0.3238043189048767,0.2965129017829895,0.4249346852302551,0.733189046382904,0.1655031144618988,0.19900451600551605,0.5052502155303955,0.1826142966747284
art,0.2282189577817917,0.19862167537212372,0.15209953486919403,0.1711656004190445,0.20297785103321075,0.18586747348308563,0.2358461618423462,0.22648051381111145,1.0,0.16225965321063995,0.09104104340076447,0.17705750465393066,0.2182932198047638,0.20297785103321075,0.12526747584342957,0.1891014128923416,0.1329297125339508,0.138971745967865
which,0.4840516746044159,1.0,0.242343008518219,0.2750149369239807,0.6521818041801453,0.210358664393425,0.16956104338169098,0.5011631846427917,0.19862167537212372,0.24018284678459167,0.290617972612381,0.21886801719665527,0.38755592703819275,0.6521818041801453,0.1653934270143509,0.16294614970684052,0.56894451379776,0.25814583897590637
finally,0.36356985569000244,0.4145887494087219,0.22676491737365723,0.284234881401062,0.4516841769218445,0.1810160130262375,0.16055458784103394,0.2709518074989319,0.13469164073467255,0.2925798296928406,0.25169336795806885,0.2405162900686264,0.29391348361968994,0.4516841769218445,0.1835324466228485,0.028687380254268646,0.3044660985469818,0.16868984699249268
achieved,0.24532650411128998,0.26461389660835266,0.2018386274576187,0.2641051709651947,0.2821090817451477,0.13127022981643677,0.1323220133781433,0.2701522707939148,0.12955667078495026,0.4979596436023712,0.21553479135036469,0.27728548645973206,0.17882513999938965,0.2821090817451477,0.09723050892353058,0.04837467148900032,0.23914574086666107,0.17008265852928162
full,0.20023053884506226,0.290617972612381,0.17481876909732819,0.21422791481018066,0.2988807260990143,0.1600310057401657,0.1857534497976303,0.3238043189048767,0.09104104340076447,0.27681368589401245,1.0,0.16936586797237396,0.1914423555135727,0.2988807260990143,0.12960833311080933,0.16407831013202667,0.2751905620098114,0.168479785323143
independence,0.25996696949005127,0.21886801719665527,0.15923188626766205,0.19588761031627655,0.2836182415485382,0.20681965351104736,0.20117507874965668,0.2965129017829895,0.17705750465393066,0.3369452953338623,0.16936586797237396,1.0000001192092896,0.1805717945098877,0.2836182415485382,0.10612791031599045,0.04524281993508339,0.19904725253582,0.12301119416952133
in,1.0,0.4840516746044159,0.3359307050704956,0.2593238651752472,0.6662389636039734,0.22172321379184723,0.2160365730524063,0.5696388483047485,0.2282189577817917,0.2935055196285248,0.20023053884506226,0.25996696949005127,0.4274188280105591,0.6662389636039734,0.15216681361198425,0.1358654648065567,0.539380669593811,0.20430970191955566
1949,0.17519041895866394,0.24166713654994965,0.1186441034078598,0.25469261407852173,0.2687380611896515,0.13698983192443848,0.10849545896053314,0.2565067410469055,0.1649555116891861,0.21483193337917328,0.17398230731487274,0.28317928314208984,0.1600027084350586,0.2687380611896515,0.08585356920957565,0.0888662040233612,0.24793741106987,0.16888584196567535
.,0.5591574311256409,0.45942068099975586,0.32538118958473206,0.35288307070732117,0.5934505462646484,0.19540183246135712,0.24378922581672668,0.5352458953857422,0.21795564889907837,0.21744301915168762,0.23337839543819427,0.2129606306552887,0.41536515951156616,0.5934505462646484,0.2973858416080475,0.16452857851982117,0.50484299659729,0.4130953550338745
