,in,what,calcium,containing,body,part,is,oxygen,a,part,?
of,0.5696388483047485,0.33290785551071167,0.19643335044384003,0.3227089047431946,0.25063133239746094,0.452393114566803,0.4854315221309662,0.16848602890968323,0.5052502155303955,0.452393114566803,0.1826142966747284
rna,0.24329569935798645,0.19940531253814697,0.33179980516433716,0.2803635895252228,0.23063530027866364,0.13814550638198853,0.17336013913154602,0.3237451910972595,0.23933416604995728,0.13814550638198853,0.15936492383480072
and,0.4954058527946472,0.31309178471565247,0.25337979197502136,0.2863690257072449,0.2872275710105896,0.35301485657691956,0.3859752118587494,0.22261030972003937,0.3739250600337982,0.35301485657691956,0.20544172823429108
dna,0.15587100386619568,0.24220526218414307,0.3085901439189911,0.2380279004573822,0.23482395708560944,0.11758947372436523,0.15626907348632812,0.2838832139968872,0.2164907455444336,0.11758947372436523,0.1548636108636856
",",0.5201468467712402,0.3087472915649414,0.1784115433692932,0.24371451139450073,0.22437527775764465,0.3376222252845764,0.4691906273365021,0.21812842786312103,0.427140474319458,0.3376222252845764,0.31091248989105225
and,0.4954058527946472,0.31309178471565247,0.25337979197502136,0.2863690257072449,0.2872275710105896,0.35301485657691956,0.3859752118587494,0.22261030972003937,0.3739250600337982,0.35301485657691956,0.20544172823429108
in,1.0,0.30808621644973755,0.12238237261772156,0.2999787926673889,0.2549867033958435,0.4499994218349457,0.5394441485404968,0.1672476977109909,0.539380669593811,0.4499994218349457,0.20430970191955566
bones,0.20507338643074036,0.18385393917560577,0.44426265358924866,0.20789165794849396,0.4126615524291992,0.18981826305389404,0.22963272035121918,0.3501538336277008,0.2103709727525711,0.18981826305389404,0.14962074160575867
as,0.3887844979763031,0.31749409437179565,0.2383100837469101,0.2315281480550766,0.24814960360527039,0.2563304007053375,0.43216490745544434,0.16691245138645172,0.39550232887268066,0.2563304007053375,0.27043893933296204
calcium,0.12238237261772156,0.2323334962129593,1.0,0.3001452088356018,0.33992844820022583,0.18483464419841766,0.21611666679382324,0.5606456995010376,0.19456759095191956,0.18483464419841766,0.19370245933532715
phosphate,0.18087062239646912,0.16602231562137604,0.6418166756629944,0.3291743993759155,0.25933700799942017,0.20649337768554688,0.25508397817611694,0.5070440769195557,0.21081574261188507,0.20649337768554688,0.12327505648136139
and,0.4954058527946472,0.31309178471565247,0.25337979197502136,0.2863690257072449,0.2872275710105896,0.35301485657691956,0.3859752118587494,0.22261030972003937,0.3739250600337982,0.35301485657691956,0.20544172823429108
hydroxylapatite,0.27539145946502686,0.23236645758152008,0.6224599480628967,0.40091583132743835,0.33237218856811523,0.2594895660877228,0.30257609486579895,0.5569182634353638,0.3108406364917755,0.2594895660877228,0.22383563220500946
.,0.5591574311256409,0.3567904531955719,0.2838406562805176,0.23683732748031616,0.29751062393188477,0.32817673683166504,0.4569662809371948,0.2554275095462799,0.50484299659729,0.32817673683166504,0.4130953550338745
