,along,with,muslims,",",jews,and,protestant,christians,",",what,religious,group,notably,operates,private,schools,?
include,0.28219062089920044,0.3391835689544678,0.10937061160802841,0.35606324672698975,0.10489907115697861,0.3915219306945801,0.12331780046224594,0.1302296221256256,0.35606324672698975,0.1535889357328415,0.21853506565093994,0.21031947433948517,0.4221320152282715,0.16455869376659393,0.11837748438119888,0.21952612698078156,0.14925788342952728
protestants,0.18393480777740479,0.20834754407405853,0.4838531017303467,0.2839384078979492,0.5211202502250671,0.26846030354499817,0.9133146405220032,0.623846173286438,0.2839384078979492,0.24296174943447113,0.5295037031173706,0.2277274876832962,0.18210703134536743,0.12439471483230591,0.181287944316864,0.28181642293930054,0.15855816006660461
",",0.29824912548065186,0.4120737314224243,0.19662503898143768,1.0000001192092896,0.27184903621673584,0.6633074283599854,0.2710806429386139,0.255241334438324,1.0000001192092896,0.3087472915649414,0.2753547728061676,0.2809832692146301,0.28631699085235596,0.24493210017681122,0.1899166703224182,0.2760516405105591,0.31091248989105225
jews,0.11460799723863602,0.1251157820224762,0.5940297842025757,0.27184903621673584,1.0000001192092896,0.2555774748325348,0.4756074845790863,0.6215394735336304,0.27184903621673584,0.22131574153900146,0.41674068570137024,0.18897444009780884,0.1331409513950348,0.12907950580120087,0.14742688834667206,0.2208126038312912,0.16730794310569763
",",0.29824912548065186,0.4120737314224243,0.19662503898143768,1.0000001192092896,0.27184903621673584,0.6633074283599854,0.2710806429386139,0.255241334438324,1.0000001192092896,0.3087472915649414,0.2753547728061676,0.2809832692146301,0.28631699085235596,0.24493210017681122,0.1899166703224182,0.2760516405105591,0.31091248989105225
muslims,0.1111985519528389,0.12962710857391357,1.0,0.19662503898143768,0.5940297842025757,0.2307288646697998,0.41442689299583435,0.6261935234069824,0.19662503898143768,0.26523277163505554,0.506039023399353,0.16122739017009735,0.12009401619434357,0.16235259175300598,0.18932706117630005,0.24939844012260437,0.18742211163043976
and,0.4213258922100067,0.5477725267410278,0.2307288646697998,0.6633074283599854,0.2555774748325348,1.0,0.25109967589378357,0.2351800501346588,0.6633074283599854,0.31309178471565247,0.30280056595802307,0.3510662019252777,0.3233007490634918,0.254499614238739,0.2557651102542877,0.29319998621940613,0.20544172823429108
the,0.39495137333869934,0.4223487675189972,0.2657718360424042,0.4933079481124878,0.24901628494262695,0.5171257257461548,0.2679212689399719,0.24734680354595184,0.4933079481124878,0.42745697498321533,0.22950971126556396,0.30795547366142273,0.33497244119644165,0.2663705050945282,0.18291357159614563,0.22905772924423218,0.22068053483963013
orthodox,0.15230944752693176,0.16993576288223267,0.41979172825813293,0.2655627429485321,0.4560060203075409,0.20460145175457,0.5567089319229126,0.5826810002326965,0.2655627429485321,0.21725283563137054,0.48777416348457336,0.15634159743785858,0.15744613111019135,0.15651027858257294,0.1460842341184616,0.2513274848461151,0.20826838910579681
christians,0.13633418083190918,0.18686701357364655,0.6261935234069824,0.255241334438324,0.6215394735336304,0.2351800501346588,0.5923093557357788,1.0,0.255241334438324,0.302469938993454,0.5276294350624084,0.16882972419261932,0.157502219080925,0.1143903136253357,0.18862375617027283,0.21184298396110535,0.20289786159992218
.,0.27491724491119385,0.4446153938770294,0.23631970584392548,0.6812511086463928,0.2115412801504135,0.588965117931366,0.279432475566864,0.2501663267612457,0.6812511086463928,0.3567904531955719,0.23880675435066223,0.27268800139427185,0.21139730513095856,0.19191603362560272,0.2534593939781189,0.2752705216407776,0.4130953550338745
,along,with,muslims,",",jews,and,protestant,christians,",",what,religious,group,notably,operates,private,schools,?
they,0.2803424000740051,0.42091572284698486,0.29711759090423584,0.390799880027771,0.3007749915122986,0.5073080658912659,0.2814464867115021,0.33072584867477417,0.390799880027771,0.4431931674480438,0.2500614523887634,0.39397186040878296,0.235890731215477,0.2293802946805954,0.23686249554157257,0.2753114104270935,0.2753053903579712
include,0.28219062089920044,0.3391835689544678,0.10937061160802841,0.35606324672698975,0.10489907115697861,0.3915219306945801,0.12331780046224594,0.1302296221256256,0.35606324672698975,0.1535889357328415,0.21853506565093994,0.21031947433948517,0.4221320152282715,0.16455869376659393,0.11837748438119888,0.21952612698078156,0.14925788342952728
parochial,0.19675789773464203,0.24248799681663513,0.25712674856185913,0.3016712963581085,0.23842671513557434,0.3002237379550934,0.3042466342449188,0.23236767947673798,0.3016712963581085,0.2166709303855896,0.3367686867713928,0.20530427992343903,0.14432692527770996,0.21550773084163666,0.3479239046573639,0.38411715626716614,0.18522164225578308
schools,0.19221381843090057,0.13740696012973785,0.24939844012260437,0.2760516405105591,0.2208126038312912,0.29319998621940613,0.2511079013347626,0.21184298396110535,0.2760516405105591,0.1820785105228424,0.3179125487804413,0.17403405904769897,0.19236211478710175,0.2512872815132141,0.4158569872379303,1.0,0.18349280953407288
",",0.29824912548065186,0.4120737314224243,0.19662503898143768,1.0000001192092896,0.27184903621673584,0.6633074283599854,0.2710806429386139,0.255241334438324,1.0000001192092896,0.3087472915649414,0.2753547728061676,0.2809832692146301,0.28631699085235596,0.24493210017681122,0.1899166703224182,0.2760516405105591,0.31091248989105225
a,0.24426962435245514,0.3783375024795532,0.17830725014209747,0.427140474319458,0.17522315680980682,0.3739250600337982,0.22869355976581573,0.19183890521526337,0.427140474319458,0.3320399522781372,0.23162008821964264,0.2594761848449707,0.1921544224023819,0.24515408277511597,0.20346391201019287,0.2118925303220749,0.23916715383529663
term,0.05733054503798485,0.18053050339221954,0.1205134466290474,0.21599270403385162,0.10667169839143753,0.22272127866744995,0.13079750537872314,0.13613246381282806,0.21599270403385162,0.25282326340675354,0.14422273635864258,0.207442969083786,0.1769527941942215,0.13911591470241547,0.08691766113042831,0.1905326247215271,0.1901002675294876
which,0.33404073119163513,0.46403205394744873,0.23588113486766815,0.3658004403114319,0.16569830477237701,0.506277859210968,0.1859518438577652,0.20978352427482605,0.3658004403114319,0.5261979103088379,0.23757514357566833,0.32466647028923035,0.28071725368499756,0.32561740279197693,0.21277280151844025,0.23417861759662628,0.25814583897590637
is,0.23571021854877472,0.3250955045223236,0.2225831001996994,0.4691906273365021,0.20874764025211334,0.3859752118587494,0.1688958704471588,0.19429630041122437,0.4691906273365021,0.28837618231773376,0.1584658920764923,0.22153858840465546,0.18971042335033417,0.29712775349617004,0.1420905888080597,0.2022145688533783,0.22961433231830597
often,0.2906119227409363,0.41081544756889343,0.1931729018688202,0.24139221012592316,0.2044912725687027,0.42465832829475403,0.23070506751537323,0.2437601089477539,0.24139221012592316,0.3849453330039978,0.27376699447631836,0.28262874484062195,0.32323771715164185,0.20150916278362274,0.22649462521076202,0.20628474652767181,0.23748154938220978
used,0.1619422286748886,0.3047430217266083,0.15325920283794403,0.3120402991771698,0.19247181713581085,0.3150506615638733,0.10758088529109955,0.1885812133550644,0.3120402991771698,0.27546408772468567,0.16300737857818604,0.19797518849372864,0.2780636250972748,0.2976706922054291,0.18543760478496552,0.2245682328939438,0.22430120408535004
to,0.2976071536540985,0.4239959120750427,0.2779776453971863,0.44245919585227966,0.22399327158927917,0.48971283435821533,0.23639842867851257,0.2587539851665497,0.44245919585227966,0.455847829580307,0.24161745607852936,0.2672896385192871,0.1835545152425766,0.20140020549297333,0.18892748653888702,0.2362271547317505,0.29463258385658264
denote,0.12681844830513,0.2603070139884949,0.20836718380451202,0.22066441178321838,0.17559200525283813,0.2032254934310913,0.24407130479812622,0.2207169383764267,0.22066441178321838,0.2585914134979248,0.2457125186920166,0.26256614923477173,0.17072199285030365,0.22366847097873688,0.14331161975860596,0.12093822658061981,0.2174435704946518
roman,0.17171557247638702,0.16514341533184052,0.23776362836360931,0.26863154768943787,0.29794105887413025,0.2730041444301605,0.43870100378990173,0.3694491982460022,0.26863154768943787,0.17852471768856049,0.3132304847240448,0.07553768157958984,0.22300772368907928,0.12329720705747604,0.17756201326847076,0.16209115087985992,0.1663191318511963
catholic,0.1476420760154724,0.2027006596326828,0.34272873401641846,0.2713983952999115,0.40418440103530884,0.2147825062274933,0.66046541929245,0.5056478381156921,0.2713983952999115,0.1882777214050293,0.48624303936958313,0.08744741231203079,0.18518370389938354,0.15356013178825378,0.28277769684791565,0.3252324163913727,0.16609853506088257
schools,0.19221381843090057,0.13740696012973785,0.24939844012260437,0.2760516405105591,0.2208126038312912,0.29319998621940613,0.2511079013347626,0.21184298396110535,0.2760516405105591,0.1820785105228424,0.3179125487804413,0.17403405904769897,0.19236211478710175,0.2512872815132141,0.4158569872379303,1.0,0.18349280953407288
.,0.27491724491119385,0.4446153938770294,0.23631970584392548,0.6812511086463928,0.2115412801504135,0.588965117931366,0.279432475566864,0.2501663267612457,0.6812511086463928,0.3567904531955719,0.23880675435066223,0.27268800139427185,0.21139730513095856,0.19191603362560272,0.2534593939781189,0.2752705216407776,0.4130953550338745
