,what,entity,was,rumored,to,be,sold,by,abc,in,between,may,and,september,2005,?
was,0.22111038863658905,0.1461799293756485,1.0000001192092896,0.4059232473373413,0.3636345863342285,0.42228707671165466,0.3255009949207306,0.4752357602119446,0.21565799415111542,0.45514053106307983,0.24048170447349548,0.3388521671295166,0.3740963041782379,0.4425655007362366,0.11356307566165924,0.18412111699581146
considering,0.45582762360572815,0.21517299115657806,0.2886025011539459,0.31165289878845215,0.367008775472641,0.4043552875518799,0.15113256871700287,0.23829805850982666,0.15495389699935913,0.2312227040529251,0.21940231323242188,0.32027435302734375,0.3401508927345276,0.2811800539493561,0.06327754259109497,0.41417282819747925
a,0.3320399522781372,0.2841722071170807,0.4508470594882965,0.2642684876918793,0.45503583550453186,0.39883795380592346,0.2147083878517151,0.32094135880470276,0.21331243216991425,0.539380669593811,0.29385313391685486,0.29255667328834534,0.3739250600337982,0.21795299649238586,-0.044396962970495224,0.23916715383529663
sale,0.19106879830360413,0.17330579459667206,0.24864467978477478,0.1949930340051651,0.28558340668678284,0.2277403473854065,0.5023820400238037,0.1943875551223755,0.19533494114875793,0.2506190836429596,0.20375871658325195,0.20659847557544708,0.2104409784078598,0.1414669007062912,-0.06370370090007782,0.10629682242870331
of,0.33290785551071167,0.21258564293384552,0.4069072902202606,0.21841372549533844,0.41548454761505127,0.33904364705085754,0.2036660611629486,0.3646814823150635,0.14607268571853638,0.5696388483047485,0.3737983703613281,0.26447007060050964,0.5116966962814331,0.16787530481815338,0.017815761268138885,0.1826142966747284
abc,0.1317344456911087,0.1619563102722168,0.21565799415111542,0.26523905992507935,0.1762417107820511,0.14780379831790924,0.15177004039287567,0.17600902915000916,1.0000001192092896,0.1697147786617279,0.07610002905130386,0.11823318153619766,0.16453155875205994,0.23585575819015503,-0.0381508432328701,0.19065172970294952
radio,0.16863368451595306,0.1826331615447998,0.20381812751293182,0.1648596078157425,0.16918617486953735,0.16669291257858276,0.1798548698425293,0.1833777278661728,0.35354745388031006,0.22625693678855896,0.13862289488315582,0.1495540291070938,0.2658638060092926,0.21262226998806,0.08115923404693604,0.08763375133275986
",",0.3087472915649414,0.19129666686058044,0.45456063747406006,0.2877874970436096,0.44245919585227966,0.39254459738731384,0.28121218085289,0.3680937886238098,0.2097204476594925,0.5201468467712402,0.27714940905570984,0.5007920861244202,0.6633074283599854,0.4139758348464966,0.11050146818161011,0.31091248989105225
with,0.2464839518070221,0.10929257422685623,0.27411898970603943,0.24477969110012054,0.4239959120750427,0.36101722717285156,0.2042074352502823,0.39731505513191223,0.17432008683681488,0.4080928862094879,0.3829993009567261,0.23512546718120575,0.5477725267410278,0.16952326893806458,-0.0030237799510359764,0.2433311939239502
clear,0.4239453375339508,0.07024654746055603,0.13787133991718292,0.217592254281044,0.34294766187667847,0.30344653129577637,0.1000293418765068,0.11504243314266205,0.08150217682123184,0.23860304057598114,0.268037348985672,0.2599821984767914,0.31630682945251465,0.16239728033542633,0.022789865732192993,0.2738020122051239
channel,0.20295917987823486,0.16743575036525726,0.15624403953552246,0.22517260909080505,0.21299093961715698,0.1563846319913864,0.1467665731906891,0.20094449818134308,0.4020179808139801,0.210372194647789,0.18611034750938416,0.1317388117313385,0.24836963415145874,0.18738678097724915,-0.021154623478651047,0.20176179707050323
communications,0.18950708210468292,0.24953477084636688,0.2137834131717682,0.23389390110969543,0.2257905900478363,0.1795933097600937,0.21089446544647217,0.23298585414886475,0.25629571080207825,0.1869867891073227,0.25138288736343384,0.18837973475456238,0.304887592792511,0.18276287615299225,0.010555149056017399,0.09561901539564133
and,0.31309178471565247,0.20907706022262573,0.3740963041782379,0.2899439036846161,0.48971283435821533,0.41766801476478577,0.21832405030727386,0.4289871156215668,0.16453155875205994,0.4954058527946472,0.40645647048950195,0.34598252177238464,1.0,0.2902049422264099,0.05766887590289116,0.20544172823429108
westwood,0.13306690752506256,0.015071378089487553,0.2863626480102539,0.30411219596862793,0.22511661052703857,0.21676023304462433,0.20040418207645416,0.19698743522167206,0.3998177647590637,0.22285649180412292,0.13689465820789337,0.1848217397928238,0.24328935146331787,0.1951414793729782,-0.029387347400188446,0.17119714617729187
one,0.376489520072937,0.2683204114437103,0.3752199709415436,0.17505954205989838,0.4025384783744812,0.4154875874519348,0.2786933481693268,0.29445651173591614,0.1300981342792511,0.4129433035850525,0.3030317425727844,0.2514621615409851,0.42438167333602905,0.17999431490898132,0.013221368193626404,0.2673267424106598
(,0.2411840260028839,0.15759098529815674,0.2980341613292694,0.10267843306064606,0.30882009863853455,0.2349044382572174,0.1318512260913849,0.20696312189102173,0.183883935213089,0.3087427020072937,0.23924681544303894,0.35500821471214294,0.4862271547317505,0.36256301403045654,0.11327322572469711,0.40561532974243164
which,0.5261979103088379,0.2909833490848541,0.2830964922904968,0.2535093128681183,0.5345056653022766,0.476310670375824,0.20852339267730713,0.40543368458747864,0.1991286277770996,0.4840516746044159,0.395174115896225,0.23536433279514313,0.506277859210968,0.14178714156150818,-0.03712547942996025,0.25814583897590637
had,0.23849567770957947,0.1166965439915657,0.5927209258079529,0.4194733798503876,0.37984350323677063,0.35315439105033875,0.36393168568611145,0.37294110655784607,0.18355661630630493,0.385026752948761,0.28245165944099426,0.2659246623516083,0.3872550129890442,0.263927698135376,0.05815717950463295,0.20728366076946259
earlier,0.22624605894088745,0.08734242618083954,0.3443564474582672,0.2541690170764923,0.29382309317588806,0.3386417627334595,0.19835196435451508,0.22084733843803406,0.11352245509624481,0.24141792953014374,0.19030454754829407,0.4303421974182129,0.18838374316692352,0.20933058857917786,0.11834699660539627,0.13306351006031036
purchased,0.1431688368320465,0.19449234008789062,0.2898165285587311,0.3471994996070862,0.18960927426815033,0.21126045286655426,0.5724220871925354,0.29243284463882446,0.22144027054309845,0.18043512105941772,0.17843036353588104,0.14793767035007477,0.18522495031356812,0.1426692008972168,-0.0010822541080415249,0.04121813923120499
nbc,0.1638578325510025,0.13712309300899506,0.251334547996521,0.27324938774108887,0.14568616449832916,0.1632550060749054,0.19198793172836304,0.16605262458324432,0.63486248254776,0.19303210079669952,0.08926419913768768,0.1700824499130249,0.1969573199748993,0.2304186373949051,-0.01628435216844082,0.1680917739868164
's,0.02692362666130066,0.028901949524879456,0.008974763564765453,0.05414978042244911,0.03782717138528824,0.025217169895768166,0.0745566189289093,-0.010884488001465797,0.06670809537172318,-0.037580832839012146,0.006096371449530125,-0.07006479054689407,0.06895173341035843,-0.04463527724146843,0.047040801495313644,-0.023395681753754616
radio,0.16863368451595306,0.1826331615447998,0.20381812751293182,0.1648596078157425,0.16918617486953735,0.16669291257858276,0.1798548698425293,0.1833777278661728,0.35354745388031006,0.22625693678855896,0.13862289488315582,0.1495540291070938,0.2658638060092926,0.21262226998806,0.08115923404693604,0.08763375133275986
division,0.19144181907176971,0.15054139494895935,0.2174251824617386,0.16671611368656158,0.20332986116409302,0.1233353540301323,0.14364226162433624,0.18997035920619965,0.24142871797084808,0.2658538520336151,0.16768550872802734,0.10773724317550659,0.23460866510868073,0.1901715248823166,0.030479796230793,0.08900629729032516
",",0.3087472915649414,0.19129666686058044,0.45456063747406006,0.2877874970436096,0.44245919585227966,0.39254459738731384,0.28121218085289,0.3680937886238098,0.2097204476594925,0.5201468467712402,0.27714940905570984,0.5007920861244202,0.6633074283599854,0.4139758348464966,0.11050146818161011,0.31091248989105225
as,0.31749409437179565,0.26742884516716003,0.3677520453929901,0.258003294467926,0.42092081904411316,0.5230465531349182,0.2316816747188568,0.3815547823905945,0.2286096066236496,0.3887844979763031,0.22009976208209991,0.32133710384368896,0.49487000703811646,0.2394716590642929,0.019447719678282738,0.27043893933296204
well,0.4154493808746338,0.20585939288139343,0.3130364418029785,0.2652910351753235,0.3422003388404846,0.4045031666755676,0.27432119846343994,0.2519793212413788,0.11003991216421127,0.36612698435783386,0.1890438348054886,0.24384303390979767,0.5258845686912537,0.2080618143081665,0.11365191638469696,0.24815571308135986
as,0.31749409437179565,0.26742884516716003,0.3677520453929901,0.258003294467926,0.42092081904411316,0.5230465531349182,0.2316816747188568,0.3815547823905945,0.2286096066236496,0.3887844979763031,0.22009976208209991,0.32133710384368896,0.49487000703811646,0.2394716590642929,0.019447719678282738,0.27043893933296204
the,0.42745697498321533,0.2403784692287445,0.48711544275283813,0.24233172833919525,0.535392165184021,0.4248143136501312,0.21929198503494263,0.4408751428127289,0.2068762183189392,0.6662389636039734,0.39067012071609497,0.2694292366504669,0.5171257257461548,0.2516939043998718,0.037273142486810684,0.22068053483963013
distribution,0.17429208755493164,0.26578569412231445,0.14958971738815308,0.15121905505657196,0.18405549228191376,0.22572243213653564,0.1995270848274231,0.20363955199718475,0.2225266695022583,0.23537677526474,0.1488397717475891,0.12963658571243286,0.24142658710479736,0.10030998289585114,-0.043651361018419266,0.0929616317152977
rights,0.2386135458946228,0.22938688099384308,0.19272007048130035,0.12539565563201904,0.2570022940635681,0.19251969456672668,0.1652831733226776,0.19225828349590302,0.16774038970470428,0.17772755026817322,0.1056254655122757,0.20407463610172272,0.26346641778945923,0.19197534024715424,0.03541730344295502,0.21814769506454468
to,0.455847829580307,0.19512765109539032,0.3636345863342285,0.22016596794128418,1.0,0.4972836375236511,0.17380841076374054,0.33534231781959534,0.1762417107820511,0.45010748505592346,0.3639189600944519,0.391582727432251,0.48971283435821533,0.22485187649726868,0.018235651776194572,0.29463258385658264
cbs,0.1950361132621765,0.17298617959022522,0.26256829500198364,0.2746157646179199,0.16981691122055054,0.1712784618139267,0.1949542760848999,0.19215300679206848,0.636570394039154,0.17584392428398132,0.09389513731002808,0.16213436424732208,0.2054297775030136,0.25831130146980286,0.005085745360702276,0.14594407379627228
's,0.02692362666130066,0.028901949524879456,0.008974763564765453,0.05414978042244911,0.03782717138528824,0.025217169895768166,0.0745566189289093,-0.010884488001465797,0.06670809537172318,-0.037580832839012146,0.006096371449530125,-0.07006479054689407,0.06895173341035843,-0.04463527724146843,0.047040801495313644,-0.023395681753754616
",",0.3087472915649414,0.19129666686058044,0.45456063747406006,0.2877874970436096,0.44245919585227966,0.39254459738731384,0.28121218085289,0.3680937886238098,0.2097204476594925,0.5201468467712402,0.27714940905570984,0.5007920861244202,0.6633074283599854,0.4139758348464966,0.11050146818161011,0.31091248989105225
and,0.31309178471565247,0.20907706022262573,0.3740963041782379,0.2899439036846161,0.48971283435821533,0.41766801476478577,0.21832405030727386,0.4289871156215668,0.16453155875205994,0.4954058527946472,0.40645647048950195,0.34598252177238464,1.0,0.2902049422264099,0.05766887590289116,0.20544172823429108
the,0.42745697498321533,0.2403784692287445,0.48711544275283813,0.24233172833919525,0.535392165184021,0.4248143136501312,0.21929198503494263,0.4408751428127289,0.2068762183189392,0.6662389636039734,0.39067012071609497,0.2694292366504669,0.5171257257461548,0.2516939043998718,0.037273142486810684,0.22068053483963013
mutual,0.22737501561641693,0.23644500970840454,0.10678567737340927,0.14758887887001038,0.19653622806072235,0.1728988140821457,0.1306132972240448,0.18157000839710236,0.20418933033943176,0.16519443690776825,0.34105485677719116,0.1955733746290207,0.22797375917434692,0.1696346551179886,0.007405433338135481,0.14322642982006073
broadcasting,0.18499015271663666,0.23536793887615204,0.25895166397094727,0.22574357688426971,0.23729375004768372,0.18808916211128235,0.21307481825351715,0.21592620015144348,0.45669859647750854,0.27609771490097046,0.18035443127155304,0.19061626493930817,0.2752234637737274,0.25578761100769043,0.002855668542906642,0.10870421677827835
system,0.23557309806346893,0.18292634189128876,0.2147521674633026,0.16387659311294556,0.26662686467170715,0.24878063797950745,0.08114355057477951,0.23017624020576477,0.18915626406669617,0.21978288888931274,0.1696578860282898,0.14396558701992035,0.231138214468956,0.16545391082763672,-0.04715647175908089,0.15556083619594574
during,0.24137552082538605,0.10643891990184784,0.4470829963684082,0.2857789695262909,0.2828781306743622,0.24990400671958923,0.18373200297355652,0.3220438063144684,0.18870772421360016,0.4627237319946289,0.36201924085617065,0.24263088405132294,0.36462149024009705,0.20973196625709534,0.05577436089515686,0.1325719803571701
the,0.42745697498321533,0.2403784692287445,0.48711544275283813,0.24233172833919525,0.535392165184021,0.4248143136501312,0.21929198503494263,0.4408751428127289,0.2068762183189392,0.6662389636039734,0.39067012071609497,0.2694292366504669,0.5171257257461548,0.2516939043998718,0.037273142486810684,0.22068053483963013
1990s,0.05660831928253174,-0.03432348743081093,0.023869428783655167,0.02705611102283001,0.0236239992082119,-0.006249567959457636,-0.04895605146884918,-0.023473674431443214,-0.05717398226261139,-0.1172933429479599,-0.0805111899971962,0.003699809778481722,-0.1066596508026123,0.10288994014263153,0.12509289383888245,0.11282819509506226
),0.26259949803352356,0.18777354061603546,0.3267642855644226,0.12402606755495071,0.31236231327056885,0.24578070640563965,0.15492770075798035,0.2151763141155243,0.18381085991859436,0.3326910734176636,0.2502231299877167,0.3756577968597412,0.4961937665939331,0.38374242186546326,0.12896914780139923,0.42300865054130554
as,0.31749409437179565,0.26742884516716003,0.3677520453929901,0.258003294467926,0.42092081904411316,0.5230465531349182,0.2316816747188568,0.3815547823905945,0.2286096066236496,0.3887844979763031,0.22009976208209991,0.32133710384368896,0.49487000703811646,0.2394716590642929,0.019447719678282738,0.27043893933296204
potential,0.27308183908462524,0.22661615908145905,0.1598915457725525,0.24624164402484894,0.3595958650112152,0.3766093850135803,0.06339012086391449,0.1736098974943161,0.07895717769861221,0.204794779419899,0.201361283659935,0.25645536184310913,0.2564159035682678,0.13304342329502106,-0.12818937003612518,0.20122039318084717
buyers,0.29589730501174927,0.2504613697528839,0.22754442691802979,0.2884492874145508,0.3652162253856659,0.3494766354560852,0.45127204060554504,0.2532215118408203,0.17098939418792725,0.22322234511375427,0.17320941388607025,0.2404160052537918,0.21388040482997894,0.08112601190805435,-0.08542665839195251,0.16299520432949066
.,0.3567904531955719,0.24862751364707947,0.40146201848983765,0.24691656231880188,0.4645031690597534,0.4383580684661865,0.31428393721580505,0.3936232924461365,0.2567209303379059,0.5591574311256409,0.30295518040657043,0.35826805233955383,0.588965117931366,0.34760621190071106,0.0678042471408844,0.4130953550338745
