,who,did,tesla,think,would,run,the,world,of,the,future,?
by,0.39727845788002014,0.18574509024620056,0.16513796150684357,0.2680226266384125,0.28394925594329834,0.1807866394519806,0.4408751428127289,0.22306372225284576,0.3646814823150635,0.4408751428127289,0.17252910137176514,0.17966607213020325
``,0.02397952415049076,-0.029888948425650597,0.04274534806609154,0.021398255601525307,0.08063928782939911,-0.03995091840624809,0.029072100296616554,-0.0740956962108612,0.06780257821083069,0.029072100296616554,-0.029933346435427666,0.0685480609536171
queen,0.20093972980976105,0.1784667819738388,0.1047360971570015,0.12567442655563354,0.14888322353363037,0.16568788886070251,0.24681736528873444,0.21473322808742523,0.27787157893180847,0.24681736528873444,0.19418206810951233,0.17460165917873383
bees,0.205691397190094,0.1901582032442093,0.11287154257297516,0.196046844124794,0.17656384408473969,0.08377037942409515,0.20608678460121155,0.09689422696828842,0.1813085675239563,0.20608678460121155,0.15645554661750793,0.22035793960094452
.,0.3541337847709656,0.35288307070732117,0.17949827015399933,0.31119775772094727,0.35067233443260193,0.2739698588848114,0.5934505462646484,0.3177160322666168,0.5352458953857422,0.5934505462646484,0.24031390249729156,0.4130953550338745
'',0.024401003494858742,0.01978493109345436,0.048713020980358124,0.03370605781674385,0.02574172429740429,0.06642144918441772,0.041273195296525955,-0.07833857089281082,0.13035868108272552,0.041273195296525955,0.07525254040956497,0.018684765323996544
,who,did,tesla,think,would,run,the,world,of,the,future,?
he,0.5500732064247131,0.3292143940925598,0.12373391538858414,0.26572662591934204,0.27278512716293335,0.2161828726530075,0.4571082592010498,0.2673812806606293,0.38706058263778687,0.4571082592010498,0.24397367238998413,0.2089974731206894
believed,0.37975674867630005,0.3807709813117981,0.08292704075574875,0.4662465453147888,0.41325250267982483,0.0794304832816124,0.324635773897171,0.24494338035583496,0.2945859134197235,0.324635773897171,0.1479821503162384,0.17606885731220245
that,0.45444270968437195,0.47518548369407654,0.22102725505828857,0.5798900723457336,0.5895259380340576,0.32061445713043213,0.5473989248275757,0.2972288429737091,0.41498205065727234,0.5473989248275757,0.31481194496154785,0.32716336846351624
women,0.3193221390247345,0.24222777783870697,0.09748174995183945,0.20346705615520477,0.20863938331604004,0.1401965469121933,0.279754102230072,0.2750636041164398,0.22431409358978271,0.279754102230072,0.10995982587337494,0.1616753786802292
would,0.3632977604866028,0.6268245577812195,0.14290116727352142,0.5148938894271851,1.0000001192092896,0.2883352041244507,0.4133751392364502,0.22606314718723297,0.3353942930698395,0.4133751392364502,0.3937055170536041,0.37178951501846313
become,0.36563706398010254,0.2625269889831543,0.11045453697443008,0.31115108728408813,0.36260196566581726,0.21636207401752472,0.31731709837913513,0.20146694779396057,0.31678006052970886,0.31731709837913513,0.3371601998806,0.19511328637599945
the,0.3733934462070465,0.34736719727516174,0.1324402391910553,0.3102172613143921,0.4133751392364502,0.27883726358413696,1.0,0.33604270219802856,0.733189046382904,1.0,0.2337762415409088,0.22068053483963013
dominant,0.22581246495246887,0.12949931621551514,0.051374901086091995,0.15531025826931,0.21762533485889435,0.09178196638822556,0.3743239641189575,0.22826606035232544,0.3018357455730438,0.3743239641189575,0.13972927629947662,0.07625212520360947
sex,0.25053244829177856,0.198207825422287,0.06356289982795715,0.2306911051273346,0.2122902125120163,0.019608041271567345,0.20066885650157928,0.1090288832783699,0.18436278402805328,0.20066885650157928,0.13303513824939728,0.16873355209827423
in,0.2792111933231354,0.2593238651752472,0.17097744345664978,0.23837615549564362,0.30461156368255615,0.26368704438209534,0.6662389636039734,0.3038199245929718,0.5696388483047485,0.6662389636039734,0.15554536879062653,0.20430970191955566
the,0.3733934462070465,0.34736719727516174,0.1324402391910553,0.3102172613143921,0.4133751392364502,0.27883726358413696,1.0,0.33604270219802856,0.733189046382904,1.0,0.2337762415409088,0.22068053483963013
future,0.2509129047393799,0.23607341945171356,0.12120185047388077,0.25705304741859436,0.3937055170536041,0.24176478385925293,0.2337762415409088,0.19884157180786133,0.25455814599990845,0.2337762415409088,0.9999999403953552,0.3367180824279785
.,0.3541337847709656,0.35288307070732117,0.17949827015399933,0.31119775772094727,0.35067233443260193,0.2739698588848114,0.5934505462646484,0.3177160322666168,0.5352458953857422,0.5934505462646484,0.24031390249729156,0.4130953550338745
