,what,can,increase,the,tension,force,on,a,load,?
set-up,0.28108924627304077,0.21547985076904297,0.18474715948104858,0.24076804518699646,0.10686299204826355,0.16734309494495392,0.1593833714723587,0.28130626678466797,0.3170952796936035,0.3065628111362457
that,0.6297725439071655,0.4522190988063812,0.3491165041923523,0.5473989248275757,0.3515162169933319,0.26810982823371887,0.42569106817245483,0.47537946701049805,0.21289366483688354,0.32716336846351624
uses,0.1933930367231369,0.48503613471984863,0.2105053812265396,0.2830192744731903,0.2518447935581207,0.21897977590560913,0.25390690565109253,0.35566505789756775,0.2830370366573334,0.18407079577445984
movable,0.14050231873989105,0.2917346656322479,0.2032059282064438,0.24211017787456512,0.1901170313358307,0.13934685289859772,0.158912792801857,0.3385913670063019,0.25206005573272705,0.15568538010120392
pulleys,0.20650330185890198,0.3191346824169159,0.24798056483268738,0.2876219153404236,0.36189380288124084,0.30297237634658813,0.2512441873550415,0.285992294549942,0.3646561801433563,0.1717994213104248
",",0.3087472915649414,0.3139454126358032,0.20005576312541962,0.4933079481124878,0.15723368525505066,0.22091743350028992,0.49057599902153015,0.427140474319458,0.15583227574825287,0.31091248989105225
the,0.42745697498321533,0.312528520822525,0.32049667835235596,1.0,0.28513848781585693,0.2800885736942291,0.5107308030128479,0.5829201340675354,0.1801917552947998,0.22068053483963013
tension,0.2603653073310852,0.2607966363430023,0.3437809646129608,0.28513848781585693,0.9999998807907104,0.3613831102848053,0.24024082720279694,0.25594884157180786,0.23110900819301605,0.16257193684577942
force,0.16915984451770782,0.18594154715538025,0.2675151824951172,0.2800885736942291,0.3613831102848053,1.0000001192092896,0.1764998733997345,0.2451154738664627,0.21902675926685333,0.1650998443365097
on,0.34226128458976746,0.2772369682788849,0.20996718108654022,0.5107308030128479,0.24024082720279694,0.1764998733997345,0.9999999403953552,0.3848365545272827,0.18426568806171417,0.2714994251728058
a,0.3320399522781372,0.3915780484676361,0.24428929388523102,0.5829201340675354,0.25594884157180786,0.2451154738664627,0.3848365545272827,1.0,0.2152426838874817,0.23916715383529663
load,0.15150345861911774,0.3208100497722626,0.2881958484649658,0.1801917552947998,0.23110900819301605,0.21902675926685333,0.18426568806171417,0.2152426838874817,1.0,0.25886332988739014
can,0.34502777457237244,1.0,0.30042919516563416,0.312528520822525,0.2607966363430023,0.18594154715538025,0.2772369682788849,0.3915780484676361,0.3208100497722626,0.3226337134838104
be,0.3929833769798279,0.5791122913360596,0.3498366177082062,0.4248143136501312,0.2628217935562134,0.16664405167102814,0.37900757789611816,0.39883795380592346,0.2664259374141693,0.3324260413646698
multiplied,0.24529024958610535,0.3402310311794281,0.34496235847473145,0.22792427241802216,0.319757342338562,0.3247697055339813,0.14332215487957,0.2519403398036957,0.2820851504802704,0.1695268452167511
.,0.3567904531955719,0.35783761739730835,0.24619564414024353,0.5934505462646484,0.21468229591846466,0.2783275842666626,0.49257001280784607,0.50484299659729,0.2539965510368347,0.4130953550338745
,what,can,increase,the,tension,force,on,a,load,?
for,0.3017193675041199,0.35690054297447205,0.26647913455963135,0.4739971458911896,0.23103433847427368,0.15857845544815063,0.36199691891670227,0.44038116931915283,0.1984216570854187,0.264628142118454
every,0.30284011363983154,0.3617136478424072,0.27147796750068665,0.4023689329624176,0.13419613242149353,0.1326095312833786,0.34571558237075806,0.43930745124816895,0.21660177409648895,0.24066033959388733
string,0.17737996578216553,0.19681358337402344,0.10398108512163162,0.19217795133590698,0.32030189037323,0.18504180014133453,0.10538110136985779,0.1667976677417755,0.28173330426216125,0.16560307145118713
that,0.6297725439071655,0.4522190988063812,0.3491165041923523,0.5473989248275757,0.3515162169933319,0.26810982823371887,0.42569106817245483,0.47537946701049805,0.21289366483688354,0.32716336846351624
acts,0.24949195981025696,0.186599463224411,0.2635609805583954,0.2568269371986389,0.20380660891532898,0.2649233341217041,0.17921806871891022,0.25177326798439026,0.14816738665103912,0.07075770199298859
on,0.34226128458976746,0.2772369682788849,0.20996718108654022,0.5107308030128479,0.24024082720279694,0.1764998733997345,0.9999999403953552,0.3848365545272827,0.18426568806171417,0.2714994251728058
a,0.3320399522781372,0.3915780484676361,0.24428929388523102,0.5829201340675354,0.25594884157180786,0.2451154738664627,0.3848365545272827,1.0,0.2152426838874817,0.23916715383529663
load,0.15150345861911774,0.3208100497722626,0.2881958484649658,0.1801917552947998,0.23110900819301605,0.21902675926685333,0.18426568806171417,0.2152426838874817,1.0,0.25886332988739014
",",0.3087472915649414,0.3139454126358032,0.20005576312541962,0.4933079481124878,0.15723368525505066,0.22091743350028992,0.49057599902153015,0.427140474319458,0.15583227574825287,0.31091248989105225
another,0.4190070629119873,0.3920363187789917,0.21056289970874786,0.5019711852073669,0.21704386174678802,0.22662337124347687,0.2988088130950928,0.6191956996917725,0.23614424467086792,0.295511931180954
factor,0.23239780962467194,0.2707686126232147,0.41722333431243896,0.2859867215156555,0.32048702239990234,0.21175804734230042,0.22332175076007843,0.2596903145313263,0.24372552335262299,0.2154984176158905
of,0.33290785551071167,0.2603091299533844,0.3156060576438904,0.733189046382904,0.21522673964500427,0.27094775438308716,0.3966929316520691,0.5052502155303955,0.1411849856376648,0.1826142966747284
the,0.42745697498321533,0.312528520822525,0.32049667835235596,1.0,0.28513848781585693,0.2800885736942291,0.5107308030128479,0.5829201340675354,0.1801917552947998,0.22068053483963013
tension,0.2603653073310852,0.2607966363430023,0.3437809646129608,0.28513848781585693,0.9999998807907104,0.3613831102848053,0.24024082720279694,0.25594884157180786,0.23110900819301605,0.16257193684577942
force,0.16915984451770782,0.18594154715538025,0.2675151824951172,0.2800885736942291,0.3613831102848053,1.0000001192092896,0.1764998733997345,0.2451154738664627,0.21902675926685333,0.1650998443365097
in,0.30808621644973755,0.26527702808380127,0.25893163681030273,0.6662389636039734,0.26541417837142944,0.21744468808174133,0.46853652596473694,0.539380669593811,0.1384027600288391,0.20430970191955566
the,0.42745697498321533,0.312528520822525,0.32049667835235596,1.0,0.28513848781585693,0.2800885736942291,0.5107308030128479,0.5829201340675354,0.1801917552947998,0.22068053483963013
string,0.17737996578216553,0.19681358337402344,0.10398108512163162,0.19217795133590698,0.32030189037323,0.18504180014133453,0.10538110136985779,0.1667976677417755,0.28173330426216125,0.16560307145118713
acts,0.24949195981025696,0.186599463224411,0.2635609805583954,0.2568269371986389,0.20380660891532898,0.2649233341217041,0.17921806871891022,0.25177326798439026,0.14816738665103912,0.07075770199298859
on,0.34226128458976746,0.2772369682788849,0.20996718108654022,0.5107308030128479,0.24024082720279694,0.1764998733997345,0.9999999403953552,0.3848365545272827,0.18426568806171417,0.2714994251728058
the,0.42745697498321533,0.312528520822525,0.32049667835235596,1.0,0.28513848781585693,0.2800885736942291,0.5107308030128479,0.5829201340675354,0.1801917552947998,0.22068053483963013
load,0.15150345861911774,0.3208100497722626,0.2881958484649658,0.1801917552947998,0.23110900819301605,0.21902675926685333,0.18426568806171417,0.2152426838874817,1.0,0.25886332988739014
.,0.3567904531955719,0.35783761739730835,0.24619564414024353,0.5934505462646484,0.21468229591846466,0.2783275842666626,0.49257001280784607,0.50484299659729,0.2539965510368347,0.4130953550338745
