,what,type,of,manufacturing,plant,is,victoria,soon,losing,?
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.26176297664642334,0.2409428209066391,0.3859752118587494,0.24507255852222443,0.39496758580207825,0.2877202332019806,0.20544172823429108
holden,0.09738751500844955,0.15279178321361542,0.18827825784683228,0.19248948991298676,0.13661843538284302,0.2498326301574707,0.3110849857330322,0.08109217137098312,0.08737404644489288,0.16267192363739014
;,0.10986888408660889,-0.004756918177008629,0.054534342139959335,0.02425587922334671,0.07976967096328735,0.05324986204504967,0.044363487511873245,-0.052055492997169495,-0.05388887599110603,0.10349778085947037
however,0.4480680823326111,0.23281864821910858,0.3800618350505829,0.23252658545970917,0.18767425417900085,0.33769986033439636,0.19028611481189728,0.43052569031715393,0.3233928084373474,0.2152075469493866
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.24209043383598328,0.25194862484931946,0.4691906273365021,0.2279360294342041,0.33847981691360474,0.2863842844963074,0.31091248989105225
closure,0.24223414063453674,0.11146799474954605,0.10923299193382263,0.20333749055862427,0.14181038737297058,0.21243880689144135,0.11793695390224457,0.2059708833694458,0.1914815604686737,0.24107147753238678
announcements,0.2303786277770996,0.09906253963708878,0.25500601530075073,0.20194336771965027,0.09217330813407898,0.17247843742370605,0.15462608635425568,0.28922218084335327,0.1453237533569336,0.2616048753261566
by,0.2455483376979828,0.15232881903648376,0.3646814823150635,0.1942850947380066,0.20213352143764496,0.3899846076965332,0.17471559345722198,0.31724295020103455,0.23986701667308807,0.17966607213020325
all,0.41981086134910583,0.21204189956188202,0.42798417806625366,0.18866722285747528,0.2260427474975586,0.2553904056549072,0.15172219276428223,0.30846622586250305,0.22286589443683624,0.29575422406196594
three,0.24888746440410614,0.14463180303573608,0.3844621181488037,0.1863776296377182,0.18049682676792145,0.23072560131549835,0.14290839433670044,0.182218536734581,0.16682159900665283,0.20928427577018738
companies,0.20801754295825958,0.21025781333446503,0.22608543932437897,0.4829876720905304,0.15030021965503693,0.1956041008234024,0.12065010517835617,0.1807851940393448,0.12190129607915878,0.14365637302398682
in,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.2715393304824829,0.2597269117832184,0.5394441485404968,0.20823122560977936,0.2957788109779358,0.3055514097213745,0.20430970191955566
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.25165510177612305,0.28395459055900574,0.5823672413825989,0.2204313427209854,0.3431394100189209,0.3114689588546753,0.22068053483963013
21st,0.24234157800674438,0.06681282073259354,0.20042185485363007,0.167427197098732,0.09543288499116898,0.22805172204971313,0.05413678660988808,0.19836382567882538,0.23594141006469727,0.22120748460292816
century,0.20422613620758057,0.12631413340568542,0.2826060354709625,0.21942465007305145,0.12300822138786316,0.20648397505283356,0.13092456758022308,0.22729693353176117,0.05684492364525795,0.1026201918721199
will,0.3510494530200958,0.1847439557313919,0.2473582625389099,0.17159265279769897,0.191170796751976,0.3723262846469879,0.16380485892295837,0.3615818917751312,0.2563866376876831,0.35046905279159546
mean,0.35852181911468506,0.20979264378547668,0.27551960945129395,0.1270926594734192,0.18890981376171112,0.3152560591697693,0.057958003133535385,0.12174707651138306,0.1355503797531128,0.36234524846076965
that,0.6297725439071655,0.25817251205444336,0.41498205065727234,0.2308564931154251,0.23316219449043274,0.3995479643344879,0.16418905556201935,0.3903087377548218,0.26504290103912354,0.32716336846351624
australia,0.1913539320230484,0.21287479996681213,0.2669609785079956,0.14753668010234833,0.2142259180545807,0.1734699010848999,0.5548879504203796,0.13897119462490082,0.16344386339187622,0.15702682733535767
will,0.3510494530200958,0.1847439557313919,0.2473582625389099,0.17159265279769897,0.191170796751976,0.3723262846469879,0.16380485892295837,0.3615818917751312,0.2563866376876831,0.35046905279159546
no,0.339326947927475,0.20265884697437286,0.24809792637825012,0.1485794484615326,0.17734991014003754,0.19581134617328644,0.13722394406795502,0.27830055356025696,0.1775456666946411,0.32165053486824036
longer,0.3188037574291229,0.16733090579509735,0.2788179814815521,0.18293781578540802,0.17828650772571564,0.2545848786830902,0.16369493305683136,0.28491532802581787,0.2149554342031479,0.24416615068912506
be,0.3929833769798279,0.25716274976730347,0.33904364705085754,0.17937369644641876,0.2607407569885254,0.4819129705429077,0.18724843859672546,0.36480969190597534,0.20984677970409393,0.3324260413646698
a,0.3320399522781372,0.3813284635543823,0.5052502155303955,0.2579406797885895,0.2010895311832428,0.658733606338501,0.15216270089149475,0.3021368980407715,0.28068792819976807,0.23916715383529663
base,0.1336955726146698,0.10858991742134094,0.23717565834522247,0.1618906557559967,0.19164198637008667,0.28868359327316284,0.09450877457857132,0.10511361062526703,0.1139657124876976,0.10518061369657516
for,0.3017193675041199,0.20848464965820312,0.4185989499092102,0.26200976967811584,0.18604038655757904,0.43268078565597534,0.18287640810012817,0.3119761347770691,0.29568612575531006,0.264628142118454
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.25165510177612305,0.28395459055900574,0.5823672413825989,0.2204313427209854,0.3431394100189209,0.3114689588546753,0.22068053483963013
global,0.21706031262874603,0.16350603103637695,0.19114547967910767,0.21285904943943024,0.16504141688346863,0.15464714169502258,0.05089137703180313,0.14037972688674927,0.08246324956417084,0.22985349595546722
car,0.17601905763149261,0.11790666729211807,0.1781313419342041,0.30642765760421753,0.22337165474891663,0.20412348210811615,0.12522701919078827,0.17062042653560638,0.17094284296035767,0.19800566136837006
industry,0.1966298520565033,0.17363415658473969,0.27385562658309937,0.6025514602661133,0.21599312126636505,0.25796735286712646,0.1521463692188263,0.2108975499868393,0.14256680011749268,0.11813290417194366
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.24209043383598328,0.25194862484931946,0.4691906273365021,0.2279360294342041,0.33847981691360474,0.2863842844963074,0.31091248989105225
with,0.2464839518070221,0.1964726597070694,0.41827285289764404,0.218266099691391,0.18355664610862732,0.3250955045223236,0.1835653930902481,0.3379831612110138,0.31824198365211487,0.2433311939239502
toyota,0.12852390110492706,0.05684515833854675,0.1666925847530365,0.3828045129776001,0.23358818888664246,0.16949312388896942,0.1603408008813858,0.16051660478115082,0.1703556776046753,0.06279262900352478
's,0.02692362666130066,0.05257158726453781,-0.03817026689648628,-0.030407974496483803,-0.049959149211645126,0.02396530658006668,0.06206126511096954,-0.051862090826034546,0.003028806298971176,-0.023395681753754616
statement,0.39422667026519775,0.2071104794740677,0.1980573982000351,0.11138120293617249,0.11520843952894211,0.24378558993339539,0.06499277055263519,0.22745560109615326,0.13099880516529083,0.28978636860847473
in,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.2715393304824829,0.2597269117832184,0.5394441485404968,0.20823122560977936,0.2957788109779358,0.3055514097213745,0.20430970191955566
february,0.1913013905286789,0.05446082353591919,0.20366249978542328,0.11729494482278824,0.056826431304216385,0.26240548491477966,0.18830442428588867,0.313872367143631,0.22390684485435486,0.29594847559928894
2014,0.041483160108327866,-0.012003473937511444,0.0493064783513546,0.00415052380412817,0.07280459254980087,0.16745887696743011,0.03093554824590683,0.10903201997280121,0.1206398606300354,0.058127544820308685
outlining,0.27871525287628174,0.13478055596351624,0.3207939863204956,0.3166549801826477,0.16299019753932953,0.1588054746389389,0.16816078126430511,0.24390524625778198,0.21779662370681763,0.18238748610019684
a,0.3320399522781372,0.3813284635543823,0.5052502155303955,0.2579406797885895,0.2010895311832428,0.658733606338501,0.15216270089149475,0.3021368980407715,0.28068792819976807,0.23916715383529663
closure,0.24223414063453674,0.11146799474954605,0.10923299193382263,0.20333749055862427,0.14181038737297058,0.21243880689144135,0.11793695390224457,0.2059708833694458,0.1914815604686737,0.24107147753238678
year,0.15184831619262695,0.15775683522224426,0.2578314542770386,0.12628106772899628,0.15555982291698456,0.2402215600013733,0.15436214208602905,0.2972504198551178,0.20214098691940308,0.18315006792545319
of,0.33290785551071167,0.18112817406654358,1.0,0.26644885540008545,0.26645857095718384,0.4854315221309662,0.2505437433719635,0.23495697975158691,0.2693577706813812,0.1826142966747284
2017,0.09846123307943344,-0.02109288051724434,0.09162861108779907,0.11339376121759415,-0.03432631492614746,0.0590360127389431,0.03612785041332245,-0.0076911733485758305,0.13472075760364532,-0.030370086431503296
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.2327806055545807,0.25658002495765686,0.4569662809371948,0.23069117963314056,0.34328213334083557,0.33379220962524414,0.4130953550338745
