,what,did,the,dutch,health,authorities,regard,as,unnecessary,in,geraets-smits,v,stichting,ziekenfonds,?
the,0.42745697498321533,0.34736719727516174,1.0,0.1705695390701294,0.2340974360704422,0.2784515917301178,0.30657511949539185,0.48381632566452026,0.24483802914619446,0.6662389636039734,0.31006374955177307,0.18580520153045654,0.2506367862224579,0.2867904007434845,0.22068053483963013
freedom,0.21405836939811707,0.21706336736679077,0.24307598173618317,0.23037995398044586,0.2200612723827362,0.3137736916542053,0.24302661418914795,0.1729598343372345,0.24580854177474976,0.18632450699806213,0.2618564963340759,0.182896226644516,0.25181257724761963,0.09769895672798157,0.1626027375459671
(,0.2411840260028839,0.18979617953300476,0.33289089798927307,0.1816992163658142,0.15521767735481262,0.11441605538129807,0.21637234091758728,0.32029855251312256,0.20746660232543945,0.3087427020072937,0.2799699604511261,0.2043849378824234,0.2686552405357361,0.31812527775764465,0.40561532974243164
of,0.33290785551071167,0.2513895630836487,0.733189046382904,0.14408773183822632,0.28076469898223877,0.2408684492111206,0.30316218733787537,0.3886612355709076,0.22780005633831024,0.5696388483047485,0.3151934742927551,0.1655031144618988,0.23979313671588898,0.28718680143356323,0.1826142966747284
the,0.42745697498321533,0.34736719727516174,1.0,0.1705695390701294,0.2340974360704422,0.2784515917301178,0.30657511949539185,0.48381632566452026,0.24483802914619446,0.6662389636039734,0.31006374955177307,0.18580520153045654,0.2506367862224579,0.2867904007434845,0.22068053483963013
german,0.1960553526878357,0.2048940509557724,0.256483793258667,0.4774591326713562,0.15420104563236237,0.20215781033039093,0.17163066565990448,0.18164515495300293,0.16144348680973053,0.21098364889621735,0.4615837633609772,0.14522486925125122,0.44300153851509094,0.29057472944259644,0.13978645205497742
health,0.21460163593292236,0.21597589552402496,0.2340974360704422,0.08660252392292023,1.0000001192092896,0.2824467718601227,0.2878621220588684,0.22845706343650818,0.21159744262695312,0.2500189542770386,0.2774891257286072,0.1334613412618637,0.19751761853694916,0.18935109674930573,0.16094304621219635
clinic,0.11465387791395187,0.11298144608736038,0.2298983335494995,0.13403484225273132,0.389466792345047,0.2013913244009018,0.07951274514198303,0.13584646582603455,0.08766233175992966,0.2790922224521637,0.24056395888328552,0.08795754611492157,0.20176461338996887,0.18568073213100433,0.15044216811656952
),0.26259949803352356,0.18584993481636047,0.3456730246543884,0.1930844932794571,0.14603538811206818,0.1073325052857399,0.21694143116474152,0.32161882519721985,0.24511860311031342,0.3326910734176636,0.27432480454444885,0.20857036113739014,0.28231576085090637,0.3159056007862091,0.42300865054130554
to,0.455847829580307,0.4452643394470215,0.535392165184021,0.1383991241455078,0.29985085129737854,0.29137885570526123,0.2820471227169037,0.42092081904411316,0.328158974647522,0.45010748505592346,0.2092244178056717,0.2109750658273697,0.16345760226249695,0.17337819933891296,0.29463258385658264
provide,0.27049049735069275,0.2528877258300781,0.26373472809791565,0.09161543846130371,0.30424848198890686,0.310527503490448,0.3224412798881531,0.29995355010032654,0.3452230989933014,0.1910654902458191,0.16027991473674774,0.10811746120452881,0.16832756996154785,0.15990367531776428,0.22704634070396423
services,0.16048473119735718,0.14472568035125732,0.2381475418806076,0.09867557138204575,0.4026874303817749,0.35145148634910583,0.1809273362159729,0.2673030495643616,0.21838124096393585,0.22287973761558533,0.26118144392967224,0.09294344484806061,0.1588241457939148,0.2927848696708679,0.1328447163105011
.,0.3567904531955719,0.35288307070732117,0.5934505462646484,0.2196396291255951,0.25832483172416687,0.17601054906845093,0.2473854273557663,0.515582263469696,0.22905711829662323,0.5591574311256409,0.32956570386886597,0.2973858416080475,0.31036868691444397,0.3020193576812744,0.4130953550338745
