,how,else,can,petrologists,understand,the,temperature,at,which,different,mineral,phases,appear,?
and,0.33647966384887695,0.2664144039154053,0.3675691485404968,0.19473004341125488,0.3232683539390564,0.5171257257461548,0.2216416299343109,0.3571503460407257,0.506277859210968,0.39536112546920776,0.20232945680618286,0.2951827645301819,0.28562283515930176,0.20544172823429108
pressure,0.2370646893978119,0.1476723849773407,0.2516952455043793,0.23768511414527893,0.2156798243522644,0.28285476565361023,0.5228919982910156,0.17761266231536865,0.30311983823776245,0.2259243279695511,0.1913156658411026,0.20365971326828003,0.18232394754886627,0.142023503780365
physical,0.3465515077114105,0.23934519290924072,0.3102372884750366,0.2463875114917755,0.28214600682258606,0.20230218768119812,0.2865980863571167,0.12859797477722168,0.2950376570224762,0.3315574526786804,0.2390701025724411,0.26454049348831177,0.2099839448928833,0.11781801283359528
experiments,0.3480728268623352,0.16393828392028809,0.28376835584640503,0.3349911868572235,0.28255143761634827,0.21008943021297455,0.22288863360881805,0.2058984488248825,0.31440770626068115,0.31026628613471985,0.13122230768203735,0.3781765103340149,0.23627644777297974,0.14564716815948486
to,0.44169697165489197,0.36551961302757263,0.4979398250579834,0.23930101096630096,0.40101751685142517,0.535392165184021,0.26598888635635376,0.36524343490600586,0.5345056653022766,0.3617510497570038,0.22294564545154572,0.25363782048225403,0.34339165687561035,0.29463258385658264
understand,0.5345362424850464,0.3089245855808258,0.38971054553985596,0.3276180922985077,1.0,0.2701992988586426,0.19831953942775726,0.2003229856491089,0.36530640721321106,0.40192878246307373,0.1643812209367752,0.2572820484638214,0.34196266531944275,0.390200674533844
the,0.33890387415885925,0.19370581209659576,0.312528520822525,0.2966664731502533,0.2701992988586426,1.0,0.27585095167160034,0.457212895154953,0.6521818041801453,0.36412742733955383,0.229726642370224,0.3307623267173767,0.3581200838088989,0.22068053483963013
temperatures,0.2543736696243286,0.19958564639091492,0.3497540056705475,0.28249579668045044,0.21065618097782135,0.27544233202934265,0.9382470846176147,0.22577746212482452,0.3175550699234009,0.266865611076355,0.33711495995521545,0.3092026114463806,0.2359727919101715,0.1895846426486969
and,0.33647966384887695,0.2664144039154053,0.3675691485404968,0.19473004341125488,0.3232683539390564,0.5171257257461548,0.2216416299343109,0.3571503460407257,0.506277859210968,0.39536112546920776,0.20232945680618286,0.2951827645301819,0.28562283515930176,0.20544172823429108
pressures,0.2623712122440338,0.1599368453025818,0.28208592534065247,0.27697184681892395,0.22572427988052368,0.316790908575058,0.4768705368041992,0.20775394141674042,0.3676513135433197,0.2590831518173218,0.22460103034973145,0.2782118618488312,0.2055787593126297,0.12055351585149765
at,0.2154216170310974,0.11573807895183563,0.16641086339950562,0.12232958525419235,0.2003229856491089,0.457212895154953,0.20168545842170715,1.0,0.3286694884300232,0.27290254831314087,0.14022809267044067,0.24197132885456085,0.2076321542263031,0.21978627145290375
which,0.4852597713470459,0.3094225227832794,0.41132649779319763,0.2748376131057739,0.36530640721321106,0.6521818041801453,0.29479682445526123,0.3286694884300232,1.0,0.48997771739959717,0.285381019115448,0.3740518391132355,0.3376000225543976,0.25814583897590637
different,0.411273330450058,0.22755655646324158,0.4908648133277893,0.33605557680130005,0.40192878246307373,0.36412742733955383,0.2386145144701004,0.27290254831314087,0.48997771739959717,1.0,0.22457323968410492,0.3479275703430176,0.3175235986709595,0.24476227164268494
mineral,0.17132316529750824,0.1690196394920349,0.2655729353427887,0.33023664355278015,0.1643812209367752,0.229726642370224,0.3305984437465668,0.14022809267044067,0.285381019115448,0.22457323968410492,0.9999999403953552,0.22061799466609955,0.12987680733203888,0.1975122094154358
phases,0.3220127522945404,0.09173115342855453,0.3199807107448578,0.27065351605415344,0.2572820484638214,0.3307623267173767,0.25636616349220276,0.24197132885456085,0.3740518391132355,0.3479275703430176,0.22061799466609955,1.0000001192092896,0.23409044742584229,0.13561929762363434
appear,0.2682136297225952,0.23600490391254425,0.30377018451690674,0.18380382657051086,0.34196266531944275,0.3581200838088989,0.19697080552577972,0.2076321542263031,0.3376000225543976,0.3175235986709595,0.12987680733203888,0.23409044742584229,1.0,0.22635367512702942
",",0.22659391164779663,0.2643522322177887,0.3139454126358032,0.2381996214389801,0.2897718548774719,0.4933079481124878,0.2439086139202118,0.38314947485923767,0.3658004403114319,0.32220861315727234,0.2550774812698364,0.1794710010290146,0.28874364495277405,0.31091248989105225
and,0.33647966384887695,0.2664144039154053,0.3675691485404968,0.19473004341125488,0.3232683539390564,0.5171257257461548,0.2216416299343109,0.3571503460407257,0.506277859210968,0.39536112546920776,0.20232945680618286,0.2951827645301819,0.28562283515930176,0.20544172823429108
how,1.0,0.3380069434642792,0.49246567487716675,0.31072255969047546,0.5345362424850464,0.33890387415885925,0.26406702399253845,0.2154216170310974,0.4852597713470459,0.411273330450058,0.17132316529750824,0.3220127522945404,0.2682136297225952,0.4024120569229126
they,0.43247655034065247,0.36885085701942444,0.47909218072891235,0.36289340257644653,0.37453189492225647,0.49925389885902405,0.24580751359462738,0.29493749141693115,0.5165667533874512,0.4649348556995392,0.22436738014221191,0.2830081284046173,0.3687114417552948,0.2753053903579712
change,0.3957580626010895,0.34355050325393677,0.38303205370903015,0.2378513216972351,0.38426265120506287,0.3641999065876007,0.27550214529037476,0.1873948872089386,0.3397163152694702,0.37514570355415344,0.23166005313396454,0.261244535446167,0.3671547770500183,0.24115969240665436
through,0.2704794108867645,0.18242378532886505,0.33144164085388184,0.15350961685180664,0.2104039490222931,0.44071322679519653,0.22180214524269104,0.2170695960521698,0.40321648120880127,0.2790139615535736,0.14845682680606842,0.30781736969947815,0.1814294010400772,0.16913433372974396
igneous,0.1691683679819107,0.10980303585529327,0.24338622391223907,0.35631540417671204,0.23893781006336212,0.25911182165145874,0.34444040060043335,0.13116557896137238,0.32622048258781433,0.30338141322135925,0.5272485017776489,0.2549424469470978,0.2072829008102417,0.18516020476818085
and,0.33647966384887695,0.2664144039154053,0.3675691485404968,0.19473004341125488,0.3232683539390564,0.5171257257461548,0.2216416299343109,0.3571503460407257,0.506277859210968,0.39536112546920776,0.20232945680618286,0.2951827645301819,0.28562283515930176,0.20544172823429108
metamorphic,0.21233437955379486,0.16388705372810364,0.28249213099479675,0.3370417356491089,0.233807772397995,0.19381749629974365,0.3136673867702484,0.15503661334514618,0.33025869727134705,0.27002647519111633,0.5134395360946655,0.30843624472618103,0.22362816333770752,0.11114242672920227
processes,0.4216870367527008,0.24266663193702698,0.3569703698158264,0.3495621979236603,0.3990256190299988,0.24400095641613007,0.3085087537765503,0.19233058393001556,0.4329228699207306,0.37871548533439636,0.32057425379753113,0.37434500455856323,0.2366115152835846,0.22719913721084595
.,0.3287222981452942,0.30548352003097534,0.35783761739730835,0.22133567929267883,0.2949123978614807,0.5934505462646484,0.2795942425727844,0.4549728035926819,0.45942068099975586,0.31511759757995605,0.23559525609016418,0.26186880469322205,0.2815418541431427,0.4130953550338745
