,what,do,statements,from,the,po,and,member,in,charge,of,the,bill,also,indicate,?
the,0.42745697498321533,0.30239659547805786,0.20045673847198486,0.40150508284568787,1.0,0.1867695450782776,0.5171257257461548,0.2806392312049866,0.6662389636039734,0.2730984687805176,0.733189046382904,1.0,0.24155211448669434,0.6021018624305725,0.2430160641670227,0.22068053483963013
bill,0.16425743699073792,0.14255335927009583,0.1834847629070282,0.0669635534286499,0.24155211448669434,0.015360869467258453,0.24696701765060425,0.17437314987182617,0.1447519063949585,0.08953560143709183,0.17127205431461334,0.24155211448669434,0.9999999403953552,0.2585388422012329,0.10401923209428787,0.12855131924152374
are,0.29724663496017456,0.41111594438552856,0.291352242231369,0.2674213647842407,0.40399202704429626,0.17177675664424896,0.48576638102531433,0.16299262642860413,0.3841303884983063,0.16401518881320953,0.39081433415412903,0.40399202704429626,0.11081905663013458,0.4565894305706024,0.2963385581970215,0.24591213464736938
also,0.42747777700424194,0.36242780089378357,0.27732735872268677,0.33783096075057983,0.6021018624305725,0.19944807887077332,0.5755972862243652,0.2834150791168213,0.5073733329772949,0.2357143610715866,0.4924938678741455,0.6021018624305725,0.2585388422012329,1.0000001192092896,0.23959700763225555,0.21848613023757935
lodged,0.16003023087978363,0.16573067009449005,0.21879498660564423,0.20601242780685425,0.2649424076080322,0.16115309298038483,0.24012617766857147,0.09284339100122452,0.19980888068675995,0.1308601349592209,0.2606962323188782,0.2649424076080322,0.24217018485069275,0.27134743332862854,0.28426381945610046,0.126487597823143
indicating,0.3006964325904846,0.2611658275127411,0.32770588994026184,0.20827095210552216,0.3288414180278778,0.17383429408073425,0.25627419352531433,0.06891822069883347,0.19833071529865265,0.12015518546104431,0.32798802852630615,0.3288414180278778,0.09855497628450394,0.2673117220401764,0.7566053867340088,0.23140811920166016
whether,0.5516265630722046,0.37359970808029175,0.3520451486110687,0.20779013633728027,0.3211745023727417,0.04739599674940109,0.26207777857780457,0.138326957821846,0.24645471572875977,0.17039704322814941,0.24392437934875488,0.3211745023727417,0.1521773487329483,0.3933171331882477,0.3281841278076172,0.3150278329849243
the,0.42745697498321533,0.30239659547805786,0.20045673847198486,0.40150508284568787,1.0,0.1867695450782776,0.5171257257461548,0.2806392312049866,0.6662389636039734,0.2730984687805176,0.733189046382904,1.0,0.24155211448669434,0.6021018624305725,0.2430160641670227,0.22068053483963013
bill,0.16425743699073792,0.14255335927009583,0.1834847629070282,0.0669635534286499,0.24155211448669434,0.015360869467258453,0.24696701765060425,0.17437314987182617,0.1447519063949585,0.08953560143709183,0.17127205431461334,0.24155211448669434,0.9999999403953552,0.2585388422012329,0.10401923209428787,0.12855131924152374
is,0.28837618231773376,0.30895981192588806,0.19367244839668274,0.27355384826660156,0.5823672413825989,0.18766987323760986,0.3859752118587494,0.2522773742675781,0.5394441485404968,0.1743287295103073,0.4854315221309662,0.5823672413825989,0.16088230907917023,0.5012649297714233,0.23185983300209045,0.22961433231830597
within,0.2498195916414261,0.21291908621788025,0.19189374148845673,0.31641101837158203,0.39827480912208557,0.1434561163187027,0.35049548745155334,0.20008353888988495,0.40576374530792236,0.14723892509937286,0.39594778418540955,0.39827480912208557,0.07439722865819931,0.2688477635383606,0.3039224147796631,0.1870293766260147
the,0.42745697498321533,0.30239659547805786,0.20045673847198486,0.40150508284568787,1.0,0.1867695450782776,0.5171257257461548,0.2806392312049866,0.6662389636039734,0.2730984687805176,0.733189046382904,1.0,0.24155211448669434,0.6021018624305725,0.2430160641670227,0.22068053483963013
legislative,0.22232688963413239,0.1979595273733139,0.2374582439661026,0.20308499038219452,0.27501925826072693,0.16183516383171082,0.2681875228881836,0.3008553981781006,0.24765221774578094,0.20927131175994873,0.34083476662635803,0.27501925826072693,0.29802507162094116,0.2518693804740906,0.17903830111026764,0.1654243916273117
competence,0.39366716146469116,0.3148544430732727,0.3858289122581482,0.1709185093641281,0.26006200909614563,0.06923148036003113,0.24537178874015808,0.20419535040855408,0.16804838180541992,0.2616381347179413,0.2747616171836853,0.26006200909614563,0.20706036686897278,0.3025447130203247,0.30991023778915405,0.2752470076084137
of,0.33290785551071167,0.26150479912757874,0.19305990636348724,0.4249346852302551,0.733189046382904,0.17525362968444824,0.5116966962814331,0.2701796889305115,0.5696388483047485,0.27586498856544495,1.0,0.733189046382904,0.17127205431461334,0.4924938678741455,0.25098979473114014,0.1826142966747284
the,0.42745697498321533,0.30239659547805786,0.20045673847198486,0.40150508284568787,1.0,0.1867695450782776,0.5171257257461548,0.2806392312049866,0.6662389636039734,0.2730984687805176,0.733189046382904,1.0,0.24155211448669434,0.6021018624305725,0.2430160641670227,0.22068053483963013
parliament,0.21650300920009613,0.12404073029756546,0.17912766337394714,0.18214061856269836,0.26521381735801697,0.11187239736318588,0.26227831840515137,0.3747406303882599,0.2323146015405655,0.27963823080062866,0.2885259687900543,0.26521381735801697,0.2732408940792084,0.22454090416431427,0.09832777082920074,0.1586504578590393
.,0.3567904531955719,0.3613996207714081,0.21154142916202545,0.41536515951156616,0.5934505462646484,0.20273925364017487,0.588965117931366,0.19907453656196594,0.5591574311256409,0.21931332349777222,0.5352458953857422,0.5934505462646484,0.2289014607667923,0.49166762828826904,0.2048257440328598,0.4130953550338745
