,how,old,was,elway,during,his,super,bowl,xxxiii,win,?
's,-0.026164190843701363,0.14042171835899353,0.008974763564765453,-0.02843191660940647,0.011294117197394371,0.047556519508361816,0.09726737439632416,-0.02838491089642048,0.017510170117020607,0.04981255531311035,-0.023395681753754616
executive,0.1531113088130951,0.08139049261808395,0.26019418239593506,0.28169018030166626,0.1421869993209839,0.1982966959476471,0.1542377471923828,0.09344751387834549,0.20046161115169525,0.12349052727222443,0.12134998291730881
vice,0.13988451659679413,0.11439885944128036,0.22215546667575836,0.18452145159244537,0.1442636102437973,0.2067609578371048,0.12336721271276474,0.09809011220932007,0.20911744236946106,0.19808971881866455,0.1369185745716095
president,0.1342112123966217,0.10062959045171738,0.2505730390548706,0.2424377053976059,0.19422510266304016,0.25683027505874634,0.11904861032962799,0.17701053619384766,0.220467209815979,0.23941752314567566,0.14148259162902832
of,0.2480744868516922,0.30522194504737854,0.4069072902202606,0.2248365581035614,0.3869180977344513,0.38364991545677185,0.14718765020370483,0.2243070751428604,0.2492917776107788,0.18048720061779022,0.1826142966747284
football,0.10674872249364853,0.16290944814682007,0.23601193726062775,0.38217997550964355,0.1296897977590561,0.14034968614578247,0.295350581407547,0.3109349310398102,0.3162022531032562,0.1798321157693863,0.14957410097122192
operations,0.16596093773841858,0.10318911075592041,0.17603980004787445,0.13585487008094788,0.3035644590854645,0.19311845302581787,0.15616489946842194,0.0534176342189312,0.14895670115947723,0.1400490403175354,0.13622350990772247
and,0.33647966384887695,0.29022282361984253,0.3740963041782379,0.2699993848800659,0.36462149024009705,0.4234102666378021,0.18368244171142578,0.1698254644870758,0.18720266222953796,0.25380003452301025,0.20544172823429108
general,0.19638104736804962,0.05738913267850876,0.2445744127035141,0.15048164129257202,0.18023382127285004,0.21327239274978638,0.04521964490413666,0.07438556104898453,0.14834512770175934,0.21574237942695618,0.1972234547138214
manager,0.12792883813381195,0.16622525453567505,0.22753120958805084,0.3292383551597595,0.16387365758419037,0.23657651245594025,0.10942146927118301,0.10839234292507172,0.2111770659685135,0.24729733169078827,0.11875338107347488
.,0.3287222981452942,0.32390445470809937,0.40146201848983765,0.31222525238990784,0.3485563397407532,0.3119256794452667,0.2757420241832733,0.21516893804073334,0.24740536510944366,0.25577837228775024,0.4130953550338745
