,what,huguenot,area,is,designated,as,a,historical,landmark,?
national,0.16882304847240448,0.1648908257484436,0.1835182011127472,0.23413582146167755,0.2772063910961151,0.21661384403705597,0.27889734506607056,0.369658887386322,0.22833064198493958,0.15643028914928436
historic,0.18988226354122162,0.2136296182870865,0.3148997128009796,0.19778819382190704,0.4202173948287964,0.24026529490947723,0.23105008900165558,0.6968985795974731,0.5205735564231873,0.09992891550064087
landmark,0.22080667316913605,0.16538695991039276,0.22705911099910736,0.17858435213565826,0.40749508142471313,0.2251753956079483,0.24002137780189514,0.35223907232284546,1.0,0.18481020629405975
site,0.21561308205127716,0.09804792702198029,0.30512601137161255,0.2314486801624298,0.29711365699768066,0.21358512341976166,0.21085289120674133,0.2731921374797821,0.3208156228065491,0.2014765441417694
and,0.31309178471565247,0.2762077748775482,0.3044000566005707,0.3859752118587494,0.14898179471492767,0.49487000703811646,0.3739250600337982,0.21805961430072784,0.1993752121925354,0.20544172823429108
contains,0.14236655831336975,0.0803031176328659,0.19625219702720642,0.4272567629814148,0.1680428683757782,0.24164676666259766,0.3092464506626129,0.22056525945663452,0.17518295347690582,0.15215006470680237
the,0.42745697498321533,0.29557526111602783,0.37834644317626953,0.5823672413825989,0.23178240656852722,0.48381632566452026,0.5829201340675354,0.30835282802581787,0.26586976647377014,0.22068053483963013
oldest,0.12504005432128906,0.15685473382472992,0.1138944923877716,0.3135911226272583,0.23275654017925262,0.22728434205055237,0.2483421117067337,0.2521285116672516,0.20463502407073975,0.14864160120487213
street,0.14271703362464905,0.1992882937192917,0.2058890163898468,0.1302390694618225,0.14123152196407318,0.23426887392997742,0.18956080079078674,0.1745586097240448,0.2838831841945648,0.07315441966056824
in,0.30808621644973755,0.26198551058769226,0.33632898330688477,0.5394441485404968,0.25212356448173523,0.3887844979763031,0.539380669593811,0.30350539088249207,0.24597838521003723,0.20430970191955566
the,0.42745697498321533,0.29557526111602783,0.37834644317626953,0.5823672413825989,0.23178240656852722,0.48381632566452026,0.5829201340675354,0.30835282802581787,0.26586976647377014,0.22068053483963013
united,0.20036718249320984,0.19103291630744934,0.24972930550575256,0.22408509254455566,0.3091946542263031,0.27979812026023865,0.2732578217983246,0.16945473849773407,0.2513999342918396,0.17266890406608582
states,0.21526020765304565,0.1941346377134323,0.2400316596031189,0.21939043700695038,0.285745233297348,0.26192235946655273,0.24708621203899384,0.1651833951473236,0.27680277824401855,0.16272737085819244
of,0.33290785551071167,0.29061198234558105,0.3409860134124756,0.4854315221309662,0.22357919812202454,0.3886612355709076,0.5052502155303955,0.3218611776828766,0.22038531303405762,0.1826142966747284
america,0.2517423629760742,0.1636737585067749,0.14229394495487213,0.1998184472322464,0.18702292442321777,0.22265762090682983,0.22012436389923096,0.15347938239574432,0.17896395921707153,0.19333907961845398
.,0.3567904531955719,0.2060975730419159,0.2760866582393646,0.4569662809371948,0.25461071729660034,0.515582263469696,0.50484299659729,0.21067677438259125,0.21915630996227264,0.4130953550338745
,what,huguenot,area,is,designated,as,a,historical,landmark,?
huguenot,0.1912020891904831,1.0000001192092896,0.2029406875371933,0.12706810235977173,0.06304340809583664,0.15821954607963562,0.22502337396144867,0.17810164391994476,0.16538695991039276,0.1359742432832718
immigrants,0.16467894613742828,0.3618331551551819,0.2421748787164688,0.197744220495224,0.18236123025417328,0.14872969686985016,0.20843370258808136,0.20386646687984467,0.13982540369033813,0.13377895951271057
did,0.4259131848812103,0.22897696495056152,0.14067986607551575,0.19247472286224365,0.10455703735351562,0.3596470057964325,0.2552328109741211,0.1825733780860901,0.06664790213108063,0.3023456633090973
not,0.5449194312095642,0.22256872057914734,0.1969728320837021,0.3776007890701294,0.15240758657455444,0.5105602741241455,0.3791346549987793,0.14234329760074615,0.14894862473011017,0.41942933201789856
disperse,0.2251095324754715,0.2794569730758667,0.14725185930728912,0.10301137715578079,0.11198347806930542,0.2298085242509842,0.20139577984809875,0.1270078867673874,0.1219722107052803,0.12607303261756897
or,0.33867141604423523,0.17501351237297058,0.24297796189785004,0.41870999336242676,0.1522037535905838,0.4400654137134552,0.48853766918182373,0.1900186538696289,0.160661980509758,0.32389625906944275
settle,0.3276752829551697,0.2685301601886749,0.2990525960922241,0.18667413294315338,0.12229490280151367,0.1659889966249466,0.22866025567054749,0.1318800300359726,0.2103015035390854,0.19976577162742615
in,0.30808621644973755,0.26198551058769226,0.33632898330688477,0.5394441485404968,0.25212356448173523,0.3887844979763031,0.539380669593811,0.30350539088249207,0.24597838521003723,0.20430970191955566
different,0.39262300729751587,0.14327296614646912,0.17194847762584686,0.24624870717525482,0.1268780678510666,0.2646806538105011,0.29175353050231934,0.20112964510917664,0.09153106063604355,0.24476227164268494
parts,0.3415631353855133,0.1296427994966507,0.3045785427093506,0.330430269241333,0.05752222239971161,0.20346619188785553,0.2777566909790039,0.19357658922672272,0.13317076861858368,0.12310896813869476
of,0.33290785551071167,0.29061198234558105,0.3409860134124756,0.4854315221309662,0.22357919812202454,0.3886612355709076,0.5052502155303955,0.3218611776828766,0.22038531303405762,0.1826142966747284
the,0.42745697498321533,0.29557526111602783,0.37834644317626953,0.5823672413825989,0.23178240656852722,0.48381632566452026,0.5829201340675354,0.30835282802581787,0.26586976647377014,0.22068053483963013
country,0.22705033421516418,0.20042119920253754,0.33299076557159424,0.24409033358097076,0.14583246409893036,0.2241005152463913,0.20991116762161255,0.23252078890800476,0.14520005881786346,0.12647280097007751
",",0.3087472915649414,0.24752236902713776,0.2664283812046051,0.4691906273365021,0.20988495647907257,0.48816442489624023,0.427140474319458,0.2461894154548645,0.19639146327972412,0.31091248989105225
but,0.5029441118240356,0.24413850903511047,0.2404622733592987,0.4106791317462921,0.12583108246326447,0.4864770472049713,0.44750767946243286,0.19448572397232056,0.11076574772596359,0.27921953797340393
rather,0.3923804461956024,0.1925152838230133,0.19159246981143951,0.2886356711387634,0.13747622072696686,0.38414403796195984,0.4061340093612671,0.2068689614534378,0.18001332879066467,0.3053998053073883
",",0.3087472915649414,0.24752236902713776,0.2664283812046051,0.4691906273365021,0.20988495647907257,0.48816442489624023,0.427140474319458,0.2461894154548645,0.19639146327972412,0.31091248989105225
formed,0.15451857447624207,0.1380942016839981,0.2764660716056824,0.22319979965686798,0.22325314581394196,0.21414828300476074,0.21948496997356415,0.2092057466506958,0.16510093212127686,0.09686966985464096
three,0.24888746440410614,0.20819084346294403,0.1964956521987915,0.23072560131549835,0.1511824131011963,0.23234014213085175,0.3025658130645752,0.18519502878189087,0.10727483034133911,0.20928427577018738
societies,0.21333153545856476,0.2385248839855194,0.18742527067661285,0.15102027356624603,0.13719196617603302,0.23513565957546234,0.21570569276809692,0.30725714564323425,0.14371439814567566,0.19051554799079895
or,0.33867141604423523,0.17501351237297058,0.24297796189785004,0.41870999336242676,0.1522037535905838,0.4400654137134552,0.48853766918182373,0.1900186538696289,0.160661980509758,0.32389625906944275
congregations,0.15251578390598297,0.3974840044975281,0.18868498504161835,0.1343584656715393,0.2149105668067932,0.24213267862796783,0.18483340740203857,0.22754615545272827,0.24477966129779816,0.18817296624183655
;,0.10986888408660889,0.03235732764005661,0.019157549366354942,0.05324986204504967,0.012518621981143951,0.05586666986346245,-0.02122584730386734,0.1319541186094284,0.10588862001895905,0.10349778085947037
one,0.376489520072937,0.19037187099456787,0.22590439021587372,0.4544198513031006,0.21140378713607788,0.3954789340496063,0.4910551905632019,0.24390187859535217,0.23864975571632385,0.2673267424106598
in,0.30808621644973755,0.26198551058769226,0.33632898330688477,0.5394441485404968,0.25212356448173523,0.3887844979763031,0.539380669593811,0.30350539088249207,0.24597838521003723,0.20430970191955566
the,0.42745697498321533,0.29557526111602783,0.37834644317626953,0.5823672413825989,0.23178240656852722,0.48381632566452026,0.5829201340675354,0.30835282802581787,0.26586976647377014,0.22068053483963013
city,0.17493832111358643,0.2337077558040619,0.41959723830223083,0.3186660706996918,0.23096145689487457,0.21195319294929504,0.2349124401807785,0.24153082072734833,0.2975904941558838,0.13423943519592285
of,0.33290785551071167,0.29061198234558105,0.3409860134124756,0.4854315221309662,0.22357919812202454,0.3886612355709076,0.5052502155303955,0.3218611776828766,0.22038531303405762,0.1826142966747284
new,0.2130378633737564,0.20695649087429047,0.16119444370269775,0.2208656519651413,0.18274620175361633,0.24585270881652832,0.3214259147644043,0.15947334468364716,0.22016477584838867,0.14782847464084625
york,0.15652963519096375,0.2514478862285614,0.15617339313030243,0.14725744724273682,0.21561168134212494,0.19294045865535736,0.205710306763649,0.14662952721118927,0.2814164459705353,0.15262620151042938
",",0.3087472915649414,0.24752236902713776,0.2664283812046051,0.4691906273365021,0.20988495647907257,0.48816442489624023,0.427140474319458,0.2461894154548645,0.19639146327972412,0.31091248989105225
another,0.4190070629119873,0.27235913276672363,0.18496209383010864,0.41278526186943054,0.1723756492137909,0.3282026946544647,0.6191956996917725,0.1434669941663742,0.2166031301021576,0.295511931180954
21,-0.09070611000061035,0.009159513749182224,0.12867671251296997,0.014479056932032108,0.06449457257986069,-0.14494600892066956,0.0032356141600757837,0.04019415006041527,0.005413309670984745,-0.01186173316091299
miles,0.1893789917230606,0.1720808744430542,0.37248730659484863,0.22951029241085052,0.2342456877231598,0.22643081843852997,0.23875154554843903,0.1379665732383728,0.18108060956001282,0.09363767504692078
north,0.18673177063465118,0.22711920738220215,0.34813106060028076,0.2993389368057251,0.2687241733074188,0.22670356929302216,0.25008413195610046,0.22053779661655426,0.1698996126651764,0.11829731613397598
of,0.33290785551071167,0.29061198234558105,0.3409860134124756,0.4854315221309662,0.22357919812202454,0.3886612355709076,0.5052502155303955,0.3218611776828766,0.22038531303405762,0.1826142966747284
new,0.2130378633737564,0.20695649087429047,0.16119444370269775,0.2208656519651413,0.18274620175361633,0.24585270881652832,0.3214259147644043,0.15947334468364716,0.22016477584838867,0.14782847464084625
york,0.15652963519096375,0.2514478862285614,0.15617339313030243,0.14725744724273682,0.21561168134212494,0.19294045865535736,0.205710306763649,0.14662952721118927,0.2814164459705353,0.15262620151042938
in,0.30808621644973755,0.26198551058769226,0.33632898330688477,0.5394441485404968,0.25212356448173523,0.3887844979763031,0.539380669593811,0.30350539088249207,0.24597838521003723,0.20430970191955566
a,0.3320399522781372,0.22502337396144867,0.2782127559185028,0.658733606338501,0.2710168659687042,0.39550232887268066,1.0,0.25390249490737915,0.24002137780189514,0.23916715383529663
town,0.19713185727596283,0.2066217064857483,0.38551488518714905,0.30097827315330505,0.20180028676986694,0.17528915405273438,0.2832636833190918,0.2541215121746063,0.23691202700138092,0.09902279824018478
which,0.5261979103088379,0.22239398956298828,0.3276861011981964,0.4457404911518097,0.20508573949337006,0.41006597876548767,0.56894451379776,0.2430531233549118,0.22572307288646698,0.25814583897590637
they,0.4431931674480438,0.21709397435188293,0.25624239444732666,0.330102801322937,0.0881037637591362,0.3294360637664795,0.3528250455856323,0.12961402535438538,0.11478814482688904,0.2753053903579712
named,0.1525408923625946,0.1712815910577774,0.2167651504278183,0.28335005044937134,0.3660568594932556,0.2754245400428772,0.3292267918586731,0.14506278932094574,0.28665465116500854,0.1297498345375061
new,0.2130378633737564,0.20695649087429047,0.16119444370269775,0.2208656519651413,0.18274620175361633,0.24585270881652832,0.3214259147644043,0.15947334468364716,0.22016477584838867,0.14782847464084625
rochelle,0.16387401521205902,0.4178025424480438,0.22097322344779968,0.19414550065994263,0.11536232382059097,0.2016363888978958,0.22671236097812653,0.1416388899087906,0.1652594357728958,0.12029755860567093
",",0.3087472915649414,0.24752236902713776,0.2664283812046051,0.4691906273365021,0.20988495647907257,0.48816442489624023,0.427140474319458,0.2461894154548645,0.19639146327972412,0.31091248989105225
and,0.31309178471565247,0.2762077748775482,0.3044000566005707,0.3859752118587494,0.14898179471492767,0.49487000703811646,0.3739250600337982,0.21805961430072784,0.1993752121925354,0.20544172823429108
a,0.3320399522781372,0.22502337396144867,0.2782127559185028,0.658733606338501,0.2710168659687042,0.39550232887268066,1.0,0.25390249490737915,0.24002137780189514,0.23916715383529663
third,0.2033906877040863,0.12274587899446487,0.1971411406993866,0.31551501154899597,0.1775788962841034,0.19291457533836365,0.35260438919067383,0.13124489784240723,0.110366590321064,0.15394791960716248
further,0.30867868661880493,0.18598343431949615,0.1913614273071289,0.13372796773910522,0.12727780640125275,0.28184258937835693,0.1668005734682083,0.18279796838760376,0.1383943110704422,0.20960763096809387
upstate,0.2280929684638977,0.2029755413532257,0.32836276292800903,0.21146732568740845,0.24748685956001282,0.28108495473861694,0.20278090238571167,0.2489471137523651,0.29286834597587585,0.14368309080600739
in,0.30808621644973755,0.26198551058769226,0.33632898330688477,0.5394441485404968,0.25212356448173523,0.3887844979763031,0.539380669593811,0.30350539088249207,0.24597838521003723,0.20430970191955566
new,0.2130378633737564,0.20695649087429047,0.16119444370269775,0.2208656519651413,0.18274620175361633,0.24585270881652832,0.3214259147644043,0.15947334468364716,0.22016477584838867,0.14782847464084625
paltz,0.24496395885944366,0.18820823729038239,0.18518173694610596,0.16366490721702576,0.17876192927360535,0.23528601229190826,0.18124626576900482,0.15649862587451935,0.18952438235282898,0.16159473359584808
.,0.3567904531955719,0.2060975730419159,0.2760866582393646,0.4569662809371948,0.25461071729660034,0.515582263469696,0.50484299659729,0.21067677438259125,0.21915630996227264,0.4130953550338745
