,what,states,that,united,methodist,theology,is,at,once,``,catholic,",",evangelical,and,reformed,?,''
methodist,0.17637217044830322,0.3077499568462372,0.18170638382434845,0.3283560872077942,1.0,0.48859643936157227,0.14683330059051514,0.20030651986598969,0.1990397423505783,0.03372980281710625,0.49647268652915955,0.2960420250892639,0.6271317005157471,0.2376793771982193,0.41018667817115784,0.1436992734670639,0.03345853462815285
theology,0.322174996137619,0.19449584186077118,0.24011117219924927,0.17176271975040436,0.48859643936157227,1.0000001192092896,0.16262532770633698,0.21463027596473694,0.07215437293052673,0.031040364876389503,0.5228066444396973,0.23964712023735046,0.5081013441085815,0.22933346033096313,0.4242316484451294,0.1560962051153183,-0.0035823769867420197
is,0.28837618231773376,0.21939043700695038,0.3995479643344879,0.22408509254455566,0.14683330059051514,0.16262532770633698,1.0,0.25906258821487427,0.3481405973434448,0.058766357600688934,0.19233417510986328,0.4691906273365021,0.1770225465297699,0.3859752118587494,0.13946837186813354,0.22961433231830597,0.0793738141655922
at,0.2838611304759979,0.19903600215911865,0.3183255195617676,0.2064037322998047,0.20030651986598969,0.21463027596473694,0.25906258821487427,1.0,0.27672383189201355,-0.07642947137355804,0.1730097085237503,0.38314947485923767,0.10569465160369873,0.3571503460407257,0.1003691777586937,0.21978627145290375,0.04379578307271004
once,0.38428619503974915,0.1958492249250412,0.4772558808326721,0.21530190110206604,0.1990397423505783,0.07215437293052673,0.3481405973434448,0.27672383189201355,1.0,0.03983129933476448,0.10744470357894897,0.32163992524147034,0.15648135542869568,0.31971874833106995,0.1274331659078598,0.17750471830368042,-0.054738935083150864
``,0.008517155423760414,0.029627995565533638,0.05285148695111275,0.0029474215116351843,0.03372980281710625,0.031040364876389503,0.058766357600688934,-0.07642947137355804,0.03983129933476448,1.0,0.11989553272724152,0.09681109338998795,0.024510283023118973,0.036644238978624344,0.03630306199193001,0.0685480609536171,-0.09173435717821121
catholic,0.1882777214050293,0.18949392437934875,0.2050773948431015,0.1828385889530182,0.49647268652915955,0.5228066444396973,0.19233417510986328,0.1730097085237503,0.10744470357894897,0.11989553272724152,1.0000001192092896,0.2713983952999115,0.47655946016311646,0.2147825062274933,0.3928107023239136,0.16609853506088257,0.025899190455675125
",",0.3087472915649414,0.3315127193927765,0.4137537479400635,0.3053959608078003,0.2960420250892639,0.23964712023735046,0.4691906273365021,0.38314947485923767,0.32163992524147034,0.09681109338998795,0.2713983952999115,1.0000001192092896,0.23518498241901398,0.6633074283599854,0.2146388739347458,0.31091248989105225,-0.037358131259679794
evangelical,0.20315878093242645,0.20974111557006836,0.18250377476215363,0.2384873330593109,0.6271317005157471,0.5081013441085815,0.1770225465297699,0.10569465160369873,0.15648135542869568,0.024510283023118973,0.47655946016311646,0.23518498241901398,1.0,0.18154942989349365,0.4239794611930847,0.16597984731197357,-0.03543643280863762
",",0.3087472915649414,0.3315127193927765,0.4137537479400635,0.3053959608078003,0.2960420250892639,0.23964712023735046,0.4691906273365021,0.38314947485923767,0.32163992524147034,0.09681109338998795,0.2713983952999115,1.0000001192092896,0.23518498241901398,0.6633074283599854,0.2146388739347458,0.31091248989105225,-0.037358131259679794
and,0.31309178471565247,0.2974761426448822,0.4731321930885315,0.28213179111480713,0.2376793771982193,0.22933346033096313,0.3859752118587494,0.3571503460407257,0.31971874833106995,0.036644238978624344,0.2147825062274933,0.6633074283599854,0.18154942989349365,1.0,0.297204852104187,0.20544172823429108,0.021612688899040222
reformed,0.19874340295791626,0.15351025760173798,0.20543436706066132,0.1606282740831375,0.41018667817115784,0.4242316484451294,0.13946837186813354,0.1003691777586937,0.1274331659078598,0.03630306199193001,0.3928107023239136,0.2146388739347458,0.4239794611930847,0.297204852104187,1.0,0.11769431829452515,-0.02668549120426178
.,0.3567904531955719,0.33941102027893066,0.4460422694683075,0.3406063914299011,0.30669423937797546,0.20223373174667358,0.4569662809371948,0.4549728035926819,0.32454150915145874,0.05720457062125206,0.270730584859848,0.6812511086463928,0.2526514530181885,0.588965117931366,0.28055551648139954,0.4130953550338745,-0.07181349396705627
'',0.08143015950918198,-0.06360612064599991,0.007880004122853279,-0.05345742404460907,0.03345853462815285,-0.0035823769867420197,0.0793738141655922,0.04379578307271004,-0.054738935083150864,-0.09173435717821121,0.025899190455675125,-0.037358131259679794,-0.03543643280863762,0.021612688899040222,-0.02668549120426178,0.018684765323996544,1.0
