,what,is,a,kind,of,defense,response,that,makes,the,entire,plant,resistant,to,a,particular,agent,?
prevent,0.2723881006240845,0.1984136700630188,0.23738086223602295,0.2244904488325119,0.22669163346290588,0.2365473210811615,0.2768191397190094,0.3359993100166321,0.25540846586227417,0.2841009497642517,0.21419191360473633,0.2180984765291214,0.35475531220436096,0.3492564558982849,0.23738086223602295,0.26863598823547363,0.19934982061386108,0.2547389566898346
the,0.42745697498321533,0.5823672413825989,0.5829201340675354,0.2516445517539978,0.733189046382904,0.2604767382144928,0.28909924626350403,0.5473989248275757,0.3029823303222656,1.0,0.4870373010635376,0.28395459055900574,0.19982527196407318,0.535392165184021,0.5829201340675354,0.4066357910633087,0.1308915615081787,0.22068053483963013
spread,0.22287604212760925,0.17351946234703064,0.17979469895362854,0.2282324582338333,0.2895529866218567,0.1305219829082489,0.18069207668304443,0.2891821265220642,0.2367517650127411,0.28994160890579224,0.23411424458026886,0.1947988122701645,0.31059807538986206,0.2748686373233795,0.17979469895362854,0.283037930727005,0.19181743264198303,0.16482828557491302
of,0.33290785551071167,0.4854315221309662,0.5052502155303955,0.2285657674074173,1.0,0.27720823884010315,0.21864040195941925,0.41498205065727234,0.2927091419696808,0.733189046382904,0.3766143023967743,0.26645857095718384,0.23532404005527496,0.41548454761505127,0.5052502155303955,0.3490585684776306,0.10356795787811279,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,0.5829201340675354,0.2516445517539978,0.733189046382904,0.2604767382144928,0.28909924626350403,0.5473989248275757,0.3029823303222656,1.0,0.4870373010635376,0.28395459055900574,0.19982527196407318,0.535392165184021,0.5829201340675354,0.4066357910633087,0.1308915615081787,0.22068053483963013
disease,0.2391042411327362,0.23218606412410736,0.18050196766853333,0.17448075115680695,0.22984620928764343,0.18498694896697998,0.2632257640361786,0.2282186597585678,0.14400959014892578,0.22720423340797424,0.1714305728673935,0.2572440505027771,0.29548242688179016,0.261801153421402,0.18050196766853333,0.23995789885520935,0.2152957171201706,0.16159942746162415
to,0.455847829580307,0.42745086550712585,0.45503583550453186,0.28460726141929626,0.41548454761505127,0.22797247767448425,0.277526319026947,0.5436353087425232,0.35811367630958557,0.535392165184021,0.37588366866111755,0.20493197441101074,0.2521497905254364,1.0,0.45503583550453186,0.40318208932876587,0.21088580787181854,0.29463258385658264
other,0.341873437166214,0.25895947217941284,0.2806335389614105,0.2729318141937256,0.38583824038505554,0.22849886119365692,0.19916503131389618,0.5570666193962097,0.25012078881263733,0.44152235984802246,0.2549552321434021,0.24403789639472961,0.2747619152069092,0.4193183183670044,0.2806335389614105,0.47361671924591064,0.17147502303123474,0.24682199954986572
parts,0.3415631353855133,0.330430269241333,0.2777566909790039,0.22943571209907532,0.3379773199558258,0.10506370663642883,0.16403524577617645,0.3359212577342987,0.28405800461769104,0.4042440354824066,0.40138381719589233,0.22942261397838593,0.19904467463493347,0.24449384212493896,0.2777566909790039,0.27963554859161377,0.06031616032123566,0.12310896813869476
of,0.33290785551071167,0.4854315221309662,0.5052502155303955,0.2285657674074173,1.0,0.27720823884010315,0.21864040195941925,0.41498205065727234,0.2927091419696808,0.733189046382904,0.3766143023967743,0.26645857095718384,0.23532404005527496,0.41548454761505127,0.5052502155303955,0.3490585684776306,0.10356795787811279,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,0.5829201340675354,0.2516445517539978,0.733189046382904,0.2604767382144928,0.28909924626350403,0.5473989248275757,0.3029823303222656,1.0,0.4870373010635376,0.28395459055900574,0.19982527196407318,0.535392165184021,0.5829201340675354,0.4066357910633087,0.1308915615081787,0.22068053483963013
plant,0.23371253907680511,0.2497083991765976,0.2010895311832428,0.23688256740570068,0.26645857095718384,0.1354578286409378,0.18086710572242737,0.23316219449043274,0.21639394760131836,0.28395459055900574,0.22749494016170502,1.0,0.32401686906814575,0.20493197441101074,0.2010895311832428,0.2244502156972885,0.12695132195949554,0.16613075137138367
.,0.3567904531955719,0.4569662809371948,0.50484299659729,0.21254374086856842,0.5352458953857422,0.26610422134399414,0.2878446877002716,0.4460422694683075,0.265095978975296,0.5934505462646484,0.31781989336013794,0.25658002495765686,0.23180009424686432,0.4645031690597534,0.50484299659729,0.28589439392089844,0.25213178992271423,0.4130953550338745
