,a,growing,number,of,new,forms,of,procurement,involves,what,?
on,0.3848365545272827,0.1896074265241623,0.2978411018848419,0.3966929316520691,0.31106263399124146,0.18131625652313232,0.3966929316520691,0.2104976624250412,0.1868361383676529,0.34226128458976746,0.2714994251728058
a,1.0,0.26935911178588867,0.2992287278175354,0.5052502155303955,0.3214259147644043,0.31878992915153503,0.5052502155303955,0.2955470085144043,0.35207560658454895,0.3320399522781372,0.23916715383529663
co-operative,0.29338517785072327,0.1587485671043396,0.16894535720348358,0.26547348499298096,0.19076968729496002,0.19760140776634216,0.26547348499298096,0.4093524217605591,0.33967483043670654,0.27789732813835144,0.1858779340982437
relationship,0.25691166520118713,0.24548038840293884,0.13119778037071228,0.22000651061534882,0.18382105231285095,0.21474699676036835,0.22000651061534882,0.23474182188510895,0.299693763256073,0.24358563125133514,0.11361731588840485
between,0.29385313391685486,0.19811703264713287,0.22219079732894897,0.3737983703613281,0.20217913389205933,0.2800103425979614,0.3737983703613281,0.1885511726140976,0.29668158292770386,0.2462156116962433,0.12887074053287506
the,0.5829201340675354,0.33280637860298157,0.35145696997642517,0.733189046382904,0.3845241069793701,0.2950737178325653,0.733189046382904,0.3154159188270569,0.25744810700416565,0.42745697498321533,0.22068053483963013
principal,0.15884900093078613,0.1539103239774704,0.20066975057125092,0.25824129581451416,0.1777266561985016,0.15513421595096588,0.25824129581451416,0.23777173459529877,0.13858662545681,0.1582305133342743,0.10016445070505142
and,0.3739250600337982,0.3007805347442627,0.28545793890953064,0.5116966962814331,0.31402453780174255,0.31425848603248596,0.5116966962814331,0.25993871688842773,0.2851496934890747,0.31309178471565247,0.20544172823429108
contractor,0.24873769283294678,0.0986514464020729,0.11585407704114914,0.189218208193779,0.1466059535741806,0.10758435726165771,0.189218208193779,0.4133409559726715,0.2209973931312561,0.17357058823108673,0.07686037570238113
and,0.3739250600337982,0.3007805347442627,0.28545793890953064,0.5116966962814331,0.31402453780174255,0.31425848603248596,0.5116966962814331,0.25993871688842773,0.2851496934890747,0.31309178471565247,0.20544172823429108
other,0.2806335389614105,0.26645466685295105,0.3754757344722748,0.38583824038505554,0.2957918047904968,0.30812856554985046,0.38583824038505554,0.2545953392982483,0.26500648260116577,0.341873437166214,0.24682199954986572
stakeholders,0.27028921246528625,0.1932903379201889,0.21363647282123566,0.2500039339065552,0.17808590829372406,0.17011474072933197,0.2500039339065552,0.40821054577827454,0.2724063992500305,0.24935218691825867,0.23692873120307922
within,0.3858051896095276,0.1991056203842163,0.29490411281585693,0.39594778418540955,0.23842696845531464,0.26317811012268066,0.39594778418540955,0.27664679288864136,0.24835126101970673,0.2498195916414261,0.1870293766260147
a,1.0,0.26935911178588867,0.2992287278175354,0.5052502155303955,0.3214259147644043,0.31878992915153503,0.5052502155303955,0.2955470085144043,0.35207560658454895,0.3320399522781372,0.23916715383529663
construction,0.25036895275115967,0.21797116100788116,0.13548493385314941,0.2815735340118408,0.2525217533111572,0.15417122840881348,0.2815735340118408,0.371708482503891,0.1520182341337204,0.20329850912094116,0.13494056463241577
project,0.2328382134437561,0.19763343036174774,0.15790507197380066,0.17578177154064178,0.18836385011672974,0.10684721916913986,0.17578177154064178,0.28407225012779236,0.1755056530237198,0.27033838629722595,0.30569031834602356
.,0.50484299659729,0.2699389159679413,0.3256329298019409,0.5352458953857422,0.35031336545944214,0.24305115640163422,0.5352458953857422,0.24404284358024597,0.17409084737300873,0.3567904531955719,0.4130953550338745
