,what,is,one,result,of,civil,rebellion,?
",",0.3087472915649414,0.4691906273365021,0.3696635365486145,0.23341737687587738,0.4946078956127167,0.24795588850975037,0.17869777977466583,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.42438167333602905,0.27436327934265137,0.5116966962814331,0.25259146094322205,0.18595951795578003,0.20544172823429108
if,0.5277165174484253,0.30927813053131104,0.37931159138679504,0.42563605308532715,0.2557544410228729,0.12512178719043732,0.12326362729072571,0.4441644251346588
one,0.376489520072937,0.4544198513031006,1.0000001192092896,0.2606547176837921,0.4999135136604309,0.15266822278499603,0.1550287902355194,0.2673267424106598
can,0.34502777457237244,0.44256699085235596,0.34032124280929565,0.2741678059101105,0.2603091299533844,0.12476041913032532,0.09826377034187317,0.3226337134838104
not,0.5449194312095642,0.3776007890701294,0.3642125129699707,0.37978997826576233,0.3307090103626251,0.18740713596343994,0.16232873499393463,0.41942933201789856
justify,0.4040449857711792,0.12031934410333633,0.21803215146064758,0.2415141463279724,0.17726022005081177,0.17227116227149963,0.18329177796840668,0.3789809048175812
civil,0.15091551840305328,0.16941262781620026,0.15266822278499603,0.12546604871749878,0.24698495864868164,1.0,0.374906986951828,0.1494513899087906
rebellion,0.20742425322532654,0.16987597942352295,0.1550287902355194,0.11149200797080994,0.22559593617916107,0.374906986951828,0.9999999403953552,0.10071789473295212
",",0.3087472915649414,0.4691906273365021,0.3696635365486145,0.23341737687587738,0.4946078956127167,0.24795588850975037,0.17869777977466583,0.31091248989105225
then,0.4072686731815338,0.24618037045001984,0.35938480496406555,0.33766916394233704,0.2937326431274414,0.16038604080677032,0.15117323398590088,0.2884598970413208
one,0.376489520072937,0.4544198513031006,1.0000001192092896,0.2606547176837921,0.4999135136604309,0.15266822278499603,0.1550287902355194,0.2673267424106598
can,0.34502777457237244,0.44256699085235596,0.34032124280929565,0.2741678059101105,0.2603091299533844,0.12476041913032532,0.09826377034187317,0.3226337134838104
not,0.5449194312095642,0.3776007890701294,0.3642125129699707,0.37978997826576233,0.3307090103626251,0.18740713596343994,0.16232873499393463,0.41942933201789856
justify,0.4040449857711792,0.12031934410333633,0.21803215146064758,0.2415141463279724,0.17726022005081177,0.17227116227149963,0.18329177796840668,0.3789809048175812
a,0.3320399522781372,0.658733606338501,0.4910551905632019,0.2767398953437805,0.5052502155303955,0.21693918108940125,0.14913007616996765,0.23916715383529663
civil,0.15091551840305328,0.16941262781620026,0.15266822278499603,0.12546604871749878,0.24698495864868164,1.0,0.374906986951828,0.1494513899087906
disobedients,0.3241478204727173,0.22793690860271454,0.23279812932014465,0.26496100425720215,0.32510921359062195,0.5063242316246033,0.40903976559638977,0.18925230205059052
',0.3245812654495239,0.5508411526679993,0.36029258370399475,0.23247525095939636,0.39136970043182373,0.16727153956890106,0.14378932118415833,0.330942302942276
use,0.3453877568244934,0.3357410430908203,0.3501819968223572,0.24260078370571136,0.2750902473926544,0.14527635276317596,0.1256217062473297,0.32795652747154236
of,0.33290785551071167,0.4854315221309662,0.4999135136604309,0.231380432844162,1.0,0.24698495864868164,0.22559593617916107,0.1826142966747284
force,0.16915984451770782,0.22036980092525482,0.23989498615264893,0.23025190830230713,0.27094775438308716,0.2514438331127167,0.2731624245643616,0.1650998443365097
and,0.31309178471565247,0.3859752118587494,0.42438167333602905,0.27436327934265137,0.5116966962814331,0.25259146094322205,0.18595951795578003,0.20544172823429108
violence,0.24788525700569153,0.17799268662929535,0.19593575596809387,0.19118745625019073,0.21331627666950226,0.2751532793045044,0.3243230879306793,0.20634515583515167
and,0.31309178471565247,0.3859752118587494,0.42438167333602905,0.27436327934265137,0.5116966962814331,0.25259146094322205,0.18595951795578003,0.20544172823429108
refusal,0.3242574632167816,0.20584021508693695,0.1907695084810257,0.2450568526983261,0.27877381443977356,0.26123160123825073,0.30797141790390015,0.21465960144996643
to,0.455847829580307,0.42745086550712585,0.4025384783744812,0.23653174936771393,0.41548454761505127,0.2019355595111847,0.19780826568603516,0.29463258385658264
submit,0.2869082987308502,0.09407678246498108,0.1384904533624649,0.1693316251039505,0.2136346697807312,0.161521315574646,0.18093033134937286,0.27356526255607605
to,0.455847829580307,0.42745086550712585,0.4025384783744812,0.23653174936771393,0.41548454761505127,0.2019355595111847,0.19780826568603516,0.29463258385658264
arrest,0.19790410995483398,0.17170242965221405,0.14508625864982605,0.13149859011173248,0.21176666021347046,0.2031911313533783,0.3013167381286621,0.1830197125673294
.,0.3567904531955719,0.4569662809371948,0.4123194217681885,0.31092435121536255,0.5352458953857422,0.2541380822658539,0.16516093909740448,0.4130953550338745
