,what,did,martin,luther,believe,achieved,god,'s,grace,?
but,0.5029441118240356,0.49033689498901367,0.15676088631153107,0.20694120228290558,0.46961119771003723,0.29037272930145264,0.2278047651052475,0.04136733338236809,0.1862984299659729,0.27921953797340393
is,0.28837618231773376,0.19247472286224365,0.17765893042087555,0.08282390236854553,0.27537423372268677,0.17253297567367554,0.2211674600839615,0.02396530658006668,0.17061445116996765,0.22961433231830597
received,0.1010502278804779,0.3125181496143341,0.17191408574581146,0.1771141141653061,0.1121419295668602,0.3126441538333893,0.11055153608322144,-0.07378163188695908,0.14585521817207336,0.11905962228775024
only,0.41415658593177795,0.4039593040943146,0.17282259464263916,0.10428047180175781,0.3713480234146118,0.28589287400245667,0.2393946647644043,0.08984304964542389,0.20812493562698364,0.2767370045185089
as,0.31749409437179565,0.3596470057964325,0.13608874380588531,0.20242992043495178,0.26277852058410645,0.1931815892457962,0.20248441398143768,-0.05775856226682663,0.17881780862808228,0.27043893933296204
a,0.3320399522781372,0.2552328109741211,0.2163310945034027,0.17967689037322998,0.2732302248477936,0.23914574086666107,0.18792781233787537,0.04866964742541313,0.2073177546262741,0.23916715383529663
free,0.22754132747650146,0.1839899867773056,0.17983868718147278,0.21303489804267883,0.17687095701694489,0.08791054040193558,0.12248140573501587,0.040468521416187286,0.0871875062584877,0.1278279572725296
gift,0.22758355736732483,0.203318253159523,0.16153976321220398,0.16766926646232605,0.23557652533054352,0.16552558541297913,0.3752930164337158,0.0963224545121193,0.2487061321735382,0.1950901448726654
of,0.33290785551071167,0.2513895630836487,0.13722093403339386,0.1719115972518921,0.2925758957862854,0.2701522707939148,0.2159487009048462,-0.03817026689648628,0.2101200968027115,0.1826142966747284
god,0.3127830922603607,0.2420882135629654,0.1581551879644394,0.2238161414861679,0.4326002597808838,0.16737522184848785,1.0,0.1100120022892952,0.3407481610774994,0.23396754264831543
's,0.02692362666130066,0.05069678649306297,0.07599356025457382,-0.009990512393414974,0.00462753139436245,0.03898480162024498,0.1100120022892952,0.9999999403953552,0.048655685037374496,-0.023395681753754616
grace,0.16722138226032257,0.17420122027397156,0.24297985434532166,0.2020328938961029,0.26188990473747253,0.20248964428901672,0.3407481610774994,0.048655685037374496,1.0,0.16775278747081757
through,0.23167094588279724,0.14190755784511566,0.10356607288122177,0.14776484668254852,0.22945746779441833,0.24636076390743256,0.14434312283992767,-0.020649312064051628,0.14358291029930115,0.16913433372974396
faith,0.3120079040527344,0.24413958191871643,0.12563897669315338,0.2839079797267914,0.4300955533981323,0.23672132194042206,0.40165990591049194,0.07204221934080124,0.40525105595588684,0.2833177447319031
in,0.30808621644973755,0.2593238651752472,0.22752496600151062,0.20523880422115326,0.20806841552257538,0.24532650411128998,0.1355067938566208,-0.037580832839012146,0.16484299302101135,0.20430970191955566
jesus,0.307744562625885,0.18355801701545715,0.26235201954841614,0.2590349614620209,0.3868337571620941,0.1882997453212738,0.5464273691177368,0.060438502579927444,0.2662196755409241,0.19975169003009796
christ,0.2615339457988739,0.17013269662857056,0.2037845402956009,0.2758595049381256,0.28132468461990356,0.14850817620754242,0.4998750388622284,0.054941605776548386,0.3065432906150818,0.13772203028202057
as,0.31749409437179565,0.3596470057964325,0.13608874380588531,0.20242992043495178,0.26277852058410645,0.1931815892457962,0.20248441398143768,-0.05775856226682663,0.17881780862808228,0.27043893933296204
redeemer,0.26896634697914124,0.2107132524251938,0.21834690868854523,0.32033321261405945,0.39370885491371155,0.20948289334774017,0.43072637915611267,0.007148400880396366,0.2941570580005646,0.20942576229572296
from,0.2737620174884796,0.20248863101005554,0.10372040420770645,0.10716932266950607,0.2082303762435913,0.17882513999938965,0.12797066569328308,-0.01936490088701248,0.16564695537090302,0.19969791173934937
sin,0.2028670310974121,0.12168633192777634,0.08242776244878769,0.09982562065124512,0.3103500306606293,0.09765803068876266,0.4046735167503357,-0.012886864133179188,0.21896445751190186,0.17164617776870728
.,0.3567904531955719,0.35288307070732117,0.25235527753829956,0.24907569587230682,0.26988279819488525,0.2196163535118103,0.2337683141231537,-0.003708066651597619,0.22931961715221405,0.4130953550338745
