,what,could,justify,restrictions,on,freedom,of,establishment,?
to,0.455847829580307,0.5461788773536682,0.27110159397125244,0.36881786584854126,0.41031414270401,0.24531033635139465,0.41548454761505127,0.17847758531570435,0.29463258385658264
participate,0.26813289523124695,0.1972445845603943,0.2611420452594757,0.28914520144462585,0.18982598185539246,0.23535321652889252,0.17425011098384857,0.24541907012462616,0.2079276293516159
in,0.30808621644973755,0.29357993602752686,0.14288990199565887,0.21957461535930634,0.46853652596473694,0.18632450699806213,0.5696388483047485,0.329694002866745,0.20430970191955566
work,0.3762225806713104,0.32390448451042175,0.2386617213487625,0.3097470700740814,0.26663315296173096,0.24059580266475677,0.23473061621189117,0.21393617987632751,0.2621155381202698
",",0.3087472915649414,0.27399855852127075,0.20132553577423096,0.2838693857192993,0.49057599902153015,0.2331300526857376,0.4946078956127167,0.20188406109809875,0.31091248989105225
or,0.33867141604423523,0.4357736110687256,0.2659721076488495,0.3247548043727875,0.2897229492664337,0.1912631094455719,0.3792596757411957,0.18955759704113007,0.32389625906944275
the,0.42745697498321533,0.35393214225769043,0.16716225445270538,0.2840818166732788,0.5107308030128479,0.24307598173618317,0.733189046382904,0.344906210899353,0.22068053483963013
public,0.1729622185230255,0.1925516426563263,0.2518661618232727,0.3047400414943695,0.25951382517814636,0.27265664935112,0.2391265481710434,0.28439971804618835,0.19872993230819702
interest,0.23849236965179443,0.26531311869621277,0.24430668354034424,0.31140580773353577,0.23407423496246338,0.1799681931734085,0.2115241438150406,0.25941312313079834,0.2411724328994751
in,0.30808621644973755,0.29357993602752686,0.14288990199565887,0.21957461535930634,0.46853652596473694,0.18632450699806213,0.5696388483047485,0.329694002866745,0.20430970191955566
collecting,0.3264275789260864,0.280918687582016,0.18749745190143585,0.2503138780593872,0.24664168059825897,0.12693792581558228,0.3328685462474823,0.15881508588790894,0.1986284703016281
taxes,0.2839719355106354,0.25880861282348633,0.25508639216423035,0.42046791315078735,0.16564342379570007,0.2993791401386261,0.24622385203838348,0.22069929540157318,0.18323048949241638
",",0.3087472915649414,0.27399855852127075,0.20132553577423096,0.2838693857192993,0.49057599902153015,0.2331300526857376,0.4946078956127167,0.20188406109809875,0.31091248989105225
denial,0.3593922257423401,0.2874026894569397,0.3936837613582611,0.3012771010398865,0.16925230622291565,0.32373830676078796,0.18925368785858154,0.20883536338806152,0.2695847749710083
of,0.33290785551071167,0.29043012857437134,0.17726022005081177,0.23272474110126495,0.3966929316520691,0.26562249660491943,1.0,0.27824047207832336,0.1826142966747284
capacity,0.16428391635417938,0.2399493306875229,0.17032450437545776,0.27891096472740173,0.12863174080848694,0.17729587852954865,0.21035969257354736,0.19181689620018005,0.17383241653442383
went,0.20164033770561218,0.3807671368122101,0.09196022897958755,0.18559500575065613,0.29989129304885864,0.09239703416824341,0.2527906000614166,0.1909039467573166,0.12109432369470596
too,0.4120715260505676,0.4116368889808655,0.31690436601638794,0.33876246213912964,0.2733546495437622,0.1467122584581375,0.22150669991970062,0.1397789716720581,0.33757779002189636
far,0.34794166684150696,0.3004508912563324,0.23254892230033875,0.28894108533859253,0.30512481927871704,0.17834670841693878,0.3005201518535614,0.13287056982517242,0.2170870453119278
:,-0.12022944539785385,-0.10395435243844986,-0.06394947320222855,-0.09806676208972931,-0.06502202153205872,0.00617059925571084,-0.08807745575904846,0.007162643130868673,-0.07156077772378922
it,0.45803478360176086,0.329755574464798,0.17877502739429474,0.2622617483139038,0.4529881477355957,0.1772974133491516,0.38761502504348755,0.26412326097488403,0.25732165575027466
was,0.22111038863658905,0.39896807074546814,0.1483527570962906,0.1795409768819809,0.3909217119216919,0.18240031599998474,0.4069072902202606,0.25249096751213074,0.18412111699581146
an,0.2821882665157318,0.24300263822078705,0.17192456126213074,0.2184322625398636,0.3192969560623169,0.16416078805923462,0.32280945777893066,0.15777750313282013,0.19793890416622162
``,0.008517155423760414,0.07445607334375381,0.06967794895172119,0.07561474293470383,-0.03274054825305939,0.06812628358602524,0.06780257821083069,0.09731770306825638,0.0685480609536171
outright,0.3664211630821228,0.3883207440376282,0.5008081793785095,0.4709436893463135,0.2219449281692505,0.2846110761165619,0.21281252801418304,0.2970177233219147,0.340726375579834
negation,0.29476937651634216,0.2518792152404785,0.31573864817619324,0.34771931171417236,0.2615041732788086,0.23388978838920593,0.22688134014606476,0.2617120146751404,0.18449290096759796
'',0.08143015950918198,-0.0027024701703339815,0.07361524552106857,-0.0076571302488446236,0.04238596186041832,-0.051051508635282516,0.13035868108272552,0.027695966884493828,0.018684765323996544
of,0.33290785551071167,0.29043012857437134,0.17726022005081177,0.23272474110126495,0.3966929316520691,0.26562249660491943,1.0,0.27824047207832336,0.1826142966747284
the,0.42745697498321533,0.35393214225769043,0.16716225445270538,0.2840818166732788,0.5107308030128479,0.24307598173618317,0.733189046382904,0.344906210899353,0.22068053483963013
right,0.38502591848373413,0.32176151871681213,0.3304249048233032,0.27775394916534424,0.269443154335022,0.3039718270301819,0.22473211586475372,0.13110338151454926,0.27135515213012695
of,0.33290785551071167,0.29043012857437134,0.17726022005081177,0.23272474110126495,0.3966929316520691,0.26562249660491943,1.0,0.27824047207832336,0.1826142966747284
establishment,0.1702135056257248,0.1316835582256317,0.2728269696235657,0.29388511180877686,0.15358547866344452,0.23170560598373413,0.27824047207832336,1.0000001192092896,0.1661023646593094
.,0.3567904531955719,0.3200591504573822,0.1799735277891159,0.2609763741493225,0.49257001280784607,0.20181594789028168,0.5352458953857422,0.2261180579662323,0.4130953550338745
,what,could,justify,restrictions,on,freedom,of,establishment,?
the,0.42745697498321533,0.35393214225769043,0.16716225445270538,0.2840818166732788,0.5107308030128479,0.24307598173618317,0.733189046382904,0.344906210899353,0.22068053483963013
court,0.23440583050251007,0.2330874651670456,0.3160705864429474,0.23837000131607056,0.23630931973457336,0.2519204616546631,0.28835242986679077,0.21075400710105896,0.17100423574447632
of,0.33290785551071167,0.29043012857437134,0.17726022005081177,0.23272474110126495,0.3966929316520691,0.26562249660491943,1.0,0.27824047207832336,0.1826142966747284
justice,0.21462921798229218,0.16897235810756683,0.41018345952033997,0.18839026987552643,0.1708904355764389,0.3068634271621704,0.2658293545246124,0.1942489743232727,0.19269752502441406
held,0.0974166989326477,0.18525367975234985,0.09498259425163269,0.1709698587656021,0.2410694807767868,0.16378629207611084,0.28960686922073364,0.22631382942199707,0.14103956520557404
that,0.6297725439071655,0.5584503412246704,0.39177945256233215,0.39437928795814514,0.42569106817245483,0.2599881887435913,0.41498205065727234,0.26937738060951233,0.32716336846351624
denmark,0.14418567717075348,0.13450510799884796,0.12951642274856567,0.1690238118171692,0.20964564383029938,0.1433890461921692,0.23152917623519897,0.24164734780788422,0.12332404404878616
's,0.02692362666130066,0.02905246801674366,0.005273730959743261,-0.019791865721344948,0.0026888418942689896,-0.022717459127306938,-0.03817026689648628,-0.08286910504102707,-0.023395681753754616
minimum,0.2632068395614624,0.32990509271621704,0.32893186807632446,0.41300493478775024,0.15656337141990662,0.18828333914279938,0.23140138387680054,0.17539319396018982,0.19625477492809296
capital,0.17967931926250458,0.1484217494726181,0.08270392566919327,0.10918079316616058,0.15679915249347687,0.12596215307712555,0.30823585391044617,0.2160770744085312,0.0907452180981636
law,0.2145031988620758,0.21221469342708588,0.21494121849536896,0.338135689496994,0.13878796994686127,0.2943321466445923,0.2816956341266632,0.2631070911884308,0.1528988480567932
infringed,0.28433918952941895,0.313679039478302,0.32541558146476746,0.4323766231536865,0.19381089508533478,0.32428300380706787,0.21162864565849304,0.21799664199352264,0.2920352518558502
centros,0.14678096771240234,0.1278102546930313,0.20797251164913177,0.1610655039548874,0.14013837277889252,0.1842452436685562,0.25904572010040283,0.2863668203353882,0.195613831281662
ltd,0.06340961158275604,0.11061514914035797,0.039562828838825226,0.15364034473896027,0.11693784594535828,0.14896231889724731,0.14183400571346283,0.12322241067886353,0.13418078422546387
's,0.02692362666130066,0.02905246801674366,0.005273730959743261,-0.019791865721344948,0.0026888418942689896,-0.022717459127306938,-0.03817026689648628,-0.08286910504102707,-0.023395681753754616
freedom,0.21405836939811707,0.20246784389019012,0.2661219835281372,0.3476826846599579,0.14023002982139587,1.0,0.26562249660491943,0.23170560598373413,0.1626027375459671
of,0.33290785551071167,0.29043012857437134,0.17726022005081177,0.23272474110126495,0.3966929316520691,0.26562249660491943,1.0,0.27824047207832336,0.1826142966747284
establishment,0.1702135056257248,0.1316835582256317,0.2728269696235657,0.29388511180877686,0.15358547866344452,0.23170560598373413,0.27824047207832336,1.0000001192092896,0.1661023646593094
and,0.31309178471565247,0.3385082483291626,0.20522759854793549,0.2769484221935272,0.4077630043029785,0.23808901011943817,0.5116966962814331,0.20570623874664307,0.20544172823429108
could,0.4188697934150696,0.9999998807907104,0.29902875423431396,0.37581130862236023,0.2953716814517975,0.20246784389019012,0.29043012857437134,0.1316835582256317,0.3411986827850342
not,0.5449194312095642,0.5930190086364746,0.3795989155769348,0.41423073410987854,0.3516409695148468,0.23830439150333405,0.3307090103626251,0.19496431946754456,0.41942933201789856
be,0.3929833769798279,0.4791525900363922,0.30188149213790894,0.38689589500427246,0.37900757789611816,0.203146293759346,0.33904364705085754,0.14947816729545593,0.3324260413646698
justified,0.3712652921676636,0.30961430072784424,0.76263827085495,0.3355173170566559,0.26060429215431213,0.17064210772514343,0.21700510382652283,0.2007025182247162,0.38761505484580994
",",0.3087472915649414,0.27399855852127075,0.20132553577423096,0.2838693857192993,0.49057599902153015,0.2331300526857376,0.4946078956127167,0.20188406109809875,0.31091248989105225
because,0.46729007363319397,0.49009889364242554,0.3080222010612488,0.3577493727207184,0.33021900057792664,0.2512587010860443,0.4075504541397095,0.16510896384716034,0.2528740465641022
a,0.3320399522781372,0.3736826181411743,0.23985245823860168,0.22060136497020721,0.3848365545272827,0.19889307022094727,0.5052502155303955,0.22452953457832336,0.23916715383529663
company,0.2333769053220749,0.15805432200431824,0.07827068865299225,0.12712396681308746,0.23664942383766174,0.14307455718517303,0.20467796921730042,0.20139865577220917,0.12195809185504913
in,0.30808621644973755,0.29357993602752686,0.14288990199565887,0.21957461535930634,0.46853652596473694,0.18632450699806213,0.5696388483047485,0.329694002866745,0.20430970191955566
the,0.42745697498321533,0.35393214225769043,0.16716225445270538,0.2840818166732788,0.5107308030128479,0.24307598173618317,0.733189046382904,0.344906210899353,0.22068053483963013
uk,0.17163191735744476,0.1607351452112198,0.1710629016160965,0.2474910467863083,0.2875306308269501,0.1719355583190918,0.21513383090496063,0.11545348167419434,0.20222434401512146
could,0.4188697934150696,0.9999998807907104,0.29902875423431396,0.37581130862236023,0.2953716814517975,0.20246784389019012,0.29043012857437134,0.1316835582256317,0.3411986827850342
admittedly,0.39011460542678833,0.3166966140270233,0.42402613162994385,0.41999632120132446,0.2492327094078064,0.2028195559978485,0.2416028380393982,0.32126760482788086,0.33574625849723816
provide,0.27049049735069275,0.3600213825702667,0.4166567027568817,0.3841169774532318,0.250570684671402,0.20942966639995575,0.27198103070259094,0.2044288069009781,0.22704634070396423
services,0.16048473119735718,0.23579655587673187,0.12347190827131271,0.3555211126804352,0.22515536844730377,0.23425203561782837,0.23787347972393036,0.18982963263988495,0.1328447163105011
in,0.30808621644973755,0.29357993602752686,0.14288990199565887,0.21957461535930634,0.46853652596473694,0.18632450699806213,0.5696388483047485,0.329694002866745,0.20430970191955566
denmark,0.14418567717075348,0.13450510799884796,0.12951642274856567,0.1690238118171692,0.20964564383029938,0.1433890461921692,0.23152917623519897,0.24164734780788422,0.12332404404878616
without,0.3181614279747009,0.35356050729751587,0.3500220477581024,0.357910692691803,0.26243290305137634,0.27308976650238037,0.3081340193748474,0.15642111003398895,0.2928665280342102
being,0.3760843276977539,0.40033626556396484,0.2913002073764801,0.34292763471603394,0.3119087219238281,0.201992928981781,0.34885138273239136,0.1988355666399002,0.26743772625923157
established,0.14869536459445953,0.12967103719711304,0.22303226590156555,0.20280151069164276,0.18237954378128052,0.13469237089157104,0.2735237777233124,0.6873134970664978,0.15917523205280304
there,0.35085538029670715,0.3730776607990265,0.2598530948162079,0.28272393345832825,0.3521401882171631,0.1805441528558731,0.44397735595703125,0.22312210500240326,0.29405656456947327
",",0.3087472915649414,0.27399855852127075,0.20132553577423096,0.2838693857192993,0.49057599902153015,0.2331300526857376,0.4946078956127167,0.20188406109809875,0.31091248989105225
and,0.31309178471565247,0.3385082483291626,0.20522759854793549,0.2769484221935272,0.4077630043029785,0.23808901011943817,0.5116966962814331,0.20570623874664307,0.20544172823429108
there,0.35085538029670715,0.3730776607990265,0.2598530948162079,0.28272393345832825,0.3521401882171631,0.1805441528558731,0.44397735595703125,0.22312210500240326,0.29405656456947327
were,0.22298263013362885,0.40738195180892944,0.1811041682958603,0.28230512142181396,0.2774328887462616,0.14682088792324066,0.34038281440734863,0.19362099468708038,0.17890112102031708
less,0.31119704246520996,0.31604695320129395,0.24443693459033966,0.3405218720436096,0.24623660743236542,0.18112950026988983,0.30836719274520874,0.13505926728248596,0.22418740391731262
restrictive,0.3342714011669159,0.3468864858150482,0.39037883281707764,0.8557999730110168,0.21753017604351044,0.3300391137599945,0.2675565183162689,0.27577778697013855,0.2527443766593933
means,0.2553325295448303,0.31422117352485657,0.20984837412834167,0.2218857854604721,0.1561586558818817,0.19751714169979095,0.29942914843559265,0.09374535828828812,0.21233566105365753
of,0.33290785551071167,0.29043012857437134,0.17726022005081177,0.23272474110126495,0.3966929316520691,0.26562249660491943,1.0,0.27824047207832336,0.1826142966747284
achieving,0.24755272269248962,0.21182091534137726,0.35221123695373535,0.33603203296661377,0.18319807946681976,0.232537642121315,0.3275443911552429,0.3429725170135498,0.16495080292224884
the,0.42745697498321533,0.35393214225769043,0.16716225445270538,0.2840818166732788,0.5107308030128479,0.24307598173618317,0.733189046382904,0.344906210899353,0.22068053483963013
aim,0.25839361548423767,0.28185465931892395,0.2894591689109802,0.32967618107795715,0.19124777615070343,0.2606986165046692,0.1749214082956314,0.23549391329288483,0.14447996020317078
of,0.33290785551071167,0.29043012857437134,0.17726022005081177,0.23272474110126495,0.3966929316520691,0.26562249660491943,1.0,0.27824047207832336,0.1826142966747284
creditor,0.25383952260017395,0.23099537193775177,0.2832011282444,0.28657472133636475,0.1424395740032196,0.24949227273464203,0.17251655459403992,0.16739273071289062,0.17984449863433838
protection,0.24867326021194458,0.2777690589427948,0.3187345564365387,0.41990384459495544,0.23012913763523102,0.299795925617218,0.22774651646614075,0.23230625689029694,0.21348094940185547
.,0.3567904531955719,0.3200591504573822,0.1799735277891159,0.2609763741493225,0.49257001280784607,0.20181594789028168,0.5352458953857422,0.2261180579662323,0.4130953550338745
