,what,was,the,primary,race,of,students,attending,christian,academies,after,the,brown,decision,?
migrated,0.19371747970581055,0.1689639836549759,0.2544929087162018,0.12852877378463745,0.15426984429359436,0.22638455033302307,0.2158922702074051,0.21673652529716492,0.12033209949731827,0.1744718700647354,0.1643233299255371,0.2544929087162018,0.13171401619911194,0.10788233578205109,0.10196463763713837
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.27388349175453186,0.2163928896188736,0.41548454761505127,0.2905822694301605,0.34035617113113403,0.19438040256500244,0.23163951933383942,0.37890323996543884,0.535392165184021,0.20498941838741302,0.35372841358184814,0.29463258385658264
the,0.42745697498321533,0.48711544275283813,1.0,0.25688621401786804,0.2584857642650604,0.733189046382904,0.25268980860710144,0.3202296495437622,0.19930796325206757,0.25615057349205017,0.4565047025680542,1.0,0.2198052853345871,0.2905151844024658,0.22068053483963013
academies,0.14465993642807007,0.23078174889087677,0.25615057349205017,0.28657862544059753,0.14224189519882202,0.27202022075653076,0.5133576989173889,0.4305090010166168,0.23504137992858887,0.9999998807907104,0.1537688970565796,0.25615057349205017,0.021574148908257484,0.16112351417541504,0.09729845076799393
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.2565748989582062,0.28230950236320496,0.4946078956127167,0.26501646637916565,0.31158989667892456,0.23595517873764038,0.28677549958229065,0.38860568404197693,0.4933079481124878,0.2983597218990326,0.2818170189857483,0.31091248989105225
while,0.35511791706085205,0.3253832161426544,0.39804592728614807,0.1894138604402542,0.16027449071407318,0.3366928696632385,0.2701949179172516,0.37499722838401794,0.1943245530128479,0.1898118108510971,0.42262914776802063,0.39804592728614807,0.14849168062210083,0.25005313754081726,0.21076419949531555
public,0.1729622185230255,0.2513592839241028,0.22857438027858734,0.20550963282585144,0.16684122383594513,0.2391265481710434,0.3258378803730011,0.38331618905067444,0.11506713181734085,0.3276686370372772,0.18959388136863708,0.22857438027858734,0.1425998955965042,0.2177741974592209,0.19872993230819702
schools,0.1820785105228424,0.19736053049564362,0.22905772924423218,0.38384848833084106,0.14360038936138153,0.265506386756897,0.6169943809509277,0.47309091687202454,0.18196630477905273,0.4855159819126129,0.17894473671913147,0.22905772924423218,0.130343496799469,0.23885774612426758,0.18349280953407288
became,0.1434093862771988,0.6575068235397339,0.36325156688690186,0.08772585541009903,0.16553157567977905,0.3638904094696045,0.1619117558002472,0.2254054993391037,0.1774614006280899,0.21753239631652832,0.35676637291908264,0.36325156688690186,0.08578165620565414,0.1529909372329712,0.11374033987522125
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.21150650084018707,0.2270909547805786,0.5696388483047485,0.2676171064376831,0.3283235728740692,0.17218929529190063,0.2481706738471985,0.44050168991088867,0.6662389636039734,0.20236437022686005,0.2212151288986206,0.20430970191955566
turn,0.29013973474502563,0.1588321030139923,0.3359498679637909,0.17194165289402008,0.27016669511795044,0.23566555976867676,0.12523281574249268,0.13190177083015442,0.07380135357379913,0.10068037360906601,0.21741698682308197,0.3359498679637909,0.24664287269115448,0.24227473139762878,0.2072952687740326
more,0.3484537899494171,0.21525104343891144,0.39758381247520447,0.22294341027736664,0.10666925460100174,0.30478984117507935,0.27059733867645264,0.2106478363275528,0.1325426548719406,0.19014807045459747,0.2585527002811432,0.39758381247520447,0.1898203194141388,0.22892744839191437,0.27894994616508484
heavily,0.22760839760303497,0.26897817850112915,0.2549211382865906,0.2595629096031189,0.22161667048931122,0.15830223262310028,0.10178083926439285,0.1960366666316986,0.13209374248981476,0.12480855733156204,0.2016732394695282,0.2549211382865906,0.12772201001644135,0.23347528278827667,0.1724066138267517
concentrated,0.20476274192333221,0.22351744771003723,0.2688957750797272,0.20744815468788147,0.13792183995246887,0.28396520018577576,0.18467749655246735,0.19210588932037354,0.06361332535743713,0.1919907033443451,0.2051461637020111,0.2688957750797272,0.17948955297470093,0.10677983611822128,0.11501483619213104
with,0.2464839518070221,0.27411898970603943,0.4223487675189972,0.16595536470413208,0.17766134440898895,0.41827285289764404,0.17162418365478516,0.2506524324417114,0.14147578179836273,0.1075432077050209,0.33843478560447693,0.4223487675189972,0.2833166718482971,0.19276101887226105,0.2433311939239502
african-american,0.20474658906459808,0.30418485403060913,0.3077481985092163,0.12753333151340485,0.2870939075946808,0.2843579947948456,0.21189038455486298,0.21653778851032257,0.25208479166030884,0.260000616312027,0.17823949456214905,0.3077481985092163,0.2198624461889267,0.2059703767299652,0.21985267102718353
students,0.2380729615688324,0.19959072768688202,0.25268980860710144,0.26349249482154846,0.1736404001712799,0.25513339042663574,1.0,0.5490877628326416,0.2519765794277191,0.5133576989173889,0.21072499454021454,0.25268980860710144,0.15558293461799622,0.2121022641658783,0.18017297983169556
(,0.2411840260028839,0.2980341613292694,0.33289089798927307,0.21913397312164307,0.15073497593402863,0.35032153129577637,0.13481496274471283,0.1202334612607956,0.22214962542057037,0.16435295343399048,0.2132600098848343,0.33289089798927307,0.22629423439502716,0.17529526352882385,0.40561532974243164
see,0.44941186904907227,0.17335832118988037,0.3770301640033722,0.16140182316303253,0.1838245838880539,0.33962661027908325,0.22464071214199066,0.2235734909772873,0.17188391089439392,0.13097552955150604,0.2030183970928192,0.3770301640033722,0.1571883261203766,0.21352866291999817,0.42005208134651184
list,0.22366273403167725,0.17363671958446503,0.2863321602344513,0.12843281030654907,0.14892584085464478,0.3032784163951874,0.179024800658226,0.12293841689825058,0.14343054592609406,0.121138796210289,0.14006231725215912,0.2863321602344513,0.10989642888307571,0.1702505499124527,0.23630984127521515
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.23414276540279388,0.22476476430892944,1.0,0.25513339042663574,0.3117976486682892,0.23494116961956024,0.27202022075653076,0.3867455720901489,0.733189046382904,0.19249911606311798,0.2331373691558838,0.1826142966747284
private,0.16778090596199036,0.18122155964374542,0.18291357159614563,0.23401464521884918,0.13319405913352966,0.18706899881362915,0.35454505681991577,0.33776867389678955,0.1836940497159958,0.28446143865585327,0.1419723629951477,0.18291357159614563,0.15912973880767822,0.1818791627883911,0.14389030635356903
schools,0.1820785105228424,0.19736053049564362,0.22905772924423218,0.38384848833084106,0.14360038936138153,0.265506386756897,0.6169943809509277,0.47309091687202454,0.18196630477905273,0.4855159819126129,0.17894473671913147,0.22905772924423218,0.130343496799469,0.23885774612426758,0.18349280953407288
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.21150650084018707,0.2270909547805786,0.5696388483047485,0.2676171064376831,0.3283235728740692,0.17218929529190063,0.2481706738471985,0.44050168991088867,0.6662389636039734,0.20236437022686005,0.2212151288986206,0.20430970191955566
mississippi,0.1531691700220108,0.23519425094127655,0.2582274377346039,0.1558515727519989,0.1872788518667221,0.20277418196201324,0.18122974038124084,0.2242925763130188,0.16601401567459106,0.1670541912317276,0.18083401024341583,0.2582274377346039,0.26691770553588867,0.13568329811096191,0.1548103243112564
),0.26259949803352356,0.3267642855644226,0.3456730246543884,0.19666743278503418,0.16323350369930267,0.3680361211299896,0.15868785977363586,0.1260315626859665,0.2600603401660919,0.16639181971549988,0.24162524938583374,0.3456730246543884,0.2110663801431656,0.1875707060098648,0.42300865054130554
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.22422198951244354,0.2203429788351059,0.5352458953857422,0.2607303857803345,0.23780429363250732,0.2474701702594757,0.2239297479391098,0.35870397090911865,0.5934505462646484,0.3447112441062927,0.3103445768356323,0.4130953550338745
