,other,than,the,us,and,britain,what,was,the,other,main,country,that,tesla,had,patents,granted,?
and,0.5504306554794312,0.39361441135406494,0.5171257257461548,0.25715014338493347,1.0,0.3187123239040375,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.5504306554794312,0.29831406474113464,0.30884742736816406,0.4731321930885315,0.19560420513153076,0.3872550129890442,0.15322813391685486,0.20955990254878998,0.20544172823429108
canada,0.20418694615364075,0.20972171425819397,0.2934837341308594,0.25649893283843994,0.24275894463062286,0.386237770318985,0.19760756194591522,0.22200681269168854,0.2934837341308594,0.20418694615364075,0.07764305174350739,0.2955394685268402,0.21479704976081848,0.13502514362335205,0.15031644701957703,0.15638704597949982,0.1801663488149643,0.15722735226154327
",",0.4446498453617096,0.3371901512145996,0.4933079481124878,0.3120202422142029,0.6633074283599854,0.26227492094039917,0.3087472915649414,0.45456063747406006,0.4933079481124878,0.4446498453617096,0.2989408075809479,0.27878350019454956,0.4137537479400635,0.20599327981472015,0.35487717390060425,0.22191748023033142,0.2980138957500458,0.31091248989105225
but,0.5185769200325012,0.5279248356819153,0.4859698414802551,0.23295211791992188,0.5762497186660767,0.2629625201225281,0.5029441118240356,0.36023372411727905,0.4859698414802551,0.5185769200325012,0.22118166089057922,0.23934052884578705,0.7244205474853516,0.1549924612045288,0.4414518475532532,0.1494915932416916,0.29969310760498047,0.27921953797340393
many,0.6324484348297119,0.39069414138793945,0.4335206151008606,0.2307271808385849,0.5296266674995422,0.31913602352142334,0.36131182312965393,0.260356068611145,0.4335206151008606,0.6324484348297119,0.27179279923439026,0.26946935057640076,0.5391656160354614,0.15282970666885376,0.40130746364593506,0.24126103520393372,0.19634053111076355,0.2124512493610382
other,0.9999999403953552,0.5105555653572083,0.44152235984802246,0.2157169133424759,0.5504306554794312,0.21722358465194702,0.341873437166214,0.14651623368263245,0.44152235984802246,0.9999999403953552,0.3310578167438507,0.28020480275154114,0.5570666193962097,0.11896419525146484,0.30737367272377014,0.1933252364397049,0.1799904853105545,0.24682199954986572
patents,0.1933252364397049,0.14008505642414093,0.20236903429031372,0.21957091987133026,0.15322813391685486,0.1987849920988083,0.16317835450172424,0.15588046610355377,0.20236903429031372,0.1933252364397049,0.010968875139951706,0.12006966024637222,0.2503669261932373,0.352291464805603,0.17608098685741425,1.0,0.34224286675453186,0.1148110032081604
were,0.4041554927825928,0.2885614037513733,0.3906462490558624,0.16323788464069366,0.42175528407096863,0.2944076955318451,0.22298263013362885,0.590133786201477,0.3906462490558624,0.4041554927825928,0.16944953799247742,0.19303756952285767,0.35517072677612305,0.1222306564450264,0.6150832772254944,0.17500080168247223,0.21035443246364594,0.17890112102031708
approved,0.1891344040632248,0.16686028242111206,0.30207422375679016,0.17122958600521088,0.19026720523834229,0.18012936413288116,0.23795665800571442,0.27298814058303833,0.30207422375679016,0.1891344040632248,0.14963611960411072,0.14558939635753632,0.31039899587631226,0.15311875939369202,0.284201443195343,0.29482153058052063,0.4839995801448822,0.25914356112480164
in,0.39989137649536133,0.3270052373409271,0.6662389636039734,0.19746538996696472,0.4954058527946472,0.26246872544288635,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.39989137649536133,0.28862449526786804,0.3040012717247009,0.435920387506485,0.17097744345664978,0.385026752948761,0.20229753851890564,0.21880222856998444,0.20430970191955566
countries,0.42453643679618835,0.28124192357063293,0.33290645480155945,0.250430703163147,0.37200918793678284,0.35606032609939575,0.22319257259368896,0.24139733612537384,0.33290645480155945,0.42453643679618835,0.133002370595932,0.5439597368240356,0.31063947081565857,0.16981260478496552,0.2774714231491089,0.24839390814304352,0.18659259378910065,0.15128466486930847
around,0.3442040681838989,0.3591088056564331,0.40085816383361816,0.18549631536006927,0.34341543912887573,0.2143881767988205,0.27475327253341675,0.24039418995380402,0.40085816383361816,0.3442040681838989,0.20125088095664978,0.20650380849838257,0.36311936378479004,0.13338635861873627,0.2928045392036438,0.224798321723938,0.18283867835998535,0.14729668200016022
the,0.44152235984802246,0.3227543234825134,1.0,0.25727739930152893,0.5171257257461548,0.29784059524536133,0.42745697498321533,0.48711544275283813,1.0,0.44152235984802246,0.38631999492645264,0.30432501435279846,0.5473989248275757,0.1324402391910553,0.3875846862792969,0.20236903429031372,0.27588096261024475,0.22068053483963013
globe,0.23383629322052002,0.19829604029655457,0.23490066826343536,0.18435980379581451,0.23076726496219635,0.23565785586833954,0.18803414702415466,0.20021694898605347,0.23490066826343536,0.23383629322052002,0.0530611053109169,0.16190573573112488,0.2150222510099411,0.08150120824575424,0.18910838663578033,0.21193882822990417,0.12633474171161652,0.2011069655418396
.,0.41511186957359314,0.3594527542591095,0.5934505462646484,0.3162994682788849,0.588965117931366,0.25750598311424255,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.41511186957359314,0.31122034788131714,0.26130348443984985,0.4460422694683075,0.17949827015399933,0.37348684668540955,0.21918348968029022,0.23590165376663208,0.4130953550338745
