,what,extinction,event,might,have,created,some,conditions,allowing,the,expansion,of,the,amazon,rainforest,?
and,0.31309178471565247,0.21695098280906677,0.17869816720485687,0.31685465574264526,0.4711785912513733,0.2873832881450653,0.5337774157524109,0.252461701631546,0.36344248056411743,0.5171257257461548,0.1901247650384903,0.5116966962814331,0.5171257257461548,0.23464977741241455,0.26834338903427124,0.20544172823429108
the,0.42745697498321533,0.26832786202430725,0.2960145175457001,0.32504433393478394,0.40389683842658997,0.3539263904094696,0.4566698372364044,0.2622014284133911,0.3440283536911011,1.0,0.31353142857551575,0.733189046382904,1.0,0.260541707277298,0.2571161389350891,0.22068053483963013
wetter,0.172394260764122,0.23969006538391113,0.07919134944677353,0.1562265306711197,0.21436472237110138,0.14402391016483307,0.1949993073940277,0.32599228620529175,0.14585661888122559,0.3257509171962738,0.14643827080726624,0.3164537847042084,0.3257509171962738,0.23971936106681824,0.43312785029411316,0.14166587591171265
climate,0.2854173183441162,0.3503352701663971,0.25116512179374695,0.20334601402282715,0.2120167762041092,0.1615336835384369,0.21322838962078094,0.3591345548629761,0.10522844642400742,0.2693597674369812,0.1756187528371811,0.25840428471565247,0.2693597674369812,0.21384435892105103,0.4462570548057556,0.19998492300510406
may,0.25739946961402893,0.21995984017848969,0.21385762095451355,0.5044193863868713,0.35194188356399536,0.14662672579288483,0.35431578755378723,0.24720945954322815,0.24205809831619263,0.2694292366504669,0.16346655786037445,0.26447007060050964,0.2694292366504669,0.09747496247291565,0.0928340032696724,0.2768254578113556
have,0.39808809757232666,0.2628747522830963,0.23173485696315765,0.5161747932434082,0.9999999403953552,0.23259617388248444,0.6421269774436951,0.31333091855049133,0.36123982071876526,0.40389683842658997,0.27162420749664307,0.3802283704280853,0.40389683842658997,0.20372521877288818,0.29352760314941406,0.32991164922714233
allowed,0.2693612575531006,0.1679234504699707,0.20091210305690765,0.38048821687698364,0.34924131631851196,0.307835191488266,0.34716224670410156,0.2871372699737549,0.6210888028144836,0.2985120713710785,0.21867142617702484,0.2699741721153259,0.2985120713710785,0.11438287794589996,0.09976217895746231,0.2309964895248413
the,0.42745697498321533,0.26832786202430725,0.2960145175457001,0.32504433393478394,0.40389683842658997,0.3539263904094696,0.4566698372364044,0.2622014284133911,0.3440283536911011,1.0,0.31353142857551575,0.733189046382904,1.0,0.260541707277298,0.2571161389350891,0.22068053483963013
tropical,0.204971045255661,0.21941830217838287,0.20405125617980957,0.1634945273399353,0.23852360248565674,0.17548330128192902,0.1883992701768875,0.2890355885028839,0.04759978502988815,0.18640398979187012,0.10568123310804367,0.18125450611114502,0.18640398979187012,0.3167080283164978,0.46654731035232544,0.16629411280155182
rainforest,0.22127854824066162,0.33930984139442444,0.18458877503871918,0.17062006890773773,0.29352760314941406,0.14756837487220764,0.2555103302001953,0.28958481550216675,0.07932529598474503,0.2571161389350891,0.13777154684066772,0.22522282600402832,0.2571161389350891,0.48046615719795227,1.0,0.1917492002248764
to,0.455847829580307,0.20060859620571136,0.2585321366786957,0.5153919458389282,0.4544740617275238,0.2592601478099823,0.4636894166469574,0.2756218910217285,0.47026363015174866,0.535392165184021,0.2769574522972107,0.41548454761505127,0.535392165184021,0.17033490538597107,0.23412610590457916,0.29463258385658264
spread,0.22287604212760925,0.19580897688865662,0.128571018576622,0.2455253154039383,0.27420684695243835,0.21657496690750122,0.3628808856010437,0.1909928023815155,0.19708938896656036,0.28994160890579224,0.2450508028268814,0.2895529866218567,0.28994160890579224,0.1522286832332611,0.21539683640003204,0.16482828557491302
out,0.3633197546005249,0.1837645024061203,0.1958429217338562,0.3326180875301361,0.3612789809703827,0.18243464827537537,0.4002910256385803,0.24704548716545105,0.2691228985786438,0.39404502511024475,0.20037654042243958,0.34176841378211975,0.39404502511024475,0.15031638741493225,0.14964386820793152,0.22020699083805084
across,0.24809791147708893,0.1113554835319519,0.1982082575559616,0.2018926441669464,0.26921841502189636,0.19077852368354797,0.2823903560638428,0.18732844293117523,0.2822680175304413,0.3816230297088623,0.19982224702835083,0.2936134934425354,0.3816230297088623,0.21476200222969055,0.2698415219783783,0.17034576833248138
the,0.42745697498321533,0.26832786202430725,0.2960145175457001,0.32504433393478394,0.40389683842658997,0.3539263904094696,0.4566698372364044,0.2622014284133911,0.3440283536911011,1.0,0.31353142857551575,0.733189046382904,1.0,0.260541707277298,0.2571161389350891,0.22068053483963013
continent,0.23903432488441467,0.3404066264629364,0.19551187753677368,0.16358594596385956,0.24655956029891968,0.15133661031723022,0.282111257314682,0.17223095893859863,0.1577301174402237,0.3139871060848236,0.30019932985305786,0.2647381126880646,0.3139871060848236,0.24172286689281464,0.3397170901298523,0.17592057585716248
.,0.3567904531955719,0.1791534125804901,0.2068977802991867,0.27493223547935486,0.41614407300949097,0.3230568766593933,0.40663889050483704,0.17719176411628723,0.27770575881004333,0.5934505462646484,0.18406090140342712,0.5352458953857422,0.5934505462646484,0.262887567281723,0.25713270902633667,0.4130953550338745
