,when,did,he,make,the,quoted,remarks,about,super,bowl,50,?
make,0.4273611307144165,0.3602050840854645,0.24703912436962128,1.0000001192092896,0.3146495521068573,0.06698034703731537,0.219941183924675,0.3361717760562897,0.1708221435546875,0.1729167103767395,0.06736696511507034,0.28314751386642456
the,0.5091903209686279,0.34736719727516174,0.4571082592010498,0.3146495521068573,1.0,0.19970788061618805,0.2423366904258728,0.37995871901512146,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
50th,0.07009349763393402,0.04507705196738243,0.0730026513338089,0.06290563195943832,0.19595111906528473,0.0783405676484108,-0.005450922064483166,0.09782310575246811,0.14578431844711304,0.10496746003627777,-0.014330796897411346,0.004919986240565777
super,0.20393483340740204,0.16038043797016144,0.18361671268939972,0.1708221435546875,0.21959073841571808,0.08255061507225037,0.09061820805072784,0.05446875840425491,1.0000001192092896,0.4848237931728363,0.0833745002746582,0.166326642036438
bowl,0.20523639023303986,0.18569406867027283,0.1560072898864746,0.1729167103767395,0.21576224267482758,0.0688500627875328,0.10488893836736679,0.09727732092142105,0.4848237931728363,1.0,0.005446359980851412,0.21118052303791046
``,0.07174111902713776,-0.029888948425650597,0.05585138872265816,-0.00563934538513422,0.029072100296616554,-0.02184002287685871,-0.023340485990047455,0.008102871477603912,0.012585706077516079,-0.004176590591669083,0.05617367848753929,0.0685480609536171
spectacular,0.18916940689086914,0.20057879388332367,0.152879998087883,0.21761341392993927,0.3252345323562622,0.09878534078598022,0.22535407543182373,0.20497846603393555,0.20316950976848602,0.19099116325378418,-0.02760523185133934,0.14826124906539917
'',-0.07688097655773163,0.01978493109345436,0.039060186594724655,-0.02632441557943821,0.041273195296525955,0.07369069755077362,-0.013592551462352276,0.007750829216092825,-0.02655862085521221,-0.008809788152575493,0.08711730688810349,0.018684765323996544
and,0.4716290831565857,0.34479495882987976,0.45427167415618896,0.4160483181476593,0.5171257257461548,0.16003626585006714,0.24078944325447083,0.3875081241130829,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.20544172823429108
that,0.5860282182693481,0.47518548369407654,0.36068853735923767,0.48783382773399353,0.5473989248275757,0.30618008971214294,0.3315815031528473,0.4500710964202881,0.18258553743362427,0.10987387597560883,-0.014119508676230907,0.32716336846351624
it,0.4775012135505676,0.2993364930152893,0.36018872261047363,0.40787607431411743,0.6251175999641418,0.11380986869335175,0.21460801362991333,0.4291239380836487,0.19638319313526154,0.1748591959476471,-0.05556609109044075,0.25732165575027466
would,0.4219970703125,0.6268245577812195,0.27278512716293335,0.44250184297561646,0.4133751392364502,0.2630661427974701,0.2849726378917694,0.2849528193473816,0.16404198110103607,0.17156143486499786,0.05957036092877388,0.37178951501846313
be,0.4451393485069275,0.22657383978366852,0.3325980603694916,0.4759829044342041,0.4248143136501312,0.20201066136360168,0.22302985191345215,0.26362910866737366,0.1880253106355667,0.18567830324172974,0.015184788033366203,0.3324260413646698
``,0.07174111902713776,-0.029888948425650597,0.05585138872265816,-0.00563934538513422,0.029072100296616554,-0.02184002287685871,-0.023340485990047455,0.008102871477603912,0.012585706077516079,-0.004176590591669083,0.05617367848753929,0.0685480609536171
an,0.33026179671287537,0.22598257660865784,0.281929612159729,0.17815372347831726,0.4207492768764496,0.15764521062374115,0.14400146901607513,0.2700941264629364,0.09755856543779373,0.13908697664737701,0.02188069000840187,0.19793890416622162
important,0.24781537055969238,0.22188524901866913,0.2880416512489319,0.3184412121772766,0.39348116517066956,0.15556402504444122,0.13958445191383362,0.34283536672592163,0.10205074399709702,0.11682874709367752,-0.0009842811850830913,0.17812499403953552
game,0.22596776485443115,0.19789010286331177,0.2474532276391983,0.191360205411911,0.285271555185318,0.14148028194904327,0.16899095475673676,0.13730934262275696,0.3480181396007538,0.2413962334394455,0.012895043939352036,0.1829071193933487
for,0.43402108550071716,0.318512886762619,0.4540175199508667,0.386745423078537,0.4739971458911896,0.20703400671482086,0.2504299283027649,0.3312419354915619,0.22938419878482819,0.24430087208747864,0.029183456674218178,0.264628142118454
us,0.2138180434703827,0.23250600695610046,0.21122033894062042,0.2402772307395935,0.25727739930152893,0.13503284752368927,0.18175847828388214,0.2063043713569641,0.1514306664466858,0.125444233417511,-0.075945183634758,0.2742428481578827
as,0.4437963366508484,0.3596470057964325,0.33787044882774353,0.3324085772037506,0.48381632566452026,0.27222704887390137,0.27042844891548157,0.2989700436592102,0.21450649201869965,0.14539222419261932,-0.0016074778977781534,0.27043893933296204
a,0.44397395849227905,0.2552328109741211,0.4393508732318878,0.34303420782089233,0.5829201340675354,0.1365712732076645,0.2351113259792328,0.34171196818351746,0.26005712151527405,0.19533146917819977,0.034183140844106674,0.23916715383529663
league,0.2000882774591446,0.17557655274868011,0.2922196686267853,0.12700673937797546,0.2724147439002991,0.06430638581514359,0.10212171822786331,0.09382462501525879,0.37144264578819275,0.3365440368652344,0.07430867850780487,0.15941482782363892
'',-0.07688097655773163,0.01978493109345436,0.039060186594724655,-0.02632441557943821,0.041273195296525955,0.07369069755077362,-0.013592551462352276,0.007750829216092825,-0.02655862085521221,-0.008809788152575493,0.08711730688810349,0.018684765323996544
.,0.475719153881073,0.35288307070732117,0.38061028718948364,0.3547073304653168,0.5934505462646484,0.21636508405208588,0.222246915102005,0.42038556933403015,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.4130953550338745
