,what,sorts,of,items,are,displayed,in,the,esteve,pharmacy,museum,?
catalan,0.1432373970746994,0.20239663124084473,0.18538342416286469,0.13827134668827057,0.17127525806427002,0.15029069781303406,0.16080418229103088,0.21102336049079895,0.1691141575574875,0.18547126650810242,0.11167372018098831,0.1886558085680008
enclave,0.132785826921463,0.05956004932522774,0.2759890854358673,0.12887290120124817,0.22793284058570862,0.1869264841079712,0.29816409945487976,0.29555046558380127,0.1463998407125473,0.09674912691116333,0.13926368951797485,0.098110131919384
close,0.23424343764781952,0.1802947074174881,0.24178770184516907,0.13008877635002136,0.2066296637058258,0.1309737265110016,0.23149028420448303,0.2625353932380676,0.19965766370296478,0.13204333186149597,0.13633479177951813,0.1908312737941742
to,0.455847829580307,0.2851678431034088,0.41548454761505127,0.3191612660884857,0.3504326641559601,0.19166001677513123,0.45010748505592346,0.535392165184021,0.1860913634300232,0.1824638396501541,0.1640389859676361,0.29463258385658264
puigcerdà,0.2216046005487442,0.19191892445087433,0.3205908536911011,0.15697231888771057,0.17303994297981262,0.1425275057554245,0.3490726947784424,0.3660118877887726,0.4683796763420105,0.2510700821876526,0.25877609848976135,0.252238929271698
",",0.3087472915649414,0.20708627998828888,0.4946078956127167,0.21073096990585327,0.4062570035457611,0.2104237824678421,0.5201468467712402,0.4933079481124878,0.34095942974090576,0.19815339148044586,0.20741747319698334,0.31091248989105225
also,0.42747777700424194,0.33192721009254456,0.4924938678741455,0.2999764084815979,0.4565894305706024,0.1802409440279007,0.5073733329772949,0.6021018624305725,0.24131295084953308,0.2587379217147827,0.16394411027431488,0.21848613023757935
now,0.4903225302696228,0.19401541352272034,0.29182544350624084,0.1782817244529724,0.3292219042778015,0.23419924080371857,0.3619694113731384,0.38266420364379883,0.20076659321784973,0.2329590767621994,0.2699044942855835,0.29641881585121155
a,0.3320399522781372,0.22769320011138916,0.5052502155303955,0.2916238307952881,0.265255331993103,0.22292453050613403,0.539380669593811,0.5829201340675354,0.18017560243606567,0.21975059807300568,0.14725451171398163,0.23916715383529663
museum,0.1771627515554428,0.1054372638463974,0.23314370214939117,0.22843439877033234,0.12469582259654999,0.33383142948150635,0.2407650351524353,0.24861779808998108,0.11350177973508835,0.19665493071079254,1.0000001192092896,0.14128351211547852
",",0.3087472915649414,0.20708627998828888,0.4946078956127167,0.21073096990585327,0.4062570035457611,0.2104237824678421,0.5201468467712402,0.4933079481124878,0.34095942974090576,0.19815339148044586,0.20741747319698334,0.31091248989105225
dates,0.2078574001789093,0.2653627395629883,0.2547506093978882,0.27135026454925537,0.18006202578544617,0.24156349897384644,0.2340383380651474,0.3088380992412567,0.10388536751270294,0.10406460613012314,0.19377711415290833,0.2331625074148178
back,0.2965294420719147,0.202081561088562,0.23051875829696655,0.24005331099033356,0.18491026759147644,0.12276659905910492,0.25397348403930664,0.3612101674079895,0.16998551785945892,0.17202278971672058,0.171985924243927,0.2397768795490265
to,0.455847829580307,0.2851678431034088,0.41548454761505127,0.3191612660884857,0.3504326641559601,0.19166001677513123,0.45010748505592346,0.535392165184021,0.1860913634300232,0.1824638396501541,0.1640389859676361,0.29463258385658264
the,0.42745697498321533,0.2845374643802643,0.733189046382904,0.23580949008464813,0.40399202704429626,0.2887660264968872,0.6662389636039734,1.0,0.2127404510974884,0.1938311904668808,0.24861779808998108,0.22068053483963013
15th,0.10910554975271225,0.07130579650402069,0.1992945671081543,0.055254463106393814,0.055788327008485794,0.08119596540927887,0.19597551226615906,0.25191572308540344,0.15622968971729279,0.13472850620746613,0.08426730334758759,0.05755658447742462
century,0.20422613620758057,0.22921721637248993,0.2826060354709625,0.19323131442070007,0.217155322432518,0.15500685572624207,0.3174034655094147,0.3617299497127533,0.09566757827997208,0.09608059376478195,0.21636970341205597,0.1026201918721199
",",0.3087472915649414,0.20708627998828888,0.4946078956127167,0.21073096990585327,0.4062570035457611,0.2104237824678421,0.5201468467712402,0.4933079481124878,0.34095942974090576,0.19815339148044586,0.20741747319698334,0.31091248989105225
keeping,0.3156749904155731,0.3118554949760437,0.21222269535064697,0.2144951969385147,0.31186816096305847,0.17443464696407318,0.20820458233356476,0.271767258644104,0.13855399191379547,0.08959954231977463,0.053552549332380295,0.2775583565235138
albarellos,0.18648658692836761,0.21370787918567657,0.2519236207008362,0.19391459226608276,0.22780978679656982,0.17713850736618042,0.278569757938385,0.3060169219970703,0.4434267282485962,0.20879270136356354,0.2343984842300415,0.18408173322677612
from,0.2737620174884796,0.19325603544712067,0.4249346852302551,0.22521184384822845,0.2674213647842407,0.12746192514896393,0.4274188280105591,0.40150508284568787,0.11098166555166245,0.1513727605342865,0.20791949331760406,0.19969791173934937
the,0.42745697498321533,0.2845374643802643,0.733189046382904,0.23580949008464813,0.40399202704429626,0.2887660264968872,0.6662389636039734,1.0,0.2127404510974884,0.1938311904668808,0.24861779808998108,0.22068053483963013
16th,0.08221480250358582,0.051943566650152206,0.13910430669784546,0.06001948192715645,0.046213287860155106,0.06489308178424835,0.1515994518995285,0.2201097458600998,0.14795029163360596,0.09232445806264877,0.11216040700674057,0.06695828586816788
and,0.31309178471565247,0.3396993577480316,0.5116966962814331,0.2645854949951172,0.48576638102531433,0.19328086078166962,0.4954058527946472,0.5171257257461548,0.26830384135246277,0.21655313670635223,0.21554097533226013,0.20544172823429108
17th,0.15649843215942383,0.060677170753479004,0.19377021491527557,0.09105592221021652,0.15786093473434448,0.14876490831375122,0.17784206569194794,0.2679309546947479,0.18293975293636322,0.11120694130659103,0.0687398910522461,0.096589595079422
centuries,0.18983326852321625,0.26305240392684937,0.2695758044719696,0.2267540693283081,0.23801273107528687,0.15609949827194214,0.2558690905570984,0.32166481018066406,0.06167063117027283,0.04514085873961449,0.1781580150127411,0.13179439306259155
",",0.3087472915649414,0.20708627998828888,0.4946078956127167,0.21073096990585327,0.4062570035457611,0.2104237824678421,0.5201468467712402,0.4933079481124878,0.34095942974090576,0.19815339148044586,0.20741747319698334,0.31091248989105225
old,0.22117848694324493,0.18958967924118042,0.30522194504737854,0.18286959826946259,0.17688636481761932,0.12860830128192902,0.2865324318408966,0.31849798560142517,0.13492605090141296,0.16153360903263092,0.23528018593788147,0.20577076077461243
prescription,0.2773992717266083,0.2641603350639343,0.22264151275157928,0.32802650332450867,0.23807872831821442,0.2889111340045929,0.173431396484375,0.1905282735824585,0.07678912580013275,0.5077288746833801,0.0923512801527977,0.1977909505367279
books,0.2542080581188202,0.3092615604400635,0.18863578140735626,0.35085776448249817,0.2374548763036728,0.16285531222820282,0.250139981508255,0.23187310993671417,0.1280028522014618,0.1724550426006317,0.19210147857666016,0.1897611767053604
and,0.31309178471565247,0.3396993577480316,0.5116966962814331,0.2645854949951172,0.48576638102531433,0.19328086078166962,0.4954058527946472,0.5171257257461548,0.26830384135246277,0.21655313670635223,0.21554097533226013,0.20544172823429108
antique,0.1007298156619072,0.1755952090024948,0.2001509666442871,0.25975501537323,0.1434650421142578,0.1645229458808899,0.13516229391098022,0.13839830458164215,0.19146153330802917,0.2621716856956482,0.28176093101501465,0.09557798504829407
drugs,0.27091342210769653,0.2262229025363922,0.21399663388729095,0.3243407905101776,0.2709655165672302,0.13601820170879364,0.18405058979988098,0.19485467672348022,0.17415004968643188,0.407574862241745,0.08853806555271149,0.15436270833015442
.,0.3567904531955719,0.2370871752500534,0.5352458953857422,0.23707115650177002,0.3452940285205841,0.2529311776161194,0.5591574311256409,0.5934505462646484,0.29587945342063904,0.23916830122470856,0.19497929513454437,0.4130953550338745
