,stephen,eilmann,asks,why,show,public,civil,disobedience,instead,what,is,a,better,idea,?
that,0.19612394273281097,0.12611034512519836,0.3195631504058838,0.5601457357406616,0.3486354649066925,0.2622828185558319,0.16867391765117645,0.3551425039768219,0.43556153774261475,0.6297725439071655,0.3995479643344879,0.47537946701049805,0.3591441810131073,0.49277663230895996,0.32716336846351624
conflict,0.10344509780406952,0.012056436389684677,0.15892831981182098,0.2798466384410858,0.1994800716638565,0.13093236088752747,0.3430209457874298,0.41490665078163147,0.1552700698375702,0.32742366194725037,0.18503378331661224,0.2236446589231491,0.20366455614566803,0.24927596747875214,0.26744839549064636
with,0.12253233045339584,0.12184641510248184,0.18011268973350525,0.24107445776462555,0.3004990220069885,0.17061910033226013,0.13053880631923676,0.21576236188411713,0.3479769229888916,0.2464839518070221,0.3250955045223236,0.3783375024795532,0.2527548372745514,0.24332615733146667,0.2433311939239502
morality,0.1713304966688156,0.16180412471294403,0.26840531826019287,0.2977930009365082,0.19786474108695984,0.29535412788391113,0.22272731363773346,0.5121270418167114,0.24839672446250916,0.3671964108943939,0.21391358971595764,0.23086577653884888,0.2197883278131485,0.4045443534851074,0.292473703622818
",",0.21708473563194275,0.28460046648979187,0.21464002132415771,0.2827242314815521,0.31928569078445435,0.2588968276977539,0.24795588850975037,0.2878543734550476,0.32166025042533875,0.3087472915649414,0.4691906273365021,0.427140474319458,0.331943541765213,0.22699743509292603,0.31091248989105225
we,0.16619722545146942,0.17291106283664703,0.2980205714702606,0.5258660912513733,0.23990720510482788,0.18305596709251404,0.14535896480083466,0.2429770976305008,0.37241560220718384,0.5622460842132568,0.2876903712749481,0.34842976927757263,0.3586115539073944,0.45512986183166504,0.535264790058136
might,0.15491259098052979,0.16868512332439423,0.3283465802669525,0.4858710765838623,0.19471926987171173,0.21966522932052612,0.13299930095672607,0.2514820396900177,0.4368937313556671,0.4838182032108307,0.37027186155319214,0.4210625886917114,0.3736070692539215,0.3970786929130554,0.41058459877967834
ask,0.1173492819070816,0.20655107498168945,0.6221761703491211,0.46546506881713867,0.23098236322402954,0.21767300367355347,0.2047121673822403,0.2727809548377991,0.3232674300670624,0.4547412395477295,0.1548149287700653,0.24988910555839539,0.24440611898899078,0.3549751341342926,0.47361961007118225
why,0.14527104794979095,0.1729554682970047,0.29742446541786194,0.9999999403953552,0.28966280817985535,0.19395671784877777,0.14097142219543457,0.22061246633529663,0.4018612504005432,0.6109785437583923,0.26410171389579773,0.2667238116264343,0.2904331088066101,0.4722796082496643,0.5345069766044617
disobedience,0.18352051079273224,0.17254464328289032,0.3079849183559418,0.22061246633529663,0.21097615361213684,0.3216745853424072,0.5442691445350647,1.0,0.2763500213623047,0.3298627436161041,0.21453623473644257,0.25352153182029724,0.182466059923172,0.3043768107891083,0.19890835881233215
should,0.16224460303783417,0.1992367058992386,0.2710358798503876,0.46524253487586975,0.21814720332622528,0.22097860276699066,0.1821049451828003,0.30054971575737,0.3915576636791229,0.43830034136772156,0.33635082840919495,0.2715131938457489,0.3515773117542267,0.3650779128074646,0.4442402422428131
take,0.14008007943630219,0.12591901421546936,0.32895752787590027,0.2926900386810303,0.22790804505348206,0.1807430535554886,0.1342654526233673,0.24462200701236725,0.32207274436950684,0.3275112509727478,0.22669753432273865,0.2789212465286255,0.24783891439437866,0.22042471170425415,0.21897350251674652
the,0.16396762430667877,0.18740171194076538,0.25574448704719543,0.30742117762565613,0.319829523563385,0.22857438027858734,0.2477465271949768,0.30963727831840515,0.3940567970275879,0.42745697498321533,0.5823672413825989,0.5829201340675354,0.2113795131444931,0.2839161455631256,0.22068053483963013
form,0.03982669115066528,0.16630680859088898,0.17604686319828033,0.19195520877838135,0.11675390601158142,0.11697383970022202,0.0937703400850296,0.2092548906803131,0.29500389099121094,0.15868011116981506,0.3218395411968231,0.3088195323944092,0.13076293468475342,0.23934420943260193,0.1463010311126709
of,0.19313211739063263,0.14029642939567566,0.22634769976139069,0.28464117646217346,0.21383242309093475,0.2391265481710434,0.24698495864868164,0.31932318210601807,0.31208282709121704,0.33290785551071167,0.4854315221309662,0.5052502155303955,0.18950162827968597,0.2342950403690338,0.1826142966747284
public,0.12429334223270416,0.12465319782495499,0.1531359851360321,0.19395671784877777,0.15257206559181213,1.0000001192092896,0.26383864879608154,0.3216745853424072,0.2343839406967163,0.1729622185230255,0.1980048567056656,0.19607044756412506,0.19099316000938416,0.1831529587507248,0.19872993230819702
civil,0.21145133674144745,0.09858866035938263,0.16148078441619873,0.14097142219543457,0.09700746834278107,0.26383864879608154,1.0,0.5442691445350647,0.14729981124401093,0.15091551840305328,0.16941262781620026,0.21693918108940125,0.1228007823228836,0.16097766160964966,0.1494513899087906
disobedience,0.18352051079273224,0.17254464328289032,0.3079849183559418,0.22061246633529663,0.21097615361213684,0.3216745853424072,0.5442691445350647,1.0,0.2763500213623047,0.3298627436161041,0.21453623473644257,0.25352153182029724,0.182466059923172,0.3043768107891083,0.19890835881233215
rather,0.11581894010305405,0.17941546440124512,0.20873460173606873,0.35180893540382385,0.22287413477897644,0.19416777789592743,0.1287601739168167,0.2947552800178528,0.5369940400123596,0.3923804461956024,0.2886356711387634,0.4061340093612671,0.40763306617736816,0.39389029145240784,0.3053998053073883
than,0.1333555281162262,0.0821913406252861,0.13943932950496674,0.30495476722717285,0.1971590518951416,0.15035578608512878,0.12293031066656113,0.1432173252105713,0.3410697281360626,0.29388150572776794,0.2839990258216858,0.3126874566078186,0.45248663425445557,0.24305900931358337,0.24917294085025787
simply,0.02997307851910591,0.1836726814508438,0.19337783753871918,0.4073437750339508,0.27570268511772156,0.2335232049226761,0.120736263692379,0.195425882935524,0.4515295922756195,0.4566527307033539,0.39395248889923096,0.3719869554042816,0.43206724524497986,0.3249346613883972,0.2984147369861603
covert,0.13087667524814606,0.11055658757686615,0.1650284081697464,0.2099183052778244,0.17047087848186493,0.3180127739906311,0.22072221338748932,0.31944984197616577,0.18511392176151276,0.24463875591754913,0.20240525901317596,0.24781715869903564,0.13983552157878876,0.16816285252571106,0.19603468477725983
lawbreaking,0.1853349804878235,0.2677727937698364,0.22904087603092194,0.3206974267959595,0.26690253615379333,0.2683592736721039,0.25102919340133667,0.39525651931762695,0.313879132270813,0.3439813554286957,0.24620796740055084,0.3051553964614868,0.20414233207702637,0.2769269347190857,0.24185067415237427
.,0.23956622183322906,0.25016945600509644,0.2312052994966507,0.32909876108169556,0.3016606271266937,0.21888655424118042,0.2541380822658539,0.2603943943977356,0.3707379400730133,0.3567904531955719,0.4569662809371948,0.50484299659729,0.2761487066745758,0.26084083318710327,0.4130953550338745
