,where,does,the,pattern,of,higher,income-longer,lives,still,hold,true,?
increases,0.23101596534252167,0.3296316862106323,0.38141000270843506,0.27769163250923157,0.3793904483318329,0.507759690284729,0.44314754009246826,0.08700290322303772,0.21174383163452148,0.23339185118675232,0.19955234229564667,0.10270863026380539
rapidly,0.2290879338979721,0.1879628449678421,0.26927268505096436,0.31157737970352173,0.18131932616233826,0.26830029487609863,0.3332526683807373,0.18376606702804565,0.26270267367362976,0.2574859857559204,0.1328507661819458,0.11245343834161758
as,0.35409465432167053,0.31202155351638794,0.48381632566452026,0.13999967277050018,0.3886612355709076,0.2691084146499634,0.3110809326171875,0.17050504684448242,0.383881539106369,0.2402239739894867,0.1899949461221695,0.27043893933296204
per,0.17782405018806458,0.22441036999225616,0.21691934764385223,0.12423436343669891,0.17468707263469696,0.21469023823738098,0.31403857469558716,0.11308730393648148,0.13977132737636566,0.13566982746124268,0.07972618192434311,0.22323818504810333
capita,0.13423053920269012,0.16330569982528687,0.21010279655456543,0.0981990322470665,0.21292807161808014,0.3133532702922821,0.5317072868347168,0.1273077428340912,0.16006484627723694,0.1095116138458252,0.1258682757616043,0.21739831566810608
income,0.17280876636505127,0.18851257860660553,0.23699946701526642,0.11473938822746277,0.2581324577331543,0.2679516673088074,0.8048669099807739,0.15556225180625916,0.20433074235916138,0.1511390507221222,0.1680726557970047,0.14935168623924255
increases,0.23101596534252167,0.3296316862106323,0.38141000270843506,0.27769163250923157,0.3793904483318329,0.507759690284729,0.44314754009246826,0.08700290322303772,0.21174383163452148,0.23339185118675232,0.19955234229564667,0.10270863026380539
",",0.3149496018886566,0.28617382049560547,0.4933079481124878,0.14527317881584167,0.4946078956127167,0.251458078622818,0.352874755859375,0.32538965344429016,0.35217106342315674,0.2803111970424652,0.252440869808197,0.31091248989105225
but,0.49101024866104126,0.4353378415107727,0.4859698414802551,0.23397934436798096,0.39942997694015503,0.27497634291648865,0.40805354714393616,0.2662135064601898,0.5836667418479919,0.32510581612586975,0.3302496373653412,0.27921953797340393
in,0.5344807505607605,0.214483380317688,0.6662389636039734,0.20433473587036133,0.5696388483047485,0.23285751044750214,0.26149076223373413,0.3182811737060547,0.3424699008464813,0.2667064666748047,0.18334577977657318,0.20430970191955566
recent,0.20222888886928558,0.25054731965065,0.31046223640441895,0.2272009402513504,0.2896444797515869,0.20499074459075928,0.32523056864738464,0.16690266132354736,0.36913514137268066,0.22490942478179932,0.22760388255119324,0.2544887959957123
decades,0.11945083737373352,0.10275828093290329,0.3027496635913849,0.20377568900585175,0.22400543093681335,0.2214837521314621,0.31977590918540955,0.18254464864730835,0.2818300724029541,0.20668822526931763,0.17153455317020416,0.06808225065469742
it,0.36972272396087646,0.34188351035118103,0.6251175999641418,0.23861202597618103,0.38761502504348755,0.24014347791671753,0.35001322627067566,0.2263665348291397,0.4413336217403412,0.2745698094367981,0.2074379026889801,0.25732165575027466
has,0.32190436124801636,0.42885294556617737,0.4177538752555847,0.2004157453775406,0.3909035325050354,0.2676869332790375,0.31240612268447876,0.2616070806980133,0.2830006182193756,0.24276848137378693,0.17906944453716278,0.15994466841220856
slowed,0.16867850720882416,0.20930548012256622,0.313388854265213,0.1940464824438095,0.2261045277118683,0.27282363176345825,0.24491384625434875,0.08205358684062958,0.2749635577201843,0.18123044073581696,0.08320281654596329,0.10585252940654755
down,0.2914401888847351,0.24776698648929596,0.3325848877429962,0.1794900745153427,0.23279321193695068,0.2887198030948639,0.23625725507736206,0.07728207856416702,0.26591795682907104,0.24917295575141907,0.08570997416973114,0.13836295902729034
among,0.26159363985061646,0.13270315527915955,0.3507058024406433,0.04315488785505295,0.3679063022136688,0.212976336479187,0.3030465245246887,0.14503440260887146,0.3481288254261017,0.19257280230522156,0.12483598291873932,0.14343059062957764
middle,0.24287375807762146,0.16685135662555695,0.3405749201774597,0.09564970433712006,0.2799445688724518,0.23646537959575653,0.32953378558158875,0.11322372406721115,0.19095690548419952,0.18386787176132202,0.13702978193759918,0.13139553368091583
income,0.17280876636505127,0.18851257860660553,0.23699946701526642,0.11473938822746277,0.2581324577331543,0.2679516673088074,0.8048669099807739,0.15556225180625916,0.20433074235916138,0.1511390507221222,0.1680726557970047,0.14935168623924255
countries,0.2731434106826782,0.2621564269065857,0.33290645480155945,0.1343761384487152,0.2800094783306122,0.22563675045967102,0.33059462904930115,0.1680593341588974,0.32192978262901306,0.22075499594211578,0.07467401772737503,0.15128466486930847
and,0.43859338760375977,0.3461615741252899,0.5171257257461548,0.18427002429962158,0.5116966962814331,0.3147866129875183,0.37693268060684204,0.27047020196914673,0.37647393345832825,0.30117684602737427,0.26214879751205444,0.20544172823429108
plateaued,0.261974960565567,0.17431341111660004,0.3435307741165161,0.18453525006771088,0.3310084342956543,0.2812304198741913,0.3530150055885315,0.2472776174545288,0.2097708135843277,0.17324963212013245,0.1546323001384735,0.1809154897928238
among,0.26159363985061646,0.13270315527915955,0.3507058024406433,0.04315488785505295,0.3679063022136688,0.212976336479187,0.3030465245246887,0.14503440260887146,0.3481288254261017,0.19257280230522156,0.12483598291873932,0.14343059062957764
the,0.5003893971443176,0.35928019881248474,1.0,0.2485450804233551,0.733189046382904,0.3292480409145355,0.37827974557876587,0.24881523847579956,0.40142056345939636,0.3067915439605713,0.19509610533714294,0.22068053483963013
richest,0.16738079488277435,0.1175319030880928,0.27766263484954834,0.04549352079629898,0.3122171461582184,0.16610915958881378,0.45288288593292236,0.26443159580230713,0.18431363999843597,0.12863168120384216,0.12150952219963074,0.15691500902175903
thirty,0.1813644915819168,0.123930424451828,0.326707124710083,0.07119107991456985,0.3474040925502777,0.17448723316192627,0.25510960817337036,0.16292612254619598,0.25545328855514526,0.17195263504981995,0.10533986240625381,0.12186062335968018
or,0.3651050925254822,0.4248845875263214,0.4174870550632477,0.2943326532840729,0.3792596757411957,0.3664381206035614,0.3656342327594757,0.13823428750038147,0.30148130655288696,0.30812349915504456,0.2651978135108948,0.32389625906944275
so,0.48571300506591797,0.46022099256515503,0.4296516180038452,0.25523707270622253,0.3184450566768646,0.36089441180229187,0.4368990659713745,0.16870959103107452,0.541027843952179,0.357639342546463,0.32842469215393066,0.43163934350013733
countries,0.2731434106826782,0.2621564269065857,0.33290645480155945,0.1343761384487152,0.2800094783306122,0.22563675045967102,0.33059462904930115,0.1680593341588974,0.32192978262901306,0.22075499594211578,0.07467401772737503,0.15128466486930847
in,0.5344807505607605,0.214483380317688,0.6662389636039734,0.20433473587036133,0.5696388483047485,0.23285751044750214,0.26149076223373413,0.3182811737060547,0.3424699008464813,0.2667064666748047,0.18334577977657318,0.20430970191955566
the,0.5003893971443176,0.35928019881248474,1.0,0.2485450804233551,0.733189046382904,0.3292480409145355,0.37827974557876587,0.24881523847579956,0.40142056345939636,0.3067915439605713,0.19509610533714294,0.22068053483963013
world,0.29259413480758667,0.15434256196022034,0.33604270219802856,0.07902027666568756,0.2828933000564575,0.15765197575092316,0.20953461527824402,0.25111740827560425,0.27459192276000977,0.22065725922584534,0.13644923269748688,0.17579582333564758
.,0.41390106081962585,0.3022993505001068,0.5934505462646484,0.22770953178405762,0.5352458953857422,0.2524722218513489,0.3955625295639038,0.2944296896457672,0.38162845373153687,0.30296799540519714,0.2852628827095032,0.4130953550338745
