,who,may,also,submit,private,bills,to,parliament,?
or,0.31144875288009644,0.399771511554718,0.46319106221199036,0.20678891241550446,0.21888144314289093,0.266512006521225,0.38921234011650085,0.209258034825325,0.32389625906944275
amendments,0.2338775098323822,0.17179833352565765,0.21301794052124023,0.2981850206851959,0.19341130554676056,0.40542492270469666,0.31400617957115173,0.41087499260902405,0.2547150254249573
to,0.42656609416007996,0.391582727432251,0.5348826050758362,0.28412961959838867,0.18892748653888702,0.24257683753967285,1.0,0.20290622115135193,0.29463258385658264
existing,0.1531921774148941,0.24146124720573425,0.2819945216178894,0.19985482096672058,0.15406028926372528,0.19969402253627777,0.36717307567596436,0.1695270985364914,0.31003472208976746
laws,0.30102699995040894,0.18486784398555756,0.3000333905220032,0.17706666886806488,0.11873725801706314,0.3315223455429077,0.2910608649253845,0.42866581678390503,0.17911791801452637
as,0.3923053741455078,0.32133710384368896,0.5774298906326294,0.1754102110862732,0.22101859748363495,0.1936701536178589,0.42092081904411316,0.1639251410961151,0.27043893933296204
a,0.36608949303627014,0.29255667328834534,0.5149940252304077,0.19167184829711914,0.20346391201019287,0.24252058565616608,0.45503583550453186,0.22951169312000275,0.23916715383529663
bill,0.19545355439186096,0.15351812541484833,0.2585388422012329,0.2126195728778839,0.09215032309293747,0.6122535467147827,0.17981381714344025,0.2732408940792084,0.12855131924152374
;,0.007937713526189327,-0.015097163617610931,0.04470096528530121,0.013145653530955315,0.07344416528940201,0.03997933864593506,0.0979827418923378,0.03756367042660713,0.10349778085947037
a,0.36608949303627014,0.29255667328834534,0.5149940252304077,0.19167184829711914,0.20346391201019287,0.24252058565616608,0.45503583550453186,0.22951169312000275,0.23916715383529663
committee,0.2034623622894287,0.09478174149990082,0.20854385197162628,0.23871847987174988,0.12431012094020844,0.1678713709115982,0.24979650974273682,0.4109974205493927,0.12144632637500763
of,0.2827862501144409,0.26447007060050964,0.4924938678741455,0.2136346697807312,0.18706899881362915,0.21196214854717255,0.41548454761505127,0.2885259687900543,0.1826142966747284
the,0.3733934462070465,0.2694292366504669,0.6021018624305725,0.19348543882369995,0.18291357159614563,0.2371491938829422,0.535392165184021,0.26521381735801697,0.22068053483963013
parliament,0.237068772315979,0.21585623919963837,0.22454090416431427,0.23812945187091827,0.16003824770450592,0.26832765340805054,0.20290622115135193,1.0,0.1586504578590393
can,0.2602734863758087,0.43584567308425903,0.4861826002597809,0.1356765180826187,0.15051504969596863,0.3075481951236725,0.4979398250579834,0.1599172055721283,0.3226337134838104
present,0.12091390043497086,0.25481489300727844,0.175861194729805,0.10399794578552246,0.13450680673122406,0.17970962822437286,0.2453051209449768,0.16245795786380768,0.21759982407093048
a,0.36608949303627014,0.29255667328834534,0.5149940252304077,0.19167184829711914,0.20346391201019287,0.24252058565616608,0.45503583550453186,0.22951169312000275,0.23916715383529663
bill,0.19545355439186096,0.15351812541484833,0.2585388422012329,0.2126195728778839,0.09215032309293747,0.6122535467147827,0.17981381714344025,0.2732408940792084,0.12855131924152374
in,0.2792111933231354,0.3424151837825775,0.5073733329772949,0.1300755739212036,0.21135757863521576,0.14907318353652954,0.45010748505592346,0.2323146015405655,0.20430970191955566
one,0.40083858370780945,0.2514621615409851,0.48437753319740295,0.1384904533624649,0.24056240916252136,0.12370450049638748,0.4025384783744812,0.14608411490917206,0.2673267424106598
of,0.2827862501144409,0.26447007060050964,0.4924938678741455,0.2136346697807312,0.18706899881362915,0.21196214854717255,0.41548454761505127,0.2885259687900543,0.1826142966747284
the,0.3733934462070465,0.2694292366504669,0.6021018624305725,0.19348543882369995,0.18291357159614563,0.2371491938829422,0.535392165184021,0.26521381735801697,0.22068053483963013
areas,0.25495338439941406,0.192206010222435,0.343683123588562,0.1082402914762497,0.20166558027267456,0.14355185627937317,0.29808273911476135,0.18003973364830017,0.1273590475320816
under,0.2962189018726349,0.17191942036151886,0.2685512602329254,0.21514825522899628,0.15024513006210327,0.1424703150987625,0.27177539467811584,0.12533904612064362,0.18233340978622437
its,0.1326070874929428,0.17664512991905212,0.41668900847435,0.13377895951271057,0.13067074120044708,0.1800747811794281,0.3691340684890747,0.23021577298641205,0.15103481709957123
remit,0.29331472516059875,0.2151004821062088,0.29152750968933105,0.35704919695854187,0.1701885312795639,0.27455592155456543,0.3489500880241394,0.23091010749340057,0.3610509932041168
;,0.007937713526189327,-0.015097163617610931,0.04470096528530121,0.013145653530955315,0.07344416528940201,0.03997933864593506,0.0979827418923378,0.03756367042660713,0.10349778085947037
a,0.36608949303627014,0.29255667328834534,0.5149940252304077,0.19167184829711914,0.20346391201019287,0.24252058565616608,0.45503583550453186,0.22951169312000275,0.23916715383529663
member,0.3046252727508545,0.1533735990524292,0.2834150791168213,0.08843529224395752,0.19342178106307983,0.1762036830186844,0.19456195831298828,0.3747406303882599,0.06826172769069672
of,0.2827862501144409,0.26447007060050964,0.4924938678741455,0.2136346697807312,0.18706899881362915,0.21196214854717255,0.41548454761505127,0.2885259687900543,0.1826142966747284
the,0.3733934462070465,0.2694292366504669,0.6021018624305725,0.19348543882369995,0.18291357159614563,0.2371491938829422,0.535392165184021,0.26521381735801697,0.22068053483963013
scottish,0.27621203660964966,0.21667926013469696,0.19968272745609283,0.1007838100194931,0.1477859914302826,0.1690821796655655,0.1268421709537506,0.3418616056442261,0.06442669779062271
parliament,0.237068772315979,0.21585623919963837,0.22454090416431427,0.23812945187091827,0.16003824770450592,0.26832765340805054,0.20290622115135193,1.0,0.1586504578590393
can,0.2602734863758087,0.43584567308425903,0.4861826002597809,0.1356765180826187,0.15051504969596863,0.3075481951236725,0.4979398250579834,0.1599172055721283,0.3226337134838104
introduce,0.2289908230304718,0.11500620096921921,0.24483901262283325,0.27725303173065186,0.13021035492420197,0.2345513552427292,0.3381519317626953,0.18331246078014374,0.22698114812374115
a,0.36608949303627014,0.29255667328834534,0.5149940252304077,0.19167184829711914,0.20346391201019287,0.24252058565616608,0.45503583550453186,0.22951169312000275,0.23916715383529663
bill,0.19545355439186096,0.15351812541484833,0.2585388422012329,0.2126195728778839,0.09215032309293747,0.6122535467147827,0.17981381714344025,0.2732408940792084,0.12855131924152374
as,0.3923053741455078,0.32133710384368896,0.5774298906326294,0.1754102110862732,0.22101859748363495,0.1936701536178589,0.42092081904411316,0.1639251410961151,0.27043893933296204
a,0.36608949303627014,0.29255667328834534,0.5149940252304077,0.19167184829711914,0.20346391201019287,0.24252058565616608,0.45503583550453186,0.22951169312000275,0.23916715383529663
private,0.2552628517150879,0.16896244883537292,0.23910270631313324,0.12823450565338135,1.0,0.20020893216133118,0.18892748653888702,0.16003824770450592,0.14389030635356903
member,0.3046252727508545,0.1533735990524292,0.2834150791168213,0.08843529224395752,0.19342178106307983,0.1762036830186844,0.19456195831298828,0.3747406303882599,0.06826172769069672
;,0.007937713526189327,-0.015097163617610931,0.04470096528530121,0.013145653530955315,0.07344416528940201,0.03997933864593506,0.0979827418923378,0.03756367042660713,0.10349778085947037
or,0.31144875288009644,0.399771511554718,0.46319106221199036,0.20678891241550446,0.21888144314289093,0.266512006521225,0.38921234011650085,0.209258034825325,0.32389625906944275
a,0.36608949303627014,0.29255667328834534,0.5149940252304077,0.19167184829711914,0.20346391201019287,0.24252058565616608,0.45503583550453186,0.22951169312000275,0.23916715383529663
private,0.2552628517150879,0.16896244883537292,0.23910270631313324,0.12823450565338135,1.0,0.20020893216133118,0.18892748653888702,0.16003824770450592,0.14389030635356903
bill,0.19545355439186096,0.15351812541484833,0.2585388422012329,0.2126195728778839,0.09215032309293747,0.6122535467147827,0.17981381714344025,0.2732408940792084,0.12855131924152374
can,0.2602734863758087,0.43584567308425903,0.4861826002597809,0.1356765180826187,0.15051504969596863,0.3075481951236725,0.4979398250579834,0.1599172055721283,0.3226337134838104
be,0.3371641933917999,0.45514434576034546,0.48342031240463257,0.2135818749666214,0.1834806501865387,0.2385317087173462,0.4972836375236511,0.1534755527973175,0.3324260413646698
submitted,0.19082039594650269,0.200105220079422,0.23434333503246307,0.787261962890625,0.19839966297149658,0.18749119341373444,0.2779480218887329,0.2825964391231537,0.2415507286787033
to,0.42656609416007996,0.391582727432251,0.5348826050758362,0.28412961959838867,0.18892748653888702,0.24257683753967285,1.0,0.20290622115135193,0.29463258385658264
parliament,0.237068772315979,0.21585623919963837,0.22454090416431427,0.23812945187091827,0.16003824770450592,0.26832765340805054,0.20290622115135193,1.0,0.1586504578590393
by,0.39727845788002014,0.1970296949148178,0.3824189305305481,0.21502579748630524,0.18554414808750153,0.08112535625696182,0.33534231781959534,0.1523929238319397,0.17966607213020325
an,0.2848317325115204,0.30457955598831177,0.36835694313049316,0.17059174180030823,0.14829891920089722,0.10758780688047409,0.3138085603713989,0.18050292134284973,0.19793890416622162
outside,0.2768247425556183,0.2814694046974182,0.33962929248809814,0.14456337690353394,0.1656412035226822,0.14137016236782074,0.3292369544506073,0.16427920758724213,0.14839068055152893
proposer,0.2713135778903961,0.23373205959796906,0.15651220083236694,0.2757396399974823,0.09442171454429626,0.14328020811080933,0.30134841799736023,0.27364346385002136,0.3582901656627655
.,0.3541337847709656,0.35826805233955383,0.49166762828826904,0.20609639585018158,0.2534593939781189,0.2279222309589386,0.4645031690597534,0.23747818171977997,0.4130953550338745
