,what,type,of,heritage,does,tyneside,have,?
inventions,0.26480668783187866,0.22308947145938873,0.20976124703884125,0.21027536690235138,0.2638504207134247,0.2545086741447449,0.29662060737609863,0.1723206788301468
which,0.5261979103088379,0.31462597846984863,0.5011631846427917,0.24520651996135712,0.39111801981925964,0.3547983169555664,0.49652695655822754,0.25814583897590637
changed,0.2667781710624695,0.13958904147148132,0.3099449872970581,0.15352508425712585,0.2538737952709198,0.23722007870674133,0.34513944387435913,0.21123318374156952
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.25149020552635193,0.35928019881248474,0.33988526463508606,0.40389683842658997,0.22068053483963013
world,0.21669597923755646,0.13339558243751526,0.2828933000564575,0.3862341344356537,0.15434256196022034,0.18359501659870148,0.2620723843574524,0.17579582333564758
;,0.10986888408660889,-0.004756918177008629,0.054534342139959335,0.09544587880373001,0.0650511160492897,0.08282601833343506,0.10650043189525604,0.10349778085947037
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.25149020552635193,0.35928019881248474,0.33988526463508606,0.40389683842658997,0.22068053483963013
great,0.2562883198261261,0.1103498712182045,0.3168134391307831,0.21957848966121674,0.1330372840166092,0.26858973503112793,0.24053381383419037,0.13135133683681488
north,0.18673177063465118,0.17490129172801971,0.3604778051376343,0.25657153129577637,0.11500263214111328,0.4241049289703369,0.1588008850812912,0.11829731613397598
museum,0.1771627515554428,0.14714546501636505,0.23314370214939117,0.2800990045070648,0.1064787358045578,0.20571032166481018,0.11209996789693832,0.14128351211547852
;,0.10986888408660889,-0.004756918177008629,0.054534342139959335,0.09544587880373001,0.0650511160492897,0.08282601833343506,0.10650043189525604,0.10349778085947037
in,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.2754135727882385,0.214483380317688,0.2752016484737396,0.36843645572662354,0.20430970191955566
2009,-0.2519478499889374,-0.19804789125919342,-0.2637706398963928,-0.18298642337322235,-0.2173924595117569,-0.17784279584884644,-0.2793707251548767,-0.2287932187318802
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.25149020552635193,0.35928019881248474,0.33988526463508606,0.40389683842658997,0.22068053483963013
newcastle,0.16276082396507263,0.14704859256744385,0.18781472742557526,0.2021583765745163,0.12200397253036499,0.5080589652061462,0.136333167552948,0.0902252271771431
on,0.34226128458976746,0.2118636518716812,0.3966929316520691,0.24597452580928802,0.2568802833557129,0.26816806197166443,0.36494916677474976,0.2714994251728058
tyne,0.14296641945838928,0.14739058911800385,0.2296384871006012,0.2445196509361267,0.1455947756767273,0.7469267249107361,0.1420832872390747,0.07377036660909653
museum,0.1771627515554428,0.14714546501636505,0.23314370214939117,0.2800990045070648,0.1064787358045578,0.20571032166481018,0.11209996789693832,0.14128351211547852
of,0.33290785551071167,0.18112817406654358,1.0,0.2737451195716858,0.3119818866252899,0.3008047938346863,0.3802283704280853,0.1826142966747284
antiquities,0.1691465973854065,0.132285937666893,0.34274864196777344,0.3696655333042145,0.1744055300951004,0.2786116898059845,0.23854057490825653,0.19398705661296844
merged,0.13653609156608582,0.11804316937923431,0.19221307337284088,0.11594375222921371,0.08332579582929611,0.15011632442474365,0.12634041905403137,0.16063673794269562
with,0.2464839518070221,0.1964726597070694,0.41827285289764404,0.12325533479452133,0.26186925172805786,0.27028393745422363,0.48046383261680603,0.2433311939239502
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.25149020552635193,0.35928019881248474,0.33988526463508606,0.40389683842658997,0.22068053483963013
great,0.2562883198261261,0.1103498712182045,0.3168134391307831,0.21957848966121674,0.1330372840166092,0.26858973503112793,0.24053381383419037,0.13135133683681488
north,0.18673177063465118,0.17490129172801971,0.3604778051376343,0.25657153129577637,0.11500263214111328,0.4241049289703369,0.1588008850812912,0.11829731613397598
museum,0.1771627515554428,0.14714546501636505,0.23314370214939117,0.2800990045070648,0.1064787358045578,0.20571032166481018,0.11209996789693832,0.14128351211547852
(,0.2411840260028839,0.1677488386631012,0.35032153129577637,0.17843258380889893,0.2728188931941986,0.13139261305332184,0.23072676360607147,0.40561532974243164
hancock,0.1591028869152069,0.16995517909526825,0.2470812052488327,0.1265379637479782,0.07635510712862015,0.32729029655456543,0.18864233791828156,0.14220868051052094
museum,0.1771627515554428,0.14714546501636505,0.23314370214939117,0.2800990045070648,0.1064787358045578,0.20571032166481018,0.11209996789693832,0.14128351211547852
),0.26259949803352356,0.18612703680992126,0.3680361211299896,0.17005595564842224,0.2575884759426117,0.1291917860507965,0.22866283357143402,0.42300865054130554
;,0.10986888408660889,-0.004756918177008629,0.054534342139959335,0.09544587880373001,0.0650511160492897,0.08282601833343506,0.10650043189525604,0.10349778085947037
seven,0.15978287160396576,0.05352802202105522,0.273354172706604,0.14250566065311432,0.1019262820482254,0.13717107474803925,0.22066670656204224,0.1732930988073349
stories,0.2844959497451782,0.0701482743024826,0.2577437460422516,0.1642494648694992,0.18673604726791382,0.20169679820537567,0.26907452940940857,0.20536305010318756
a,0.3320399522781372,0.3813284635543823,0.5052502155303955,0.24219360947608948,0.38201746344566345,0.27762705087661743,0.338716596364975,0.23916715383529663
museum,0.1771627515554428,0.14714546501636505,0.23314370214939117,0.2800990045070648,0.1064787358045578,0.20571032166481018,0.11209996789693832,0.14128351211547852
dedicated,0.1580183058977127,0.1030423641204834,0.2574051022529602,0.2205730378627777,0.1544719636440277,0.21019507944583893,0.1866295486688614,0.12950462102890015
to,0.455847829580307,0.19930607080459595,0.41548454761505127,0.17998197674751282,0.4391997456550598,0.2941407263278961,0.4544740617275238,0.29463258385658264
children,0.22469459474086761,0.09340640902519226,0.1978350728750229,0.13385942578315735,0.1224919930100441,0.13117457926273346,0.24149258434772491,0.21788206696510315
's,0.02692362666130066,0.05257158726453781,-0.03817026689648628,-0.01993033103644848,-0.02895052544772625,-0.009846269153058529,-0.02807004563510418,-0.023395681753754616
books,0.2542080581188202,0.1144709587097168,0.18863578140735626,0.1936360001564026,0.18140338361263275,0.18055598437786102,0.20376041531562805,0.1897611767053604
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.20199330151081085,0.28617382049560547,0.2570286989212036,0.3541618287563324,0.31091248989105225
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.25149020552635193,0.35928019881248474,0.33988526463508606,0.40389683842658997,0.22068053483963013
side,0.2532914876937866,0.21290434896945953,0.2452700436115265,0.13519258797168732,0.2402036339044571,0.3611499071121216,0.2790888249874115,0.07831130921840668
gallery,0.1566055566072464,0.12225531041622162,0.1971534639596939,0.2705294191837311,0.14160312712192535,0.2217181921005249,0.1528451293706894,0.18202216923236847
historical,0.2923852205276489,0.09789324551820755,0.3218611776828766,0.33280041813850403,0.12527337670326233,0.20577996969223022,0.1577400267124176,0.1665111482143402
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.20273086428642273,0.3461615741252899,0.3023083209991455,0.4711785912513733,0.20544172823429108
contemporary,0.20300830900669098,0.1500372737646103,0.2923402488231659,0.25252774357795715,0.18216052651405334,0.22667594254016876,0.21517224609851837,0.09539991617202759
photography,0.15990793704986572,0.14875099062919617,0.20351915061473846,0.1558888554573059,0.12523627281188965,0.10631819069385529,0.10135237872600555,0.12825748324394226
from,0.2737620174884796,0.1559610366821289,0.4249346852302551,0.15396375954151154,0.1777622550725937,0.24623261392116547,0.30702701210975647,0.19969791173934937
around,0.27475327253341675,0.18621544539928436,0.3296394646167755,0.19424653053283691,0.19845978915691376,0.3248036205768585,0.4113404154777527,0.14729668200016022
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.25149020552635193,0.35928019881248474,0.33988526463508606,0.40389683842658997,0.22068053483963013
world,0.21669597923755646,0.13339558243751526,0.2828933000564575,0.3862341344356537,0.15434256196022034,0.18359501659870148,0.2620723843574524,0.17579582333564758
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.20273086428642273,0.3461615741252899,0.3023083209991455,0.4711785912513733,0.20544172823429108
northern,0.19332477450370789,0.11375892907381058,0.32586339116096497,0.26332810521125793,0.11593209207057953,0.3439349830150604,0.1682901680469513,0.13149388134479523
england,0.21399550139904022,0.12399406731128693,0.24624483287334442,0.1983458697795868,0.14889326691627502,0.4539056122303009,0.21146592497825623,0.13436897099018097
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.20273086428642273,0.3461615741252899,0.3023083209991455,0.4711785912513733,0.20544172823429108
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.25149020552635193,0.35928019881248474,0.33988526463508606,0.40389683842658997,0.22068053483963013
newburn,0.23920731246471405,0.11911337077617645,0.2528952360153198,0.200838103890419,0.16010509431362152,0.42996135354042053,0.20324508845806122,0.2338368445634842
hall,0.10849796235561371,0.09146706759929657,0.23551815748214722,0.2295435518026352,0.119517482817173,0.25042709708213806,0.1277102679014206,0.13520537316799164
motor,0.18952611088752747,0.1800278127193451,0.20839329063892365,0.14830993115901947,0.20549634099006653,0.2902238368988037,0.18455474078655243,0.0637441948056221
museum,0.1771627515554428,0.14714546501636505,0.23314370214939117,0.2800990045070648,0.1064787358045578,0.20571032166481018,0.11209996789693832,0.14128351211547852
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.25028157234191895,0.3022993505001068,0.23986637592315674,0.41614407300949097,0.4130953550338745
