,the,term,imperialism,has,been,applied,to,western,countries,",",and,which,eastern,county,?
japanese,0.21599429845809937,0.1870010793209076,0.3325769305229187,0.2103496789932251,0.17203252017498016,0.1322384774684906,0.1551903486251831,0.17952722311019897,0.2176346629858017,0.18483802676200867,0.2319587618112564,0.19711120426654816,0.13715514540672302,0.0748065784573555,0.12021756172180176
),0.3456730246543884,0.14937621355056763,0.2044532299041748,0.26944878697395325,0.1854540854692459,0.202529177069664,0.31236231327056885,0.17901712656021118,0.15248970687389374,0.63033527135849,0.4961937665939331,0.2758678197860718,0.1984046846628189,0.1701834797859192,0.42300865054130554
political,0.20477235317230225,0.1986871212720871,0.4096531569957733,0.1945810467004776,0.16850446164608002,0.21585522592067719,0.2065112292766571,0.18335412442684174,0.29528099298477173,0.27072274684906006,0.33013346791267395,0.15920867025852203,0.18389734625816345,0.19962841272354126,0.17130474746227264
and,0.5171257257461548,0.22272127866744995,0.19073538482189178,0.43716782331466675,0.3424558639526367,0.26963624358177185,0.48971283435821533,0.27210789918899536,0.37200918793678284,0.6633074283599854,1.0,0.506277859210968,0.22891712188720703,0.2045455276966095,0.20544172823429108
economic,0.282455176115036,0.23157739639282227,0.4640966057777405,0.2052665501832962,0.16136106848716736,0.21445827186107635,0.26856908202171326,0.1813882291316986,0.3255499005317688,0.2340485155582428,0.2707010805606842,0.2570582926273346,0.23509526252746582,0.18924017250537872,0.1206481084227562
dominance,0.3841419219970703,0.36428892612457275,0.2979675531387329,0.15541760623455048,0.17233943939208984,0.2792738974094391,0.2552642822265625,0.25319573283195496,0.2266867607831955,0.21292094886302948,0.30922091007232666,0.335644394159317,0.25176793336868286,0.09052985906600952,0.08315658569335938
especially,0.39420849084854126,0.2704876959323883,0.2207479327917099,0.2626020014286041,0.36241304874420166,0.28506985306739807,0.37744608521461487,0.2184598445892334,0.361205518245697,0.3689771592617035,0.47893428802490234,0.4690455496311188,0.2608550190925598,0.04867305979132652,0.19751401245594025
in,0.6662389636039734,0.27866655588150024,0.2081184834241867,0.4173259735107422,0.3515113592147827,0.2475845366716385,0.45010748505592346,0.35160520672798157,0.3027990758419037,0.5201468467712402,0.4954058527946472,0.4840516746044159,0.3306356370449066,0.31363439559936523,0.20430970191955566
asia,0.2838890850543976,0.17361204326152802,0.25942909717559814,0.20290203392505646,0.22241570055484772,0.11873368173837662,0.22411112487316132,0.2896152436733246,0.39507102966308594,0.1759067326784134,0.26469188928604126,0.24878287315368652,0.3259150981903076,0.15787965059280396,0.1340748518705368
and,0.5171257257461548,0.22272127866744995,0.19073538482189178,0.43716782331466675,0.3424558639526367,0.26963624358177185,0.48971283435821533,0.27210789918899536,0.37200918793678284,0.6633074283599854,1.0,0.506277859210968,0.22891712188720703,0.2045455276966095,0.20544172823429108
africa,0.2903064787387848,0.19104233384132385,0.30433404445648193,0.17411938309669495,0.21515285968780518,0.18492257595062256,0.23667606711387634,0.2585296332836151,0.4068560302257538,0.2545008063316345,0.2685798704624176,0.23808510601520538,0.27407386898994446,0.14860646426677704,0.12926554679870605
in,0.6662389636039734,0.27866655588150024,0.2081184834241867,0.4173259735107422,0.3515113592147827,0.2475845366716385,0.45010748505592346,0.35160520672798157,0.3027990758419037,0.5201468467712402,0.4954058527946472,0.4840516746044159,0.3306356370449066,0.31363439559936523,0.20430970191955566
the,1.0,0.2740369141101837,0.2716025412082672,0.4177538752555847,0.3563927710056305,0.22842662036418915,0.535392165184021,0.37920868396759033,0.33290645480155945,0.4933079481124878,0.5171257257461548,0.6521818041801453,0.3928247392177582,0.21715226769447327,0.22068053483963013
19th,0.24964287877082825,0.14619080722332,0.05005332827568054,0.14299483597278595,0.14357182383537292,0.22551047801971436,0.18742936849594116,0.1359163373708725,0.12984760105609894,0.16815264523029327,0.2922728657722473,0.2196694165468216,0.07969557493925095,0.10932967066764832,0.004712673369795084
and,0.5171257257461548,0.22272127866744995,0.19073538482189178,0.43716782331466675,0.3424558639526367,0.26963624358177185,0.48971283435821533,0.27210789918899536,0.37200918793678284,0.6633074283599854,1.0,0.506277859210968,0.22891712188720703,0.2045455276966095,0.20544172823429108
20th,0.3097512125968933,0.11396464705467224,0.08483610302209854,0.1597633808851242,0.13482357561588287,0.1783982515335083,0.20756898820400238,0.14157620072364807,0.13439320027828217,0.22451449930667877,0.29001447558403015,0.23899522423744202,0.13368940353393555,0.1560627669095993,0.14985637366771698
centuries,0.32166481018066406,0.29914942383766174,0.32450005412101746,0.24883827567100525,0.3138299584388733,0.22090668976306915,0.2275104820728302,0.24366939067840576,0.3469066321849823,0.1864481121301651,0.29204583168029785,0.2743915021419525,0.25147491693496704,0.15750496089458466,0.13179439306259155
.,0.5934505462646484,0.18456575274467468,0.22279119491577148,0.4105546176433563,0.33645182847976685,0.2685256898403168,0.4645031690597534,0.2816847264766693,0.27938392758369446,0.6812511086463928,0.588965117931366,0.45942068099975586,0.2820250988006592,0.25379708409309387,0.4130953550338745
