,how,did,the,2001,ipcc,report,compare,to,reality,on,sea,levels,?
sea,0.16549281775951385,0.1665116548538208,0.30363768339157104,-0.12401077151298523,0.20078325271606445,0.15907305479049683,0.051682647317647934,0.2749888300895691,0.12399653345346451,0.2444533258676529,1.0,0.2632085382938385,0.15551945567131042
level,0.27169108390808105,0.1976850926876068,0.31442487239837646,-0.05945676937699318,0.3060879111289978,0.1898125410079956,0.2036641538143158,0.2976585030555725,0.21490369737148285,0.2125781625509262,0.3468961715698242,0.7348478436470032,0.20528386533260345
rise,0.2018410563468933,0.16756875813007355,0.3404741883277893,-0.14136651158332825,0.23319052159786224,0.18289145827293396,0.20676028728485107,0.23256368935108185,0.15718524158000946,0.17464827001094818,0.3275212049484253,0.3079465329647064,0.10799103230237961
was,0.16678167879581451,0.41399896144866943,0.48711544275283813,-0.1705034077167511,0.16744299232959747,0.19926786422729492,0.09800519049167633,0.3636345863342285,0.19640132784843445,0.3909217119216919,0.18031850457191467,0.10329693555831909,0.18412111699581146
above,0.23468554019927979,0.20278730988502502,0.33988961577415466,-0.15455055236816406,0.27213147282600403,0.21451237797737122,0.23316989839076996,0.30495497584342957,0.15153297781944275,0.3177962899208069,0.3219030201435089,0.34369543194770813,0.2521739900112152
the,0.33890387415885925,0.34736719727516174,1.0,-0.07246288657188416,0.24925659596920013,0.2556745111942291,0.26994526386260986,0.535392165184021,0.2677460014820099,0.5107308030128479,0.30363768339157104,0.286034494638443,0.22068053483963013
top,0.18546171486377716,0.17264406383037567,0.31754136085510254,-0.07086643576622009,0.17677032947540283,0.15459111332893372,0.19517762959003448,0.20897358655929565,0.16826112568378448,0.30151405930519104,0.18483032286167145,0.2798551321029663,0.17265194654464722
of,0.2480744868516922,0.2513895630836487,0.733189046382904,-0.08535187691450119,0.20174051821231842,0.22992923855781555,0.27714359760284424,0.41548454761505127,0.22407591342926025,0.3966929316520691,0.2707739472389221,0.23668165504932404,0.1826142966747284
the,0.33890387415885925,0.34736719727516174,1.0,-0.07246288657188416,0.24925659596920013,0.2556745111942291,0.26994526386260986,0.535392165184021,0.2677460014820099,0.5107308030128479,0.30363768339157104,0.286034494638443,0.22068053483963013
range,0.15032252669334412,0.0891508087515831,0.2311336100101471,-0.07495765388011932,0.13347449898719788,0.06743495166301727,0.20069703459739685,0.2767433524131775,0.13049869239330292,0.19070495665073395,0.22372566163539886,0.21214839816093445,0.1204894632101059
of,0.2480744868516922,0.2513895630836487,0.733189046382904,-0.08535187691450119,0.20174051821231842,0.22992923855781555,0.27714359760284424,0.41548454761505127,0.22407591342926025,0.3966929316520691,0.2707739472389221,0.23668165504932404,0.1826142966747284
the,0.33890387415885925,0.34736719727516174,1.0,-0.07246288657188416,0.24925659596920013,0.2556745111942291,0.26994526386260986,0.535392165184021,0.2677460014820099,0.5107308030128479,0.30363768339157104,0.286034494638443,0.22068053483963013
ipcc,0.3693348467350006,0.2459706962108612,0.24925659596920013,-0.032272763550281525,1.0000001192092896,0.4727894961833954,0.2826744019985199,0.25466105341911316,0.19797255098819733,0.24879392981529236,0.20078325271606445,0.2907012104988098,0.22295254468917847
projection,0.19523929059505463,0.12038660049438477,0.23304452002048492,0.006465381942689419,0.2164340615272522,0.2029493898153305,0.23299546539783478,0.2246285229921341,0.21505388617515564,0.2448066771030426,0.16358478367328644,0.12797848880290985,0.24917325377464294
.,0.3287222981452942,0.35288307070732117,0.5934505462646484,-0.17065654695034027,0.20098818838596344,0.277835488319397,0.24470208585262299,0.4645031690597534,0.20469018816947937,0.49257001280784607,0.2680719196796417,0.24042059481143951,0.4130953550338745
