,when,did,germany,invade,poland,and,in,doing,so,start,world,war,ii,?
began,0.25673019886016846,0.4415510594844818,0.19444875419139862,0.2163075953722,0.16413898766040802,0.3021392226219177,0.34154343605041504,0.2057252824306488,0.15067236125469208,0.41427290439605713,0.2530422508716583,0.23302879929542542,0.1384928673505783,0.1370266228914261
the,0.5091903209686279,0.34736719727516174,0.3181285262107849,0.3208954632282257,0.24871079623699188,0.5171257257461548,0.6662389636039734,0.29305580258369446,0.4296516180038452,0.3656389117240906,0.33604270219802856,0.366199791431427,0.2631464898586273,0.22068053483963013
second,0.28561660647392273,0.20727969706058502,0.18163155019283295,0.1420813649892807,0.20466876029968262,0.2743909955024719,0.34510284662246704,0.14881755411624908,0.23802286386489868,0.2685798406600952,0.31760838627815247,0.2754240930080414,0.2740594446659088,0.17239587008953094
world,0.23794586956501007,0.1944720596075058,0.34461086988449097,0.19973695278167725,0.27353495359420776,0.3246132433414459,0.3038199245929718,0.19118203222751617,0.20766161382198334,0.20161771774291992,1.0000001192092896,0.4748530089855194,0.3857489824295044,0.17579582333564758
war,0.26339730620384216,0.27422013878822327,0.33754608035087585,0.3521210253238678,0.23856505751609802,0.29695844650268555,0.29904094338417053,0.22385869920253754,0.21567615866661072,0.22081641852855682,0.4748530089855194,1.0000001192092896,0.5286030769348145,0.15510529279708862
",",0.36674630641937256,0.3015086054801941,0.2898865044116974,0.2533637285232544,0.2751549184322357,0.6633074283599854,0.5201468467712402,0.31285786628723145,0.3716299831867218,0.2934366464614868,0.26091980934143066,0.2671184241771698,0.27159881591796875,0.31091248989105225
warsaw,0.1615014374256134,0.1939365565776825,0.39102694392204285,0.23482951521873474,0.6352760195732117,0.2083624005317688,0.22642600536346436,0.12686367332935333,0.18220551311969757,0.14687985181808472,0.2137570083141327,0.3365558683872223,0.2033650428056717,0.09769917279481888
was,0.37326499819755554,0.41399896144866943,0.2618768811225891,0.20349261164665222,0.19694356620311737,0.3740963041782379,0.45514053106307983,0.18763868510723114,0.2666010558605194,0.20079405605793,0.3097524344921112,0.3560331463813782,0.25630512833595276,0.18412111699581146
defended,0.22460216283798218,0.24142922461032867,0.1991269588470459,0.3831949532032013,0.18492992222309113,0.23787474632263184,0.24916556477546692,0.17857137322425842,0.21533362567424774,0.14115509390830994,0.23415303230285645,0.26888781785964966,0.1350323110818863,0.16800206899642944
till,0.2437048852443695,0.1843065619468689,0.20972810685634613,0.08359439671039581,0.11608540266752243,0.18488669395446777,0.16940172016620636,0.13044843077659607,0.23569545149803162,0.241605743765831,0.10794347524642944,0.14720012247562408,0.19251000881195068,0.1827678382396698
september,0.2483685463666916,0.2693498432636261,0.20127694308757782,0.13317663967609406,0.22510553896427155,0.2902049422264099,0.25402772426605225,0.1659724861383438,0.1966494768857956,0.16052962839603424,0.17242535948753357,0.2267986685037613,0.18633060157299042,0.2665146589279175
27,-0.042299967259168625,0.09100242704153061,0.07198209315538406,0.017142701894044876,0.0377877876162529,0.036762937903404236,0.015904199331998825,0.09596399962902069,0.04700038209557533,0.04976100102066994,0.07906860113143921,0.046407461166381836,0.009858600795269012,0.036716945469379425
.,0.475719153881073,0.35288307070732117,0.28498756885528564,0.2768091857433319,0.2872875928878784,0.588965117931366,0.5591574311256409,0.3253456652164459,0.45412498712539673,0.3501981496810913,0.3177160322666168,0.3000848889350891,0.27393630146980286,0.4130953550338745
