,who,returned,a,punt,for,61,yards,",",setting,a,new,super,bowl,record,?
's,0.05599616840481758,-0.04012485593557358,0.04866964742541313,0.04587121307849884,-0.07241261005401611,-0.11638029664754868,0.0408332459628582,-0.0016132977325469255,0.024691104888916016,0.04866964742541313,-0.008355522528290749,0.09726737439632416,-0.02838491089642048,0.05960977077484131,-0.023395681753754616
61-yard,0.2655092179775238,0.27884775400161743,0.2804825007915497,0.3427294194698334,0.24715524911880493,0.0729278102517128,0.5426129698753357,0.23678749799728394,0.2606739103794098,0.2804825007915497,0.23791716992855072,0.1761414110660553,0.1888059824705124,0.21910224854946136,0.1297386735677719
punt,0.18999169766902924,0.26779499650001526,0.202503502368927,1.0,0.18573349714279175,0.027585171163082123,0.468953937292099,0.21826523542404175,0.1756581962108612,0.202503502368927,0.1207825243473053,0.14259372651576996,0.25543251633644104,0.3076033294200897,0.1629500389099121
return,0.14819499850273132,0.6497189998626709,0.20093116164207458,0.35027334094047546,0.23464316129684448,0.032703664153814316,0.23656457662582397,0.20895273983478546,0.2519950270652771,0.20093116164207458,0.21881267428398132,0.10588037222623825,0.14629174768924713,0.16174988448619843,0.14655634760856628
set,0.19352185726165771,0.24220813810825348,0.2540091574192047,0.19956707954406738,0.30194196105003357,-0.033698104321956635,0.19454100728034973,0.24912182986736298,0.600304126739502,0.2540091574192047,0.238132506608963,0.1139470711350441,0.16605548560619354,0.22965846955776215,0.1698019951581955
a,0.36608949303627014,0.22562164068222046,1.0,0.202503502368927,0.44038116931915283,0.06101536005735397,0.19167225062847137,0.427140474319458,0.3013681173324585,1.0,0.3214259147644043,0.26005712151527405,0.19533146917819977,0.2588478624820709,0.23916715383529663
new,0.2378052920103073,0.20572280883789062,0.3214259147644043,0.1207825243473053,0.2700757384300232,0.0995233952999115,0.10621503740549088,0.36073189973831177,0.3092244565486908,0.3214259147644043,0.9999999403953552,0.2769954204559326,0.1471257209777832,0.18475042283535004,0.14782847464084625
record,0.24139603972434998,0.16890877485275269,0.2588478624820709,0.3076033294200897,0.24185582995414734,0.011627132073044777,0.358747661113739,0.28093910217285156,0.16391773521900177,0.2588478624820709,0.18475042283535004,0.2505435347557068,0.24389338493347168,1.0,0.14407116174697876
",",0.3365725874900818,0.24382898211479187,0.427140474319458,0.21826523542404175,0.4464869201183319,0.04566916450858116,0.16944201290607452,1.0000001192092896,0.2050757110118866,0.427140474319458,0.36073189973831177,0.22322475910186768,0.1810409277677536,0.28093910217285156,0.31091248989105225
surpassing,0.23196928203105927,0.16038303077220917,0.13810741901397705,0.3319160044193268,0.24267640709877014,0.06163930520415306,0.4126906394958496,0.2383928894996643,0.21076339483261108,0.13810741901397705,0.1974012851715088,0.16200301051139832,0.19437028467655182,0.3465891182422638,0.17664988338947296
the,0.3733934462070465,0.32857778668403625,0.5829201340675354,0.2358638495206833,0.4739971458911896,0.044257789850234985,0.16070343554019928,0.4933079481124878,0.2991926074028015,0.5829201340675354,0.3845241069793701,0.21959073841571808,0.21576224267482758,0.23569516837596893,0.22068053483963013
old,0.2511109709739685,0.1468057930469513,0.2846200466156006,0.09693922847509384,0.2211335301399231,0.03410704806447029,0.11279375851154327,0.26524028182029724,0.13135337829589844,0.2846200466156006,0.3384166657924652,0.17351548373699188,0.07883551716804504,0.12360779941082001,0.20577076077461243
record,0.24139603972434998,0.16890877485275269,0.2588478624820709,0.3076033294200897,0.24185582995414734,0.011627132073044777,0.358747661113739,0.28093910217285156,0.16391773521900177,0.2588478624820709,0.18475042283535004,0.2505435347557068,0.24389338493347168,1.0,0.14407116174697876
of,0.2827862501144409,0.28002414107322693,0.5052502155303955,0.18623360991477966,0.4185989499092102,0.06426315009593964,0.14466260373592377,0.4946078956127167,0.22114701569080353,0.5052502155303955,0.343457967042923,0.14718765020370483,0.2243070751428604,0.19289259612560272,0.1826142966747284
45,0.04447520524263382,0.022454883903265,0.1061907708644867,-0.051779650151729584,0.05910564959049225,0.012279927730560303,0.02249443158507347,0.040208861231803894,-0.004050371702760458,0.1061907708644867,-0.016203617677092552,0.026073051616549492,0.0867796316742897,0.04716716334223747,-0.01282194908708334
yards,0.13584628701210022,0.2638286352157593,0.19167225062847137,0.468953937292099,0.21746347844600677,0.030908454209566116,1.0,0.16944201290607452,0.19901084899902344,0.19167225062847137,0.10621503740549088,0.22780416905879974,0.2993983328342438,0.358747661113739,0.12453813850879669
set,0.19352185726165771,0.24220813810825348,0.2540091574192047,0.19956707954406738,0.30194196105003357,-0.033698104321956635,0.19454100728034973,0.24912182986736298,0.600304126739502,0.2540091574192047,0.238132506608963,0.1139470711350441,0.16605548560619354,0.22965846955776215,0.1698019951581955
by,0.39727845788002014,0.2103281319141388,0.32094135880470276,0.1608380228281021,0.3248702883720398,0.02301204390823841,0.1708054542541504,0.3680937886238098,0.1776338666677475,0.32094135880470276,0.25394493341445923,0.15233319997787476,0.12992306053638458,0.1887274980545044,0.17966607213020325
john,0.30388808250427246,0.19381780922412872,0.20638683438301086,0.11037231981754303,0.22649751603603363,0.03740091994404793,0.16038429737091064,0.23961079120635986,0.0873274952173233,0.20638683438301086,0.21047446131706238,0.1567493975162506,0.19344750046730042,0.22190625965595245,0.13162356615066528
taylor,0.2793971002101898,0.1746017187833786,0.21999089419841766,0.16961796581745148,0.14842502772808075,-0.011638717725872993,0.24369658529758453,0.30456963181495667,0.14046615362167358,0.21999089419841766,0.22011269629001617,0.16501890122890472,0.14487722516059875,0.20740482211112976,0.18786384165287018
in,0.2792111933231354,0.341925710439682,0.539380669593811,0.16382674872875214,0.4322226941585541,-0.012971283867955208,0.14206624031066895,0.5201468467712402,0.2323552966117859,0.539380669593811,0.3758552670478821,0.18576006591320038,0.17236235737800598,0.23162534832954407,0.20430970191955566
super,0.1819351613521576,0.13535335659980774,0.26005712151527405,0.14259372651576996,0.22938419878482819,-0.06113346293568611,0.22780416905879974,0.22322475910186768,0.1479693055152893,0.26005712151527405,0.2769954204559326,1.0000001192092896,0.4848237931728363,0.2505435347557068,0.166326642036438
bowl,0.09189514070749283,0.1837148368358612,0.19533146917819977,0.25543251633644104,0.24430087208747864,-0.05401160567998886,0.2993983328342438,0.1810409277677536,0.13633736968040466,0.19533146917819977,0.1471257209777832,0.4848237931728363,1.0,0.24389338493347168,0.21118052303791046
xxiii,0.1307462602853775,0.23980678617954254,0.18232658505439758,0.29223695397377014,0.14448456466197968,-0.01146137434989214,0.24251796305179596,0.26749280095100403,0.12461932003498077,0.18232658505439758,0.21538087725639343,0.3682960271835327,0.39976954460144043,0.16445691883563995,0.1681264191865921
.,0.3541337847709656,0.22617055475711823,0.50484299659729,0.1972125768661499,0.4726039469242096,-0.002205049153417349,0.17664551734924316,0.6812511086463928,0.2672421634197235,0.50484299659729,0.35031336545944214,0.2757420241832733,0.21516893804073334,0.2186054140329361,0.4130953550338745
