,what,does,corporal,punishment,cause,a,student,?
most,0.3219912350177765,0.30044323205947876,0.11076462268829346,0.17340581119060516,0.2901781499385834,0.3508910834789276,0.13875044882297516,0.2107497900724411
common,0.19989867508411407,0.2881799340248108,0.09633602201938629,0.15432219207286835,0.30202189087867737,0.29638534784317017,0.09404443949460983,0.20434872806072235
forms,0.16334041953086853,0.3104206919670105,0.18189074099063873,0.19027894735336304,0.291128545999527,0.31878992915153503,0.08364567160606384,0.1196754202246666
of,0.33290785551071167,0.3119818866252899,0.18547691404819489,0.2056395560503006,0.25979894399642944,0.5052502155303955,0.20310284197330475,0.1826142966747284
school,0.18774057924747467,0.1536676436662674,0.19004926085472107,0.17317719757556915,0.13382476568222046,0.2245093584060669,0.5531905293464661,0.15091250836849213
discipline,0.2522185742855072,0.19757437705993652,0.22956888377666473,0.3168984055519104,0.16795852780342102,0.21818003058433533,0.2725600302219391,0.06836310029029846
throughout,0.2130906730890274,0.2064560502767563,0.17230194807052612,0.17425307631492615,0.22742867469787598,0.2578590512275696,0.15606403350830078,0.12665234506130219
much,0.45316147804260254,0.38653305172920227,0.09599950909614563,0.2709479331970215,0.3132915496826172,0.2958075702190399,0.13576428592205048,0.23442231118679047
of,0.33290785551071167,0.3119818866252899,0.18547691404819489,0.2056395560503006,0.25979894399642944,0.5052502155303955,0.20310284197330475,0.1826142966747284
the,0.42745697498321533,0.35928019881248474,0.22063873708248138,0.2503047287464142,0.2551237642765045,0.5829201340675354,0.21259291470050812,0.22068053483963013
world,0.21669597923755646,0.15434256196022034,0.15341432392597198,0.13142745196819305,0.18670904636383057,0.22239887714385986,0.18468284606933594,0.17579582333564758
.,0.3567904531955719,0.3022993505001068,0.23281329870224,0.24320337176322937,0.267557293176651,0.50484299659729,0.20994822680950165,0.4130953550338745
