,what,year,is,the,earliest,traces,of,the,color,crimson,at,harvard,?
by,0.2455483376979828,0.28805047273635864,0.3899846076965332,0.4408751428127289,0.1959538608789444,0.183767169713974,0.3646814823150635,0.4408751428127289,0.1992429792881012,0.21190166473388672,0.2368064820766449,0.18136346340179443,0.17966607213020325
an,0.2821882665157318,0.17045794427394867,0.4654068350791931,0.4207492768764496,0.20667658746242523,0.21372973918914795,0.32280945777893066,0.4207492768764496,0.18160386383533478,0.08567677438259125,0.2446778565645218,0.1396438181400299,0.19793890416622162
1875,0.12304215133190155,0.20294611155986786,0.0883140042424202,0.20612575113773346,0.05313568562269211,-0.007971161976456642,0.20083793997764587,0.20612575113773346,0.08361752331256866,0.14160799980163574,0.17460308969020844,0.08442815393209457,0.22339659929275513
vote,0.30723845958709717,0.19143715500831604,0.2031867355108261,0.22779929637908936,0.057564638555049896,0.0820266604423523,0.19845709204673767,0.22779929637908936,0.1530035436153412,0.11423491686582565,0.14803512394428253,0.1395065188407898,0.2888886630535126
of,0.33290785551071167,0.2578314542770386,0.4854315221309662,0.733189046382904,0.33267632126808167,0.2722915709018707,1.0,0.733189046382904,0.1876296103000641,0.2681410014629364,0.42558613419532776,0.25842633843421936,0.1826142966747284
the,0.42745697498321533,0.3609684407711029,0.5823672413825989,1.0,0.32825469970703125,0.281084805727005,0.733189046382904,1.0,0.21895472705364227,0.2852988541126251,0.457212895154953,0.24496200680732727,0.22068053483963013
student,0.20548318326473236,0.24777936935424805,0.18911804258823395,0.21259291470050812,0.12040650844573975,0.10403459519147873,0.20310284197330475,0.21259291470050812,0.08283557742834091,0.14658881723880768,0.2458948791027069,0.33763715624809265,0.13282090425491333
body,0.2143840193748474,0.13992778956890106,0.2790417969226837,0.31682634353637695,0.14382772147655487,0.2572520971298218,0.25063133239746094,0.31682634353637695,0.20412130653858185,0.12300875037908554,0.13802476227283478,0.15091508626937866,0.20136451721191406
",",0.3087472915649414,0.28560417890548706,0.4691906273365021,0.4933079481124878,0.20733466744422913,0.2541196644306183,0.4946078956127167,0.4933079481124878,0.20653429627418518,0.21093732118606567,0.38314947485923767,0.2719281017780304,0.31091248989105225
although,0.24844598770141602,0.20674915611743927,0.301360160112381,0.3265823423862457,0.2885616421699524,0.2357088178396225,0.3024747669696808,0.3265823423862457,0.21269232034683228,0.10553696006536484,0.32536768913269043,0.12122974544763565,0.15541206300258636
the,0.42745697498321533,0.3609684407711029,0.5823672413825989,1.0,0.32825469970703125,0.281084805727005,0.733189046382904,1.0,0.21895472705364227,0.2852988541126251,0.457212895154953,0.24496200680732727,0.22068053483963013
association,0.13908448815345764,0.17930245399475098,0.23086927831172943,0.26550325751304626,0.243259996175766,0.1464245617389679,0.2501356303691864,0.26550325751304626,0.09960711747407913,0.10459969192743301,0.142324298620224,0.28179681301116943,0.1542656421661377
with,0.2464839518070221,0.3220449686050415,0.3250955045223236,0.4223487675189972,0.14942985773086548,0.18184401094913483,0.41827285289764404,0.4223487675189972,0.22848032414913177,0.18419094383716583,0.29126521944999695,0.11114109307527542,0.2433311939239502
some,0.4491020441055298,0.15327271819114685,0.3038453459739685,0.4566698372364044,0.39322254061698914,0.3102049231529236,0.4300730526447296,0.4566698372364044,0.22081559896469116,0.16271564364433289,0.25582021474838257,0.21294522285461426,0.2562315762042999
form,0.15868011116981506,0.12272514402866364,0.3218395411968231,0.29286009073257446,0.23953646421432495,0.19473356008529663,0.29600051045417786,0.29286009073257446,0.10723967850208282,0.13871051371097565,0.10255546867847443,0.1908406764268875,0.1463010311126709
of,0.33290785551071167,0.2578314542770386,0.4854315221309662,0.733189046382904,0.33267632126808167,0.2722915709018707,1.0,0.733189046382904,0.1876296103000641,0.2681410014629364,0.42558613419532776,0.25842633843421936,0.1826142966747284
red,0.16784515976905823,0.13368500769138336,0.22996017336845398,0.2817947566509247,0.04851474240422249,0.14829792082309723,0.22367064654827118,0.2817947566509247,0.2868311405181885,0.36236369609832764,0.1599745750427246,0.1924484521150589,0.1495664119720459
can,0.34502777457237244,0.13887766003608704,0.44256699085235596,0.312528520822525,0.1863265484571457,0.27218928933143616,0.2603091299533844,0.312528520822525,0.25758588314056396,0.17234572768211365,0.16641086339950562,0.1403508186340332,0.3226337134838104
be,0.3929833769798279,0.2296248972415924,0.4819129705429077,0.4248143136501312,0.22464895248413086,0.22796346247196198,0.33904364705085754,0.4248143136501312,0.25171205401420593,0.15429888665676117,0.30379733443260193,0.1758749634027481,0.3324260413646698
traced,0.22912096977233887,0.14836010336875916,0.22419120371341705,0.34548765420913696,0.38792476058006287,0.6865277886390686,0.325751930475235,0.34548765420913696,0.18719784915447235,0.16445539891719818,0.237530916929245,0.17122477293014526,0.10152046382427216
back,0.2965294420719147,0.19452595710754395,0.20263513922691345,0.3612101674079895,0.21072585880756378,0.3339514434337616,0.23051875829696655,0.3612101674079895,0.23776258528232574,0.18431568145751953,0.2632777690887451,0.15486958622932434,0.2397768795490265
to,0.455847829580307,0.23523004353046417,0.42745086550712585,0.535392165184021,0.20613901317119598,0.2246864140033722,0.41548454761505127,0.535392165184021,0.2497486025094986,0.13994018733501434,0.36524343490600586,0.2043667882680893,0.29463258385658264
1858,0.15285871922969818,0.15292246639728546,0.2863914370536804,0.32406705617904663,0.14084751904010773,0.19086959958076477,0.28397122025489807,0.32406705617904663,0.11846401542425156,0.045014843344688416,0.20214539766311646,0.0648873969912529,0.08580628782510757
",",0.3087472915649414,0.28560417890548706,0.4691906273365021,0.4933079481124878,0.20733466744422913,0.2541196644306183,0.4946078956127167,0.4933079481124878,0.20653429627418518,0.21093732118606567,0.38314947485923767,0.2719281017780304,0.31091248989105225
when,0.4700249433517456,0.3014719784259796,0.3471449911594391,0.5091903209686279,0.1827615648508072,0.2068386673927307,0.3757161796092987,0.5091903209686279,0.21349301934242249,0.18695685267448425,0.38876327872276306,0.23355771601200104,0.22841128706932068
charles,0.18606366217136383,0.17921052873134613,0.16326871514320374,0.20777860283851624,0.19633065164089203,0.19690489768981934,0.22512592375278473,0.20777860283851624,0.20653702318668365,0.23684343695640564,0.19099077582359314,0.23010079562664032,0.17366734147071838
william,0.24990826845169067,0.12221778929233551,0.13717274367809296,0.21537061035633087,0.14430591464042664,0.17741963267326355,0.20272590219974518,0.21537061035633087,0.12067494541406631,0.19061298668384552,0.16626758873462677,0.3073069155216217,0.14462219178676605
eliot,0.20328496396541595,0.15199065208435059,0.15624020993709564,0.15140269696712494,0.18038564920425415,0.11843982338905334,0.16987493634223938,0.15140269696712494,0.04536955803632736,0.14494895935058594,0.13236506283283234,0.29813989996910095,0.2153647243976593
",",0.3087472915649414,0.28560417890548706,0.4691906273365021,0.4933079481124878,0.20733466744422913,0.2541196644306183,0.4946078956127167,0.4933079481124878,0.20653429627418518,0.21093732118606567,0.38314947485923767,0.2719281017780304,0.31091248989105225
a,0.3320399522781372,0.29350247979164124,0.658733606338501,0.5829201340675354,0.21276333928108215,0.22796028852462769,0.5052502155303955,0.5829201340675354,0.1907898187637329,0.23614279925823212,0.3095070421695709,0.24754071235656738,0.23916715383529663
young,0.18808799982070923,0.3142983615398407,0.164752796292305,0.2729646563529968,0.21990197896957397,0.15192925930023193,0.28555598855018616,0.2729646563529968,0.09988387674093246,0.16230253875255585,0.19123521447181702,0.13690567016601562,0.14931946992874146
graduate,0.19785571098327637,0.1935623735189438,0.19379109144210815,0.1983441710472107,0.08305035531520844,0.14826712012290955,0.21445734798908234,0.1983441710472107,0.11338157206773758,0.21619179844856262,0.25927627086639404,0.47444552183151245,0.13230688869953156
student,0.20548318326473236,0.24777936935424805,0.18911804258823395,0.21259291470050812,0.12040650844573975,0.10403459519147873,0.20310284197330475,0.21259291470050812,0.08283557742834091,0.14658881723880768,0.2458948791027069,0.33763715624809265,0.13282090425491333
who,0.40942975878715515,0.2851492762565613,0.24293622374534607,0.3733934462070465,0.19994589686393738,0.23818589746952057,0.2827862501144409,0.3733934462070465,0.1621498465538025,0.19450049102306366,0.22096660733222961,0.12595784664154053,0.26220351457595825
would,0.45766422152519226,0.259968101978302,0.33626067638397217,0.4133751392364502,0.1799529641866684,0.15496152639389038,0.3353942930698395,0.4133751392364502,0.20698337256908417,0.16581079363822937,0.3073931038379669,0.14108353853225708,0.37178951501846313
later,0.2517229914665222,0.27576395869255066,0.21527644991874695,0.4060266613960266,0.331865131855011,0.21475155651569366,0.3458743393421173,0.4060266613960266,0.154279887676239,0.12628892064094543,0.3238905966281891,0.27995607256889343,0.1417175978422165
become,0.27134042978286743,0.20881624519824982,0.2983444035053253,0.31731709837913513,0.09939924627542496,0.09571301937103271,0.31678006052970886,0.31731709837913513,0.11303391307592392,0.17821796238422394,0.18341459333896637,0.13981258869171143,0.19511328637599945
harvard,0.2177114188671112,0.12264450639486313,0.15387701988220215,0.24496200680732727,0.09907273203134537,0.1253853440284729,0.25842633843421936,0.24496200680732727,0.13708819448947906,0.2547101676464081,0.2837338149547577,1.0,0.11685016006231308
's,0.02692362666130066,-0.04087831452488899,0.02396530658006668,-0.01540423184633255,0.05525859445333481,-0.03461494296789169,-0.03817026689648628,-0.01540423184633255,-0.02538621611893177,-0.006238792557269335,-0.08481216430664062,-0.06887804716825485,-0.023395681753754616
21st,0.24234157800674438,0.19922912120819092,0.22805172204971313,0.24859341979026794,0.20469848811626434,0.030339675024151802,0.20042185485363007,0.24859341979026794,0.1005789265036583,0.18134428560733795,0.21758750081062317,0.21415963768959045,0.22120748460292816
and,0.31309178471565247,0.2506658732891083,0.3859752118587494,0.5171257257461548,0.2148319035768509,0.28703707456588745,0.5116966962814331,0.5171257257461548,0.21500243246555328,0.26431575417518616,0.3571503460407257,0.2453373372554779,0.20544172823429108
longest-serving,0.23281031847000122,0.25849440693855286,0.3351713716983795,0.4079348146915436,0.3054411709308624,0.26959294080734253,0.4112582206726074,0.4079348146915436,0.1953744888305664,0.17799098789691925,0.29294848442077637,0.23461836576461792,0.24586161971092224
president,0.1870913952589035,0.25048401951789856,0.15443938970565796,0.24330610036849976,0.03532164916396141,0.0009961986215785146,0.21610750257968903,0.24330610036849976,0.06575281172990799,0.0218090508133173,0.1509951651096344,0.2796068787574768,0.14148259162902832
(,0.2411840260028839,0.2556702494621277,0.35393038392066956,0.33289089798927307,0.1286110132932663,0.1805899292230606,0.35032153129577637,0.33289089798927307,0.2203475683927536,0.20949357748031616,0.23315078020095825,0.2132066786289215,0.40561532974243164
1869–1909,0.17139846086502075,0.09119423478841782,0.04950115084648132,0.08334412425756454,0.0786200761795044,-0.045890044420957565,0.08486848324537277,0.08334412425756454,0.06328881531953812,0.15722474455833435,0.008232414722442627,0.08607833832502365,0.17179414629936218
),0.26259949803352356,0.24282371997833252,0.37732169032096863,0.3456730246543884,0.15125347673892975,0.1795898824930191,0.3680361211299896,0.3456730246543884,0.219363734126091,0.21905642747879028,0.23338089883327484,0.226204052567482,0.42300865054130554
",",0.3087472915649414,0.28560417890548706,0.4691906273365021,0.4933079481124878,0.20733466744422913,0.2541196644306183,0.4946078956127167,0.4933079481124878,0.20653429627418518,0.21093732118606567,0.38314947485923767,0.2719281017780304,0.31091248989105225
bought,0.1247478798031807,0.14429958164691925,0.1543397158384323,0.2111053764820099,0.14969611167907715,0.1427377462387085,0.1588076800107956,0.2111053764820099,0.09666294604539871,0.08567052334547043,0.16906003654003143,0.13738730549812317,0.09624434262514114
red,0.16784515976905823,0.13368500769138336,0.22996017336845398,0.2817947566509247,0.04851474240422249,0.14829792082309723,0.22367064654827118,0.2817947566509247,0.2868311405181885,0.36236369609832764,0.1599745750427246,0.1924484521150589,0.1495664119720459
bandanas,0.13303305208683014,0.14090211689472198,0.2416679859161377,0.23824918270111084,0.09549819678068161,0.16389060020446777,0.2138979285955429,0.23824918270111084,0.14293667674064636,0.20607124269008636,0.10808032751083374,0.13960719108581543,0.12801969051361084
for,0.3017193675041199,0.29294124245643616,0.43268078565597534,0.4739971458911896,0.237797811627388,0.18221576511859894,0.4185989499092102,0.4739971458911896,0.2378578633069992,0.20647521317005157,0.34237727522850037,0.14800849556922913,0.264628142118454
his,0.26976513862609863,0.255428284406662,0.24372583627700806,0.4394008219242096,0.21276749670505524,0.2106938511133194,0.38364991545677185,0.4394008219242096,0.12265743315219879,0.21957442164421082,0.27659502625465393,0.22736528515815735,0.18075084686279297
crew,0.17533187568187714,0.14569489657878876,0.1713961660861969,0.25329816341400146,0.13866254687309265,0.18699510395526886,0.20427432656288147,0.25329816341400146,0.13727813959121704,0.14460714161396027,0.13483546674251556,0.14362280070781708,0.16586194932460785
so,0.539469838142395,0.22594422101974487,0.3153412640094757,0.4296516180038452,0.2335205227136612,0.22373490035533905,0.3184450566768646,0.4296516180038452,0.22537857294082642,0.16768059134483337,0.2824224531650543,0.17107996344566345,0.43163934350013733
they,0.4431931674480438,0.22890345752239227,0.330102801322937,0.49925389885902405,0.26570942997932434,0.22063395380973816,0.3426007330417633,0.49925389885902405,0.20740480720996857,0.18317130208015442,0.29493749141693115,0.19379988312721252,0.2753053903579712
could,0.4188697934150696,0.17617186903953552,0.2763098180294037,0.35393214225769043,0.2287447303533554,0.24556505680084229,0.29043012857437134,0.35393214225769043,0.20025396347045898,0.13708992302417755,0.25692954659461975,0.14834268391132355,0.3411986827850342
more,0.3484537899494171,0.2547462582588196,0.2946030795574188,0.39758381247520447,0.2842361330986023,0.16750796139240265,0.30478984117507935,0.39758381247520447,0.22333848476409912,0.0765850692987442,0.2627858817577362,0.15055948495864868,0.27894994616508484
easily,0.2574663758277893,0.114942267537117,0.2750869691371918,0.25559568405151367,0.1098078116774559,0.20419429242610931,0.12582577764987946,0.25559568405151367,0.18676918745040894,0.07633676379919052,0.16298024356365204,0.15634991228580475,0.24040374159812927
be,0.3929833769798279,0.2296248972415924,0.4819129705429077,0.4248143136501312,0.22464895248413086,0.22796346247196198,0.33904364705085754,0.4248143136501312,0.25171205401420593,0.15429888665676117,0.30379733443260193,0.1758749634027481,0.3324260413646698
distinguished,0.1610289216041565,0.08330924063920975,0.14144428074359894,0.23548999428749084,0.16617219150066376,0.1966022104024887,0.2957158386707306,0.23548999428749084,0.2069827765226364,0.21928216516971588,0.20113657414913177,0.2716345191001892,0.08062640577554703
by,0.2455483376979828,0.28805047273635864,0.3899846076965332,0.4408751428127289,0.1959538608789444,0.183767169713974,0.3646814823150635,0.4408751428127289,0.1992429792881012,0.21190166473388672,0.2368064820766449,0.18136346340179443,0.17966607213020325
spectators,0.19180482625961304,0.15756209194660187,0.21379132568836212,0.26461169123649597,0.09321163594722748,0.12201537191867828,0.1544923484325409,0.26461169123649597,0.16114819049835205,0.1467323899269104,0.22451461851596832,0.08002196252346039,0.09771175682544708
at,0.2838611304759979,0.3146436810493469,0.25906258821487427,0.457212895154953,0.17415651679039001,0.20621855556964874,0.42558613419532776,0.457212895154953,0.16838783025741577,0.1970432847738266,1.0,0.2837338149547577,0.21978627145290375
a,0.3320399522781372,0.29350247979164124,0.658733606338501,0.5829201340675354,0.21276333928108215,0.22796028852462769,0.5052502155303955,0.5829201340675354,0.1907898187637329,0.23614279925823212,0.3095070421695709,0.24754071235656738,0.23916715383529663
regatta,0.08858606964349747,0.18937107920646667,0.18299971520900726,0.2445298284292221,0.1775113046169281,0.2408187836408615,0.21241071820259094,0.2445298284292221,0.12457700818777084,0.165177583694458,0.3547419011592865,0.30695441365242004,0.12896305322647095
.,0.3567904531955719,0.32538118958473206,0.4569662809371948,0.5934505462646484,0.21521835029125214,0.1930970400571823,0.5352458953857422,0.5934505462646484,0.2641010880470276,0.21269744634628296,0.4549728035926819,0.254516065120697,0.4130953550338745
