,what,does,the,first,company,law,directive,article,11,require,?
required,0.2506856620311737,0.36165857315063477,0.27848219871520996,0.24691946804523468,0.14612291753292084,0.26944971084594727,0.2899935245513916,0.3368752896785736,-0.14758940041065216,0.7939618825912476,0.24962718784809113
incorporations,0.23677420616149902,0.24625086784362793,0.32905638217926025,0.2427743822336197,0.41932401061058044,0.2744978964328766,0.21725822985172272,0.2914328873157501,-0.07649102807044983,0.24133488535881042,0.18743833899497986
would,0.45766422152519226,0.5055691003799438,0.4133751392364502,0.2882738411426544,0.2073281854391098,0.20746640861034393,0.25648194551467896,0.40502163767814636,0.0034837203565984964,0.36772701144218445,0.37178951501846313
only,0.41415658593177795,0.45203697681427,0.5497692227363586,0.44869527220726013,0.1699202060699463,0.23021554946899414,0.2464238554239273,0.32931867241859436,0.008448616601526737,0.34454345703125,0.2767370045185089
be,0.3929833769798279,0.28696945309638977,0.4248143136501312,0.29818081855773926,0.1454060822725296,0.18454892933368683,0.2629879117012024,0.4253923296928406,0.005425449460744858,0.40844497084617615,0.3324260413646698
nullified,0.2988392412662506,0.23161821067333221,0.28857675194740295,0.27855998277664185,0.08613244444131851,0.3603765368461609,0.2822066843509674,0.24218253791332245,-0.0814012959599495,0.31298741698265076,0.2160181850194931
for,0.3017193675041199,0.35159170627593994,0.4739971458911896,0.3800288736820221,0.25874319672584534,0.1650637686252594,0.3118533194065094,0.31357312202453613,-0.05063733458518982,0.33956968784332275,0.264628142118454
a,0.3320399522781372,0.38201746344566345,0.5829201340675354,0.4287874400615692,0.22037413716316223,0.2212858349084854,0.2245989441871643,0.30913418531417847,0.02427549473941326,0.24720792472362518,0.23916715383529663
fixed,0.255135715007782,0.2531927824020386,0.27127328515052795,0.21382011473178864,0.15243206918239594,0.1482570916414261,0.1637481302022934,0.36279141902923584,-0.08213870227336884,0.2554572522640228,0.2728462815284729
list,0.22366273403167725,0.1470147669315338,0.2863321602344513,0.21256940066814423,0.11502665281295776,0.09147755056619644,0.18793851137161255,0.378028929233551,-0.10236073285341263,0.17498555779457092,0.23630984127521515
of,0.33290785551071167,0.3119818866252899,0.733189046382904,0.3536086082458496,0.20467796921730042,0.2816956341266632,0.2514270544052124,0.25720444321632385,-0.022359032183885574,0.20683176815509796,0.1826142966747284
reasons,0.3640104830265045,0.29186809062957764,0.2951921820640564,0.21472181379795074,0.13020683825016022,0.2443310171365738,0.2202872633934021,0.36042627692222595,-0.010755235329270363,0.35107940435409546,0.248102068901062
.,0.3567904531955719,0.3022993505001068,0.5934505462646484,0.4345304071903229,0.266353577375412,0.24482665956020355,0.27493321895599365,0.30669885873794556,0.020607711747288704,0.21465444564819336,0.4130953550338745
