,whose,society,portraits,from,the,late,19th,to,early,20th,centuries,does,the,v,&,a,hold,?
a,0.3225097060203552,0.22652459144592285,0.15679192543029785,0.322764128446579,0.5829201340675354,0.22989967465400696,0.200595885515213,0.45503583550453186,0.2710886299610138,0.24495378136634827,0.12476986646652222,0.38201746344566345,0.5829201340675354,0.21861357986927032,0.07266713678836823,1.0,0.2822398841381073,0.23916715383529663
collection,0.14954999089241028,0.26854273676872253,0.39915865659713745,0.2754948139190674,0.25281965732574463,0.18692463636398315,0.16749516129493713,0.15417452156543732,0.28198525309562683,0.16635796427726746,0.2218795269727707,0.10356780141592026,0.25281965732574463,0.11078842729330063,0.18749947845935822,0.24716788530349731,0.25499990582466125,0.20069393515586853
of,0.37058958411216736,0.23646748065948486,0.305976927280426,0.4249346852302551,0.733189046382904,0.21690747141838074,0.16605104506015778,0.41548454761505127,0.30937549471855164,0.21726468205451965,0.2695758044719696,0.3119818866252899,0.733189046382904,0.1655031144618988,0.19900451600551605,0.5052502155303955,0.2465030699968338,0.1826142966747284
more,0.22870679199695587,0.21340928971767426,0.18278175592422485,0.2529715299606323,0.39758381247520447,0.19033369421958923,0.10497929900884628,0.47084665298461914,0.2593020796775818,0.12916548550128937,0.22158506512641907,0.2897747755050659,0.39758381247520447,0.12196233123540878,0.0793071761727333,0.3452818691730499,0.2533595860004425,0.27894994616508484
than,0.25180259346961975,0.1805170476436615,0.2224406898021698,0.2633618414402008,0.3227543234825134,0.17601057887077332,0.12226802855730057,0.3192550539970398,0.20756810903549194,0.17825637757778168,0.19772711396217346,0.32178643345832825,0.3227543234825134,0.10344221442937851,0.07854517549276352,0.3126874566078186,0.2468494027853012,0.24917294085025787
600,-0.04647039249539375,0.012088374234735966,-0.051813624799251556,-0.04299888759851456,-0.056633878499269485,-0.09639957547187805,-0.0410814993083477,-0.04537079855799675,-0.08079491555690765,-0.04073941335082054,-0.0006358295795507729,-0.04192201420664787,-0.056633878499269485,-0.04891350120306015,-0.0026675588451325893,0.03988976031541824,-0.0413694866001606,-0.060569193214178085
photographs,0.08227995038032532,0.19483338296413422,0.48604726791381836,0.17029273509979248,0.16852141916751862,0.18908807635307312,0.08491592854261398,0.1759694665670395,0.18570826947689056,0.10507359355688095,0.12151654809713364,0.13096708059310913,0.16852141916751862,0.1506359726190567,0.1363387405872345,0.17449244856834412,0.15429240465164185,0.16775095462799072
dating,0.13861337304115295,0.14901894330978394,0.2123536616563797,0.17283210158348083,0.23401090502738953,0.3459286391735077,0.14628684520721436,0.17611581087112427,0.3869182765483856,0.11620481312274933,0.31651684641838074,0.13914524018764496,0.23401090502738953,0.03615359961986542,0.08294995874166489,0.18985961377620697,0.16417482495307922,0.1135709211230278
from,0.2266867458820343,0.18421071767807007,0.18955032527446747,1.0,0.40150508284568787,0.27701494097709656,0.15403886139392853,0.4069952368736267,0.2746177613735199,0.1868612915277481,0.2564999461174011,0.1777622550725937,0.40150508284568787,0.13980557024478912,0.14301162958145142,0.322764128446579,0.23314259946346283,0.19969791173934937
the,0.38253846764564514,0.2789285480976105,0.20015093684196472,0.40150508284568787,1.0,0.31481194496154785,0.24964287877082825,0.535392165184021,0.34442198276519775,0.3097512125968933,0.32166481018066406,0.35928019881248474,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.3067915439605713,0.22068053483963013
late,0.12457963824272156,0.08862438052892685,0.1811489760875702,0.27701494097709656,0.31481194496154785,1.0,0.20935547351837158,0.25809016823768616,0.7381927371025085,0.21333880722522736,0.367673397064209,0.10720925778150558,0.31481194496154785,0.1176702156662941,0.06563141196966171,0.22989967465400696,0.16848212480545044,0.11339222639799118
19th,0.09296221286058426,0.1275455802679062,0.10261847078800201,0.15403886139392853,0.24964287877082825,0.20935547351837158,1.0,0.18742936849594116,0.1802493929862976,0.7982053756713867,0.20627857744693756,0.1368671953678131,0.24964287877082825,0.15785977244377136,0.10421080887317657,0.200595885515213,0.2171340435743332,0.004712673369795084
to,0.320825457572937,0.20199917256832123,0.1937841922044754,0.4069952368736267,0.535392165184021,0.25809016823768616,0.18742936849594116,1.0,0.24557004868984222,0.20756898820400238,0.2275104820728302,0.4391997456550598,0.535392165184021,0.2109750658273697,0.1254875510931015,0.45503583550453186,0.3469145894050598,0.29463258385658264
early,0.19388730823993683,0.17839717864990234,0.27150431275367737,0.2746177613735199,0.34442198276519775,0.7381927371025085,0.1802493929862976,0.24557004868984222,1.0000001192092896,0.17268848419189453,0.4096893072128296,0.14057663083076477,0.34442198276519775,0.09048905223608017,0.035171207040548325,0.2710886299610138,0.1823345571756363,0.15272949635982513
20th,0.08842512220144272,0.13185599446296692,0.10174969583749771,0.1868612915277481,0.3097512125968933,0.21333880722522736,0.7982053756713867,0.20756898820400238,0.17268848419189453,1.0,0.2021052986383438,0.21004360914230347,0.3097512125968933,0.24407152831554413,0.1387384980916977,0.24495378136634827,0.17614789307117462,0.14985637366771698
centuries,0.23204007744789124,0.24110989272594452,0.29995623230934143,0.2564999461174011,0.32166481018066406,0.367673397064209,0.20627857744693756,0.2275104820728302,0.4096893072128296,0.2021052986383438,1.0000001192092896,0.133294016122818,0.32166481018066406,0.10898236930370331,0.08590544015169144,0.12476986646652222,0.19404569268226624,0.13179439306259155
and,0.3339773118495941,0.24110737442970276,0.19354474544525146,0.3601827025413513,0.5171257257461548,0.3247620165348053,0.2922728657722473,0.48971283435821533,0.29847630858421326,0.29001447558403015,0.29204583168029785,0.3461615741252899,0.5171257257461548,0.19040757417678833,0.34093084931373596,0.3739250600337982,0.30117684602737427,0.20544172823429108
portraying,0.28090041875839233,0.20884475111961365,0.5722546577453613,0.18594671785831451,0.25503742694854736,0.19953851401805878,0.1608469933271408,0.20089788734912872,0.20215266942977905,0.16910114884376526,0.16106027364730835,0.21747903525829315,0.25503742694854736,0.08387830853462219,0.16780173778533936,0.23466745018959045,0.18053515255451202,0.1643875241279602
a,0.3225097060203552,0.22652459144592285,0.15679192543029785,0.322764128446579,0.5829201340675354,0.22989967465400696,0.200595885515213,0.45503583550453186,0.2710886299610138,0.24495378136634827,0.12476986646652222,0.38201746344566345,0.5829201340675354,0.21861357986927032,0.07266713678836823,1.0,0.2822398841381073,0.23916715383529663
wide,0.17682166397571564,0.1691426932811737,0.18246175348758698,0.19734066724777222,0.28078147768974304,0.16499726474285126,0.17744308710098267,0.27017152309417725,0.16740301251411438,0.16249994933605194,0.15511183440685272,0.18184135854244232,0.28078147768974304,0.1019928902387619,0.08424115926027298,0.301088809967041,0.2601785957813263,0.12719376385211945
range,0.1497248113155365,0.14893025159835815,0.10674208402633667,0.2519944906234741,0.2311336100101471,0.10875532776117325,0.10553473234176636,0.2767433524131775,0.09412791579961777,0.12173786759376526,0.1322299838066101,0.1521991640329361,0.2311336100101471,0.13373766839504242,0.09789873659610748,0.23913569748401642,0.12347283214330673,0.1204894632101059
of,0.37058958411216736,0.23646748065948486,0.305976927280426,0.4249346852302551,0.733189046382904,0.21690747141838074,0.16605104506015778,0.41548454761505127,0.30937549471855164,0.21726468205451965,0.2695758044719696,0.3119818866252899,0.733189046382904,0.1655031144618988,0.19900451600551605,0.5052502155303955,0.2465030699968338,0.1826142966747284
society,0.1009422242641449,0.9999998807907104,0.2546401917934418,0.18421071767807007,0.2789285480976105,0.08862438052892685,0.1275455802679062,0.20199917256832123,0.17839717864990234,0.13185599446296692,0.24110989272594452,0.1520092785358429,0.2789285480976105,0.11053261905908585,0.1958792358636856,0.22652459144592285,0.12088517844676971,0.1373005360364914
figures,0.26298171281814575,0.1438005566596985,0.4021739959716797,0.20966191589832306,0.2664589285850525,0.15439681708812714,0.11707065254449844,0.21176555752754211,0.16134314239025116,0.18615874648094177,0.2091282308101654,0.19213521480560303,0.2664589285850525,0.13341400027275085,0.055782102048397064,0.21570108830928802,0.16832999885082245,0.15584851801395416
of,0.37058958411216736,0.23646748065948486,0.305976927280426,0.4249346852302551,0.733189046382904,0.21690747141838074,0.16605104506015778,0.41548454761505127,0.30937549471855164,0.21726468205451965,0.2695758044719696,0.3119818866252899,0.733189046382904,0.1655031144618988,0.19900451600551605,0.5052502155303955,0.2465030699968338,0.1826142966747284
the,0.38253846764564514,0.2789285480976105,0.20015093684196472,0.40150508284568787,1.0,0.31481194496154785,0.24964287877082825,0.535392165184021,0.34442198276519775,0.3097512125968933,0.32166481018066406,0.35928019881248474,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.3067915439605713,0.22068053483963013
period,0.16607114672660828,0.18924680352210999,0.19504302740097046,0.2558770775794983,0.3125074505805969,0.4258396625518799,0.09666503220796585,0.24346192181110382,0.45666760206222534,0.0992765873670578,0.4106864035129547,0.10085267573595047,0.3125074505805969,0.04659586772322655,0.004337700083851814,0.25205814838409424,0.14285290241241455,0.18706195056438446
",",0.25601375102996826,0.20629194378852844,0.1909271478652954,0.39760664105415344,0.4933079481124878,0.3051932752132416,0.16815264523029327,0.44245919585227966,0.3022546172142029,0.22451449930667877,0.1864481121301651,0.28617382049560547,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2803111970424652,0.31091248989105225
including,0.25118395686149597,0.20327730476856232,0.26699697971343994,0.3061726689338684,0.3738902807235718,0.15415595471858978,0.05642717704176903,0.24006329476833344,0.2547570466995239,0.05601067095994949,0.2960800230503082,0.20252716541290283,0.3738902807235718,0.07733747363090515,0.24869678914546967,0.21045410633087158,0.2142384946346283,0.1633303165435791
bishops,0.18595699965953827,0.18593963980674744,0.19609500467777252,0.1767275184392929,0.30482447147369385,0.08056017011404037,0.09508706629276276,0.23218175768852234,0.16717399656772614,0.08923317492008209,0.29479730129241943,0.2010934203863144,0.30482447147369385,0.11905613541603088,0.06869592517614365,0.18912264704704285,0.18825480341911316,0.15664468705654144
",",0.25601375102996826,0.20629194378852844,0.1909271478652954,0.39760664105415344,0.4933079481124878,0.3051932752132416,0.16815264523029327,0.44245919585227966,0.3022546172142029,0.22451449930667877,0.1864481121301651,0.28617382049560547,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2803111970424652,0.31091248989105225
generals,0.14426741003990173,0.12280306965112686,0.23848022520542145,0.13203580677509308,0.27897581458091736,0.2000521719455719,0.14382785558700562,0.23583383858203888,0.19628478586673737,0.17105413973331451,0.2558135688304901,0.08841822296380997,0.27897581458091736,0.1721157729625702,0.07361482083797455,0.17057494819164276,0.20768389105796814,0.16273394227027893
",",0.25601375102996826,0.20629194378852844,0.1909271478652954,0.39760664105415344,0.4933079481124878,0.3051932752132416,0.16815264523029327,0.44245919585227966,0.3022546172142029,0.22451449930667877,0.1864481121301651,0.28617382049560547,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2803111970424652,0.31091248989105225
society,0.1009422242641449,0.9999998807907104,0.2546401917934418,0.18421071767807007,0.2789285480976105,0.08862438052892685,0.1275455802679062,0.20199917256832123,0.17839717864990234,0.13185599446296692,0.24110989272594452,0.1520092785358429,0.2789285480976105,0.11053261905908585,0.1958792358636856,0.22652459144592285,0.12088517844676971,0.1373005360364914
ladies,0.13047829270362854,0.22935061156749725,0.2501165568828583,0.1857495903968811,0.23744796216487885,0.21528564393520355,0.11809933185577393,0.20481032133102417,0.14562933146953583,0.11242883652448654,0.1995754837989807,0.1296272724866867,0.23744796216487885,0.061867136508226395,0.18561597168445587,0.18238583207130432,0.23393115401268005,0.1680264174938202
",",0.25601375102996826,0.20629194378852844,0.1909271478652954,0.39760664105415344,0.4933079481124878,0.3051932752132416,0.16815264523029327,0.44245919585227966,0.3022546172142029,0.22451449930667877,0.1864481121301651,0.28617382049560547,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2803111970424652,0.31091248989105225
indian,0.17878586053848267,0.12659376859664917,0.20881374180316925,0.17991270124912262,0.23407642543315887,0.1733260452747345,0.14305588603019714,0.19344423711299896,0.1813327819108963,0.17698852717876434,0.18945227563381195,0.11206359416246414,0.23407642543315887,0.1251736432313919,0.11691530048847198,0.21449552476406097,0.10563620924949646,0.09909533709287643
maharajas,0.1404539793729782,0.16413187980651855,0.2624645233154297,0.15340736508369446,0.2594825029373169,0.2168886661529541,0.1647106409072876,0.21976238489151,0.18793749809265137,0.21351341903209686,0.24960941076278687,0.151762455701828,0.2594825029373169,0.16710348427295685,0.14704206585884094,0.20756806433200836,0.1702369600534439,0.15394799411296844
",",0.25601375102996826,0.20629194378852844,0.1909271478652954,0.39760664105415344,0.4933079481124878,0.3051932752132416,0.16815264523029327,0.44245919585227966,0.3022546172142029,0.22451449930667877,0.1864481121301651,0.28617382049560547,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2803111970424652,0.31091248989105225
ethiopian,0.1440039724111557,0.09999623149633408,0.1065356433391571,0.11234704405069351,0.23173268139362335,0.17348425090312958,0.03473925590515137,0.187567338347435,0.23287703096866608,0.13043738901615143,0.18781699240207672,0.11010763794183731,0.23173268139362335,0.07548096030950546,0.04757087305188179,0.21992309391498566,0.19302871823310852,0.1247720941901207
rulers,0.16562065482139587,0.24306230247020721,0.27959734201431274,0.19028428196907043,0.2895638644695282,0.16524890065193176,0.089301697909832,0.23663614690303802,0.20754510164260864,0.08142711222171783,0.4300346374511719,0.13642744719982147,0.2895638644695282,0.14799268543720245,0.12431588768959045,0.15199938416481018,0.2162432223558426,0.12284242361783981
and,0.3339773118495941,0.24110737442970276,0.19354474544525146,0.3601827025413513,0.5171257257461548,0.3247620165348053,0.2922728657722473,0.48971283435821533,0.29847630858421326,0.29001447558403015,0.29204583168029785,0.3461615741252899,0.5171257257461548,0.19040757417678833,0.34093084931373596,0.3739250600337982,0.30117684602737427,0.20544172823429108
other,0.30907049775123596,0.19153526425361633,0.1778038740158081,0.30141791701316833,0.44152235984802246,0.21737968921661377,0.14516301453113556,0.4193183183670044,0.2753033936023712,0.1132209300994873,0.26276007294654846,0.2947014272212982,0.44152235984802246,0.11888202279806137,0.14744198322296143,0.2806335389614105,0.2879476249217987,0.24682199954986572
foreign,0.22230911254882812,0.20155714452266693,0.1837235540151596,0.2357778251171112,0.2946566939353943,0.14558665454387665,0.15346191823482513,0.2349770963191986,0.1467830389738083,0.11823683232069016,0.20528030395507812,0.1543559730052948,0.2946566939353943,0.08162786811590195,0.10451692342758179,0.16994866728782654,0.18097661435604095,0.13770383596420288
leaders,0.1853867769241333,0.2530899941921234,0.24786581099033356,0.1892431527376175,0.3157886564731598,0.1754266917705536,0.08401663601398468,0.25293630361557007,0.25953006744384766,0.09946560859680176,0.2567359507083893,0.14719466865062714,0.3157886564731598,0.12476325780153275,0.03633015230298042,0.16248153150081635,0.24825528264045715,0.13927052915096283
",",0.25601375102996826,0.20629194378852844,0.1909271478652954,0.39760664105415344,0.4933079481124878,0.3051932752132416,0.16815264523029327,0.44245919585227966,0.3022546172142029,0.22451449930667877,0.1864481121301651,0.28617382049560547,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2803111970424652,0.31091248989105225
actresses,0.294023334980011,0.17220982909202576,0.2554442882537842,0.1766895204782486,0.22869740426540375,0.20178024470806122,0.07783075422048569,0.19457471370697021,0.20111772418022156,0.093691386282444,0.21633432805538177,0.1332412213087082,0.22869740426540375,0.08994801342487335,0.1529635637998581,0.1993749737739563,0.08941445499658585,0.13684672117233276
",",0.25601375102996826,0.20629194378852844,0.1909271478652954,0.39760664105415344,0.4933079481124878,0.3051932752132416,0.16815264523029327,0.44245919585227966,0.3022546172142029,0.22451449930667877,0.1864481121301651,0.28617382049560547,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2803111970424652,0.31091248989105225
people,0.10696834325790405,0.2741854190826416,0.19520634412765503,0.30292633175849915,0.36838498711586,0.1379888504743576,0.04806005582213402,0.37275731563568115,0.16152170300483704,0.08252677321434021,0.16826719045639038,0.2198464572429657,0.36838498711586,0.12140196561813354,0.05482574179768562,0.3483705520629883,0.20838437974452972,0.23739641904830933
posing,0.18538755178451538,0.10599242895841599,0.22885404527187347,0.15214329957962036,0.25192496180534363,0.11566305160522461,0.12441578507423401,0.26018255949020386,0.18047474324703217,0.11137436330318451,0.11995573341846466,0.1926429122686386,0.25192496180534363,0.06661061197519302,0.01826275885105133,0.2484050691127777,0.32065674662590027,0.1660846769809723
in,0.23496666550636292,0.21229879558086395,0.20406167209148407,0.4274188280105591,0.6662389636039734,0.3439198434352875,0.15408828854560852,0.45010748505592346,0.34672921895980835,0.20743919909000397,0.2558690905570984,0.214483380317688,0.6662389636039734,0.15216681361198425,0.1358654648065567,0.539380669593811,0.2667064666748047,0.20430970191955566
their,0.5125232338905334,0.2464519739151001,0.2647368609905243,0.3038119673728943,0.516537070274353,0.18994268774986267,0.1507013589143753,0.44619059562683105,0.24399429559707642,0.09894181042909622,0.2571171820163727,0.29094186425209045,0.516537070274353,0.12335491925477982,0.1675928384065628,0.29698723554611206,0.3271751403808594,0.1898253709077835
motor,0.14518655836582184,0.1337704360485077,0.05476744845509529,0.20276115834712982,0.26024484634399414,0.15554141998291016,0.16435322165489197,0.2615114748477936,0.11974384635686874,0.14073990285396576,0.08676058053970337,0.20549634099006653,0.26024484634399414,0.1591939479112625,0.0718904361128807,0.23198452591896057,0.12262606620788574,0.0637441948056221
cars,0.14880995452404022,0.10543719679117203,0.14218716323375702,0.1459573358297348,0.22665506601333618,0.20892645418643951,0.15773606300354004,0.22292250394821167,0.1844348907470703,0.1431112289428711,0.17737580835819244,0.19801926612854004,0.22665506601333618,0.22314919531345367,0.14351412653923035,0.2242674082517624,0.19081686437129974,0.1518762707710266
and,0.3339773118495941,0.24110737442970276,0.19354474544525146,0.3601827025413513,0.5171257257461548,0.3247620165348053,0.2922728657722473,0.48971283435821533,0.29847630858421326,0.29001447558403015,0.29204583168029785,0.3461615741252899,0.5171257257461548,0.19040757417678833,0.34093084931373596,0.3739250600337982,0.30117684602737427,0.20544172823429108
a,0.3225097060203552,0.22652459144592285,0.15679192543029785,0.322764128446579,0.5829201340675354,0.22989967465400696,0.200595885515213,0.45503583550453186,0.2710886299610138,0.24495378136634827,0.12476986646652222,0.38201746344566345,0.5829201340675354,0.21861357986927032,0.07266713678836823,1.0,0.2822398841381073,0.23916715383529663
sequence,0.22331321239471436,0.2191874384880066,0.12545396387577057,0.17723315954208374,0.2635619342327118,0.2176642268896103,0.14887763559818268,0.21427768468856812,0.28257763385772705,0.1462908834218979,0.1842745989561081,0.15962746739387512,0.2635619342327118,0.11798720806837082,0.1615881621837616,0.25027644634246826,0.14987677335739136,0.1508881151676178
of,0.37058958411216736,0.23646748065948486,0.305976927280426,0.4249346852302551,0.733189046382904,0.21690747141838074,0.16605104506015778,0.41548454761505127,0.30937549471855164,0.21726468205451965,0.2695758044719696,0.3119818866252899,0.733189046382904,0.1655031144618988,0.19900451600551605,0.5052502155303955,0.2465030699968338,0.1826142966747284
photographs,0.08227995038032532,0.19483338296413422,0.48604726791381836,0.17029273509979248,0.16852141916751862,0.18908807635307312,0.08491592854261398,0.1759694665670395,0.18570826947689056,0.10507359355688095,0.12151654809713364,0.13096708059310913,0.16852141916751862,0.1506359726190567,0.1363387405872345,0.17449244856834412,0.15429240465164185,0.16775095462799072
recording,0.1866583675146103,0.21663819253444672,0.22064700722694397,0.20387254655361176,0.2685704827308655,0.1937994658946991,0.2105991691350937,0.20760086178779602,0.2261606752872467,0.2288760244846344,0.2079125940799713,0.14743034541606903,0.2685704827308655,0.11865898966789246,0.17997752130031586,0.251878559589386,0.1809588372707367,0.18037092685699463
the,0.38253846764564514,0.2789285480976105,0.20015093684196472,0.40150508284568787,1.0,0.31481194496154785,0.24964287877082825,0.535392165184021,0.34442198276519775,0.3097512125968933,0.32166481018066406,0.35928019881248474,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.3067915439605713,0.22068053483963013
guests,0.16948197782039642,0.16570071876049042,0.3051413297653198,0.11493704468011856,0.2437257617712021,0.1656266748905182,0.07115616649389267,0.2663525640964508,0.10800067335367203,0.05715413764119148,0.20478078722953796,0.25367483496665955,0.2437257617712021,0.04975109174847603,0.13715100288391113,0.20096804201602936,0.23884785175323486,0.21235743165016174
at,0.17824941873550415,0.11969181150197983,0.1954730600118637,0.3447161316871643,0.457212895154953,0.2634412944316864,0.09796708077192307,0.36524343490600586,0.2549361288547516,0.13187962770462036,0.1350167989730835,0.17465277016162872,0.457212895154953,0.16234125196933746,0.12151119112968445,0.3095070421695709,0.260353684425354,0.21978627145290375
the,0.38253846764564514,0.2789285480976105,0.20015093684196472,0.40150508284568787,1.0,0.31481194496154785,0.24964287877082825,0.535392165184021,0.34442198276519775,0.3097512125968933,0.32166481018066406,0.35928019881248474,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.3067915439605713,0.22068053483963013
famous,0.25410765409469604,0.12124425172805786,0.3455747961997986,0.23072338104248047,0.28616565465927124,0.2926931083202362,0.16434086859226227,0.12665097415447235,0.32102781534194946,0.14574100077152252,0.3204424977302551,0.14149625599384308,0.28616565465927124,0.10157870501279831,0.08473557233810425,0.26728492975234985,0.11779748648405075,0.10379006713628769
fancy-dress,0.22437281906604767,0.27089834213256836,0.31770846247673035,0.16535544395446777,0.26965829730033875,0.23706649243831635,0.137256920337677,0.3272261619567871,0.26363715529441833,0.10316602885723114,0.16238857805728912,0.2665160000324249,0.26965829730033875,0.10681118071079254,0.24013873934745789,0.32543835043907166,0.2581903636455536,0.31129416823387146
ball,0.089318186044693,0.0667971819639206,0.11898277699947357,0.21110084652900696,0.18895584344863892,0.07862155884504318,0.19921690225601196,0.2563202381134033,0.10213414579629898,0.15048201382160187,0.15280930697917938,0.15602490305900574,0.18895584344863892,0.1683090776205063,0.08956116437911987,0.23578347265720367,0.22707264125347137,0.1766241192817688
held,0.12563090026378632,0.15058256685733795,0.21765100955963135,0.2241152971982956,0.32185450196266174,0.22445468604564667,0.18630069494247437,0.22177374362945557,0.23518936336040497,0.12166917324066162,0.24305596947669983,0.14484372735023499,0.32185450196266174,0.09840460121631622,0.11134864389896393,0.22326228022575378,0.4960750639438629,0.14103956520557404
at,0.17824941873550415,0.11969181150197983,0.1954730600118637,0.3447161316871643,0.457212895154953,0.2634412944316864,0.09796708077192307,0.36524343490600586,0.2549361288547516,0.13187962770462036,0.1350167989730835,0.17465277016162872,0.457212895154953,0.16234125196933746,0.12151119112968445,0.3095070421695709,0.260353684425354,0.21978627145290375
devonshire,0.18581488728523254,0.11736777424812317,0.17392292618751526,0.1557549089193344,0.16706396639347076,0.2143637239933014,0.2036365121603012,0.16445843875408173,0.2513763904571533,0.20636112987995148,0.22254599630832672,0.07484617829322815,0.16706396639347076,0.06444422900676727,0.1497230976819992,0.12952390313148499,0.083034448325634,0.07247522473335266
house,0.153284952044487,0.20715396106243134,0.26014432311058044,0.21994347870349884,0.2847244441509247,0.18454211950302124,0.08251933753490448,0.23688754439353943,0.23222167789936066,0.12593860924243927,0.16391314566135406,0.17214885354042053,0.2847244441509247,0.15695612132549286,0.1367931067943573,0.26758551597595215,0.14927059412002563,0.13736455142498016
in,0.23496666550636292,0.21229879558086395,0.20406167209148407,0.4274188280105591,0.6662389636039734,0.3439198434352875,0.15408828854560852,0.45010748505592346,0.34672921895980835,0.20743919909000397,0.2558690905570984,0.214483380317688,0.6662389636039734,0.15216681361198425,0.1358654648065567,0.539380669593811,0.2667064666748047,0.20430970191955566
1897,-0.025413302704691887,-0.0019220324466004968,0.029960637912154198,-0.06089095398783684,-0.06401624530553818,-0.007805942092090845,0.06297269463539124,-0.1238127127289772,0.0216712336987257,0.0168339591473341,-0.03870820999145508,0.01189354620873928,-0.06401624530553818,-0.04722299799323082,-0.07424919307231903,-0.050298742949962616,0.0029278972651809454,-0.011546479538083076
to,0.320825457572937,0.20199917256832123,0.1937841922044754,0.4069952368736267,0.535392165184021,0.25809016823768616,0.18742936849594116,1.0,0.24557004868984222,0.20756898820400238,0.2275104820728302,0.4391997456550598,0.535392165184021,0.2109750658273697,0.1254875510931015,0.45503583550453186,0.3469145894050598,0.29463258385658264
celebrate,0.1629854142665863,0.214995875954628,0.252832293510437,0.12077277153730392,0.2793319821357727,0.21110215783119202,0.12261107563972473,0.28652840852737427,0.23211944103240967,0.17877669632434845,0.2160383015871048,0.1667592078447342,0.2793319821357727,0.09324030578136444,0.10917363315820694,0.16881437599658966,0.25406110286712646,0.21275196969509125
