,what,player,played,in,the,super,bowl,after,breaking,his,arm,two,weeks,before,?
davis,0.18317241966724396,0.22269335389137268,0.25531095266342163,0.20000724494457245,0.25552070140838623,0.15976430475711823,0.221586212515831,0.20113356411457062,0.20024587213993073,0.2677081823348999,0.11847760528326035,0.19884546101093292,0.18664461374282837,0.15626487135887146,0.17094263434410095
had,0.23849567770957947,0.12922927737236023,0.2842930257320404,0.385026752948761,0.3875846862792969,0.17216899991035461,0.1661457121372223,0.4133172631263733,0.21186304092407227,0.4401516616344452,0.17929543554782867,0.41487234830856323,0.3364015221595764,0.3737051784992218,0.20728366076946259
seven,0.15978287160396576,0.17307718098163605,0.2182432860136032,0.24717609584331512,0.28151169419288635,0.16763919591903687,0.16826416552066803,0.4133448898792267,0.17936070263385773,0.23686516284942627,0.044066835194826126,0.45715051889419556,0.23773640394210815,0.21167020499706268,0.1732930988073349
",",0.3087472915649414,0.25826331973075867,0.2987361550331116,0.5201468467712402,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.38860568404197693,0.2721969485282898,0.3378419280052185,0.1692921221256256,0.35859420895576477,0.27970150113105774,0.3156566619873047,0.31091248989105225
despite,0.1825345903635025,0.06736006587743759,0.1295304149389267,0.27473363280296326,0.3172689974308014,0.2255556881427765,0.1263827234506607,0.4132745862007141,0.25856006145477295,0.37825947999954224,0.1449090540409088,0.2235356867313385,0.25660240650177,0.28090900182724,0.14350546896457672
playing,0.1880110800266266,0.4705454707145691,0.7318263649940491,0.28501778841018677,0.27700236439704895,0.14963796734809875,0.11901324987411499,0.2181939035654068,0.2644408345222473,0.35806289315223694,0.16283513605594635,0.2088368684053421,0.10588186234235764,0.24205543100833893,0.1513366848230362
just,0.5854880809783936,0.1667463481426239,0.18491576611995697,0.3910168707370758,0.40061673521995544,0.2378835380077362,0.16745918989181519,0.3790239691734314,0.2755643427371979,0.2649642527103424,0.19843056797981262,0.3049333095550537,0.26836028695106506,0.45359137654304504,0.4144178032875061
two,0.23363454639911652,0.1781577318906784,0.2799473702907562,0.36463531851768494,0.43858039379119873,0.19097526371479034,0.20622028410434723,0.3276641070842743,0.2840942442417145,0.3376699388027191,0.13257844746112823,1.0000001192092896,0.3503812551498413,0.3067365288734436,0.19645625352859497
weeks,0.23001721501350403,0.1324058622121811,0.14012180268764496,0.23300987482070923,0.2713429629802704,0.07577104866504669,0.16786924004554749,0.4113662838935852,0.20988167822360992,0.2634325921535492,0.1847756803035736,0.3503812551498413,0.9999998807907104,0.4272206723690033,0.21667936444282532
after,0.21973377466201782,0.18601439893245697,0.1869119256734848,0.44050168991088867,0.4565047025680542,0.1987018883228302,0.21850556135177612,1.0,0.29295578598976135,0.41949746012687683,0.1628970205783844,0.3276641070842743,0.4113662838935852,0.6937490701675415,0.16608688235282898
breaking,0.2832198143005371,0.14594364166259766,0.1466480791568756,0.20728740096092224,0.33078882098197937,0.18695200979709625,0.24404262006282806,0.29295578598976135,0.9999998807907104,0.23923178017139435,0.10909101366996765,0.2840942442417145,0.20988167822360992,0.25563687086105347,0.16709092259407043
his,0.26976513862609863,0.24347680807113647,0.2874697744846344,0.3598145842552185,0.4394008219242096,0.12594756484031677,0.13805828988552094,0.41949746012687683,0.23923178017139435,0.9999998807907104,0.17735014855861664,0.3376699388027191,0.2634325921535492,0.358011394739151,0.18075084686279297
right,0.38502591848373413,0.15917974710464478,0.10610254108905792,0.16096803545951843,0.33901116251945496,0.08048282563686371,0.13779714703559875,0.18875662982463837,0.17544227838516235,0.20272807776927948,0.3196682631969452,0.23029573261737823,0.1472359001636505,0.2490382045507431,0.27135515213012695
arm,0.1625373512506485,0.09052163362503052,0.09340140968561172,0.17881454527378082,0.2214433252811432,0.1499057114124298,0.10288630425930023,0.1628970205783844,0.10909101366996765,0.17735014855861664,1.0,0.13257844746112823,0.1847756803035736,0.16912901401519775,0.12539196014404297
in,0.30808621644973755,0.1851271539926529,0.27605336904525757,1.0,0.6662389636039734,0.18576006591320038,0.17236235737800598,0.44050168991088867,0.20728740096092224,0.3598145842552185,0.17881454527378082,0.36463531851768494,0.23300987482070923,0.4155850410461426,0.20430970191955566
the,0.42745697498321533,0.19900773465633392,0.2603478729724884,0.6662389636039734,1.0,0.21959073841571808,0.21576224267482758,0.4565047025680542,0.33078882098197937,0.4394008219242096,0.2214433252811432,0.43858039379119873,0.2713429629802704,0.45900648832321167,0.22068053483963013
nfc,0.19796092808246613,0.362922340631485,0.30143943428993225,0.20630285143852234,0.2545439600944519,0.373574823141098,0.47588562965393066,0.18992526829242706,0.23415245115756989,0.13699233531951904,0.134703129529953,0.30582255125045776,0.2848702371120453,0.17787951231002808,0.15073348581790924
title,0.205022931098938,0.10915058851242065,0.1960923671722412,0.2263992726802826,0.27465343475341797,0.22950704395771027,0.21912378072738647,0.17867733538150787,0.0957479476928711,0.22620166838169098,0.08710666000843048,0.17723454535007477,0.09130304306745529,0.20469321310520172,0.34551161527633667
game,0.2246788740158081,0.46623334288597107,0.3575804531574249,0.23986028134822845,0.285271555185318,0.3480181396007538,0.2413962334394455,0.19855184853076935,0.22572286427021027,0.21079449355602264,0.13154813647270203,0.2322981208562851,0.140842005610466,0.23854228854179382,0.1829071193933487
.,0.3567904531955719,0.22491109371185303,0.2876244783401489,0.5591574311256409,0.5934505462646484,0.2757420241832733,0.21516893804073334,0.35870397090911865,0.22815458476543427,0.3119256794452667,0.20812642574310303,0.3524959683418274,0.2855951488018036,0.36693984270095825,0.4130953550338745
