,what,was,the,color,of,the,jerseys,in,super,bowl,xxxii,when,elway,was,quarterback,?
we,0.5622460842132568,0.16542018949985504,0.3206169009208679,0.19771011173725128,0.2769293785095215,0.3206169009208679,0.13776621222496033,0.23132319748401642,0.16073982417583466,0.13266761600971222,0.18669845163822174,0.30587899684906006,0.1603875607252121,0.16542018949985504,0.16674484312534332,0.535264790058136
've,0.31642356514930725,0.26559844613075256,0.23887036740779877,0.2190564125776291,0.17556090652942657,0.23887036740779877,0.3106263279914856,0.20285309851169586,0.25636714696884155,0.3156324028968811,0.2847592830657959,0.27743616700172424,0.4420839250087738,0.26559844613075256,0.6203504800796509,0.260578989982605
had,0.23849567770957947,0.5927209258079529,0.3875846862792969,0.13532502949237823,0.37755560874938965,0.3875846862792969,0.1743461638689041,0.385026752948761,0.17216899991035461,0.1661457121372223,0.16018080711364746,0.37526828050613403,0.21186292171478271,0.5927209258079529,0.18042391538619995,0.20728366076946259
super,0.13651713728904724,0.21420986950397491,0.21959073841571808,0.16928184032440186,0.14718765020370483,0.21959073841571808,0.23186436295509338,0.18576006591320038,1.0000001192092896,0.4848237931728363,0.5288341045379639,0.20393483340740204,0.2389257848262787,0.21420986950397491,0.28511252999305725,0.166326642036438
bowl,0.15942467749118805,0.21915455162525177,0.21576224267482758,0.21894660592079163,0.2243070751428604,0.21576224267482758,0.19441187381744385,0.17236235737800598,0.4848237931728363,1.0,0.5360926389694214,0.20523639023303986,0.3023669123649597,0.21915455162525177,0.37160974740982056,0.21118052303791046
success,0.22873179614543915,0.315643846988678,0.2764457166194916,0.16416586935520172,0.20485365390777588,0.2764457166194916,0.16066007316112518,0.3020555078983307,0.219517320394516,0.23260177671909332,0.17283844947814941,0.2036270797252655,0.1768355369567871,0.315643846988678,0.15951210260391235,0.1216118186712265
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.10136925429105759,0.5696388483047485,0.6662389636039734,0.2633516192436218,1.0,0.18576006591320038,0.17236235737800598,0.22977954149246216,0.4431333839893341,0.2640700042247772,0.45514053106307983,0.17283181846141815,0.20430970191955566
our,0.3871900141239166,0.1304413080215454,0.34956011176109314,0.1341184377670288,0.28844836354255676,0.34956011176109314,0.13087445497512817,0.17172041535377502,0.13933390378952026,0.04744952544569969,0.14106211066246033,0.19293372333049774,0.15352986752986908,0.1304413080215454,0.15150542557239532,0.2894428074359894
white,0.1410645991563797,0.17150278389453888,0.25492873787879944,0.32437393069267273,0.23826628923416138,0.25492873787879944,0.31623485684394836,0.1821274310350418,0.11256568133831024,0.17490817606449127,0.1271291971206665,0.25438255071640015,0.18519404530525208,0.17150278389453888,0.15372104942798615,0.124679796397686
uniforms,0.2348768413066864,0.16775210201740265,0.24092966318130493,0.2856641411781311,0.21850739419460297,0.24092966318130493,0.49412232637405396,0.19122402369976044,0.1960538625717163,0.15275798738002777,0.22401201725006104,0.2209760695695877,0.28842422366142273,0.16775210201740265,0.24302175641059875,0.1901218593120575
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.2641010880470276,0.5352458953857422,0.5934505462646484,0.26576319336891174,0.5591574311256409,0.2757420241832733,0.21516893804073334,0.24354074895381927,0.475719153881073,0.31222525238990784,0.40146201848983765,0.23691914975643158,0.4130953550338745
'',0.08143015950918198,0.04456103965640068,0.041273195296525955,0.03426432982087135,0.13035868108272552,0.041273195296525955,0.022539982572197914,0.07432962208986282,-0.02655862085521221,-0.008809788152575493,-0.09698102623224258,-0.07688097655773163,-0.05559949576854706,0.04456103965640068,-0.04150283336639404,0.018684765323996544
