,who,asserted,russia,'s,right,to,``,self-determination,?,''
extent,0.18034863471984863,0.3084769546985626,0.20648303627967834,0.04428907483816147,0.20972499251365662,0.26711156964302063,0.10369453579187393,0.3312029242515564,0.1940663903951645,0.054340895265340805
as,0.3923053741455078,0.28912997245788574,0.1889127492904663,-0.05775856226682663,0.2408553808927536,0.42092081904411316,0.03910288214683533,0.35705938935279846,0.27043893933296204,0.006628023460507393
that,0.45444270968437195,0.3599851727485657,0.2049574851989746,0.04397977516055107,0.3680553734302521,0.5436353087425232,0.05285148695111275,0.3732663691043854,0.32716336846351624,0.007880004122853279
empire,0.18977859616279602,0.15470923483371735,0.3484872579574585,-0.011798231862485409,0.1195538118481636,0.21448755264282227,0.08940538763999939,0.26076754927635193,0.14909450709819794,0.029978957027196884
by,0.39727845788002014,0.2365238517522812,0.16236120462417603,-0.010884488001465797,0.1945604532957077,0.33534231781959534,-0.030704375356435776,0.3026202321052551,0.17966607213020325,-0.010275691747665405
1921,0.2322237491607666,0.11252570152282715,0.025820065289735794,0.029988668859004974,0.013973746448755264,0.02946479804813862,-0.08169402182102203,-0.07671313732862473,0.11329333484172821,0.023553093895316124
",",0.3365725874900818,0.23379813134670258,0.2660351097583771,-0.0016132977325469255,0.24165019392967224,0.44245919585227966,0.09681109338998795,0.27798861265182495,0.31091248989105225,-0.037358131259679794
however,0.4020770490169525,0.35068297386169434,0.2064133733510971,0.011690815910696983,0.24635130167007446,0.5474119186401367,0.035520195960998535,0.42078670859336853,0.2152075469493866,-0.049120448529720306
with,0.3282766342163086,0.18317529559135437,0.22580650448799133,-0.04624466598033905,0.19092322885990143,0.4239959120750427,0.08974023163318634,0.2878100872039795,0.2433311939239502,0.07907696813344955
an,0.2848317325115204,0.22844953835010529,0.13641823828220367,0.025255560874938965,0.1750505119562149,0.3138085603713989,0.03770720958709717,0.2879502475261688,0.19793890416622162,0.09471100568771362
internationalist,0.26541867852211,0.2760908901691437,0.2561604678630829,0.022045671939849854,0.15272186696529388,0.18750987946987152,0.07370632141828537,0.31987905502319336,0.1624792516231537,-0.03142722696065903
ideology,0.24626760184764862,0.33130326867103577,0.18265683948993683,0.05649937689304352,0.3028664290904999,0.2050238847732544,0.07227929681539536,0.35778728127479553,0.14344371855258942,-0.003963666968047619
:,-0.0025186005514115095,-0.051876500248909,0.10807080566883087,0.07621461898088455,0.00952460989356041,-0.09243495017290115,0.15397869050502777,-0.034888576716184616,-0.07156077772378922,-0.0530499629676342
lenin,0.18347111344337463,0.17426466941833496,0.47482460737228394,0.02598397433757782,0.13334298133850098,0.21408319473266602,0.12724529206752777,0.2935888469219208,0.13449633121490479,0.020305758342146873
in,0.2792111933231354,0.23808127641677856,0.2859639823436737,-0.037580832839012146,0.16096803545951843,0.45010748505592346,0.04765888676047325,0.29775235056877136,0.20430970191955566,0.07432962208986282
particular,0.304595410823822,0.3642541468143463,0.15079714357852936,0.004080382641404867,0.29350635409355164,0.40318208932876587,0.18959873914718628,0.4395833909511566,0.2741454839706421,0.04492631182074547
asserted,0.26005348563194275,1.0,0.12343988567590714,-0.1043417826294899,0.17763301730155945,0.2757810056209564,0.060113564133644104,0.3604561686515808,0.2433508187532425,0.1076492890715599
the,0.3733934462070465,0.27135229110717773,0.2746676802635193,-0.01540423184633255,0.33901116251945496,0.535392165184021,0.029072100296616554,0.39717426896095276,0.22068053483963013,0.041273195296525955
right,0.2704642713069916,0.17763301730155945,0.15303990244865417,-0.03631126880645752,1.0,0.31834647059440613,0.09668885171413422,0.24778124690055847,0.27135515213012695,0.010759224183857441
to,0.42656609416007996,0.2757810056209564,0.2318052053451538,0.03782717138528824,0.31834647059440613,1.0,0.06720756739377975,0.3248114287853241,0.29463258385658264,-0.009905828163027763
limited,0.15578578412532806,0.2658805251121521,0.10677043348550797,0.009881002828478813,0.24249136447906494,0.2564510405063629,0.04857954755425453,0.25829216837882996,0.09444807469844818,0.06318206340074539
self-determination,0.2506687045097351,0.3604561686515808,0.19440379738807678,-0.09577349573373795,0.24778124690055847,0.3248114287853241,0.10931597650051117,0.9999999403953552,0.22606560587882996,-0.061063315719366074
for,0.37110671401023865,0.1979348063468933,0.2200813591480255,-0.07241261005401611,0.25850585103034973,0.4451248347759247,0.01270448137074709,0.35731321573257446,0.264628142118454,-0.04479556903243065
national,0.18105065822601318,0.16480325162410736,0.23888564109802246,-0.05226261913776398,0.21289993822574615,0.21067756414413452,0.0037908339872956276,0.2571617364883423,0.15643028914928436,0.012035216204822063
minorities,0.26891475915908813,0.2925007939338684,0.30163297057151794,0.025036832317709923,0.19438832998275757,0.2221270203590393,0.12784835696220398,0.34209707379341125,0.2070426493883133,-0.046987131237983704
within,0.18261831998825073,0.2478346973657608,0.12650954723358154,-0.01527355331927538,0.20087550580501556,0.34980177879333496,0.11752022802829742,0.38539358973503113,0.1870293766260147,-0.028991393744945526
the,0.3733934462070465,0.27135229110717773,0.2746676802635193,-0.01540423184633255,0.33901116251945496,0.535392165184021,0.029072100296616554,0.39717426896095276,0.22068053483963013,0.041273195296525955
new,0.2378052920103073,0.13006086647510529,0.19918635487556458,-0.008355522528290749,0.19787339866161346,0.33159172534942627,-0.03575563058257103,0.20919527113437653,0.14782847464084625,-0.021915066987276077
territory,0.247842475771904,0.20934000611305237,0.25683891773223877,0.08730373531579971,0.13820990920066833,0.2642725706100464,0.09361173212528229,0.2589890658855438,0.09435105323791504,-0.007871052250266075
.,0.3541337847709656,0.2218882292509079,0.2664543688297272,-0.003708066651597619,0.2597152590751648,0.4645031690597534,0.05720457062125206,0.310993492603302,0.4130953550338745,-0.07181349396705627
