,who,was,the,creator,of,the,theme,for,the,50th,anniversary,special,?
of,0.2827862501144409,0.4069072902202606,0.733189046382904,0.1888532191514969,1.0,0.733189046382904,0.17537155747413635,0.4185989499092102,0.733189046382904,0.11716882884502411,0.2393128126859665,0.27998968958854675,0.1826142966747284
the,0.3733934462070465,0.48711544275283813,1.0,0.20919115841388702,0.733189046382904,1.0,0.2470158040523529,0.4739971458911896,1.0,0.19595111906528473,0.29318708181381226,0.3027077615261078,0.22068053483963013
2012,0.23490679264068604,0.2899843454360962,0.46885523200035095,0.1862604022026062,0.4422316551208496,0.46885523200035095,0.15646493434906006,0.22560004889965057,0.46885523200035095,0.16353532671928406,0.16933786869049072,0.14701582491397858,0.18042556941509247
christmas,0.19243934750556946,0.16941027343273163,0.2044597715139389,0.14915984869003296,0.14198152720928192,0.2044597715139389,0.32897084951400757,0.14492979645729065,0.2044597715139389,0.08362866938114166,0.27656611800193787,0.3012330234050751,0.23817040026187897
special,0.21519862115383148,0.1585642695426941,0.3027077615261078,0.1968814730644226,0.27998968958854675,0.3027077615261078,0.1575169414281845,0.311454176902771,0.3027077615261078,0.050610799342393875,0.3297252953052521,1.0000001192092896,0.29623302817344666
``,0.02397952415049076,-0.012679691426455975,0.029072100296616554,0.0053216442465782166,0.06780257821083069,0.029072100296616554,-0.04043178632855415,0.01270448137074709,0.029072100296616554,-0.0076248059049248695,-0.07950975000858307,0.013431590981781483,0.0685480609536171
the,0.3733934462070465,0.48711544275283813,1.0,0.20919115841388702,0.733189046382904,1.0,0.2470158040523529,0.4739971458911896,1.0,0.19595111906528473,0.29318708181381226,0.3027077615261078,0.22068053483963013
snowmen,0.34232470393180847,0.1999068558216095,0.26857638359069824,0.19004970788955688,0.2583431601524353,0.26857638359069824,0.20013035833835602,0.25785931944847107,0.26857638359069824,0.11735023558139801,0.20878556370735168,0.21489611268043518,0.22980129718780518
'',0.024401003494858742,0.04456103965640068,0.041273195296525955,0.019570840522646904,0.13035868108272552,0.041273195296525955,0.03232346102595329,-0.04479556903243065,0.041273195296525955,-0.03024963289499283,-0.05068732053041458,0.03449471667408943,0.018684765323996544
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.2825612425804138,0.4946078956127167,0.4933079481124878,0.21865783631801605,0.4464869201183319,0.4933079481124878,0.1069522351026535,0.20396199822425842,0.23880577087402344,0.31091248989105225
and,0.41279885172843933,0.3740963041782379,0.5171257257461548,0.21774797141551971,0.5116966962814331,0.5171257257461548,0.2354547381401062,0.5064792633056641,0.5171257257461548,0.1709929257631302,0.13314463198184967,0.22352655231952667,0.20544172823429108
a,0.36608949303627014,0.4508470594882965,0.5829201340675354,0.24955110251903534,0.5052502155303955,0.5829201340675354,0.2278088480234146,0.44038116931915283,0.5829201340675354,0.12353889644145966,0.1787421703338623,0.31333932280540466,0.23916715383529663
further,0.1815619170665741,0.16107149422168732,0.32531118392944336,0.10406697541475296,0.24797867238521576,0.32531118392944336,0.09152159094810486,0.26543480157852173,0.32531118392944336,0.04815613478422165,0.09055422246456146,0.1386180818080902,0.20960763096809387
revision,0.14438188076019287,0.19373637437820435,0.21652790904045105,0.2385069876909256,0.20164088904857635,0.21652790904045105,0.15893539786338806,0.2033391147851944,0.21652790904045105,0.10840486735105515,0.12458466738462448,0.1792888641357422,0.3194141685962677
of,0.2827862501144409,0.4069072902202606,0.733189046382904,0.1888532191514969,1.0,0.733189046382904,0.17537155747413635,0.4185989499092102,0.733189046382904,0.11716882884502411,0.2393128126859665,0.27998968958854675,0.1826142966747284
the,0.3733934462070465,0.48711544275283813,1.0,0.20919115841388702,0.733189046382904,1.0,0.2470158040523529,0.4739971458911896,1.0,0.19595111906528473,0.29318708181381226,0.3027077615261078,0.22068053483963013
arrangement,0.12936225533485413,0.1925918459892273,0.290839284658432,0.14795108139514923,0.2767132818698883,0.290839284658432,0.30165839195251465,0.2337760627269745,0.290839284658432,0.04568452388048172,0.11108291894197464,0.23235660791397095,0.11038770526647568
was,0.3318818509578705,1.0000001192092896,0.48711544275283813,0.2896435558795929,0.4069072902202606,0.48711544275283813,0.21860456466674805,0.3863949179649353,0.48711544275283813,0.17689552903175354,0.28924626111984253,0.1585642695426941,0.18412111699581146
made,0.2576322853565216,0.3433256447315216,0.3885267674922943,0.17530834674835205,0.33167365193367004,0.3885267674922943,0.12128812074661255,0.3147922456264496,0.3885267674922943,0.03548435494303703,0.23727121949195862,0.23850682377815247,0.17218779027462006
for,0.37110671401023865,0.3863949179649353,0.4739971458911896,0.20092758536338806,0.4185989499092102,0.4739971458911896,0.23964181542396545,0.9999999403953552,0.4739971458911896,0.07924925535917282,0.24768374860286713,0.311454176902771,0.264628142118454
the,0.3733934462070465,0.48711544275283813,1.0,0.20919115841388702,0.733189046382904,1.0,0.2470158040523529,0.4739971458911896,1.0,0.19595111906528473,0.29318708181381226,0.3027077615261078,0.22068053483963013
50th,0.009327351115643978,0.17689552903175354,0.19595111906528473,0.0698341652750969,0.11716882884502411,0.19595111906528473,0.16385413706302643,0.07924925535917282,0.19595111906528473,1.0000001192092896,0.26162034273147583,0.050610799342393875,0.004919986240565777
anniversary,0.16220717132091522,0.28924626111984253,0.29318708181381226,0.13351677358150482,0.2393128126859665,0.29318708181381226,0.34856078028678894,0.24768374860286713,0.29318708181381226,0.26162034273147583,1.0,0.3297252953052521,0.1981802135705948
special,0.21519862115383148,0.1585642695426941,0.3027077615261078,0.1968814730644226,0.27998968958854675,0.3027077615261078,0.1575169414281845,0.311454176902771,0.3027077615261078,0.050610799342393875,0.3297252953052521,1.0000001192092896,0.29623302817344666
``,0.02397952415049076,-0.012679691426455975,0.029072100296616554,0.0053216442465782166,0.06780257821083069,0.029072100296616554,-0.04043178632855415,0.01270448137074709,0.029072100296616554,-0.0076248059049248695,-0.07950975000858307,0.013431590981781483,0.0685480609536171
the,0.3733934462070465,0.48711544275283813,1.0,0.20919115841388702,0.733189046382904,1.0,0.2470158040523529,0.4739971458911896,1.0,0.19595111906528473,0.29318708181381226,0.3027077615261078,0.22068053483963013
day,0.2447325587272644,0.24314451217651367,0.3062323033809662,0.10688428580760956,0.2934032380580902,0.3062323033809662,0.2392035573720932,0.23720888793468475,0.3062323033809662,0.16363441944122314,0.4596174657344818,0.18585629761219025,0.2141837179660797
of,0.2827862501144409,0.4069072902202606,0.733189046382904,0.1888532191514969,1.0,0.733189046382904,0.17537155747413635,0.4185989499092102,0.733189046382904,0.11716882884502411,0.2393128126859665,0.27998968958854675,0.1826142966747284
the,0.3733934462070465,0.48711544275283813,1.0,0.20919115841388702,0.733189046382904,1.0,0.2470158040523529,0.4739971458911896,1.0,0.19595111906528473,0.29318708181381226,0.3027077615261078,0.22068053483963013
doctor,0.3504868149757385,0.19672659039497375,0.2820442318916321,0.25954416394233704,0.16895952820777893,0.2820442318916321,0.17665699124336243,0.1556548923254013,0.2820442318916321,0.19160239398479462,0.17330653965473175,0.16843044757843018,0.1462511420249939
'',0.024401003494858742,0.04456103965640068,0.041273195296525955,0.019570840522646904,0.13035868108272552,0.041273195296525955,0.03232346102595329,-0.04479556903243065,0.041273195296525955,-0.03024963289499283,-0.05068732053041458,0.03449471667408943,0.018684765323996544
in,0.2792111933231354,0.45514053106307983,0.6662389636039734,0.1494920253753662,0.5696388483047485,0.6662389636039734,0.21164380013942719,0.4322226941585541,0.6662389636039734,0.11835864186286926,0.25491592288017273,0.2897285223007202,0.20430970191955566
november,0.2615586519241333,0.4240739941596985,0.25734350085258484,0.20606639981269836,0.19941139221191406,0.25734350085258484,0.14308300614356995,0.276843786239624,0.25734350085258484,0.09978275746107101,0.2854503393173218,0.10777370631694794,0.3159552216529846
2013,-0.16540901362895966,-0.16685336828231812,-0.38509321212768555,-0.10794425755739212,-0.2904720902442932,-0.38509321212768555,-0.2545105516910553,-0.2664349377155304,-0.38509321212768555,-0.10239046066999435,-0.11650413274765015,-0.2518657147884369,-0.2969330847263336
.,0.3541337847709656,0.40146201848983765,0.5934505462646484,0.2559517025947571,0.5352458953857422,0.5934505462646484,0.2135048359632492,0.4726039469242096,0.5934505462646484,0.15041887760162354,0.2281392365694046,0.26337340474128723,0.4130953550338745
,who,was,the,creator,of,the,theme,for,the,50th,anniversary,special,?
a,0.36608949303627014,0.4508470594882965,0.5829201340675354,0.24955110251903534,0.5052502155303955,0.5829201340675354,0.2278088480234146,0.44038116931915283,0.5829201340675354,0.12353889644145966,0.1787421703338623,0.31333932280540466,0.23916715383529663
new,0.2378052920103073,0.2748313844203949,0.3845241069793701,0.19435831904411316,0.343457967042923,0.3845241069793701,0.20022907853126526,0.2700757384300232,0.3845241069793701,0.1394127458333969,0.20441485941410065,0.2529560923576355,0.14782847464084625
arrangement,0.12936225533485413,0.1925918459892273,0.290839284658432,0.14795108139514923,0.2767132818698883,0.290839284658432,0.30165839195251465,0.2337760627269745,0.290839284658432,0.04568452388048172,0.11108291894197464,0.23235660791397095,0.11038770526647568
of,0.2827862501144409,0.4069072902202606,0.733189046382904,0.1888532191514969,1.0,0.733189046382904,0.17537155747413635,0.4185989499092102,0.733189046382904,0.11716882884502411,0.2393128126859665,0.27998968958854675,0.1826142966747284
the,0.3733934462070465,0.48711544275283813,1.0,0.20919115841388702,0.733189046382904,1.0,0.2470158040523529,0.4739971458911896,1.0,0.19595111906528473,0.29318708181381226,0.3027077615261078,0.22068053483963013
theme,0.1836521327495575,0.21860456466674805,0.2470158040523529,0.2846335768699646,0.17537155747413635,0.2470158040523529,0.9999998807907104,0.23964181542396545,0.2470158040523529,0.16385413706302643,0.34856078028678894,0.1575169414281845,0.21507632732391357
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.2825612425804138,0.4946078956127167,0.4933079481124878,0.21865783631801605,0.4464869201183319,0.4933079481124878,0.1069522351026535,0.20396199822425842,0.23880577087402344,0.31091248989105225
once,0.3575699031352997,0.3461752235889435,0.4227895736694336,0.17390218377113342,0.2879956364631653,0.4227895736694336,0.22327427566051483,0.33554747700691223,0.4227895736694336,0.04172102361917496,0.14541888236999512,0.1617242693901062,0.17750471830368042
again,0.29984283447265625,0.35373377799987793,0.4104243218898773,0.11467049270868301,0.24152639508247375,0.4104243218898773,0.20541729032993317,0.3308057188987732,0.4104243218898773,0.10176226496696472,0.15343080461025238,0.10090430080890656,0.2679590880870819
by,0.39727845788002014,0.4752357602119446,0.4408751428127289,0.1888330578804016,0.3646814823150635,0.4408751428127289,0.19824901223182678,0.3248702883720398,0.4408751428127289,0.1403019279241562,0.22581592202186584,0.2578898072242737,0.17966607213020325
gold,0.11612684279680252,0.24345459043979645,0.27136439085006714,0.06670747697353363,0.2101457566022873,0.27136439085006714,0.1178743913769722,0.2409525066614151,0.27136439085006714,0.12334956228733063,0.23148110508918762,0.1575116068124771,0.11542754620313644
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.2825612425804138,0.4946078956127167,0.4933079481124878,0.21865783631801605,0.4464869201183319,0.4933079481124878,0.1069522351026535,0.20396199822425842,0.23880577087402344,0.31091248989105225
was,0.3318818509578705,1.0000001192092896,0.48711544275283813,0.2896435558795929,0.4069072902202606,0.48711544275283813,0.21860456466674805,0.3863949179649353,0.48711544275283813,0.17689552903175354,0.28924626111984253,0.1585642695426941,0.18412111699581146
introduced,0.18349657952785492,0.32667654752731323,0.242969810962677,0.1825624257326126,0.23328952491283417,0.242969810962677,0.22775977849960327,0.2018822282552719,0.242969810962677,0.007700310088694096,0.21425306797027588,0.15879152715206146,0.16386865079402924
in,0.2792111933231354,0.45514053106307983,0.6662389636039734,0.1494920253753662,0.5696388483047485,0.6662389636039734,0.21164380013942719,0.4322226941585541,0.6662389636039734,0.11835864186286926,0.25491592288017273,0.2897285223007202,0.20430970191955566
the,0.3733934462070465,0.48711544275283813,1.0,0.20919115841388702,0.733189046382904,1.0,0.2470158040523529,0.4739971458911896,1.0,0.19595111906528473,0.29318708181381226,0.3027077615261078,0.22068053483963013
2007,-0.29352980852127075,-0.29168957471847534,-0.23657195270061493,-0.12166263163089752,-0.21244128048419952,-0.23657195270061493,-0.05069440230727196,-0.15897968411445618,-0.23657195270061493,0.011353828944265842,-0.17294669151306152,0.011765089817345142,-0.1664225310087204
christmas,0.19243934750556946,0.16941027343273163,0.2044597715139389,0.14915984869003296,0.14198152720928192,0.2044597715139389,0.32897084951400757,0.14492979645729065,0.2044597715139389,0.08362866938114166,0.27656611800193787,0.3012330234050751,0.23817040026187897
special,0.21519862115383148,0.1585642695426941,0.3027077615261078,0.1968814730644226,0.27998968958854675,0.3027077615261078,0.1575169414281845,0.311454176902771,0.3027077615261078,0.050610799342393875,0.3297252953052521,1.0000001192092896,0.29623302817344666
episode,0.2015407234430313,0.1706574261188507,0.25342556834220886,0.27136528491973877,0.17369085550308228,0.25342556834220886,0.3510914444923401,0.17981192469596863,0.25342556834220886,0.12093067914247513,0.32402390241622925,0.21969006955623627,0.23978739976882935
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.2825612425804138,0.4946078956127167,0.4933079481124878,0.21865783631801605,0.4464869201183319,0.4933079481124878,0.1069522351026535,0.20396199822425842,0.23880577087402344,0.31091248989105225
``,0.02397952415049076,-0.012679691426455975,0.029072100296616554,0.0053216442465782166,0.06780257821083069,0.029072100296616554,-0.04043178632855415,0.01270448137074709,0.029072100296616554,-0.0076248059049248695,-0.07950975000858307,0.013431590981781483,0.0685480609536171
voyage,0.21563133597373962,0.18571996688842773,0.2520287036895752,0.09189680963754654,0.17759430408477783,0.2520287036895752,0.21590375900268555,0.18315112590789795,0.2520287036895752,0.10541833937168121,0.30238085985183716,0.09789950400590897,0.1303650438785553
of,0.2827862501144409,0.4069072902202606,0.733189046382904,0.1888532191514969,1.0,0.733189046382904,0.17537155747413635,0.4185989499092102,0.733189046382904,0.11716882884502411,0.2393128126859665,0.27998968958854675,0.1826142966747284
the,0.3733934462070465,0.48711544275283813,1.0,0.20919115841388702,0.733189046382904,1.0,0.2470158040523529,0.4739971458911896,1.0,0.19595111906528473,0.29318708181381226,0.3027077615261078,0.22068053483963013
damned,0.2506263554096222,0.2641095817089081,0.276804119348526,0.202616348862648,0.2100372463464737,0.276804119348526,0.24165600538253784,0.16279110312461853,0.276804119348526,0.14282278716564178,0.20853839814662933,0.12487848103046417,0.2031424641609192
'',0.024401003494858742,0.04456103965640068,0.041273195296525955,0.019570840522646904,0.13035868108272552,0.041273195296525955,0.03232346102595329,-0.04479556903243065,0.041273195296525955,-0.03024963289499283,-0.05068732053041458,0.03449471667408943,0.018684765323996544
;,0.007937713526189327,0.0754367932677269,0.09152708947658539,-0.01769240014255047,0.054534342139959335,0.09152708947658539,0.021994154900312424,0.0293948445469141,0.09152708947658539,0.036975786089897156,0.0012133554555475712,0.006959774065762758,0.10349778085947037
gold,0.11612684279680252,0.24345459043979645,0.27136439085006714,0.06670747697353363,0.2101457566022873,0.27136439085006714,0.1178743913769722,0.2409525066614151,0.27136439085006714,0.12334956228733063,0.23148110508918762,0.1575116068124771,0.11542754620313644
returned,0.23187772929668427,0.4257400631904602,0.32857778668403625,0.07100988179445267,0.28002414107322693,0.32857778668403625,0.15438853204250336,0.2675482928752899,0.32857778668403625,0.08727438747882843,0.22298502922058105,0.14751295745372772,0.07695316523313522
as,0.3923053741455078,0.3677520453929901,0.48381632566452026,0.22379443049430847,0.3886612355709076,0.48381632566452026,0.23320047557353973,0.44774648547172546,0.48381632566452026,0.07544080913066864,0.15546119213104248,0.2774268388748169,0.27043893933296204
composer,0.21451207995414734,0.28206875920295715,0.16463536024093628,0.29756835103034973,0.1714436560869217,0.16463536024093628,0.2675022780895233,0.15301743149757385,0.16463536024093628,0.05497608706355095,0.12628543376922607,0.09345827251672745,0.17525890469551086
for,0.37110671401023865,0.3863949179649353,0.4739971458911896,0.20092758536338806,0.4185989499092102,0.4739971458911896,0.23964181542396545,0.9999999403953552,0.4739971458911896,0.07924925535917282,0.24768374860286713,0.311454176902771,0.264628142118454
the,0.3733934462070465,0.48711544275283813,1.0,0.20919115841388702,0.733189046382904,1.0,0.2470158040523529,0.4739971458911896,1.0,0.19595111906528473,0.29318708181381226,0.3027077615261078,0.22068053483963013
2010,0.30279624462127686,0.23825319111347198,0.31722962856292725,0.10620241612195969,0.26419875025749207,0.31722962856292725,0.0982886254787445,0.15196888148784637,0.31722962856292725,0.04091661795973778,0.1056802049279213,0.13148009777069092,0.21232788264751434
series,0.21484537422657013,0.2261398285627365,0.31376904249191284,0.335781455039978,0.22268271446228027,0.31376904249191284,0.3285406529903412,0.2715710699558258,0.31376904249191284,0.1081300899386406,0.2369382679462433,0.25486889481544495,0.1709602326154709
.,0.3541337847709656,0.40146201848983765,0.5934505462646484,0.2559517025947571,0.5352458953857422,0.5934505462646484,0.2135048359632492,0.4726039469242096,0.5934505462646484,0.15041887760162354,0.2281392365694046,0.26337340474128723,0.4130953550338745
