,when,was,luther,'s,writings,about,the,jews,ignored,",",according,to,johannes,wallmann,?
19th,0.20566971600055695,0.24231374263763428,0.12467019259929657,0.09424189478158951,0.14587724208831787,0.09287500381469727,0.24964287877082825,0.043128594756126404,0.09249061346054077,0.16815264523029327,0.1215566098690033,0.18742936849594116,0.16210722923278809,0.17773084342479706,0.004712673369795084
centuries,0.24950438737869263,0.27720052003860474,0.10285232216119766,-0.011494642123579979,0.37443751096725464,0.21431005001068115,0.32166481018066406,0.28219133615493774,0.1663752943277359,0.1864481121301651,0.24064059555530548,0.2275104820728302,0.2283433973789215,0.17818297445774078,0.13179439306259155
",",0.36674630641937256,0.45456063747406006,0.23255878686904907,-0.0016132977325469255,0.21987015008926392,0.3877100944519043,0.4933079481124878,0.27184903621673584,0.28713542222976685,1.0000001192092896,0.3107093870639801,0.44245919585227966,0.23842287063598633,0.30287009477615356,0.31091248989105225
and,0.4716290831565857,0.3740963041782379,0.20796556770801544,0.06895173341035843,0.2566024661064148,0.3875081241130829,0.5171257257461548,0.2555774748325348,0.28926509618759155,0.6633074283599854,0.30645591020584106,0.48971283435821533,0.17735277116298676,0.2987581193447113,0.20544172823429108
that,0.5860282182693481,0.33670201897621155,0.21746599674224854,0.04397977516055107,0.29084065556526184,0.4500710964202881,0.5473989248275757,0.27395346760749817,0.3943108320236206,0.4137537479400635,0.29146862030029297,0.5436353087425232,0.1908387690782547,0.163743793964386,0.32716336846351624
there,0.34822648763656616,0.24909798800945282,0.17028528451919556,-0.04860968142747879,0.18979986011981964,0.463201105594635,0.47025805711746216,0.2350853532552719,0.21354250609874725,0.4587128460407257,0.2631663382053375,0.40669289231300354,0.1702413260936737,0.10401732474565506,0.29405656456947327
was,0.37326499819755554,1.0000001192092896,0.19185513257980347,0.008974763564765453,0.21465790271759033,0.2577359974384308,0.48711544275283813,0.1935933530330658,0.22753238677978516,0.45456063747406006,0.31116798520088196,0.3636345863342285,0.23570336401462555,0.2539112865924835,0.18412111699581146
no,0.28761178255081177,0.19955526292324066,0.08393751084804535,0.04497740417718887,0.12644493579864502,0.21095076203346252,0.3461136817932129,0.10774834454059601,0.30250269174575806,0.29972612857818604,0.18292589485645294,0.30015695095062256,0.1147947907447815,0.11960632354021072,0.32165053486824036
continuity,0.2521914541721344,0.2066497951745987,0.15265603363513947,0.03267066925764084,0.30233433842658997,0.2440256029367447,0.376081258058548,0.22333121299743652,0.304321825504303,0.27750614285469055,0.24302999675273895,0.35247185826301575,0.1570437252521515,0.26714619994163513,0.19418713450431824
between,0.38258615136146545,0.24048170447349548,0.13011522591114044,0.006096371449530125,0.1264754682779312,0.38609597086906433,0.39067012071609497,0.14003951847553253,0.15700753033161163,0.27714940905570984,0.22393925487995148,0.3639189600944519,0.10697191953659058,0.08694025129079819,0.12887074053287506
luther,0.14516782760620117,0.19185513257980347,1.0,-0.009990512393414974,0.32714858651161194,0.203048437833786,0.1759674996137619,0.24326977133750916,0.14001686871051788,0.23255878686904907,0.1085624098777771,0.18029534816741943,0.31875139474868774,0.3359564244747162,0.1732746809720993
's,-0.03368149697780609,0.008974763564765453,-0.009990512393414974,0.9999999403953552,0.029720310121774673,-0.020936643704771996,-0.01540423184633255,0.017030835151672363,-0.016741860657930374,-0.0016132977325469255,-0.0037221983075141907,0.03782717138528824,0.04966715723276138,0.04636653885245323,-0.023395681753754616
thought,0.32143133878707886,0.42560186982154846,0.16052690148353577,0.04379833862185478,0.34691572189331055,0.3717701733112335,0.3509289622306824,0.18507122993469238,0.3064941167831421,0.2965437173843384,0.28604191541671753,0.3858291208744049,0.2589324712753296,0.22439290583133698,0.2600135803222656
and,0.4716290831565857,0.3740963041782379,0.20796556770801544,0.06895173341035843,0.2566024661064148,0.3875081241130829,0.5171257257461548,0.2555774748325348,0.28926509618759155,0.6633074283599854,0.30645591020584106,0.48971283435821533,0.17735277116298676,0.2987581193447113,0.20544172823429108
nazi,0.18140792846679688,0.2761179506778717,0.2787477672100067,0.09119178354740143,0.13250327110290527,0.1766844093799591,0.23007801175117493,0.4677807092666626,0.2022581696510315,0.22584949433803558,0.15385009348392487,0.1994142085313797,0.24994410574436188,0.33951467275619507,0.21425682306289673
ideology,0.1887962818145752,0.1863693743944168,0.18506255745887756,0.05649937689304352,0.39610517024993896,0.2090805023908615,0.17914913594722748,0.278764009475708,0.2656290829181671,0.19314546883106232,0.2026854008436203,0.2050238847732544,0.13656362891197205,0.2085915505886078,0.14344371855258942
.,0.475719153881073,0.40146201848983765,0.24907569587230682,-0.003708066651597619,0.24754001200199127,0.42038556933403015,0.5934505462646484,0.2115412801504135,0.30326494574546814,0.6812511086463928,0.29052162170410156,0.4645031690597534,0.21772252023220062,0.29260319471359253,0.4130953550338745
