,in,march,2007,",",the,mission,council,of,the,south,central,jurisdiction,approved,a,99-year,lease,on,how,many,acres,?
was,0.45514053106307983,0.4297752380371094,-0.29168957471847534,0.45456063747406006,0.48711544275283813,0.20951420068740845,0.23921515047550201,0.4069072902202606,0.48711544275283813,0.2792486846446991,0.21519865095615387,0.1631762534379959,0.27298814058303833,0.4508470594882965,0.15211614966392517,0.2553887367248535,0.3909217119216919,0.16678167879581451,0.260356068611145,0.18706703186035156,0.18412111699581146
a,0.539380669593811,0.23374363780021667,-0.06548836827278137,0.427140474319458,0.5829201340675354,0.2477724254131317,0.16385574638843536,0.5052502155303955,0.5829201340675354,0.23680485785007477,0.26925721764564514,0.21104411780834198,0.272470086812973,1.0,0.18661850690841675,0.2462683618068695,0.3848365545272827,0.29312583804130554,0.2872205972671509,0.18753887712955475,0.23916715383529663
decision,0.2212151288986206,0.2594182789325714,-0.2149529755115509,0.2818170189857483,0.2905151844024658,0.253769189119339,0.31145286560058594,0.2331373691558838,0.2905151844024658,0.08311185985803604,0.08421837538480759,0.37212073802948,0.38460925221443176,0.24091263115406036,0.2413172423839569,0.27881544828414917,0.2723582983016968,0.30215373635292053,0.1825752705335617,0.0782388374209404,0.2796577215194702
by,0.370934396982193,0.20701591670513153,-0.14437821507453918,0.3680937886238098,0.4408751428127289,0.18301942944526672,0.18552932143211365,0.3646814823150635,0.4408751428127289,0.23838843405246735,0.14742699265480042,0.1644914448261261,0.297686904668808,0.32094135880470276,0.1593778133392334,0.23124344646930695,0.33887791633605957,0.34370526671409607,0.3409687578678131,0.1931656002998352,0.17966607213020325
the,0.6662389636039734,0.2680487632751465,-0.23657195270061493,0.4933079481124878,1.0,0.22673439979553223,0.2829204201698303,0.733189046382904,1.0,0.3129390776157379,0.3417201042175293,0.27412351965904236,0.30207422375679016,0.5829201340675354,0.25664210319519043,0.303044855594635,0.5107308030128479,0.33890387415885925,0.4335206151008606,0.1636062115430832,0.22068053483963013
mission,0.2224319875240326,0.20604629814624786,-0.1867501437664032,0.21226151287555695,0.22673439979553223,1.0,0.2860821485519409,0.20170781016349792,0.22673439979553223,0.1708947867155075,0.11208715289831161,0.1836213916540146,0.23764881491661072,0.2477724254131317,0.22887812554836273,0.2323809415102005,0.21317659318447113,0.17383652925491333,0.160925030708313,0.15554077923297882,0.19506393373012543
council,0.2689173221588135,0.1437375843524933,-0.20332491397857666,0.23820561170578003,0.2829204201698303,0.2860821485519409,1.0,0.2972237169742584,0.2829204201698303,0.2518231272697449,0.20783263444900513,0.33036530017852783,0.3116105794906616,0.16385574638843536,0.18731847405433655,0.2878820300102234,0.16224971413612366,0.14261579513549805,0.13560552895069122,0.14341697096824646,0.1160062924027443
of,0.5696388483047485,0.20692677795886993,-0.21244128048419952,0.4946078956127167,0.733189046382904,0.20170781016349792,0.2972237169742584,1.0,0.733189046382904,0.33382371068000793,0.3415789008140564,0.2942456901073456,0.3106788992881775,0.5052502155303955,0.2155478298664093,0.22332684695720673,0.3966929316520691,0.2480744868516922,0.37253960967063904,0.17438827455043793,0.1826142966747284
the,0.6662389636039734,0.2680487632751465,-0.23657195270061493,0.4933079481124878,1.0,0.22673439979553223,0.2829204201698303,0.733189046382904,1.0,0.3129390776157379,0.3417201042175293,0.27412351965904236,0.30207422375679016,0.5829201340675354,0.25664210319519043,0.303044855594635,0.5107308030128479,0.33890387415885925,0.4335206151008606,0.1636062115430832,0.22068053483963013
south,0.33642083406448364,0.23630239069461823,-0.22395041584968567,0.3256652057170868,0.3129390776157379,0.1708947867155075,0.2518231272697449,0.33382371068000793,0.3129390776157379,1.0000001192092896,0.4352324306964874,0.17796485126018524,0.13471101224422455,0.23680485785007477,0.22425152361392975,0.16253149509429932,0.22021299600601196,0.11786635220050812,0.2319321483373642,0.24482136964797974,0.12336621433496475
central,0.30844059586524963,0.11287757754325867,-0.09463944286108017,0.2587154507637024,0.3417201042175293,0.11208715289831161,0.20783263444900513,0.3415789008140564,0.3417201042175293,0.4352324306964874,1.0,0.20793603360652924,0.14584408700466156,0.26925721764564514,0.14363208413124084,0.13625921308994293,0.242094486951828,0.1351521760225296,0.2221386432647705,0.18256734311580658,0.14787602424621582
jurisdiction,0.2260914146900177,0.09013427048921585,-0.22572557628154755,0.20828329026699066,0.27412351965904236,0.1836213916540146,0.33036530017852783,0.2942456901073456,0.27412351965904236,0.17796485126018524,0.20793603360652924,1.0000001192092896,0.28145772218704224,0.21104411780834198,0.26940426230430603,0.3161482512950897,0.22733213007450104,0.13425906002521515,0.18154498934745789,0.20347470045089722,0.19550715386867523
which,0.4840516746044159,0.13842162489891052,-0.07080759108066559,0.3658004403114319,0.6521818041801453,0.19417668879032135,0.20855821669101715,0.5011631846427917,0.6521818041801453,0.24635352194309235,0.2778315246105194,0.2565596401691437,0.2623177170753479,0.56894451379776,0.16480879485607147,0.25196316838264465,0.4245251417160034,0.4852597713470459,0.5168171525001526,0.24271005392074585,0.25814583897590637
in,1.0,0.29730337858200073,-0.2201838344335556,0.5201468467712402,0.6662389636039734,0.2224319875240326,0.2689173221588135,0.5696388483047485,0.6662389636039734,0.33642083406448364,0.30844059586524963,0.2260914146900177,0.23346227407455444,0.539380669593811,0.26810845732688904,0.2501741349697113,0.46853652596473694,0.2601168751716614,0.41474202275276184,0.1980547159910202,0.20430970191955566
march,0.29730337858200073,1.0000001192092896,-0.2717095911502838,0.4256272315979004,0.2680487632751465,0.20604629814624786,0.1437375843524933,0.20692677795886993,0.2680487632751465,0.23630239069461823,0.11287757754325867,0.09013427048921585,0.2707411050796509,0.23374363780021667,0.29076775908470154,0.17767482995986938,0.33868420124053955,0.16374856233596802,0.13846592605113983,0.16485333442687988,0.2802562415599823
2007,-0.2201838344335556,-0.2717095911502838,1.0,-0.24049624800682068,-0.23657195270061493,-0.1867501437664032,-0.20332491397857666,-0.21244128048419952,-0.23657195270061493,-0.22395041584968567,-0.09463944286108017,-0.22572557628154755,-0.11433609575033188,-0.06548836827278137,-0.09065715968608856,-0.2599567472934723,-0.16471703350543976,-0.09095048904418945,-0.19582313299179077,-0.2016880363225937,-0.1664225310087204
approved,0.23346227407455444,0.2707411050796509,-0.11433609575033188,0.28550124168395996,0.30207422375679016,0.23764881491661072,0.3116105794906616,0.3106788992881775,0.30207422375679016,0.13471101224422455,0.14584408700466156,0.28145772218704224,1.0,0.272470086812973,0.26951295137405396,0.30107223987579346,0.276600182056427,0.2169949859380722,0.17794480919837952,0.14422722160816193,0.25914356112480164
a,0.539380669593811,0.23374363780021667,-0.06548836827278137,0.427140474319458,0.5829201340675354,0.2477724254131317,0.16385574638843536,0.5052502155303955,0.5829201340675354,0.23680485785007477,0.26925721764564514,0.21104411780834198,0.272470086812973,1.0,0.18661850690841675,0.2462683618068695,0.3848365545272827,0.29312583804130554,0.2872205972671509,0.18753887712955475,0.23916715383529663
99-year,0.26810845732688904,0.29076775908470154,-0.09065715968608856,0.31118759512901306,0.25664210319519043,0.22887812554836273,0.18731847405433655,0.2155478298664093,0.25664210319519043,0.22425152361392975,0.14363208413124084,0.26940426230430603,0.26951295137405396,0.18661850690841675,1.0,0.3055952489376068,0.23553335666656494,0.1551474779844284,0.0814611092209816,0.24683602154254913,0.33379992842674255
lease,0.2501741349697113,0.17767482995986938,-0.2599567472934723,0.20226483047008514,0.303044855594635,0.2323809415102005,0.2878820300102234,0.22332684695720673,0.303044855594635,0.16253149509429932,0.13625921308994293,0.3161482512950897,0.30107223987579346,0.2462683618068695,0.3055952489376068,0.9999998807907104,0.17697963118553162,0.17347143590450287,0.24608901143074036,0.35909783840179443,0.11201063543558121
of,0.5696388483047485,0.20692677795886993,-0.21244128048419952,0.4946078956127167,0.733189046382904,0.20170781016349792,0.2972237169742584,1.0,0.733189046382904,0.33382371068000793,0.3415789008140564,0.2942456901073456,0.3106788992881775,0.5052502155303955,0.2155478298664093,0.22332684695720673,0.3966929316520691,0.2480744868516922,0.37253960967063904,0.17438827455043793,0.1826142966747284
36,-0.07270114123821259,-0.24371415376663208,-0.03417016193270683,-0.16098372638225555,-0.13033781945705414,-0.06755939871072769,0.041358161717653275,-0.08931336551904678,-0.13033781945705414,0.028202837333083153,0.027281085029244423,-0.03823154792189598,-0.16716931760311127,-0.138885498046875,-0.16173264384269714,-0.019396888092160225,-0.11592748761177063,-0.2014898806810379,-0.12653297185897827,0.07343851774930954,-0.2611904740333557
acres,0.1980547159910202,0.16485333442687988,-0.2016880363225937,0.21724975109100342,0.1636062115430832,0.15554077923297882,0.14341697096824646,0.17438827455043793,0.1636062115430832,0.24482136964797974,0.18256734311580658,0.20347470045089722,0.14422722160816193,0.18753887712955475,0.24683602154254913,0.35909783840179443,0.18655167520046234,0.1119794100522995,0.20931728184223175,1.0000001192092896,0.15370787680149078
(,0.3087427020072937,0.345022052526474,-0.12156467884778976,0.6363511681556702,0.33289089798927307,0.16283848881721497,0.18431222438812256,0.35032153129577637,0.33289089798927307,0.2013198882341385,0.2010512501001358,0.18691983819007874,0.21952709555625916,0.3206180930137634,0.39410436153411865,0.10567568242549896,0.28656116127967834,0.1676948219537735,0.1455259770154953,0.16313061118125916,0.40561532974243164
"150,000",-0.02928326465189457,-0.13027971982955933,0.07512986660003662,-0.02627166174352169,0.0617680624127388,-0.03980657085776329,0.06864865869283676,0.11727281659841537,0.0617680624127388,-0.08868308365345001,0.0010573426261544228,0.12756302952766418,-0.04174619913101196,-0.020228728652000427,-0.10563348978757858,-0.020416373386979103,0.016694316640496254,0.1201552152633667,0.032372813671827316,-0.050822194665670395,-0.019906021654605865
m2,-0.048039648681879044,0.10859983414411545,-0.027065392583608627,0.046466197818517685,-0.011643829755485058,0.14625439047813416,-0.02387912943959236,-0.043568018823862076,-0.011643829755485058,-0.017605187371373177,-0.03926342725753784,-0.10093860328197479,-0.08162923157215118,-0.007575030904263258,0.04270840808749199,-0.028365129604935646,-0.005715695675462484,0.01911616139113903,-0.06821073591709137,0.03964526951313019,0.0007930725696496665
),0.3326910734176636,0.37161096930503845,-0.1307118982076645,0.63033527135849,0.3456730246543884,0.1770586371421814,0.16722021996974945,0.3680361211299896,0.3456730246543884,0.2002217173576355,0.19551944732666016,0.19315965473651886,0.21738001704216003,0.3640355169773102,0.3690965473651886,0.10628802329301834,0.29937487840652466,0.17939934134483337,0.16602720320224762,0.17851896584033966,0.42300865054130554
at,0.4374977946281433,0.26105815172195435,-0.2321649193763733,0.38314947485923767,0.457212895154953,0.2095402330160141,0.20668897032737732,0.42558613419532776,0.457212895154953,0.21806499361991882,0.22031977772712708,0.14174506068229675,0.21304191648960114,0.3095070421695709,0.2736925184726715,0.22307966649532318,0.4806317389011383,0.2154216170310974,0.2716965675354004,0.16853225231170654,0.21978627145290375
southern,0.3190481662750244,0.153629332780838,-0.18360911309719086,0.2795628309249878,0.3282862603664398,0.17533385753631592,0.14590996503829956,0.31933003664016724,0.3282862603664398,0.5503143668174744,0.46537837386131287,0.19887565076351166,0.08733132481575012,0.25843560695648193,0.20998670160770416,0.14343976974487305,0.19093644618988037,0.11308442056179047,0.18025599420070648,0.14794841408729553,0.11225555837154388
methodist,0.24702993035316467,0.22424060106277466,-0.17920584976673126,0.2960420250892639,0.21922016143798828,0.3213861584663391,0.2605636417865753,0.28458893299102783,0.21922016143798828,0.2671665847301483,0.2164866030216217,0.2098487764596939,0.20215922594070435,0.24651029706001282,0.13278131186962128,0.13388201594352722,0.19416043162345886,0.13229183852672577,0.21092453598976135,0.1618078500032425,0.1436992734670639
university,0.3201795518398285,0.1957041174173355,-0.16496500372886658,0.3017033040523529,0.263973206281662,0.18758776783943176,0.2812507450580597,0.30646374821662903,0.263973206281662,0.2598949372768402,0.20941095054149628,0.16967356204986572,0.18591885268688202,0.20256656408309937,0.16754429042339325,0.22309158742427826,0.18291500210762024,0.12992997467517853,0.19385361671447754,0.1718304604291916,0.11887256056070328
for,0.4322226941585541,0.2775171995162964,-0.15897968411445618,0.4464869201183319,0.4739971458911896,0.18326549232006073,0.1601620316505432,0.4185989499092102,0.4739971458911896,0.17502866685390472,0.20646226406097412,0.16932454705238342,0.2888582944869995,0.44038116931915283,0.23866629600524902,0.28210824728012085,0.36199691891670227,0.3308170735836029,0.40972793102264404,0.2162744253873825,0.264628142118454
the,0.6662389636039734,0.2680487632751465,-0.23657195270061493,0.4933079481124878,1.0,0.22673439979553223,0.2829204201698303,0.733189046382904,1.0,0.3129390776157379,0.3417201042175293,0.27412351965904236,0.30207422375679016,0.5829201340675354,0.25664210319519043,0.303044855594635,0.5107308030128479,0.33890387415885925,0.4335206151008606,0.1636062115430832,0.22068053483963013
george,0.18167929351329803,0.19814276695251465,-0.16502448916435242,0.24972979724407196,0.2510760426521301,0.07584428042173386,0.08804488927125931,0.22097964584827423,0.2510760426521301,0.1744174212217331,0.12499380856752396,0.09952850639820099,0.17188890278339386,0.19503153860569,0.1862030029296875,0.18040819466114044,0.1973860114812851,0.1392437070608139,0.13221925497055054,0.17263102531433105,0.1479024887084961
w.,-0.029492290690541267,-0.04335068166255951,0.07946450263261795,-0.018058141693472862,0.007494001649320126,-0.01855139061808586,-0.03522598743438721,-0.0285952165722847,0.007494001649320126,-0.09756765514612198,-0.09592078626155853,-0.05109662562608719,-0.03964924067258835,0.004890094976872206,-0.04092467203736305,0.014820815064013004,0.006786788813769817,-0.02465987578034401,-0.04898321256041527,0.051421236246824265,-0.07353907823562622
bush,0.13115869462490082,0.08208398520946503,-0.0708991289138794,0.20805984735488892,0.2197706699371338,0.1313745677471161,0.15384823083877563,0.16954964399337769,0.2197706699371338,0.1949567049741745,0.20601916313171387,0.08737197518348694,0.15222062170505524,0.20030783116817474,0.16190205514431,0.23823243379592896,0.21737296879291534,0.17077364027500153,0.225737065076828,0.22734132409095764,0.17634931206703186
presidential,0.2229764759540558,0.22936606407165527,-0.23818153142929077,0.2162860929965973,0.2443588525056839,0.18911929428577423,0.20163166522979736,0.226227268576622,0.2443588525056839,0.22139190137386322,0.1773744523525238,0.20024220645427704,0.24237045645713806,0.239190936088562,0.24581070244312286,0.24521179497241974,0.201328843832016,0.1428617388010025,0.19442063570022583,0.17601029574871063,0.1823401004076004
library,0.2101847380399704,0.1716037392616272,-0.07354513555765152,0.16805633902549744,0.19920319318771362,0.13903237879276276,0.21988408267498016,0.21889357268810272,0.19920319318771362,0.1872434765100479,0.14499929547309875,0.15940001606941223,0.22126072645187378,0.13480092585086823,0.20409390330314636,0.1665756106376648,0.1803589016199112,0.09932420402765274,0.1814885139465332,0.16270403563976288,0.18938742578029633
.,0.5591574311256409,0.349947065114975,-0.216732457280159,0.6812511086463928,0.5934505462646484,0.2227463275194168,0.2314436286687851,0.5352458953857422,0.5934505462646484,0.2798699140548706,0.3193301260471344,0.22709663212299347,0.29869166016578674,0.50484299659729,0.2947922945022583,0.186659038066864,0.49257001280784607,0.3287222981452942,0.3974229395389557,0.20271193981170654,0.4130953550338745
